Column 1	ID	Column 2	Column 3
Walter, E. V. (Eugene Victor), 1925-	100281343	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Walter,%20E.%20V.%20(Eugene%20Victor),%201925-
Hilton, Rodney Howard‏, 1916-2002	32011060	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hilton,%20R.%20H.%20(Rodney%20Howard),%201916-2002.
Bock, Felicia Gressitt	45779762	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bock,%20Felicia%20Gressitt.
Bartl, Peter (Peter F.).		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bartl,%20Peter%20(Peter%20F.).
University of Alberta. Dept. of Art and Design. Visual Communication Design Division.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Alberta.%20Dept.%20of%20Art%20and%20Design.%20Visual %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Communication%20Design%20Division.
Baticle, Yveline, 1920-1999	56605579	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baticle,%20Yveline.
Weaver, Donald F., 1957-....	84881317	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Medical%20Association.
Hilliard, Dick	13590259	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hilliard,%20Dick.
Valenti-Hilliard, Beverly	67931018	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Valenti-Hilliard,%20Beverly.
Vitt, Dale H. (Dale Hadley), 1944-	545560	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vitt,%20Dale%20H.%20(Dale%20Hadley),%201944-
Gradstein, S. R. (Stephan Robbert)	85260145	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gradstein,%20S.%20R.%20(Stephan%20Robbert)
Iwatsuki, Zennosuke, 1929-	120273821	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Iwatsuki,%20Zennosuke,%201929-
Weinberg, Gerald M.	108213426	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Weinberg,%20Gerald%20M.
Geller, Dennis P., 1947-	75250505	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Geller,%20Dennis%20P.,%201947-
Eckhardt-Gramatté, S.C. (Sophie-Carmen), 1899-1974	120745766	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Eckhardt-Gramatté,%20S.%20C.%20(Sophie-Carmen),%201899-1974.
Bishop, D.V.M.	66576637	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bishop,%20Dorothy.,
Keahey, Delores J., 1933-	44564860	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Keahey,%20Delores%20J.,
Schuller, Gunther	79167723	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schuller,%20Gunther.
Waddell, Robert George	44171596	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Waddell,%20Robert%20George.
Tchaikovsky, Peter Ilich, 1840-1893	99258155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mozart,%20Wolfgang%20Amadeus,%201756-1791.
Dreyfus, Huguette	85440306	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dreyfus,%20Huguette.,
Baumont, Olivier, 1960-....	22326502	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baumont,%20Olivier.,
Károlyi Mihály 1875-1955	14814914	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kiss,%20George.,
Melkus, Eduard, 1928-....	102369137	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Melkus,%20Eduard.,
Davis, Colin, 1927-2013	10032941	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Capella%20Academica%20Wien.,
Kennedy, John F. John Fitzgerald 1917-1963	68910251	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lester,%20Robert.
Kesaris, Paul	59134116	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kesaris,%20Paul.
Johnson, Lyndon Baines, 1908-1973	92989169	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Department%20of%20State.
Vance, Zebulon Baird, 1830-1894	39659503	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20Publications%20of%20America,%20Inc.
Kennedy, John F. John Fitzgerald 1917-1963	68910251	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lester,%20Robert.
Vance, Zebulon Baird, 1830-1894	39659503	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20Publications%20of%20America,%20Inc.
Johnson, Lyndon Baines, 1908-1973	92989169	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Department%20of%20State.
Walras, Léon, 1834-1910	76324284	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leduc,%20Richard.
Gervais, Raymond, 1940-	1516717	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gervais,%20Raymond,%201940-
Mahesh Yogi, Maharishi	100268369	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Varma,%20Mahesh.
Friedman, Avi, 1952-....	19588750	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada%20Mortgage%20and%20Housing%20Corporation.
Lange, Walter Henry.	52991393	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lange,%20Walter%20Henry.
Mason, Robert Deward, 1919-....	85347307	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mason,%20Robert%20Deward,%201919-
Rousos, Temoleon G.	30842500	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rousos,%20Temoleon%20G.
Seidenberg, Fran	104199910	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seidenberg,%20Fran.
Laidler, David E. W., 1938-	108918401	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.
Viet, Jean.	17230773	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Council%20of%20the%20European%20Communities.
Sloan, William Alexander, 1942-	104853797	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sloan,%20William%20Alexander,%201942-
Sampara, Paul	31157402	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sampara,%20Paul.
Canadian Centre for Occupational Health and Safety.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.
Alberta. Home Economics Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Home%20Economics%20Branch.
Kecinski, Maik	120969413	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Agriculture.
Alberta. Home Economics Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Home%20Economics%20Branch.
IEEE Power Engineering Society.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22IEEE%20Power%20Engineering%20Society.
Cherubini, Luigi, 1760-1842.	88663809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.
Charles X, King of France, 1757-1836	96583780	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Charles%20X,%20King%20of%20France,%201757-1836.
Scriabin, Aleksandr Nikolayevich, 1872-1915	71579242	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Muti,%20Riccardo.,
Mahler, Gustav, 1860-1911.	61732497	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Philharmonia%20Chorus%20(London,%20England),
Grieg, Edvard, 1843-1907.	46946549	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Philharmonia%20Orchestra%20(London,%20England),
Franks, Julian R.	27127132	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franks,%20Julian%20R.
Broyles, J. E.	307202352	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Broyles,%20J.%20E.
Carleton, Willard T.	45707453	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carleton,%20Willard%20T.
Ross, R. R. (Robert Robertson), 1933-	45619578	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ross,%20R.%20R.%20(Robert%20Robertson),%201933-
Fabiano, Elizabeth	63013208	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fabiano,%20Elizabeth.
Canada. Ministry of the Solicitor General. Programs Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Clark, Joe, 1939-	67724915	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20External%20Affairs.
Abe, Shintarō, 1924-	6310866	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Abe,%20Shintarō,%201924-
Yu, Xintun	40855600	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Japan.%20Gaimushō.
Brillon, Yves	46879652	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brillon,%20Yves.
Brott, Alexander, 1915-2005	29716607	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brott,%20Alexander,%201915-2005.
Charbonneau, Louis, 1932-	38912278	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Charbonneau,%20Louis,%201932-
Mahler, Gustav, 1860-1911.	61732497	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forrester,%20Maureen.
Orford String Quartet.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Orford%20String%20Quartet.
Attwood, P. J.	26003395	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Attwood,%20P.%20J.
Canada. Tariff Board.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Tariff%20Board.
Laufer, Heinz, 1933-....	110784623	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Laufer,%20Heinz,%201933-
Van Dine, S. S., 1888-1939	14798238	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22MacDonald,%20George%20F.
Radin, Paul, 1883-1959	9852369	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Museum%20of%20Man%20(Canada)
Deneuve, Catherine, 1943-....	84033118	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bonitzer,%20Pascal.
Laymon, Richard, 1947-2001	39395847	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sales,%20Arnaud,%201942-
Bélanger, Noël, 1928-	75679450	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belanger,%20Noel.
Vaillancourt, François.	154354130	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Conseil%20de%20la%20langue%20française.
Georgiev, Vladimir Ivanov, 1908-1986	36957458	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ivanov,%20S.%20V.
Koen, B. V.	50627203	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koen,%20B.%20V.
Jerkovič, Jovan	94646793	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jerković,%20Jovan.
Aurifaber, Andreas, 1512?-1559	74597558	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lindemann,%20Andreas.
Ferdinand III, empereur germanique, 1608-1657	267762391	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Adler,%20Guido,%201855-1941.
Belli͡ustin, Ī. S. (Īoann Stefanovich), approximately 1820-1890.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belli͡ustin,%20Ī.%20S.%20(Īoann%20Stefanovich),%20approximately %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%201820-1890.
Freeze, Gregory L., 1945-....	5008017	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freeze,%20Gregory%20L.,%201945-
Eisfeld, Alfred, 1951-....	51813545	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Eisfeld,%20Alfred.
Guli︠a︡ev, A. V. (Anatoliĭ Viktorovich)	118342305	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Guli͡aev,%20A.%20V.%20(Anatoliĭ%20Viktorovich)
Makarov-Zemli︠a︡nskiĭ, N. V. (Nikolaĭ Vikulovich)	1448652	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Makarov-Zemli͡anskiĭ,%20N.%20V.%20(Nikolaĭ%20Vikulovich)
Mashechkin, I. V. (Igorʹ Valerʹevich)	8824602	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mashechkin,%20I.%20V.%20(Igorʹ%20Valerʹevich)
Korolev, L. N. (Lev Nikolaevich)	164407294	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Korolev,%20L.%20N.%20(Lev%20Nikolaevich)
Düdek, Gerd 1938-...	56798787	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dudek,%20Gerhard.
Salisbury, Richard Anthony, 1761-1829	21287763	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leeds,%20Anthony%20R.
Avenell, Alison	70503299	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Avenell,%20Alison.
Burley, Victoria J.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Burley,%20Victoria%20J.
Boyd-Orr, John Boyd Orr, Baron, 1880-1971	69059683	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Food%20and%20Agriculture%20Organization%20of%20the%20United %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Nations.
Frank, Bruno, 1887-1945.	37123104	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Hara,%20Maureen.
Canada. Health and Welfare Canada.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Health%20and%20Welfare%20Canada.
National Native Alcohol and Drug Abuse Program (Canada)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Native%20Alcohol%20and%20Drug%20Abuse%20Program %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(Canada)
Pierrel, Jean-Marie.	24726557	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Riley,%20Philip.
Université de Nancy II. Centre de recherches et d'applications pédagogiques en langues.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Université%20de%20Nancy%20II.%20Centre%20de%20recherches%20et%20d'applications %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20pédagogiques%20en%20langues.
Colletti, V.	67068732	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Colletti,%20V.
Stephens, S. D. G.	95324967	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stephens,%20S.%20D.%20G.
Agamben, Giorgio, 1942-....	112062695	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Università%20di%20Verona.
International Association of Physicians in Audiology.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Association%20of%20Physicians%20in%20Audiology.
International Symposium on Audiological Medicine. (2nd : 1983 : Sirmione, Italy)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Audiological%20Medicine.%20(2nd%20:%201983%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Sirmione,%20Italy)
Frederick II, King of Prussia, 1712-1786	12303200	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.
Vladykov, Vadim D. (Vadim Dmitrij), 1898-1986	20490244	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vladykov,%20Vadim%20D.%20(Vadim%20Dmitrij),%201898-1986.
National Museum of Natural Sciences (Canada)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Museum%20of%20Natural%20Sciences%20(Canada)
Massey, Vincent, 1887-1967	115746946	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Museums%20of%20Canada.
Geller, Daniel S.	44459445	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Geller,%20Daniel%20S.
Henden, Neil, 1960-	104837983	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henden,%20Neil.
Graham, Cooper C., 1938-....	8799791	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Graham,%20Cooper%20C.,%201938-
Aslak Somby	304970944	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Somby,%20Áslak%20A.
Somby, Karen K.	2149366112285601354	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Somby,%20Karen%20K.
National Academy of Early Childhood Programs (U.S.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Academy%20of%20Early%20Childhood%20Programs%20(U.S.)
Kim, Chong-chʻŏl, 1923-	12379424	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kim,%20Chong-ch'ŏl,%201923-
Kamat, A. R., 1912-....	91922092	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kamat,%20A.%20R.,%201912-
Woods, Ngaire.	61664620	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Secretariat.
Wooster, Warren S. (Warren Scriver), 1921-	105808317	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wooster,%20Warren%20S.%20(Warren%20Scriver),%201921-
Fluharty, David L., 1946-	35876454	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fluharty,%20David%20L.,%201946-
Washington Sea Grant Program.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Washington%20Sea%20Grant%20Program.
International Recruitment Investigations in the Subarctic (Group)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Recruitment%20Investigations%20in%20the%20Subarctic %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(Group)
García Méndez, Javier 1945-	112885357	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22García%20Méndez,%20Javier,%201945-2006.
Síndico, Doménico	94829362	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Síndico,%20Doménico.
Cerutti, Mario	22273739	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cerutti,%20Mario.
Kun, Miklós, 1946-	118308680	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hajnal,%20László%20Gábor.
Austen, Jane, 1775-1817.	102333412	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Austen,%20Jane,%201775-1817.
Squires, Darlene C.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Squires,%20Darlene%20C.
Arrom, José Juan, 1910-2007	106966025	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arrom,%20José%20Juan,%201910-2007.
Bautista, Renato G.	5035131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bautista,%20Renato%20G.
Wesely, Rolf J.	26089419	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wesely,%20Rolf%20J.
Metallurgical Society of AIME. Electrolytic Processes Committee.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Electrolytic%20Processes %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.
AIME Meeting. (114th : 1985 : New York, N.Y.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22AIME%20Meeting.%20(114th%20:%201985%20:%20New%20York,%20N.Y.)
Bach, Johann Sebastian, 1685-1750.	12304462	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bach,%20Johann%20Christian,%201735-1782.
Fletcher, John Gould, 1886-1950	7431262	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simon,%20Edwin%20J.
Drovetti, Bernardino, 1776-1852	39399994	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Drovetti,%20Bernardino,%201776-1852.
Curto, Silvio	79046945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Curto,%20Silvio.
Donatelli, Laura.	16252871	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donatelli,%20Laura.
Maturo, Graciela, 1928-	111754941	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maturo,%20Graciela,%201928-
Centro de Estudios Latinoamericanos (Argentina)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centro%20de%20Estudios%20Latinoamericanos%20(Argentina)
Pärt, Arvo, 1935-	111612090	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pärt,%20Arvo.
Arnim, Bettina von 1785-1859	7386152	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brentano,%20Clemens,%201778-1842.
Dahmen, Wolfgang, 1949-....	27134168	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dahmen,%20Wolfgang.
Québec (Province). Assemblée nationale. Commission permanente de la culture.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Assemblée%20nationale.%20Commission%20permanente%20de%20la %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20culture.
Rachmaninoff, Sergei, 1873-1943	60326614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rachmaninoff,%20Sergei,%201873-1943.
Donohoe, Peter, 1953-....	42028400	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donohoe,%20Peter.
EUROGRAPHICS '85 (1985 ; Nice, France)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85%20(1985%20;%20Nice,%20France)
Vandoni, C. E.	39515945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vandoni,%20C.%20E.
European Association for Computer Graphics.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Association%20for%20Computer%20Graphics.
EUROGRAPHICS '85.		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85.
World Eagle, Inc.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Eagle,%20Inc.
Saunders, Duane	77839191	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saunders,%20Duane.
Gourse, Leslie.	37027602	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gourse,%20Leslie.
Rosson, Philip J.	59149034	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosson,%20Philip%20J.
Clark, Joe, 1939-	67724915	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20External%20Affairs.
Dalhousie University. Centre for International Business Studies.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dalhousie%20University.%20Centre%20for%20International%20Business %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Studies.
Londeix, Jean-Marie, 1932-....	112915967	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Londeix,%20Jean-Marie,%201932-
Henak, Richard M.	271615280	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henak,%20Richard%20M.
Bede, the Venerable, Saint, 673-735	61539765	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wright,%20R.%20Thomas.
Bede, the Venerable, Saint, 673-735	61539765	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wright,%20R.%20Thomas.
Henak, Richard M.	271615280	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henak,%20Richard%20M.
Larrain, Gilles	92026284	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Larrain,%20Gilles.
Clyne, Jim	278848728	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clyne,%20Jim.
Sitwell, Edith, 1887-1964	29549983	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Walton,%20William,%201902-1983.
Sitwell, Edith, 1887-1964	29549983	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sitwell,%20Edith,%201887-1964.
Kapp, Richard, 1936-....	85558022	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Chicago%20Pro%20Musica.,
Deepak, B.R.	47051166	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ram,%20Bali.
Romaniuk, Anatole.	41940820	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Romani͡uk,%20A.
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.
Canada. Dept. of Indian Affairs and Northern Development.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.
Corak, Miles	22423183	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.
Yang, Emoretta	11653704	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Yang,%20Emoretta.
Korf, Kumi	9193919	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Korf,%20Kumi.
Weis, Elisabeth, 1944-....	15016108	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Weis,%20Elisabeth,%201944-
Belton, John.	36985036	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belton,%20John.
Franck, Irène M.	5214628	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franck,%20Irene%20M.
Brownstone, David M.	22425527	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brownstone,%20David%20M.
Grunsell, Rob	248841726	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grunsell,%20Rob.
