Column 1	ID	Column 2	Column 3
"Museo civico archeologico ""P. Giovio"" (Como, Italy)"		Organization	"http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Museo%20civico%20archeologico%20""P.%20Giovio""%20(Como,%20Italy)"
Cot, Jean-Pierre, 1937-....	93018823	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cot,%20Jean%20Pierre,%201937-
Pellet, Alain.	73858356	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pellet,%20Alain.
Tavernier, Bertrand, 1941-....	64035796	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tavernier,%20Paul.
Fauré, Christine.	91922071	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fauré,%20Christine.
Ishaghpour, Youssef, 1940-....	88036224	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leutrat,%20Jean-Louis,%201941-
Canarctic Shipping Company.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canarctic%20Shipping%20Company.
Intera Technologies Ltd.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Intera%20Technologies%20Ltd.
Canada. Dept. of National Defence.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20National%20Defence.
Seabrook, Jeremy, 1939-....	108785222	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seabrook,%20Jeremy,%201939-
Berlioz, Hector, 1803-1869.	71577105	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Colin,%20Michel.
Boccassini, Daniela	41964436	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Boccassini,%20Daniela.
Mukerjee, Radhakamal, 1889-1968	71440334	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mukherjee,%20K.
Mazumder, J.	50573142	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mazumder,%20J.
Gaskell, David R., 1940-....	69082888	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Physical%20Metallurgy %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.
Metallurgical Society of AIME. Solidification Committee.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Solidification %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.
AIME Meeting. (113th : 1984 : Los Angeles, Calif.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22AIME%20Meeting.%20(113th%20:%201984%20:%20Los%20Angeles,%20Calif.)
Gómez-Moriana, Antonio.	56792099	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gomez-Moriana,%20Antonio.
York University (Toronto, Ont.). Law Library.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22York%20University%20(Toronto,%20Ont.).%20Law%20Library.
Delluc, Louis, 1890-1924	32029926	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Delluc,%20Louis,%201890-1924.
Lherminier, Pierre.	66557163	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lherminier,%20Pierre.
Neumann-Holzschuh, Ingrid	23037173	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Neumann-Holzschuh,%20Ingrid.
Steinbeck, John, 1902-1968.	96992551	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Martin,%20Marcel.
Jean Renart	88948366	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jean%20Renart,%2012th/13th%20century.
Levy, B. J. (Brian Joseph)	93341232	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Levy,%20B.%20J.%20(Brian%20Joseph)
Hindley, A.	44475760	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hindley,%20A.
Langley, Frederick William, 1938-	117238189	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Langley,%20Frederick%20William,%201938-
Tiné Bertocchi, Fernanda	50713606	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tinè%20Bertocchi,%20Fernanda.
Édeline, Francis (1930- ).	34542306	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Edeline,%20F.
Sylvain, Louise, 1951-	104413292	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sylvain,%20Louise,%201951-
Laforce, Louise	104324836	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Laforce,%20Louise.
Trottier, Claude R. (Claude René), 1941-	9747015	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Trottier,%20Claude%20R.%20(Claude%20René),%201941-
Vaillancourt, François.	154354130	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Conseil%20de%20la%20langue%20française.
Chion, Michel, 1947-....	39566344	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Chion,%20Michel,%201947-
Hinard, François, 1941-	109637299	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hinard,%20François,%201941-2008.
Parisse, Michel.	46765613	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parisse,%20Michel.
Université de Nancy II. Institut d'études médiévales.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Université%20de%20Nancy%20II.%20Institut%20d'études%20médiévales.
Centre européen de recherches sur les congrégations et ordres monastiques.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centre%20européen%20de%20recherches%20sur%20les%20congrégations%20et%20ordres %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20monastiques.
König, Eva Catharina, 1736-1778	5722857	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schulz,%20Günter,%201906-
Crawshaw, Bernard E.	22747846	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Crawshaw,%20Bernard.
Shapin, Steven	44422611	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shapin,%20Steven.
Schaffer, Simon, 1955-....	98183724	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schaffer,%20Simon,%201955-
Poniatowska, Elena	84480471	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Poniatowska,%20Elena.
Campbell, Marion, 1948-	58237964	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Campbell,%20Marion,%201948-
Joint FAO/WHO Codex Alimentarius Commission.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Joint%20FAO/WHO%20Codex%20Alimentarius%20Commission.
Boyd-Orr, John Boyd Orr, Baron, 1880-1971	69059683	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Food%20and%20Agriculture%20Organization%20of%20the%20United %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Nations.
Doll, Richard.	122268924	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Health%20Organization.
Gili, Jean A.	68929667	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gili,%20Jean%20A.
Sønstevold, Gunnar, 1912-1991	37338022	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sønstevold,%20Gunnar,%201912-1991.
Du Bois, W.E.B. (William Edward Burghardt), 1868-1963	34476326	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Du%20Bois,%20W.%20E.%20B.%20(William%20Edward%20Burghardt), %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%201868-1963.
Armstrong, Louis, 1901-1971.	195226	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Armstrong,%20Louis,%201901-1971.
Nystedt, Knut, 1915-2014	17414688	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nystedt,%20Knut,%201915-2014
Medbøe, Katja 1945-1996	224961457	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Medbøe,%20Katja.
Øien, Per, 1937-	51900691	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Norske%20solistkor.
Sandvika storband.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Sandvika%20storband.
Saetre pikekor.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saetre%20pikekor.
Øien, Per, 1937-	51900691	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Norske%20blåsekvintett.
Baerum orkesterforening.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Baerum%20orkesterforening.
Lituanistikos institutas (U.S.). Suvažiavimas (1981 : Chicago, Ill.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Lituanistikos%20institutas%20(U.S.).%20Suvažiavimas%20(1981%20:%20Chicago, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Ill.)
Užgiris, Ina Č	162921851	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Užgiris,%20Ina%20Č.
Lituanistikos institutas (U.S.). Suvažiavimas.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Lituanistikos%20institutas%20(U.S.).%20Suvažiavimas.
Kabulov, A. V. (Anvar Vasilovich)	39146998370918940233	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kabulov,%20A.%20V.%20(Anvar%20Vasilovich)
Zufarov, B. I. (Bakhtier Ilʹi︠a︡sovich)	61146998490118941656	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zufarov,%20B.%20I.%20(Bakhtier%20Ilʹi͡asovich)
"Nauchno-proizvodstvennoe obʺedinenie ""Kibernetika"" AN UzSSR."		Organization	"http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nauchno-proizvodstvennoe%20obʺedinenie%20""Kibernetika""%20AN %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20UzSSR."
Scubla, Lucien	12436959	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Scubla,%20Lucien.
Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ecole%20polytechnique%20(France).%20Centre%20de%20recherche%20sur %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20l'épistémologie%20et%20l'autonomie.
Stravinsky, Igor, 1882-1971	17309155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stravinsky,%20Igor,%201882-1971.
McAlister, Clark	45380524	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McAlister,%20Clark.
Borge, Tomás, 1930-2012	4947372	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Borge,%20Tomás,%201930-2012.
Pilon, J.-L. (Jean-Luc)	40759064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilon,%20J.-L.%20(Jean-Luc)
Canada. NOGAP Secretariat.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20NOGAP%20Secretariat.
Decker, Michel de 1948-	7389055	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Decker,%20Michel%20de.
Worth, Katharine, 1922-....	94570876	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Worth,%20Katharine,%201922-
Consortium for Drama and Media in Higher Education.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Consortium%20for%20Drama%20and%20Media%20in%20Higher%20Education.
Convegno di studi sulla Magna Grecia. (24th : 1984 : Taranto, Italy)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20sulla%20Magna%20Grecia.%20(24th%20:%201984%20:%20Taranto, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Italy)
Istituto per la storia e l'archeologia della Magna Grecia.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20per%20la%20storia%20e%20l'archeologia%20della%20Magna %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Grecia.
Convegno di studi sulla Magna Grecia.		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20sulla%20Magna%20Grecia.
Viola, Herman J.	14888634	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Viola,%20Herman%20J.
Margolis, Carolyn	50645005	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Margolis,%20Carolyn.
Ovidius Naso, Publius	88342447	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stephan,%20Rudolf.
Internationales Gustav-Mahler-Symposium (1979 : Düsseldorf, Germany)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Internationales%20Gustav-Mahler-Symposium%20(1979%20:%20Düsseldorf, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Germany)
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	54154636	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Arkadiĭ%20Natanovich.
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	54154636	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Boris%20Natanovich.
Martin, David, 1929-....	108286953	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lancaster,%20David.
Unesco. Regional Office for Education in Asia and the Pacific.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Unesco.%20Regional%20Office%20for%20Education%20in%20Asia%20and%20the %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Pacific.
Dickson, Gary W.	109379426	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dickson,%20Gary%20W.
Wetherbe, James C.	93694907	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wetherbe,%20James%20C.
Lynch, Beverly P.	30904355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lynch,%20Beverly%20P.
Winters, Christopher, 1944-	112329859	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Winters,%20Christopher,%201944-
University of Chicago. Library. Map Collection.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collection.
Medžitova, Èl'mira Dževatovna.	59507817	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Medzhitova,%20Ė.%20D.%20(Ėlʹmira%20Dzhevatovna)
Kline, Morris, 1908-1992	59116073	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kline,%20Morris,%201908-1992.
Botta, Carlo, 1766-1837	51713723	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli,%20E.%20G.
Rowling, J.K., 1965-	116796842	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Newton,%20K.%20E.
Telfer, J.S.	104230053	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Telfer,%20J.%20S.
Herlihy, David.	108552936	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Herlihy,%20David.
Hooke, Della	12336873	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hooke,%20Della.
University of Oxford. Dept. for External Studies.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Oxford.%20Dept.%20for%20External%20Studies.
Castellanos, Rosario, 1925-1974.	97344364	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Castellanos,%20Rosario.
Johansson, Boo, 1952-	276463123	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johansson,%20Boo.
Cherubini, Luigi, 1760-1842.	88663809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.
Charles X, King of France, 1757-1836	96583780	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Louis%20XVIII,%20King%20of%20France,%201755-1824.
Carli Ballola, Giovanni, 1932-....	76392744	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli%20Ballola,%20Giovanni,%201932-
Ovid, 43 B.C.-17 A.D. or 18 A.D.	88342447	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ovid,%2043%20B.C.-17%20A.D.%20or%2018%20A.D.
Augustine, Saint, Bishop of Hippo	66806872	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hill,%20D.%20E.
Eimert, Herbert, 1897-1972	52110	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Research%20Council%20Canada.
Vedernikov, Aleksandr Filippovič (1927- ).	84496281	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zolotov,%20A.%20N.
Pronicheva, Margarita Vladimirovna	25912837	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pronicheva,%20Margarita%20Vladimirovna.
Rozhdestvenskiĭ, Aleksandr Petrovich, 1864-1931	38211911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rozhdestvenskiĭ,%20Aleksandr%20Petrovich.
Mansfield, Edwin.	44376649	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mansfield,%20Edwin.
Williamson, A.M. (Alice Muriel), 1869-1933	100236597	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.
Canada. Indian and Northern Affairs Canada.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.
Statistics Canada. Demography Division.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.%20Demography%20Division.
Arnold, Grant	13809033	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arnold,%20Grant.
Forsyth, Mina, 1920-	96445347	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forsyth,%20Mina,%201920-
O'Brian, John, 1944-....	85445774	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Mendel%20Art%20Gallery.
Godfrey Dean Cultural Centre.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Godfrey%20Dean%20Cultural%20Centre.
Mermut, A. R. (Ahmet R.)	275142181	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mermut,%20A.%20R.
Phillips, Peter W. B.	71461569	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan.%20Agriculture%20Development%20Fund.
Lôbo, Duarte 1565-1646	87553403	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lobo,%20Duarte,%201565-1646.
Lasso, Orlando di 1532-1594	23356192	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Turner,%20Bruno.
Cherubini, Luigi, 1760-1842.	88663809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.
Mörike, Eduard, 1804-1875	12312842	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ulrich,%20Hugo.
Belok, Michael	246001894	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belok,%20Michael.
Murphy, Warren	17227233	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Murphy,%20John%20W.
International Symposium on Moisture and Humidity (1985 : Washington, D.C.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Washington,%20D.C.)
Mason, B. J. (Basil John)	100889	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22American%20Meteorological%20Society.
International Symposium on Moisture and Humidity.		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity.
Parent, Marie-Danielle	75363953	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Marie-Danielle.
Parent, Yolande	12166293	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Yolande.
Vaillancourt, Lorraine, 1947-	12500888	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillancourt,%20Lorraine,%201943-
Garant, Serge, 1929-1986	66730205	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Garant,%20Serge,%201929-1986.
Grinhauz, Luis, 1942-	104833102	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grinhauz,%20Luis,%201942-
Dumouchel, Michael	187240491	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dumouchel,%20Michael.
Béluse, Pierre, 1935-	49418402	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Société%20de%20musique%20contemporaine%20du%20Québec.
Gili︠a︡rov, M. S.	30923585	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gili͡arov,%20M.%20S.
Motrošilova, Nelli Vasilʹevna, 1934-	24728491	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Akademii͡a%20nauk%20SSSR.
Peyton, K.M.	40116635	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rowe,%20G.
Williamson, A.M. (Alice Muriel), 1869-1933	100236597	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.
Corak, Miles	22423183	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.
Canada. Dept. of Indian Affairs and Northern Development.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.
Josquin, des Prez, -1521	100226284	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Josquin,%20des%20Prez,%20-1521.
Higginbottom, Edward, 1946-....	277476608	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Higginbottom,%20Edward.
Christophers, Harry, 1953-....	14957840	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22New%20College%20(University%20of%20Oxford).%20Choir.
Moore, Larry F., 1934-	17338249	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moore,%20Larry%20F.,%201934-
Vancouver Volunteer Centre.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Vancouver%20Volunteer%20Centre.
Magill, Richard A.	12429199	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Magill,%20Richard%20A.
Canada. Dept. of Communications.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Communications.
Bose, N.K. (Nirmal K.), 1940-	108149097	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bose,%20N.%20K.%20(Nirmal%20K.),%201940-
Guiver, J. P.	306071207	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Guiver,%20J.%20P.
Northwest Territories Association of Municipalities.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.
Northwest Territories Association of Municipalities.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.
Canadian Assembly on National Parks and Protected Areas (1985 : Banff, Alta.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Assembly%20on%20National%20Parks%20and%20Protected%20Areas%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Banff,%20Alta.)
Goodall, Jane, 1934-....	108443470	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morris,%20Gary.
Stevenson, Robert Louis, 1850-1894.	95207986	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderson,%20John.
McCoy, Charlie, 1941-	27145971492032332094	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCoy,%20Charlie.
Tillis, Pam, 1957-	44502738	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tillis,%20Pam.
Brooks, Karen McConnell.	218230408	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brooks,%20Karen.
Allen, Rex, 1924-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%201924-
Allen, Rex, 1947-	6654731	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%20Jr.
Rogers, Roy, 1911-1998	100231037	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rogers,%20Roy,%201911-1998.
Travis, Randy	25402151	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Travis,%20Randy.
Leadon, Bernie	7572566	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nitty%20Gritty%20Dirt%20Band.
Pinkard &amp; Bowden.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Pinkard%20&amp;%20Bowden.
Hariharan, M. (Muthuswamy), 1951-	109253579	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hariharan,%20M.%20(Muthuswamy),%201951-
Gowri Kuppuswamy, 1933-	9896798	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gowri%20Kuppuswamy,%201933-
Gerlach, Reinhard, 1934-	110753763	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gerlach,%20Reinhard,%201934-
Patenaude, Gilbert	18967371	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Petits%20Chanteurs%20du%20Mont-Royal.
Patenaude, Gilbert	18967371	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Patenaude,%20Gilbert.
Seutin, Didier	316955871	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seutin,%20Didier.
Kotarski, Edmund	101736897	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kotarski,%20Edmund.
