Column 1	VIAF-ID-Per	VIAF-ID-names	org	Column 3	Column 4	VIAF-ID-Cor	Column 5
British Mutoscope and Biograph Company--History	315679882	130156832	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Biograph%20Company.http://www.loc.gov/mads/rdf/v1#CorporateName	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Biograph%20Company.	130156832	http://example.org/1380019#Agent610-24
Graham, Cooper C., 1938-....	8799791	8799791	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Graham,%20Cooper%20C.,%201938-	http://example.org/1380019#Agent700-25		
Aslak Somby	304970944	304970944	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Somby,%20Áslak%20A.	http://example.org/1330790#Agent100-14		
Somby, Karen K.	2149366112285601354	2149366112285601354	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Somby,%20Karen%20K.	http://example.org/1330790#Agent700-30		
National Academy of Early Childhood Programs (U.S.)		157159946	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Academy%20of%20Early%20Childhood%20Programs%20(U.S.)	http://example.org/1347059#Agent710-18	157159946	
Kim, Chong-chʻŏl, 1923-	12379424	12379424	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kim,%20Chong-ch'ŏl,%201923-	http://example.org/1385419#Agent100-10		
Kamat, A. R., 1912-....	91922092	91922092	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kamat,%20A.%20R.,%201912-	http://example.org/1303997#Agent100-13		
Woods, Ngaire.	61664620	124830646	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Secretariat.	http://example.org/1323221#Agent710-23	124830646	
Wooster, Warren S. (Warren Scriver), 1921-	105808317	105808317	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wooster,%20Warren%20S.%20(Warren%20Scriver),%201921-	http://example.org/1001639#Agent700-23	3261147907506079210007	
Fluharty, David L., 1946-	35876454	35876454	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fluharty,%20David%20L.,%201946-	http://example.org/1001639#Agent700-24		
Washington Sea Grant Program.		156566314	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Washington%20Sea%20Grant%20Program.	http://example.org/1001639#Agent710-25	156566314	
International Recruitment Investigations in the Subarctic (Group)		134806383	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Recruitment%20Investigations%20in%20the%20Subarctic %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(Group)	http://example.org/1001639#Agent710-26	134806383	
García Méndez, Javier 1945-	112885357	112885357	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22García%20Méndez,%20Javier,%201945-2006.	http://example.org/1326228#Agent100-12		
García Márquez, Gabriel, 1927-2014	54147956	54147956	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22García%20Márquez,%20Gabriel,%201927-2014.	http://example.org/1326228#Agent600-23		
Síndico, Doménico	94829362	94829362	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Síndico,%20Doménico.	http://example.org/1334445#Agent700-27		
Cerutti, Mario	22273739	22273739	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cerutti,%20Mario.	http://example.org/1334445#Agent700-28		
Kun, Miklós, 1946-	118308680	118308680	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hajnal,%20László%20Gábor.	http://example.org/1329424#Agent100-9		
Austen, Jane, 1775-1817.	102333412	102333412	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Austen,%20Jane,%201775-1817.	http://example.org/1339375#Agent100-9		
Squires, Darlene C.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Squires,%20Darlene%20C.	http://example.org/1328919#Agent100-9		
Arrom, José Juan, 1910-2007	106966025	106966025	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arrom,%20José%20Juan,%201910-2007.	http://example.org/1361037#Agent100-12		
Bautista, Renato G.	5035131	5035131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bautista,%20Renato%20G.	http://example.org/1344332#Agent700-20		
Wesely, Rolf J.	26089419	26089419	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wesely,%20Rolf%20J.	http://example.org/1344332#Agent700-21		
Metallurgical Society of AIME. Electrolytic Processes Committee.		139595852	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Electrolytic%20Processes %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.	http://example.org/1344332#Agent710-22	139595852	
AIME Meeting. (114th : 1985 : New York, N.Y.)		179791967	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22AIME%20Meeting.%20(114th%20:%201985%20:%20New%20York,%20N.Y.)	http://example.org/1344332#Agent711-23	179791967	
Bach, Johann Sebastian, 1685-1750.	12304462	12304462	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bach,%20Johann%20Christian,%201735-1782.	http://example.org/1338676#Agent100-16	151444300	
Fletcher, John Gould, 1886-1950	7431262	7431262	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simon,%20Edwin%20J.	http://example.org/1338676#Agent700-29		
Drovetti, Bernardino, 1776-1852	39399994	39399994	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Drovetti,%20Bernardino,%201776-1852.	http://example.org/1000231#Agent100-13		
Drovetti, Bernardino, 1776-1852	39399994	39399994	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Drovetti,%20Bernardino,%201776-1852http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Drovetti,%20Bernardino,%201776-1852		http://example.org/1000231#Agent600-25
Curto, Silvio	79046945	79046945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Curto,%20Silvio.	http://example.org/1000231#Agent700-29		
Donatelli, Laura.	16252871	16252871	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donatelli,%20Laura.	http://example.org/1000231#Agent700-30		
Sábato, Ernesto, 1911-2011	108131182	108131182	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sábato,%20Ernesto%20Rhttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Sábato,%20Ernesto%20R		http://example.org/1403173#Agent600-22
Maturo, Graciela, 1928-	111754941	111754941	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maturo,%20Graciela,%201928-	http://example.org/1403173#Agent700-23		
Centro de Estudios Latinoamericanos (Argentina)		126574231	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centro%20de%20Estudios%20Latinoamericanos%20(Argentina)	http://example.org/1403173#Agent710-24	126574231	
Pärt, Arvo, 1935-	111612090	111612090	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pärt,%20Arvo.	http://example.org/1372606#Agent100-15	130974477	
Arnim, Bettina von 1785-1859	7386152	7386152	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brentano,%20Clemens,%201778-1842http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Brentano,%20Clemens,%201778-1842		http://example.org/1372606#Agent600-25
Arnim, Bettina von 1785-1859	7386152	7386152	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brentano,%20Clemens,%201778-1842.	http://example.org/1372606#Agent700-28		
Dahmen, Wolfgang, 1949-....	27134168	27134168	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dahmen,%20Wolfgang.	http://example.org/1327805#Agent100-14		
Québec (Province). Assemblée nationale. Commission permanente de la culture.		122820914	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Assemblée%20nationale.%20Commission%20permanente%20de%20la %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20culture.	http://example.org/1298184#Agent710-24	122820914	
Rachmaninoff, Sergei, 1873-1943	60326614	60326614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rachmaninoff,%20Sergei,%201873-1943.	http://example.org/1317439#Agent100-12		
Donohoe, Peter, 1953-....	42028400	42028400	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donohoe,%20Peter.	http://example.org/1317439#Agent700-24	143202284	
Rachmaninoff, Sergei, 1873-1943	60326614	60326614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rachmaninoff,%20Sergei,%201873-1943.	http://example.org/1317439#Agent700-25		
EUROGRAPHICS '85 (1985 ; Nice, France)			Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85%20(1985%20;%20Nice,%20France)	http://example.org/1339335#Agent111-12		
Vandoni, C. E.	39515945	39515945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vandoni,%20C.%20E.	http://example.org/1339335#Agent700-22		
European Association for Computer Graphics.		142568520	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Association%20for%20Computer%20Graphics.	http://example.org/1339335#Agent710-23	142568520	
