Column 1	LC-ID-Per	LC-ID-names	org	Column 3	Column 4	LC-ID-Cor	Column 5
Davis, Richard A., Jr., 1937-	n83002007	n79055482	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20of%20Economic%20Paleontologists%20and%20Mineralogists.	http://example.org/1298265#Agent710-24	n79055482	
Kyle, Hedi	n83073661	n83073661	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kyle,%20Hedi.	http://example.org/1339679#Agent100-10		
Tisdell, C. A. (Clement Allan)	n50012738	n50012738	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Macdonald,%20John,%201945-	http://example.org/1339768#Agent100-11		
Minnick, William H.	n84135289	n84135289	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Minnick,%20William%20H.	http://example.org/1298603#Agent100-12		
Boudinot, André	no94014143	no94014143	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Boudinot,%20André.	http://example.org/1392757#Agent700-25		
Wheble, B. S. (Bernard S.)	n83126745	n83126745	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wheble,%20B.%20S.%20(Bernard%20S.)	http://example.org/1392757#Agent700-26		
Vlavianos-Arvanitis, Agni.	n84115787	n79039832	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Chamber%20of%20Commerce.	http://example.org/1392757#Agent710-27	n79039832	
Ha, Tae-hŭng	n50077570	n50077570	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ha,%20Tae%20Hung.	http://example.org/1385543#Agent100-12		
Grass, Günter, 1927-2015.	n80085270	n80085270	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grass,%20Günter,%201927-http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Grass,%20Günter,%201927-		http://example.org/1002120#Agent600-21
Grass, Günter, 1927-2015.	n80085270	n80085270	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grass,%20Günter,%201927-	http://example.org/1002120#Agent700-22		
Fulgentius, Saint, Bishop of Ruspa, 468-533	n86028302	n86028302	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolff,%20Rudolf.	http://example.org/1002120#Agent700-23	n82166062	
Koniecko, Edward S., 1913-	n84238076	n84238076	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koniecko,%20Edward%20S.,%201913-	http://example.org/1298993#Agent100-12		
Koniecko, Edward S., 1913-	n84238076	n84238076	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koniecko,%20Edward%20S.,%201913-	http://example.org/1298993#Agent700-25		
Sulitzer, Paul-Loup, 1946-....	n83122472	n83122472	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sulitzer,%20Paul-Loup,%201946-	http://example.org/1400896#Agent100-12		
Harbach, Barbara	n87832451	n87832451	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harbach,%20Barbara.	http://example.org/1312517#Agent100-15		
Adler, Samuel, 1928-....	n79077371	n79077371	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Adler,%20Samuel,%201928-	http://example.org/1312517#Agent700-31		
Albright, William Foxwell, 1891-1971	n50041030	n50041030	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Albright,%20William.	http://example.org/1312517#Agent700-32	n80087704	
Shostakovich, Dmitriĭ Dmitrievich, 1906-1975.	n79140959	n79140959	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Martinů,%20Bohuslav,%201890-1959.	http://example.org/1312517#Agent700-33		
Persichetti, Vincent, 1915-1987	n80097322	n80097322	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Persichetti,%20Vincent,%201915-1987.	http://example.org/1312517#Agent700-34		
Templeton, Alec, 1910-1963	n88144484	n88144484	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Templeton,%20Alec%20Andrew,%201910-1963.	http://example.org/1312517#Agent700-35		
Paikowsky, Sandra	n87104679	n87104679	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Paikowsky,%20Sandra,%201945-	http://example.org/1337589#Agent100-14		
Klunder, Harold, 1943-	nr2003035267	nr2003035267	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Klunder,%20Harold,%201943-http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Klunder,%20Harold,%201943-		http://example.org/1337589#Agent600-25
Lerner, Loren R. (Loren Ruth), 1948-	n84049612	n96047091	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Concordia%20Art%20Gallery.	http://example.org/1337589#Agent710-26	n96047091	
Sampara, Paul	n90653455	n90653455	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sampara,%20Paul.	http://example.org/1372123#Agent100-13		
Canadian Centre for Occupational Health and Safety.		n85160029	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.	http://example.org/1372123#Agent710-28	n85160029	
World Health Organization. Regional Office for Africa.		n50067632	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Health%20Organization.%20Regional%20Office%20for%20Africa.	http://example.org/1348121#Agent710-25	n50067632	
Study Group on Health-Related Population Issues (1985 : Brazzaville, Congo)		n85156863	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Study%20Group%20on%20Health-Related%20Population%20Issues%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Brazzaville,%20Congo)	http://example.org/1348121#Agent711-26	n85156863	
Löhr, Helmut, 1955-2010	n97054196	n97054196	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Löhr,%20Helmut,%201955-2010.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Löhr,%20Helmut,%201955-2010.		http://example.org/1333615#Agent600-21
Löhr, Helmut, 1955-2010	n97054196	n97054196	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Löhr,%20Helmut,%201955-2010.	http://example.org/1333615#Agent700-23		
Pilling, Ann.	n88271628	n88271628	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilling,%20Ann.	http://example.org/1001724#Agent100-13		
Pilling, Ann.	n88271628	n88271628	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clifford,%20Rowan.	http://example.org/1001724#Agent700-23		
Santmyer, Helen Hooven, 1895-1986	n81147573	n81147573	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Santmyer,%20Helen%20Hooven,%201895-1986.	http://example.org/1321220#Agent100-12		
Kasper, Walter, 1933-....	n79135502	n79135502	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bielawski,%20E.	http://example.org/1408285#Agent700-25		
Donovan, 1946-	nr89010731	nr89010731	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Janet.	http://example.org/1336681#Agent700-24		
Caudet Yarza, Francisco, 1939-	n94017884	n94017884	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Genaro%20J.	http://example.org/1336681#Agent700-25		
Simone, Sam P., 1945-....	n84181015	n84181015	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simone,%20Sam%20P.,%201945-	http://example.org/1378225#Agent100-12		
Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	n79036830	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hitchcock,%20Alfred,%201899-1980.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Hitchcock,%20Alfred,%201899-1980.		http://example.org/1378225#Agent600-24
Wilshere, E. R.	n77004249	n77004249	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilshere,%20E.%20R.	http://example.org/1313298#Agent700-28		
Lydon, John, 1956-....	n94113308	n94113308	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cochrane,%20G.%20M.	http://example.org/1313298#Agent700-29		
Oxfordshire Area Health Authority.		nb2009010597	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oxfordshire%20Area%20Health%20Authority.	http://example.org/1313298#Agent710-30	nb2009010597	
Shook, E. Victoria	n85138835	n85138835	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shook,%20E.%20Victoria.	http://example.org/1382918#Agent100-12		
Hersch, Fred	nr91020464	no96011528	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Fred%20Hersch%20Trio.	http://example.org/1369450#Agent110-12	no96011528	
Hersch, Fred	nr91020464	nr91020464	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hersch,%20Fred.	http://example.org/1369450#Agent700-24	n83155716	
Abercrombie, John, 1944-....	n78091426	n78091426	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Marc,%201953-	http://example.org/1369450#Agent700-25	n81059983	
Frith, Fred	nr91038281	nr91038281	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baron,%20Joey.	http://example.org/1369450#Agent700-26	n80100097	
Halton, David M. (David Michael), 1948-	n86866040	n86866040	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Halton,%20David%20M.%20(David%20Michael),%201948-	http://example.org/1372115#Agent100-13		
Canadian Centre for Occupational Health and Safety.		n85160029	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.	http://example.org/1372115#Agent710-24	n85160029	
Cardano, Girolamo, 1501-1576	n50058796	n50058796	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Blanc,%20Charles.	http://example.org/1365454#Agent100-12		
Liu, An, 179 B.C.-122 B.C.	n83001392	n83001392	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Huai-nan%20tzu,%20-122%20B.C.	http://example.org/1365454#Agent600-23		
Liu, An, 179 B.C.-122 B.C.	n83001392	n83001392	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Huai-nan%20tzu,%20-122%20B.C.	http://example.org/1365454#Agent700-24		
Pâclişanu, Zenobius	n85281222	n85281222	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pâclişanu,%20Zenobius.	http://example.org/1379603#Agent100-14		
Le Magnen, Jacques.	n80096758	n80096758	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Magnen,%20Jacques.	http://example.org/1353902#Agent100-17		
Jones, Everett L.	n50039974	n50039974	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Meredith%20L.	http://example.org/1367064#Agent700-24		
Finamore, John F., 1951-....	n85025348	n85025348	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Finamore,%20John%20F.,%201951-	http://example.org/1401638#Agent100-12		
Iamblichus, approximately 250-approximately 330	n50053655	n50053655	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Iamblichus,%20approximately%20250-approximately%20330.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Iamblichus,%20approximately%20250-approximately%20330.		http://example.org/1401638#Agent600-22
McDonald, Donna, 1942-….	n89672861	n89672861	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McDonald,%20Donna,%201942-	http://example.org/1373720#Agent100-14		
Ewing, Juliana Horatia, 1841-1885	n50010906	n50010906	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.		http://example.org/1373720#Agent600-23
Ewing, Juliana Horatia, 1841-1885	n50010906	n50010906	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.	http://example.org/1373720#Agent700-25		
Monteverdi, Claudio, 1567-1643.	n79074370	n79074370	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Monteverdi,%20Claudio,%201567-1643.	http://example.org/1345144#Agent100-15	n91025712	
Jacobsen, Karin	n88602229	n88602229	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Karin.	http://example.org/1345144#Agent700-28		
Jacobsen, J.P. (Jens Peter), 1847-1885	n80019602	n80019602	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Jens%20Peter.	http://example.org/1345144#Agent700-29	n85228532	
Commendone, Giovanni Francesco, 1524-1584	no91011092	no91011092	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mozzarelli,%20Cesare.	http://example.org/1349153#Agent700-24		
Olmi, Giuseppe.	n78007200	n78007200	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Olmi,%20Giuseppe.	http://example.org/1349153#Agent700-25		
Convegno di studi storici (1984 : Trento, Italy)		n86127872	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici%20(1984%20:%20Trento,%20Italy)	http://example.org/1349153#Agent711-26	n86127872	
Convegno di studi storici.		n80102681	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici.	http://example.org/1349153#Agent711-27	n80102681	
Plautus, Titus Maccius	n80014980	n80014980	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Plautus,%20Titus%20Maccius.	http://example.org/1306245#Agent100-12		
Plautus, Titus Maccius	n80014980	n80014980	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Plautus,%20Titus%20Macciushttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Plautus,%20Titus%20Maccius		http://example.org/1306245#Agent600-24
Uberti, Maria Luisa.	n83049572	n83049572	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Uberti,%20Maria%20Luisa.	http://example.org/1306245#Agent700-25		
Alberta. Settlement Services.		no90001885	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Settlement%20Services.	http://example.org/1385748#Agent710-26	no90001885	
Alberta. Immigration and Settlement Branch.		no90001885	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Immigration%20and%20Settlement%20Branch.	http://example.org/1385748#Agent710-27	no90001885	
Honadle, George	n79122336	n79122336	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Honadle,%20George.	http://example.org/1401550#Agent100-13		
VanSant, Jerry	n84201479	n84201479	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22VanSant,%20Jerry.	http://example.org/1401550#Agent700-24		
Dukelow, Sam G., 1917-2003	n86102685	n86102685	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dukelow,%20S.%20G.	http://example.org/1353280#Agent100-10		
Blazuk, Julia.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Blazuk,%20Julia.	http://example.org/1372937#Agent100-10		
Soper, Judy.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Soper,%20Judy.	http://example.org/1372937#Agent700-23		
Patterson, Cynthia.	n81013005	n81013005	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peterson,%20Cynthia.	http://example.org/1372937#Agent700-24		
Brenner, Everett H.	n79046906	n79046906	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brenner,%20Everett%20H.	http://example.org/1335775#Agent100-9		
Saračević, Tefko	n80063369	n80063369	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saracevic,%20Tefko.	http://example.org/1335775#Agent700-26		
Cornog, Martha.	n82160126	n82160126	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cornog,%20Martha.	http://example.org/1335775#Agent700-27		
National Federation of Abstracting and Information Services (U.S.)		n83138929	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Federation%20of%20Abstracting%20and%20Information%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(U.S.)	http://example.org/1335775#Agent710-28	n83138929	
Gammage, Richard B.	n85028710	n85028710	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gammage,%20Richard%20B.	http://example.org/1398455#Agent700-30		
Kaye, Stephen V.	n85028711	n85028711	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kaye,%20Stephen%20V.	http://example.org/1398455#Agent700-31		
