Column 1	id	Column 2	Column 3	Column 4	Column 1
Zufarov, B. I. (Bakhtier Ilʹi͡asovich)		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zufarov,%20B.%20I.%20(Bakhtier%20Ilʹi͡asovich)	http://example.org/1321093#Agent700-22	Zufarov, B. I. (Bakhtier Ilʹi͡asovich)
"Nauchno-proizvodstvennoe obʺedinenie ""Kibernetika"" AN UzSSR."		Organization	"http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nauchno-proizvodstvennoe%20obʺedinenie%20""Kibernetika""%20AN %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20UzSSR."	http://example.org/1321093#Agent710-23	"Nauchno-proizvodstvennoe obʺedinenie ""Kibernetika"" AN UzSSR."
Scubla, Lucien.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Scubla,%20Lucien.	http://example.org/1386351#Agent100-9	Scubla, Lucien.
Centre de recherche sur l'épistémologie et l'autonomie Paris	123958106	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ecole%20polytechnique%20(France).%20Centre%20de%20recherche%20sur %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20l'épistémologie%20et%20l'autonomie.	http://example.org/1386351#Agent710-20	Centre de recherche sur l'épistémologie et l'autonomie Paris
Gregg Smith Singers.	121009144	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stravinsky,%20Igor,%201882-1971.	http://example.org/1349628#Agent100-11	Gregg Smith Singers.
McAlister, Clark.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McAlister,%20Clark.	http://example.org/1349628#Agent700-24	McAlister, Clark.
Borge, Tomás, 1930-2012.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Borge,%20Tomás,%201930-2012.	http://example.org/1375783#Agent100-13	Borge, Tomás, 1930-2012.
Pilon, J.-L. (Jean-Luc)		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilon,%20J.-L.%20(Jean-Luc)	http://example.org/1387026#Agent100-11	Pilon, J.-L. (Jean-Luc)
Canada. NOGAP Secretariat	124269634	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20NOGAP%20Secretariat.	http://example.org/1387026#Agent710-24	Canada. NOGAP Secretariat
Decker, Michel de.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Decker,%20Michel%20de.	http://example.org/1330013#Agent100-13	Decker, Michel de.
Worth, Katharine, 1922-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Worth,%20Katharine,%201922-	http://example.org/1319523#Agent100-10	Worth, Katharine, 1922-
Consortium for Drama and Media in Higher Education	143579522	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Consortium%20for%20Drama%20and%20Media%20in%20Higher%20Education.	http://example.org/1319523#Agent710-22	Consortium for Drama and Media in Higher Education
Convegno di studi sulla Magna Grecia. (24th : 1984 : Taranto, Italy)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20sulla%20Magna%20Grecia.%20(24th%20:%201984%20:%20Taranto, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Italy)	http://example.org/1362367#Agent111-9	Convegno di studi sulla Magna Grecia. (24th : 1984 : Taranto, Italy)
Istituto per la storia e l'archeologia della Magna Grecia	146236488	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20per%20la%20storia%20e%20l'archeologia%20della%20Magna %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Grecia.	http://example.org/1362367#Agent710-19	Istituto per la storia e l'archeologia della Magna Grecia
Convegno di studi sulla Magna Grecia	138015221	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20sulla%20Magna%20Grecia.	http://example.org/1362367#Agent711-20	Convegno di studi sulla Magna Grecia
Viola, Herman J.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Viola,%20Herman%20J.	http://example.org/1372172#Agent700-28	Viola, Herman J.
Margolis, Carolyn.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Margolis,%20Carolyn.	http://example.org/1372172#Agent700-29	Margolis, Carolyn.
Hochobrigkeitliche Buchdruckerey (Bern)	150839571	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stephan,%20Rudolf.	http://example.org/1323285#Agent700-24	Hochobrigkeitliche Buchdruckerey (Bern)
Internationales Gustav-Mahler-Symposium (1979 : Düsseldorf, Germany)	140210092	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Internationales%20Gustav-Mahler-Symposium%20(1979%20:%20Düsseldorf, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Germany)	http://example.org/1323285#Agent711-25	Internationales Gustav-Mahler-Symposium (1979 : Düsseldorf, Germany)
Strugat͡skiĭ, Arkadiĭ Natanovich.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Arkadiĭ%20Natanovich.	http://example.org/1346422#Agent100-9	Strugat͡skiĭ, Arkadiĭ Natanovich.
Strugat͡skiĭ, Boris Natanovich.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Boris%20Natanovich.	http://example.org/1346422#Agent700-17	Strugat͡skiĭ, Boris Natanovich.
Lancaster, David.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lancaster,%20David.	http://example.org/1297397#Agent100-11	Lancaster, David.
Unesco. Principal Regional Office for Asia and the Pacific	158384957	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Unesco.%20Regional%20Office%20for%20Education%20in%20Asia%20and%20the %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Pacific.	http://example.org/1297397#Agent710-25	Unesco. Principal Regional Office for Asia and the Pacific
Dickson, Gary W.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dickson,%20Gary%20W.	http://example.org/1393373#Agent100-17	Dickson, Gary W.
Wetherbe, James C.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wetherbe,%20James%20C.	http://example.org/1393373#Agent700-27	Wetherbe, James C.
Lynch, Beverly P.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lynch,%20Beverly%20P.	http://example.org/1342682#Agent700-22	Lynch, Beverly P.
Winters, Christopher, 1944-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Winters,%20Christopher,%201944-	http://example.org/1312002#Agent100-10	Winters, Christopher, 1944-
University of Chicago. Library. Map Collection.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collection.	http://example.org/1312002#Agent710-22	University of Chicago. Library. Map Collection.
Medzhitova, Ė. D. (Ėlʹmira Dzhevatovna)		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Medzhitova,%20Ė.%20D.%20(Ėlʹmira%20Dzhevatovna)	http://example.org/1351947#Agent100-12	Medzhitova, Ė. D. (Ėlʹmira Dzhevatovna)
Kline, Morris, 1908-1992.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kline,%20Morris,%201908-1992.	http://example.org/1337574#Agent100-18	Kline, Morris, 1908-1992.
Carli, E. G.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli,%20E.%20G.	http://example.org/1340717#Agent100-14	Carli, E. G.
Newton, K. E.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Newton,%20K.%20E.	http://example.org/1340717#Agent700-27	Newton, K. E.
Telfer, J. S.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Telfer,%20J.%20S.	http://example.org/1340717#Agent700-28	Telfer, J. S.
Herlihy, David.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Herlihy,%20David.	http://example.org/1342227#Agent100-16	Herlihy, David.
Hooke, Della.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hooke,%20Della.	http://example.org/1398280#Agent700-23	Hooke, Della.
University of Oxford. Department for external studies	134327459	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Oxford.%20Dept.%20for%20External%20Studies.	http://example.org/1398280#Agent710-24	University of Oxford. Department for external studies
Universidad Nacional de Rosario. Instituto de Fisiografía y Geología	124230674	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Castellanos,%20Rosario.	http://example.org/1001086#Agent100-11	Universidad Nacional de Rosario. Instituto de Fisiografía y Geología
Johansson, Boo.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johansson,%20Boo.	http://example.org/1002380#Agent100-10	Johansson, Boo.
Magasin de musique dirigé par MM. Cherubini, Méhul, Kreutzer, Rode, Isouard et Boieldieu Paris	125837064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.	http://example.org/1324887#Agent100-12	Magasin de musique dirigé par MM. Cherubini, Méhul, Kreutzer, Rode, Isouard et Boieldieu Paris
France. Sovereign (1814-1824 : Louis XVIII)	121141961	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Louis%20XVIII,%20King%20of%20France,%201755-1824.	http://example.org/1324887#Agent700-25	France. Sovereign (1814-1824 : Louis XVIII)
Carli Ballola, Giovanni, 1932-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli%20Ballola,%20Giovanni,%201932-	http://example.org/1324887#Agent700-26	Carli Ballola, Giovanni, 1932-
Ovid, 43 B.C.-17 A.D. or 18 A.D.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ovid,%2043%20B.C.-17%20A.D.%20or%2018%20A.D.	http://example.org/1390253#Agent100-16	Ovid, 43 B.C.-17 A.D. or 18 A.D.
Hill, D. E.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hill,%20D.%20E.	http://example.org/1390253#Agent700-29	Hill, D. E.
Medical Research Council (Great Britain)	123204677	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Research%20Council%20Canada.	http://example.org/1371765#Agent710-22	Medical Research Council (Great Britain)
Zolotov, A. N.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zolotov,%20A.%20N.	http://example.org/1318879#Agent700-21	Zolotov, A. N.
Pronicheva, Margarita Vladimirovna.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pronicheva,%20Margarita%20Vladimirovna.	http://example.org/1318879#Agent700-22	Pronicheva, Margarita Vladimirovna.
Rozhdestvenskiĭ, Aleksandr Petrovich.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rozhdestvenskiĭ,%20Aleksandr%20Petrovich.	http://example.org/1318879#Agent700-23	Rozhdestvenskiĭ, Aleksandr Petrovich.
Mansfield, Edwin.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mansfield,%20Edwin.	http://example.org/1312868#Agent700-20	Mansfield, Edwin.
Norris, M. J.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.	http://example.org/1297108#Agent100-12	Norris, M. J.
Canadian Wildlife Service	133449591	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.	http://example.org/1297108#Agent710-26	Canadian Wildlife Service
Treaties and Historical Research Centre (Canada)	153531599	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.	http://example.org/1297108#Agent710-27	Treaties and Historical Research Centre (Canada)
Statistics Canada. Demography Division	155434403	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.%20Demography%20Division.	http://example.org/1297108#Agent710-28	Statistics Canada. Demography Division
Arnold Grant (Firm)	141132611	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arnold,%20Grant.	http://example.org/1405453#Agent100-14	Arnold Grant (Firm)
Forsyth, Mina, 1920-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forsyth,%20Mina,%201920-	http://example.org/1405453#Agent700-29	Forsyth, Mina, 1920-
Mendel Art Gallery	137040942	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Mendel%20Art%20Gallery.	http://example.org/1405453#Agent710-30	Mendel Art Gallery
Godfrey Dean Cultural Centre	125422149	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Godfrey%20Dean%20Cultural%20Centre.	http://example.org/1405453#Agent710-31	Godfrey Dean Cultural Centre
Mermut, A. R.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mermut,%20A.%20R.	http://example.org/1370835#Agent700-25	Mermut, A. R.
Saskatchewan. Agriculture Development Fund	128932545	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan.%20Agriculture%20Development%20Fund.	http://example.org/1370835#Agent710-26	Saskatchewan. Agriculture Development Fund
Lobo, Duarte, 1565-1646.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lobo,%20Duarte,%201565-1646.	http://example.org/1328340#Agent100-9	Lobo, Duarte, 1565-1646.
The London cornett and sackbut ensemble	133843153	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Turner,%20Bruno.	http://example.org/1328340#Agent700-19	The London cornett and sackbut ensemble
Magasin de musique dirigé par MM. Cherubini, Méhul, Kreutzer, Rode, Isouard et Boieldieu Paris	125837064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.	http://example.org/1337500#Agent100-12	Magasin de musique dirigé par MM. Cherubini, Méhul, Kreutzer, Rode, Isouard et Boieldieu Paris
Ulrich, Hugo.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ulrich,%20Hugo.	http://example.org/1337500#Agent700-25	Ulrich, Hugo.
Belok, Michael.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belok,%20Michael.	http://example.org/1328252#Agent700-18	Belok, Michael.
Murphy, John W.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Murphy,%20John%20W.	http://example.org/1328252#Agent700-19	Murphy, John W.
International Symposium on Moisture and Humidity (1985 : Washington, D.C.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Washington,%20D.C.)	http://example.org/1002435#Agent111-12	International Symposium on Moisture and Humidity (1985 : Washington, D.C.)
American meteorological society	147081574	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22American%20Meteorological%20Society.	http://example.org/1002435#Agent710-23	American meteorological society
International Symposium on Humidity and Moisture	8.81449287351544E+019	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity.	http://example.org/1002435#Agent711-24	International Symposium on Humidity and Moisture
Parent, Marie-Danielle.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Marie-Danielle.	http://example.org/1312131#Agent700-37	Parent, Marie-Danielle.
Parent, Yolande.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Yolande.	http://example.org/1312131#Agent700-38	Parent, Yolande.
Vaillancourt, Lorraine, 1943-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillancourt,%20Lorraine,%201943-	http://example.org/1312131#Agent700-39	Vaillancourt, Lorraine, 1943-
Colloque Serge Garant (1929-1986), figure marquante de la modernité au Québec (1996 : Université de Montréal)	316961370	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Garant,%20Serge,%201929-1986.	http://example.org/1312131#Agent700-40	Colloque Serge Garant (1929-1986), figure marquante de la modernité au Québec (1996 : Université de Montréal)
Grinhauz, Luis, 1942-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grinhauz,%20Luis,%201942-	http://example.org/1312131#Agent700-41	Grinhauz, Luis, 1942-
Dumouchel, Michael.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dumouchel,%20Michael.	http://example.org/1312131#Agent700-42	Dumouchel, Michael.
Société de musique contemporaine du Québec	153527103	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Société%20de%20musique%20contemporaine%20du%20Québec.	http://example.org/1312131#Agent710-47	Société de musique contemporaine du Québec
Gili͡arov, M. S.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gili͡arov,%20M.%20S.	http://example.org/1321112#Agent700-23	Gili͡arov, M. S.
Rossijskaja akademija nauk	157037807	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Akademii͡a%20nauk%20SSSR.	http://example.org/1321112#Agent710-24	Rossijskaja akademija nauk
WGR Inc.	125493804	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rowe,%20G.	http://example.org/1295882#Agent100-16	WGR Inc.
Norris, M. J.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.	http://example.org/1295882#Agent700-30	Norris, M. J.
Canadá., Dominion Bureau of Statistics	157810330	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.	http://example.org/1295882#Agent710-31	Canadá., Dominion Bureau of Statistics
Treaties and Historical Research Centre (Canada)	153531599	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.	http://example.org/1295882#Agent710-32	Treaties and Historical Research Centre (Canada)
Canadian Wildlife Service	133449591	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.	http://example.org/1295882#Agent710-33	Canadian Wildlife Service
The Tallis Scholars	122088972	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Josquin,%20des%20Prez,%20-1521.	http://example.org/1373014#Agent100-13	The Tallis Scholars
Higginbottom, Edward.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Higginbottom,%20Edward.	http://example.org/1373014#Agent700-30	Higginbottom, Edward.
New College (University of Oxford). Choir	130303760	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22New%20College%20(University%20of%20Oxford).%20Choir.	http://example.org/1373014#Agent710-31	New College (University of Oxford). Choir
Moore, Larry F., 1934-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moore,%20Larry%20F.,%201934-	http://example.org/1002352#Agent700-24	Moore, Larry F., 1934-
Vancouver Volunteer Centre (B.C.)	154702905	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Vancouver%20Volunteer%20Centre.	http://example.org/1002352#Agent710-25	Vancouver Volunteer Centre (B.C.)
Magill, Richard A.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Magill,%20Richard%20A.	http://example.org/1365380#Agent100-12	Magill, Richard A.
Canadian International Development Agency	135594287	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Communications.	http://example.org/1357580#Agent710-19	Canadian International Development Agency
Bose, N. K. (Nirmal K.), 1940-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bose,%20N.%20K.%20(Nirmal%20K.),%201940-	http://example.org/1301767#Agent700-21	Bose, N. K. (Nirmal K.), 1940-
Guiver, J. P.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Guiver,%20J.%20P.	http://example.org/1301767#Agent700-22	Guiver, J. P.
Northwest Territories Association of Municipalities	135980352	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.	http://example.org/1378732#Agent110-11	Northwest Territories Association of Municipalities
Northwest Territories Association of Municipalities	135980352	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.	http://example.org/1378732#Agent710-22	Northwest Territories Association of Municipalities
Canadian Assembly on National Parks and Protected Areas (1985 : Banff, Alta.)	140654795	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Assembly%20on%20National%20Parks%20and%20Protected%20Areas%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Banff,%20Alta.)	http://example.org/1378732#Agent711-23	Canadian Assembly on National Parks and Protected Areas (1985 : Banff, Alta.)
Morris, Gary.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morris,%20Gary.	http://example.org/1408420#Agent700-23	Morris, Gary.
Duke Ellington orchestra	121013046	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderson,%20John.	http://example.org/1408420#Agent700-24	Duke Ellington orchestra
Harlem Hamfats	143209483	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCoy,%20Charlie.	http://example.org/1408420#Agent700-25	Harlem Hamfats
Tillis, Pam.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tillis,%20Pam.	http://example.org/1408420#Agent700-26	Tillis, Pam.
Brooks, Karen.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brooks,%20Karen.	http://example.org/1408420#Agent700-27	Brooks, Karen.
Allen, Rex, 1924-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%201924-	http://example.org/1408420#Agent700-28	Allen, Rex, 1924-
Allen, Rex, Jr.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%20Jr.	http://example.org/1408420#Agent700-29	Allen, Rex, Jr.
Rogers, Roy, 1911-1998.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rogers,%20Roy,%201911-1998.	http://example.org/1408420#Agent700-30	Rogers, Roy, 1911-1998.
Travis, Randy.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Travis,%20Randy.	http://example.org/1408420#Agent700-31	Travis, Randy.
The Nitty gritty dirt band	147900594	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nitty%20Gritty%20Dirt%20Band.	http://example.org/1408420#Agent710-32	The Nitty gritty dirt band
Pinkard &amp; Bowden.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Pinkard%20&amp;%20Bowden.	http://example.org/1408420#Agent710-33	Pinkard &amp; Bowden.
Hariharan, M. (Muthuswamy), 1951-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hariharan,%20M.%20(Muthuswamy),%201951-	http://example.org/1329665#Agent100-12	Hariharan, M. (Muthuswamy), 1951-
Gowri Kuppuswamy, 1933-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gowri%20Kuppuswamy,%201933-	http://example.org/1329665#Agent700-25	Gowri Kuppuswamy, 1933-
Gerlach, Reinhard, 1934-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gerlach,%20Reinhard,%201934-	http://example.org/1368741#Agent100-13	Gerlach, Reinhard, 1934-
Petits Chanteurs du Mont-Royal	155857909	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Petits%20Chanteurs%20du%20Mont-Royal.	http://example.org/1331179#Agent110-13	Petits Chanteurs du Mont-Royal
Voix d'Elles (Ensemble vocal)	106671198	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Patenaude,%20Gilbert.	http://example.org/1331179#Agent700-29	Voix d'Elles (Ensemble vocal)
Seutin, Didier.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seutin,%20Didier.	http://example.org/1331179#Agent700-30	Seutin, Didier.
Kotarski, Edmund.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kotarski,%20Edmund.	http://example.org/1377891#Agent100-12	Kotarski, Edmund.
Kohn, Rita T.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kohn,%20Rita%20T.	http://example.org/1377016#Agent100-12	Kohn, Rita T.
Hodgins, Bruce W., 1931-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hodgins,%20Bruce%20W.,%201931-	http://example.org/1377901#Agent700-40	Hodgins, Bruce W., 1931-
Hobbs, Margaret (Margaret Helen)		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hobbs,%20Margaret%20(Margaret%20Helen)	http://example.org/1377901#Agent700-41	Hobbs, Margaret (Margaret Helen)
Donnert, Erich.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donnert,%20Erich.	http://example.org/1313531#Agent100-11	Donnert, Erich.
Reitan, Ralph M.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reitan,%20Ralph%20M.	http://example.org/1318845#Agent100-15	Reitan, Ralph M.
Wolfson, Deborah.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolfson,%20Deborah.	http://example.org/1318845#Agent700-30	Wolfson, Deborah.
Akeh-Osu, Lawrence.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akeh-Osu,%20Lawrence.	http://example.org/1371655#Agent700-21	Akeh-Osu, Lawrence.
Freeman, Milton M. R., 1934-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freeman,%20Milton%20M.%20R.,%201934-	http://example.org/1409258#Agent100-12	Freeman, Milton M. R., 1934-
Western Regional Science Association. Meeting. (23rd : 1984 : Monterey, Calif.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.%20(23rd%20:%201984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Monterey,%20Calif.)	http://example.org/1409258#Agent710-24	Western Regional Science Association. Meeting. (23rd : 1984 : Monterey, Calif.)
Western Regional Science Association. Meeting	139579913	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.	http://example.org/1409258#Agent710-25	Western Regional Science Association. Meeting
Aristoteleio Panepistēmio Thessalonikēs	126239404	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Aristotle.	http://example.org/1314216#Agent100-20	Aristoteleio Panepistēmio Thessalonikēs
Irwin, Terence.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Irwin,%20Terence.	http://example.org/1314216#Agent700-31	Irwin, Terence.
