Column 1	id	Column 2	Column 3	Column 4	Column 1
Viet, Jean.	17230773	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Council%20of%20the%20European%20Communities.	http://example.org/1348435#Agent710-21	Viet, Jean.
International Congress on Medicinal Plant Research (32nd : 1984 : Antwerp, Belgium)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Congress%20on%20Medicinal%20Plant%20Research%20(32nd%20:%201984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Antwerp,%20Belgium)	http://example.org/1352079#Agent111-13	International Congress on Medicinal Plant Research (32nd : 1984 : Antwerp, Belgium)
Vlietinck, Arnold J.	67076688	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vlietinck,%20Arnold%20J.	http://example.org/1352079#Agent700-28	Vlietinck, Arnold J.
Dommisse, Roger A.	6462767	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dommisse,%20Roger%20A.	http://example.org/1352079#Agent700-29	Dommisse, Roger A.
International Congress on Medicinal Plant Research.		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Congress%20on%20Medicinal%20Plant%20Research.	http://example.org/1352079#Agent711-30	International Congress on Medicinal Plant Research.
Twain, Mark, 1835-1910	50566653	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Twain,%20Mark,%201835-1910.	http://example.org/1325565#Agent100-11	Twain, Mark, 1835-1910
Moser, Barry.	54231193	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moser,%20Barry.	http://example.org/1325565#Agent700-24	Moser, Barry.
Fischer, Victor, 1942-	109180182	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fischer,%20Victor,%201942-	http://example.org/1325565#Agent700-25	Fischer, Victor, 1942-
Purvis, William	56800100	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Speculum%20Musicae%20(Musical%20group)	http://example.org/1312511#Agent110-17	Purvis, William
Obichere, Boniface I.	112660849	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Obichere,%20Boniface%20I.	http://example.org/1297008#Agent700-20	Obichere, Boniface I.
Simon Fraser University. Library.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Simon%20Fraser%20University.%20Library.	http://example.org/1328381#Agent110-10	Simon Fraser University. Library.
Duckworth, Marilyn, 1935-	93583477	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Duckworth,%20Marilyn,%201935-	http://example.org/1332090#Agent100-12	Duckworth, Marilyn, 1935-
Laidler, David E. W., 1938-	108918401	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.	http://example.org/1348442#Agent110-11	Laidler, David E. W., 1938-
Rouillard, Jacques, 1945-....	73875064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rouillard,%20Jacques,%201945-	http://example.org/1301789#Agent100-13	Rouillard, Jacques, 1945-....
Kun, Miklós, 1946-	118308680	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hajnal,%20László%20Gábor.	http://example.org/1320597#Agent100-11	Kun, Miklós, 1946-
Butler, Sheila, 1938-	57969835	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Butler,%20Sheila,%201938-	http://example.org/1405481#Agent100-14	Butler, Sheila, 1938-
Bruning, Alex, 1937-	104840350	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bruning,%20Alex,%201937-	http://example.org/1405481#Agent700-25	Bruning, Alex, 1937-
Butler, Sheila, 1938-	57969835	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Gallery%20111.	http://example.org/1405481#Agent710-26	Butler, Sheila, 1938-
Hindle, Brooke	167366606	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hindle,%20Brooke.	http://example.org/1375834#Agent100-12	Hindle, Brooke
Rozman, Gilbert	108174758	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rozman,%20Gilbert.	http://example.org/1379745#Agent100-13	Rozman, Gilbert
Nizon, Paul, 1929-....	39391021	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nizon,%20Paul.	http://example.org/1305141#Agent100-11	Nizon, Paul, 1929-....
Bluemel, Nancy Larson.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bluemel,%20Nancy%20Larson.	http://example.org/1375404#Agent100-9	Bluemel, Nancy Larson.
Ahmad, Tanveer	305321651	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22McGill%20University.%20Institute%20of%20Air%20and%20Space%20Law.	http://example.org/1366684#Agent110-11	Ahmad, Tanveer
Akurgal, Ekrem	3268374	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akurgal,%20Ekrem.	http://example.org/1321997#Agent100-11	Akurgal, Ekrem
Camilleri, Gérard	46816263	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Camilleri,%20Gérard.	http://example.org/1297869#Agent700-28	Camilleri, Gérard
Rosenfeld, Lotty, 1943-....	87034125	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Focus%20Media.	http://example.org/1297869#Agent710-29	Rosenfeld, Lotty, 1943-....
Allen, Henry T. (Henry Tureman), 1859-1930	42610461	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Henry%20T.%20(Henry%20Tureman),%201859-1930.	http://example.org/1319468#Agent100-13	Allen, Henry T. (Henry Tureman), 1859-1930
Porporino, Frank John, 1951-	47401273	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Porporino,%20Frank%20John,%201951-	http://example.org/1326706#Agent100-9	Porporino, Frank John, 1951-
Moore, Patrick	32062500	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Doherty,%20P.%20(Paul)	http://example.org/1326706#Agent700-22	Moore, Patrick
Sawatsky, T.	4099533	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sawatsky,%20T.	http://example.org/1326706#Agent700-23	Sawatsky, T.
Correctional Service Canada Preventive Security Division.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Correctional%20Service%20Canada%20Preventive%20Security %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.	http://example.org/1326706#Agent710-24	Correctional Service Canada Preventive Security Division.
Canada. Ministry of the Solicitor General. Research Division.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Research %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.	http://example.org/1326706#Agent710-25	Canada. Ministry of the Solicitor General. Research Division.
Alsvik, Rønnaug Foss	1.00149106013668E+020	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Alsvik,%20Rønnaug%20Foss.	http://example.org/1299630#Agent100-14	Alsvik, Rønnaug Foss
Brorson, Hans Adolph, 1694-1764	59242257	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brorson,%20Hans%20Adolf,%201694-1764.	http://example.org/1299630#Agent700-32	Brorson, Hans Adolph, 1694-1764
Vige, Bjørn E.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vige,%20Bjørn%20E.	http://example.org/1299630#Agent700-33	Vige, Bjørn E.
Dagsland, Sigvart 1963-	129776750	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dagsland,%20Sigvart.	http://example.org/1299630#Agent700-34	Dagsland, Sigvart 1963-
Hovland, Per Egil	8.43214899761636E+021	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hovland,%20Per%20Egil.	http://example.org/1299630#Agent700-35	Hovland, Per Egil
Nagell, Gylve Fenris 1971-	225217758	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rygg,%20Leif.	http://example.org/1299630#Agent700-36	Nagell, Gylve Fenris 1971-
Endresen, Stein	9.14597132953233E+018	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Endresen,%20Stein.	http://example.org/1299630#Agent700-37	Endresen, Stein
Odland, Nils Ole	3.51493659154856E+019	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Odland,%20Nils.	http://example.org/1299630#Agent700-38	Odland, Nils Ole
Sommerro, Henning	70573426	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sommerro,%20Henning.	http://example.org/1299630#Agent700-39	Sommerro, Henning
Nordby, Ingar Ben.	4.0614929436628E+020	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nordby,%20Ben.	http://example.org/1299630#Agent700-40	Nordby, Ingar Ben.
Wildlife Agreement Workshop (1985 : Yellowknife, N.W.T.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Wildlife%20Agreement%20Workshop%20(1985%20:%20Yellowknife, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20N.W.T.)	http://example.org/1397429#Agent110-11	Wildlife Agreement Workshop (1985 : Yellowknife, N.W.T.)
Cheezie, Gerry.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cheezie,%20Gerry.	http://example.org/1397429#Agent700-25	Cheezie, Gerry.
Trip-de-Roch, Emil.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Trip-de-Roch,%20Emil.	http://example.org/1397429#Agent700-26	Trip-de-Roch, Emil.
Dene/Metis Negotiations Secretariat.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dene/Metis%20Negotiations%20Secretariat.	http://example.org/1397429#Agent710-27	Dene/Metis Negotiations Secretariat.
Metis Association of the Northwest Territories.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metis%20Association%20of%20the%20Northwest%20Territories.	http://example.org/1397429#Agent710-28	Metis Association of the Northwest Territories.
Dalhart, Vernon, 1883-1948	19864964	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hall,%20Marion.	http://example.org/1304336#Agent100-13	Dalhart, Vernon, 1883-1948
Macintyre, Sally	53154451	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Macintyre,%20Sally.	http://example.org/1304336#Agent700-25	Macintyre, Sally
Frank, Bruno, 1887-1945.	37123104	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Porter,%20Maureen.	http://example.org/1304336#Agent700-26	Frank, Bruno, 1887-1945.
Bodley, John H.	85888789	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bodley,%20John%20H.	http://example.org/1387601#Agent100-15	Bodley, John H.
Giles, W. H., 1930-	73030295	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Giles,%20W.%20H.,%201930-	http://example.org/1336071#Agent100-13	Giles, W. H., 1930-
Laidler, David E. W., 1938-	108918401	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.	http://example.org/1348441#Agent710-20	Laidler, David E. W., 1938-
Cummins, Maureen	11538624	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cummins,%20Maureen.	http://example.org/1330813#Agent100-9	Cummins, Maureen
Owechko, Iwan	25165878	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Owechko,%20Iwan.	http://example.org/1325902#Agent700-24	Owechko, Iwan
Kuchar, Roman Mychajlovyč 1920-2007	46328240	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Volodymyr,%20R.,%201920-2007	http://example.org/1325902#Agent700-25	Kuchar, Roman Mychajlovyč 1920-2007
Tatchyn, Roman Orest	93930666	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tatchyn,%20Roman%20Orest.	http://example.org/1325902#Agent700-26	Tatchyn, Roman Orest
Schömel, Wolfgang 1952-...	275613384	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schömel,%20Wolfgang.	http://example.org/1348752#Agent100-12	Schömel, Wolfgang 1952-...
Keyfitz, Nathan, 1913-2010	39450329	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Keyfitz,%20Nathan,%201913-2010.	http://example.org/1401909#Agent100-12	Keyfitz, Nathan, 1913-2010
Gerald, Curtis F., 1915-....	37012472	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gerald,%20Curtis%20F.,%201915-	http://example.org/1340362#Agent100-10	Gerald, Curtis F., 1915-....
Wheatley, Patrick O.	166773338	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wheatley,%20Patrick%20O.	http://example.org/1340362#Agent700-23	Wheatley, Patrick O.
Bruce, C. J. (Christopher J.), 1948-	60687108	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bruce,%20C.%20J.%20(Christopher%20J.),%201948-	http://example.org/1359382#Agent100-13	Bruce, C. J. (Christopher J.), 1948-
Madison, James, 1751-1836	59096754	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kerr,%20William%20A.%20(William%20Alexander)	http://example.org/1359382#Agent700-29	Madison, James, 1751-1836
University of Calgary. Dept. of Economics.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Calgary.%20Dept.%20of%20Economics.	http://example.org/1359382#Agent710-30	University of Calgary. Dept. of Economics.
Dixit, Avinash K.	108362952	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dikshit,%20K.%20N.	http://example.org/1345912#Agent700-22	Dixit, Avinash K.
Dikshit, K. N.	12348262	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Indian%20Archaeological%20Society.	http://example.org/1345912#Agent710-23	Dikshit, K. N.
Wranitzky, Paul, 1756-1808	27330009	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ackerman,%20Robert%20E.	http://example.org/1338625#Agent700-24	Wranitzky, Paul, 1756-1808
Young, Deborah A.	68107793	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Young,%20Deborah%20A.	http://example.org/1405299#Agent100-11	Young, Deborah A.
Diviney, David	309723715	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Art%20Gallery%20of%20Nova%20Scotia.	http://example.org/1405299#Agent710-27	Diviney, David
Museum Assistance Programmes (Canada)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Museum%20Assistance%20Programmes%20(Canada)	http://example.org/1405299#Agent710-28	Museum Assistance Programmes (Canada)
Tchaikovsky, Peter Ilich, 1840-1893	99258155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schubert,%20Franz,%201797-1828.	http://example.org/1345022#Agent100-14	Tchaikovsky, Peter Ilich, 1840-1893
Maser, Werner, 1922-2007	108851099	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maser,%20Werner,%201922-2007.	http://example.org/1345022#Agent700-25	Maser, Werner, 1922-2007
Elisseeff, Danielle, 1938-....	91387309	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Elisseeff,%20Danielle.	http://example.org/1001312#Agent100-15	Elisseeff, Danielle, 1938-....
Elisseeff, Danielle, 1938-....	91387309	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Elisseeff,%20Vadime.	http://example.org/1001312#Agent700-29	Elisseeff, Danielle, 1938-....
Vercors, 1902-1991	54122148	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centre%20national%20des%20lettres.	http://example.org/1001312#Agent710-30	Vercors, 1902-1991
Veltruský, Jarmila F. (1937- ).	75277808	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Veltruský,%20Jarmila%20F.	http://example.org/1300143#Agent100-13	Veltruský, Jarmila F. (1937- ).
Edmonton Public School Board. Instructional Services Division.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Edmonton%20Public%20School%20Board.%20Instructional%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.	http://example.org/1375614#Agent710-20	Edmonton Public School Board. Instructional Services Division.
Wormith, J. S.	11421423	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wormith,%20J.%20S.	http://example.org/1343658#Agent100-10	Wormith, J. S.
Borzecki, Mark	63152363	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Borzecki,%20Mark.	http://example.org/1343658#Agent700-24	Borzecki, Mark
Canada. Ministry of the Solicitor General.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.	http://example.org/1343658#Agent710-25	Canada. Ministry of the Solicitor General.
Canada. Ministry of the Solicitor General. Programs Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.	http://example.org/1343658#Agent710-26	Canada. Ministry of the Solicitor General. Programs Branch.
Mintz, Morton	12838687	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mintz,%20Morton.	http://example.org/1001376#Agent100-13	Mintz, Morton
Bü̈hler, Karl, 1879-1963	100181212	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Polański,%20Kazimierz,%201929-	http://example.org/1370972#Agent700-25	Bü̈hler, Karl, 1879-1963
Bémová, Alla	65494905	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bémová,%20Alla.	http://example.org/1370972#Agent700-26	Bémová, Alla
Johnson, Daniel M. (Daniel Morgan), 1945-	94401101	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Daniel%20M.%20(Daniel%20Morgan),%201945-	http://example.org/1371462#Agent700-26	Johnson, Daniel M. (Daniel Morgan), 1945-
Alberta Research Council. Atmospheric Sciences Department.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta%20Research%20Council.%20Atmospheric%20Sciences %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Department.	http://example.org/1402306#Agent710-20	Alberta Research Council. Atmospheric Sciences Department.
Wilde, Oscar, 1854-1900.	34464414	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beardsley,%20Aubrey,%201872-1898.	http://example.org/1405075#Agent100-12	Wilde, Oscar, 1854-1900.
Italy. Soprintendenza speciale alla Galleria nazionale d'arte moderna e contemporanea.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Italy.%20Soprintendenza%20speciale%20alla%20Galleria%20nazionale%20d'arte %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20moderna%20e%20contemporanea.	http://example.org/1405075#Agent710-25	Italy. Soprintendenza speciale alla Galleria nazionale d'arte moderna e contemporanea.
Gill, Eric, 1882-1940	36934216	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Victoria%20and%20Albert%20Museum.	http://example.org/1405075#Agent710-26	Gill, Eric, 1882-1940
Bragg, William Lawrence, sir, 1890-1971	49306596	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Council.	http://example.org/1405075#Agent710-27	Bragg, William Lawrence, sir, 1890-1971
Abercrombie, Patrick, 1879-1957	108570703	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Watson,%20Leslie.	http://example.org/1319662#Agent100-13	Abercrombie, Patrick, 1879-1957
Dallwitz, M. J.	48257155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dallwitz,%20M.%20J.	http://example.org/1319662#Agent700-26	Dallwitz, M. J.
Landau, Jacob M., 1924-	15877499	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hamilton,%20Michael%20M.	http://example.org/1400868#Agent700-26	Landau, Jacob M., 1924-
Crandell, W. Dean	6597171	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Crandell,%20W.%20Dean.	http://example.org/1400868#Agent700-27	Crandell, W. Dean
O'Neill, Timothy J.	88883138	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Neill,%20Timothy%20J.	http://example.org/1341994#Agent100-13	O'Neill, Timothy J.
Pears, Nigel.	56672288	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pears,%20Nigel.	http://example.org/1302718#Agent100-12	Pears, Nigel.
Hahn, Emily, 1905-1997	109635263	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akenson,%20Donald%20H.	http://example.org/1355182#Agent100-17	Hahn, Emily, 1905-1997
Adamo Muscettola, Stefania	51853728	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Adamo%20Muscettola,%20Stefania.	http://example.org/1332563#Agent700-25	Adamo Muscettola, Stefania
Balasco, Alfredo	64317043	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Balasco,%20Alfredo.	http://example.org/1332563#Agent700-26	Balasco, Alfredo
Giampaola, Daniela	54458959	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Giampaola,%20Daniela.	http://example.org/1332563#Agent700-27	Giampaola, Daniela
Giampaola, Daniela	54458959	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20universitario%20orientale%20(Naples,%20Italy).%20Dipartimento%20di %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20studi%20del%20mondo%20classico%20e%20del%20Mediterraneo%20antico.	http://example.org/1332563#Agent710-28	Giampaola, Daniela
Buchan, John, 1875-1940.	66464527	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Robert,%20Lucie.	http://example.org/1399470#Agent100-13	Buchan, John, 1875-1940.
Jennings, Linda, 1946-....	38336742	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jennings,%20Linda,%201946-	http://example.org/1397874#Agent100-12	Jennings, Linda, 1946-....
Lamp, Mary L.	1431376	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lamp,%20Mary%20L.	http://example.org/1397874#Agent700-22	Lamp, Mary L.
Stenberg, Jerome, 1955-	3894480	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stenberg,%20Jerome,%201955-	http://example.org/1397874#Agent700-23	Stenberg, Jerome, 1955-
British Library. Bibliographic Services Division.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Library.%20Bibliographic%20Services%20Division.	http://example.org/1299654#Agent710-22	British Library. Bibliographic Services Division.
British Library Automated Information Service.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Library%20Automated%20Information%20Service.	http://example.org/1299654#Agent710-23	British Library Automated Information Service.
Keast, Allen.	44387223	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Keast,%20Allen.	http://example.org/1001399#Agent700-25	Keast, Allen.
Hall, Robert, 1867-1949	94868664	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Royal%20Australasian%20Ornithologists'%20Union.	http://example.org/1001399#Agent710-26	Hall, Robert, 1867-1949
Lockridge, Richard, 1898-1982	100385353	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Britton,%20Barbara.	http://example.org/1350666#Agent100-12	Lockridge, Richard, 1898-1982
