Column 1	id	Column 2	Column 3	Column 4	Column 1
Vaillancourt, François.	154354130	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Conseil%20de%20la%20langue%20française.	http://example.org/1326250#Agent710-28	Vaillancourt, François.
Georgiev, Vladimir Ivanov, 1908-1986	36957458	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ivanov,%20S.%20V.	http://example.org/1398879#Agent100-12	Georgiev, Vladimir Ivanov, 1908-1986
Koen, B. V.	50627203	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koen,%20B.%20V.	http://example.org/1356575#Agent100-12	Koen, B. V.
Jerkovič, Jovan	94646793	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jerković,%20Jovan.	http://example.org/1312010#Agent700-17	Jerkovič, Jovan
Aurifaber, Andreas, 1512?-1559	74597558	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lindemann,%20Andreas.	http://example.org/1002122#Agent100-11	Aurifaber, Andreas, 1512?-1559
Ferdinand III, empereur germanique, 1608-1657	267762391	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Adler,%20Guido,%201855-1941.	http://example.org/1353845#Agent100-11	Ferdinand III, empereur germanique, 1608-1657
Belli͡ustin, Ī. S. (Īoann Stefanovich), approximately 1820-1890.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belli͡ustin,%20Ī.%20S.%20(Īoann%20Stefanovich),%20approximately %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%201820-1890.	http://example.org/1319379#Agent100-18	Belli͡ustin, Ī. S. (Īoann Stefanovich), approximately 1820-1890.
Freeze, Gregory L., 1945-....	5008017	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freeze,%20Gregory%20L.,%201945-	http://example.org/1319379#Agent700-33	Freeze, Gregory L., 1945-....
Eisfeld, Alfred, 1951-....	51813545	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Eisfeld,%20Alfred.	http://example.org/1316981#Agent100-15	Eisfeld, Alfred, 1951-....
Guli︠a︡ev, A. V. (Anatoliĭ Viktorovich)	118342305	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Guli͡aev,%20A.%20V.%20(Anatoliĭ%20Viktorovich)	http://example.org/1324345#Agent100-9	Guli︠a︡ev, A. V. (Anatoliĭ Viktorovich)
Makarov-Zemli︠a︡nskiĭ, N. V. (Nikolaĭ Vikulovich)	1448652	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Makarov-Zemli͡anskiĭ,%20N.%20V.%20(Nikolaĭ%20Vikulovich)	http://example.org/1324345#Agent700-21	Makarov-Zemli︠a︡nskiĭ, N. V. (Nikolaĭ Vikulovich)
Mashechkin, I. V. (Igorʹ Valerʹevich)	8824602	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mashechkin,%20I.%20V.%20(Igorʹ%20Valerʹevich)	http://example.org/1324345#Agent700-22	Mashechkin, I. V. (Igorʹ Valerʹevich)
Korolev, L. N. (Lev Nikolaevich)	164407294	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Korolev,%20L.%20N.%20(Lev%20Nikolaevich)	http://example.org/1324345#Agent700-23	Korolev, L. N. (Lev Nikolaevich)
Düdek, Gerd 1938-...	56798787	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dudek,%20Gerhard.	http://example.org/1306446#Agent100-11	Düdek, Gerd 1938-...
Salisbury, Richard Anthony, 1761-1829	21287763	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leeds,%20Anthony%20R.	http://example.org/1305090#Agent700-24	Salisbury, Richard Anthony, 1761-1829
Avenell, Alison	70503299	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Avenell,%20Alison.	http://example.org/1305090#Agent700-25	Avenell, Alison
Burley, Victoria J.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Burley,%20Victoria%20J.	http://example.org/1305090#Agent700-26	Burley, Victoria J.
Boyd-Orr, John Boyd Orr, Baron, 1880-1971	69059683	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Food%20and%20Agriculture%20Organization%20of%20the%20United %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Nations.	http://example.org/1369249#Agent710-21	Boyd-Orr, John Boyd Orr, Baron, 1880-1971
Frank, Bruno, 1887-1945.	37123104	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Hara,%20Maureen.	http://example.org/1328553#Agent100-10	Frank, Bruno, 1887-1945.
Canada. Health and Welfare Canada.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Health%20and%20Welfare%20Canada.	http://example.org/1328553#Agent710-23	Canada. Health and Welfare Canada.
National Native Alcohol and Drug Abuse Program (Canada)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Native%20Alcohol%20and%20Drug%20Abuse%20Program %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(Canada)	http://example.org/1328553#Agent710-24	National Native Alcohol and Drug Abuse Program (Canada)
Pierrel, Jean-Marie.	24726557	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Riley,%20Philip.	http://example.org/1296421#Agent700-24	Pierrel, Jean-Marie.
Université de Nancy II. Centre de recherches et d'applications pédagogiques en langues.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Université%20de%20Nancy%20II.%20Centre%20de%20recherches%20et%20d'applications %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20pédagogiques%20en%20langues.	http://example.org/1296421#Agent710-25	Université de Nancy II. Centre de recherches et d'applications pédagogiques en langues.
Colletti, V.	67068732	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Colletti,%20V.	http://example.org/1310646#Agent700-26	Colletti, V.
Stephens, S. D. G.	95324967	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stephens,%20S.%20D.%20G.	http://example.org/1310646#Agent700-27	Stephens, S. D. G.
Agamben, Giorgio, 1942-....	112062695	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Università%20di%20Verona.	http://example.org/1310646#Agent710-28	Agamben, Giorgio, 1942-....
International Association of Physicians in Audiology.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Association%20of%20Physicians%20in%20Audiology.	http://example.org/1310646#Agent710-29	International Association of Physicians in Audiology.
International Symposium on Audiological Medicine. (2nd : 1983 : Sirmione, Italy)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Audiological%20Medicine.%20(2nd%20:%201983%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Sirmione,%20Italy)	http://example.org/1310646#Agent711-30	International Symposium on Audiological Medicine. (2nd : 1983 : Sirmione, Italy)
Frederick II, King of Prussia, 1712-1786	12303200	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.	http://example.org/1370971#Agent110-9	Frederick II, King of Prussia, 1712-1786
Vladykov, Vadim D. (Vadim Dmitrij), 1898-1986	20490244	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vladykov,%20Vadim%20D.%20(Vadim%20Dmitrij),%201898-1986.	http://example.org/1387517#Agent100-11	Vladykov, Vadim D. (Vadim Dmitrij), 1898-1986
National Museum of Natural Sciences (Canada)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Museum%20of%20Natural%20Sciences%20(Canada)	http://example.org/1387517#Agent710-24	National Museum of Natural Sciences (Canada)
Massey, Vincent, 1887-1967	115746946	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Museums%20of%20Canada.	http://example.org/1387517#Agent710-25	Massey, Vincent, 1887-1967
Geller, Daniel S.	44459445	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Geller,%20Daniel%20S.	http://example.org/1319372#Agent100-12	Geller, Daniel S.
Henden, Neil, 1960-	104837983	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henden,%20Neil.	http://example.org/1336099#Agent100-10	Henden, Neil, 1960-
Graham, Cooper C., 1938-....	8799791	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Graham,%20Cooper%20C.,%201938-	http://example.org/1380019#Agent700-25	Graham, Cooper C., 1938-....
Aslak Somby	304970944	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Somby,%20Áslak%20A.	http://example.org/1330790#Agent100-14	Aslak Somby
Somby, Karen K.	2.1493661122856E+018	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Somby,%20Karen%20K.	http://example.org/1330790#Agent700-30	Somby, Karen K.
National Academy of Early Childhood Programs (U.S.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Academy%20of%20Early%20Childhood%20Programs%20(U.S.)	http://example.org/1347059#Agent710-18	National Academy of Early Childhood Programs (U.S.)
Kim, Chong-chʻŏl, 1923-	12379424	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kim,%20Chong-ch'ŏl,%201923-	http://example.org/1385419#Agent100-10	Kim, Chong-chʻŏl, 1923-
Kamat, A. R., 1912-....	91922092	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kamat,%20A.%20R.,%201912-	http://example.org/1303997#Agent100-13	Kamat, A. R., 1912-....
Woods, Ngaire.	61664620	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Secretariat.	http://example.org/1323221#Agent710-23	Woods, Ngaire.
Wooster, Warren S. (Warren Scriver), 1921-	105808317	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wooster,%20Warren%20S.%20(Warren%20Scriver),%201921-	http://example.org/1001639#Agent700-23	Wooster, Warren S. (Warren Scriver), 1921-
Fluharty, David L., 1946-	35876454	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fluharty,%20David%20L.,%201946-	http://example.org/1001639#Agent700-24	Fluharty, David L., 1946-
Washington Sea Grant Program.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Washington%20Sea%20Grant%20Program.	http://example.org/1001639#Agent710-25	Washington Sea Grant Program.
International Recruitment Investigations in the Subarctic (Group)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Recruitment%20Investigations%20in%20the%20Subarctic %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(Group)	http://example.org/1001639#Agent710-26	International Recruitment Investigations in the Subarctic (Group)
García Méndez, Javier 1945-	112885357	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22García%20Méndez,%20Javier,%201945-2006.	http://example.org/1326228#Agent100-12	García Méndez, Javier 1945-
Síndico, Doménico	94829362	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Síndico,%20Doménico.	http://example.org/1334445#Agent700-27	Síndico, Doménico
Cerutti, Mario	22273739	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cerutti,%20Mario.	http://example.org/1334445#Agent700-28	Cerutti, Mario
Kun, Miklós, 1946-	118308680	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hajnal,%20László%20Gábor.	http://example.org/1329424#Agent100-9	Kun, Miklós, 1946-
Austen, Jane, 1775-1817.	102333412	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Austen,%20Jane,%201775-1817.	http://example.org/1339375#Agent100-9	Austen, Jane, 1775-1817.
Squires, Darlene C.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Squires,%20Darlene%20C.	http://example.org/1328919#Agent100-9	Squires, Darlene C.
Arrom, José Juan, 1910-2007	106966025	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arrom,%20José%20Juan,%201910-2007.	http://example.org/1361037#Agent100-12	Arrom, José Juan, 1910-2007
Bautista, Renato G.	5035131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bautista,%20Renato%20G.	http://example.org/1344332#Agent700-20	Bautista, Renato G.
Wesely, Rolf J.	26089419	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wesely,%20Rolf%20J.	http://example.org/1344332#Agent700-21	Wesely, Rolf J.
Metallurgical Society of AIME. Electrolytic Processes Committee.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Electrolytic%20Processes %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.	http://example.org/1344332#Agent710-22	Metallurgical Society of AIME. Electrolytic Processes Committee.
AIME Meeting. (114th : 1985 : New York, N.Y.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22AIME%20Meeting.%20(114th%20:%201985%20:%20New%20York,%20N.Y.)	http://example.org/1344332#Agent711-23	AIME Meeting. (114th : 1985 : New York, N.Y.)
Bach, Johann Sebastian, 1685-1750.	12304462	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bach,%20Johann%20Christian,%201735-1782.	http://example.org/1338676#Agent100-16	Bach, Johann Sebastian, 1685-1750.
Fletcher, John Gould, 1886-1950	7431262	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simon,%20Edwin%20J.	http://example.org/1338676#Agent700-29	Fletcher, John Gould, 1886-1950
Drovetti, Bernardino, 1776-1852	39399994	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Drovetti,%20Bernardino,%201776-1852.	http://example.org/1000231#Agent100-13	Drovetti, Bernardino, 1776-1852
Curto, Silvio	79046945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Curto,%20Silvio.	http://example.org/1000231#Agent700-29	Curto, Silvio
Donatelli, Laura.	16252871	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donatelli,%20Laura.	http://example.org/1000231#Agent700-30	Donatelli, Laura.
Maturo, Graciela, 1928-	111754941	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maturo,%20Graciela,%201928-	http://example.org/1403173#Agent700-23	Maturo, Graciela, 1928-
Centro de Estudios Latinoamericanos (Argentina)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centro%20de%20Estudios%20Latinoamericanos%20(Argentina)	http://example.org/1403173#Agent710-24	Centro de Estudios Latinoamericanos (Argentina)
Pärt, Arvo, 1935-	111612090	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pärt,%20Arvo.	http://example.org/1372606#Agent100-15	Pärt, Arvo, 1935-
Arnim, Bettina von 1785-1859	7386152	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brentano,%20Clemens,%201778-1842.	http://example.org/1372606#Agent700-28	Arnim, Bettina von 1785-1859
Dahmen, Wolfgang, 1949-....	27134168	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dahmen,%20Wolfgang.	http://example.org/1327805#Agent100-14	Dahmen, Wolfgang, 1949-....
Québec (Province). Assemblée nationale. Commission permanente de la culture.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Assemblée%20nationale.%20Commission%20permanente%20de%20la %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20culture.	http://example.org/1298184#Agent710-24	Québec (Province). Assemblée nationale. Commission permanente de la culture.
Rachmaninoff, Sergei, 1873-1943	60326614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rachmaninoff,%20Sergei,%201873-1943.	http://example.org/1317439#Agent100-12	Rachmaninoff, Sergei, 1873-1943
Donohoe, Peter, 1953-....	42028400	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donohoe,%20Peter.	http://example.org/1317439#Agent700-24	Donohoe, Peter, 1953-....
EUROGRAPHICS '85 (1985 ; Nice, France)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85%20(1985%20;%20Nice,%20France)	http://example.org/1339335#Agent111-12	EUROGRAPHICS '85 (1985 ; Nice, France)
Vandoni, C. E.	39515945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vandoni,%20C.%20E.	http://example.org/1339335#Agent700-22	Vandoni, C. E.
European Association for Computer Graphics.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Association%20for%20Computer%20Graphics.	http://example.org/1339335#Agent710-23	European Association for Computer Graphics.
EUROGRAPHICS '85.		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85.	http://example.org/1339335#Agent711-24	EUROGRAPHICS '85.
World Eagle, Inc.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Eagle,%20Inc.	http://example.org/1303935#Agent110-14	World Eagle, Inc.
Saunders, Duane	77839191	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saunders,%20Duane.	http://example.org/1316903#Agent100-12	Saunders, Duane
Gourse, Leslie.	37027602	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gourse,%20Leslie.	http://example.org/1349670#Agent100-12	Gourse, Leslie.
Rosson, Philip J.	59149034	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosson,%20Philip%20J.	http://example.org/1342180#Agent700-21	Rosson, Philip J.
Clark, Joe, 1939-	67724915	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20External%20Affairs.	http://example.org/1342180#Agent710-22	Clark, Joe, 1939-
Dalhousie University. Centre for International Business Studies.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dalhousie%20University.%20Centre%20for%20International%20Business %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Studies.	http://example.org/1342180#Agent710-23	Dalhousie University. Centre for International Business Studies.
Londeix, Jean-Marie, 1932-....	112915967	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Londeix,%20Jean-Marie,%201932-	http://example.org/1328517#Agent100-12	Londeix, Jean-Marie, 1932-....
Henak, Richard M.	271615280	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henak,%20Richard%20M.	http://example.org/1301990#Agent100-12	Henak, Richard M.
Bede, the Venerable, Saint, 673-735	61539765	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wright,%20R.%20Thomas.	http://example.org/1301983#Agent100-12	Bede, the Venerable, Saint, 673-735
Bede, the Venerable, Saint, 673-735	61539765	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wright,%20R.%20Thomas.	http://example.org/1301987#Agent100-12	Bede, the Venerable, Saint, 673-735
Henak, Richard M.	271615280	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henak,%20Richard%20M.	http://example.org/1301987#Agent700-26	Henak, Richard M.
Larrain, Gilles	92026284	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Larrain,%20Gilles.	http://example.org/1371885#Agent700-21	Larrain, Gilles
Clyne, Jim	278848728	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clyne,%20Jim.	http://example.org/1371885#Agent700-22	Clyne, Jim
Sitwell, Edith, 1887-1964	29549983	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Walton,%20William,%201902-1983.	http://example.org/1373011#Agent100-13	Sitwell, Edith, 1887-1964
Sitwell, Edith, 1887-1964	29549983	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sitwell,%20Edith,%201887-1964.	http://example.org/1373011#Agent700-32	Sitwell, Edith, 1887-1964
Kapp, Richard, 1936-....	85558022	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Chicago%20Pro%20Musica.,	http://example.org/1373011#Agent710-36	Kapp, Richard, 1936-....
Deepak, B.R.	47051166	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ram,%20Bali.	http://example.org/1295879#Agent100-16	Deepak, B.R.
Romaniuk, Anatole.	41940820	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Romani͡uk,%20A.	http://example.org/1295879#Agent700-30	Romaniuk, Anatole.
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.	http://example.org/1295879#Agent710-31	Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.
Canada. Dept. of Indian Affairs and Northern Development.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.	http://example.org/1295879#Agent710-32	Canada. Dept. of Indian Affairs and Northern Development.
Corak, Miles	22423183	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.	http://example.org/1295879#Agent710-33	Corak, Miles
Yang, Emoretta	11653704	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Yang,%20Emoretta.	http://example.org/1346663#Agent100-10	Yang, Emoretta
Korf, Kumi	9193919	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Korf,%20Kumi.	http://example.org/1346663#Agent700-22	Korf, Kumi
Weis, Elisabeth, 1944-....	15016108	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Weis,%20Elisabeth,%201944-	http://example.org/1375638#Agent700-26	Weis, Elisabeth, 1944-....
Belton, John.	36985036	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belton,%20John.	http://example.org/1375638#Agent700-27	Belton, John.
Franck, Irène M.	5214628	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franck,%20Irene%20M.	http://example.org/1000802#Agent100-12	Franck, Irène M.
Brownstone, David M.	22425527	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brownstone,%20David%20M.	http://example.org/1000802#Agent700-29	Brownstone, David M.
Grunsell, Rob	248841726	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grunsell,%20Rob.	http://example.org/1309360#Agent100-14	Grunsell, Rob
Great Britain. School Curriculum Development Committee.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Great%20Britain.%20School%20Curriculum%20Development %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.	http://example.org/1309360#Agent710-26	Great Britain. School Curriculum Development Committee.
Fraser, George Macdonald, 1925-2008	49225680	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fraser,%20George%20MacDonald,%201925-2008.	http://example.org/1348705#Agent100-13	Fraser, George Macdonald, 1925-2008
Kobayashi, Terry, 1939-....	104067338	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kobayashi,%20Terry,%201939-	http://example.org/1386728#Agent100-13	Kobayashi, Terry, 1939-....
Bird, Michael S., 1941-....	45553457	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bird,%20Michael%20S.,%201941-	http://example.org/1386728#Agent700-25	Bird, Michael S., 1941-....
Sheridan, Richard Brinsley, 1751-1816.	9922178	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Price,%20Elizabeth.	http://example.org/1386728#Agent700-26	Sheridan, Richard Brinsley, 1751-1816.
Stagg, Ronald John, 1942-	67968138	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ontario%20Heritage%20Foundation.	http://example.org/1386728#Agent710-27	Stagg, Ronald John, 1942-
McGill, Judith, 1959-	70552909	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ontario.%20Ministry%20of%20Citizenship%20and%20Culture.	http://example.org/1386728#Agent710-28	McGill, Judith, 1959-
Luke, Alexandra, 1901-1967	24458514	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Robert%20McLaughlin%20Gallery.	http://example.org/1386728#Agent710-29	Luke, Alexandra, 1901-1967
Alberta. Home Economics Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Home%20Economics%20Branch.	http://example.org/1358427#Agent710-21	Alberta. Home Economics Branch.
Messer, Margaret	121272245	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Messer,%20Margaret.	http://example.org/1373735#Agent700-25	Messer, Margaret
Saskatchewan Society for Education Through Art.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan%20Society%20for%20Education%20Through%20Art.	http://example.org/1373735#Agent710-26	Saskatchewan Society for Education Through Art.
Brainerd, Walter S.	49918031	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brainerd,%20Walter%20S.	http://example.org/1309894#Agent100-13	Brainerd, Walter S.
Goldberg, Charles H.	27762804	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Goldberg,%20Charles%20H.	http://example.org/1309894#Agent700-24	Goldberg, Charles H.
Gross, Jonathan L.	85667491	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gross,%20Jonathan%20L.	http://example.org/1309894#Agent700-25	Gross, Jonathan L.
Rosenberg, Marilyn Rosenthal 1934-....	56881797	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosenberg,%20M.%20R.%20(Marilyn%20R.)	http://example.org/1375302#Agent100-10	Rosenberg, Marilyn Rosenthal 1934-....
Hibbert, Joyce, 1923-....	3742526	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hibbert,%20Joyce,%201923-	http://example.org/1373592#Agent100-15	Hibbert, Joyce, 1923-....
Caplan, Jay	134719	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Caplan,%20Jay.	http://example.org/1001394#Agent100-15	Caplan, Jay
Peyton, K.M.	40116635	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peyton,%20K.%20M.	http://example.org/1001989#Agent100-13	Peyton, K.M.
Sendak, Maurice, 1928-2012	96213928	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Lesley.	http://example.org/1001989#Agent700-24	Sendak, Maurice, 1928-2012
Bakunin, Mikhail Aleksandrovich, 1814-1876	27878824	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bakunin,%20Mikhail%20Aleksandrovich,%201814-1876.	http://example.org/1318946#Agent100-14	Bakunin, Mikhail Aleksandrovich, 1814-1876
Cutler, Robert M.	105311908	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cutler,%20Robert%20M.	http://example.org/1318946#Agent700-26	Cutler, Robert M.
Vaillant, Janet G.	66517347	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillant,%20Janet%20G.	http://example.org/1329058#Agent100-11	Vaillant, Janet G.
