Column 1	fname	lname	ID	Column 2	Column 3
Austen, Jane, 1775-1817.	 Jane	Austen	102333412	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Austen,%20Jane,%201775-1817.
Squires, Darlene C.	 Darlene C	Squires		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Squires,%20Darlene%20C.
Arrom, José Juan, 1910-2007	 José Juan	Arrom	106966025	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arrom,%20José%20Juan,%201910-2007.
Bautista, Renato G.	 Renato G	Bautista	5035131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bautista,%20Renato%20G.
Wesely, Rolf J.	 Rolf J	Wesely	26089419	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wesely,%20Rolf%20J.
Metallurgical Society of AIME. Electrolytic Processes Committee.		Metallurgical Society of AIME Electrolytic Processes Committee		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Electrolytic%20Processes %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.
AIME Meeting. (114th : 1985 : New York, N.Y.)	 NY)	AIME Meeting (114th : 1985 : New York		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22AIME%20Meeting.%20(114th%20:%201985%20:%20New%20York,%20N.Y.)
Bach, Johann Sebastian, 1685-1750.	 Johann Christian	Bach	12304462	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bach,%20Johann%20Christian,%201735-1782.
Fletcher, John Gould, 1886-1950	 Edwin J	Simon	7431262	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simon,%20Edwin%20J.
Drovetti, Bernardino, 1776-1852	 Bernardino	Drovetti	39399994	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Drovetti,%20Bernardino,%201776-1852.
Curto, Silvio	 Silvio	Curto	79046945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Curto,%20Silvio.
Donatelli, Laura.	 Laura	Donatelli	16252871	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donatelli,%20Laura.
Maturo, Graciela, 1928-	 Graciela	Maturo	111754941	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maturo,%20Graciela,%201928-
Centro de Estudios Latinoamericanos (Argentina)		Centro de Estudios Latinoamericanos (Argentina)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centro%20de%20Estudios%20Latinoamericanos%20(Argentina)
Pärt, Arvo, 1935-	 Arvo	Pärt	111612090	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pärt,%20Arvo.
Arnim, Bettina von 1785-1859	 Clemens	Brentano	7386152	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brentano,%20Clemens,%201778-1842.
Dahmen, Wolfgang, 1949-....	 Wolfgang	Dahmen	27134168	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dahmen,%20Wolfgang.
Québec (Province). Assemblée nationale. Commission permanente de la culture.		Québec (Province) Assemblée nationale Commission permanente de la culture		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Assemblée%20nationale.%20Commission%20permanente%20de%20la %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20culture.
Rachmaninoff, Sergei, 1873-1943	 Sergei	Rachmaninoff	60326614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rachmaninoff,%20Sergei,%201873-1943.
Donohoe, Peter, 1953-....	 Peter	Donohoe	42028400	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donohoe,%20Peter.
EUROGRAPHICS '85 (1985 ; Nice, France)	 France)	EUROGRAPHICS '85 (1985 ; Nice		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85%20(1985%20;%20Nice,%20France)
Vandoni, C. E.	 C E	Vandoni	39515945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vandoni,%20C.%20E.
European Association for Computer Graphics.		European Association for Computer Graphics		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Association%20for%20Computer%20Graphics.
EUROGRAPHICS '85.		EUROGRAPHICS '85		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85.
World Eagle, Inc.	 Inc	World Eagle		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Eagle,%20Inc.
Saunders, Duane	 Duane	Saunders	77839191	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saunders,%20Duane.
Gourse, Leslie.	 Leslie	Gourse	37027602	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gourse,%20Leslie.
Rosson, Philip J.	 Philip J	Rosson	59149034	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosson,%20Philip%20J.
Clark, Joe, 1939-		Canada Dept of External Affairs	67724915	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20External%20Affairs.
Dalhousie University. Centre for International Business Studies.		Dalhousie University Centre for International Business Studies		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dalhousie%20University.%20Centre%20for%20International%20Business %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Studies.
Londeix, Jean-Marie, 1932-....	 Jean-Marie	Londeix	112915967	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Londeix,%20Jean-Marie,%201932-
Henak, Richard M.	 Richard M	Henak	271615280	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henak,%20Richard%20M.
Bede, the Venerable, Saint, 673-735	 R Thomas	Wright	61539765	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wright,%20R.%20Thomas.
Bede, the Venerable, Saint, 673-735	 R Thomas	Wright	61539765	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wright,%20R.%20Thomas.
Henak, Richard M.	 Richard M	Henak	271615280	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henak,%20Richard%20M.
Larrain, Gilles	 Gilles	Larrain	92026284	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Larrain,%20Gilles.
Clyne, Jim	 Jim	Clyne	278848728	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clyne,%20Jim.
Sitwell, Edith, 1887-1964	 William	Walton	29549983	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Walton,%20William,%201902-1983.
Sitwell, Edith, 1887-1964	 Edith	Sitwell	29549983	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sitwell,%20Edith,%201887-1964.
Kapp, Richard, 1936-....		Chicago Pro Musica	85558022	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Chicago%20Pro%20Musica.,
Deepak, B.R.	 Bali	Ram	47051166	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ram,%20Bali.
Romaniuk, Anatole.	 A	Romani͡uk	41940820	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Romani͡uk,%20A.
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		Canada Indian and Northern Affairs Canada Corporate Policy Research Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.
Canada. Dept. of Indian Affairs and Northern Development.		Canada Dept of Indian Affairs and Northern Development		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.
Corak, Miles		Statistics Canada	22423183	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.
Yang, Emoretta	 Emoretta	Yang	11653704	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Yang,%20Emoretta.
Korf, Kumi	 Kumi	Korf	9193919	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Korf,%20Kumi.
Weis, Elisabeth, 1944-....	 Elisabeth	Weis	15016108	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Weis,%20Elisabeth,%201944-
Belton, John.	 John	Belton	36985036	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belton,%20John.
Franck, Irène M.	 Irene M	Franck	5214628	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franck,%20Irene%20M.
Brownstone, David M.	 David M	Brownstone	22425527	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brownstone,%20David%20M.
Grunsell, Rob	 Rob	Grunsell	248841726	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grunsell,%20Rob.
Great Britain. School Curriculum Development Committee.		Great Britain School Curriculum Development Committee		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Great%20Britain.%20School%20Curriculum%20Development %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.
Fraser, George Macdonald, 1925-2008	 George MacDonald	Fraser	49225680	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fraser,%20George%20MacDonald,%201925-2008.
Kobayashi, Terry, 1939-....	 Terry	Kobayashi	104067338	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kobayashi,%20Terry,%201939-
Bird, Michael S., 1941-....	 Michael S	Bird	45553457	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bird,%20Michael%20S.,%201941-
Sheridan, Richard Brinsley, 1751-1816.	 Elizabeth	Price	9922178	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Price,%20Elizabeth.
Stagg, Ronald John, 1942-		Ontario Heritage Foundation	67968138	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ontario%20Heritage%20Foundation.
McGill, Judith, 1959-		Ontario Ministry of Citizenship and Culture	70552909	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ontario.%20Ministry%20of%20Citizenship%20and%20Culture.
Luke, Alexandra, 1901-1967		Robert McLaughlin Gallery	24458514	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Robert%20McLaughlin%20Gallery.
Alberta. Home Economics Branch.		Alberta Home Economics Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Home%20Economics%20Branch.
Messer, Margaret	 Margaret	Messer	121272245	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Messer,%20Margaret.
Saskatchewan Society for Education Through Art.		Saskatchewan Society for Education Through Art		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan%20Society%20for%20Education%20Through%20Art.
Brainerd, Walter S.	 Walter S	Brainerd	49918031	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brainerd,%20Walter%20S.
Goldberg, Charles H.	 Charles H	Goldberg	27762804	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Goldberg,%20Charles%20H.
Gross, Jonathan L.	 Jonathan L	Gross	85667491	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gross,%20Jonathan%20L.
Rosenberg, Marilyn Rosenthal 1934-....	 M R (Marilyn R)	Rosenberg	56881797	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosenberg,%20M.%20R.%20(Marilyn%20R.)
Hibbert, Joyce, 1923-....	 Joyce	Hibbert	3742526	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hibbert,%20Joyce,%201923-
Caplan, Jay	 Jay	Caplan	134719	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Caplan,%20Jay.
Peyton, K.M.	 K M	Peyton	40116635	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peyton,%20K.%20M.
Sendak, Maurice, 1928-2012	 Lesley	Smith	96213928	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Lesley.
Bakunin, Mikhail Aleksandrovich, 1814-1876	 Mikhail Aleksandrovich	Bakunin	27878824	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bakunin,%20Mikhail%20Aleksandrovich,%201814-1876.
Cutler, Robert M.	 Robert M	Cutler	105311908	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cutler,%20Robert%20M.
Vaillant, Janet G.	 Janet G	Vaillant	66517347	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillant,%20Janet%20G.
Gastech LNG &amp; LPG Conference. (10th : 1984 : Amsterdam, Holland)	 Holland)	Gastech LNG &amp; LPG Conference (10th : 1984 : Amsterdam		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Gastech%20LNG%20&amp;%20LPG%20Conference.%20(10th%20:%201984%20:%20Amsterdam, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Holland)
Gastech Ltd.		Gastech Ltd		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Gastech%20Ltd.
Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.		Ecole polytechnique (France) Centre de recherche sur l'épistémologie et l'autonomie		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ecole%20polytechnique%20(France).%20Centre%20de%20recherche%20sur %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20l'épistémologie%20et%20l'autonomie.
Knox, Wilfred L. (Wilfred Lawrence), 1886-1950	 D W R	White	40847054	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22White,%20D.%20W.%20R.
New Zealand. Dept. of Scientific and Industrial Research--Officials and employees		New Zealand Dept of Scientific and Industrial Research	315682794	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22New%20Zealand.%20Dept.%20of%20Scientific%20and%20Industrial %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research.
EUCARPIA Meeting of the Cereal Section on Triticale (1984 : Clermont-Ferrand, France)	 France)	EUCARPIA Meeting of the Cereal Section on Triticale (1984 : Clermont-Ferrand		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUCARPIA%20Meeting%20of%20the%20Cereal%20Section%20on%20Triticale%20(1984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Clermont-Ferrand,%20France)
Thomas, Aquinas, Saint, 1225?-1274	 S	Bernard	100910150	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bernard,%20S.
Rousseau, Jean-Jacques, 1712-1778.	 M (Michel)	Bernard	100184045	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bernard,%20M.%20(Michel)
Chisci, G.		Eucarpia	54232719	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Eucarpia.
Scholl, David W.	 David W	Scholl	66802084	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Scholl,%20David%20W.
Vallier, Tracy L. 1936-	 T L (Tracy L)	Vallier	40622343	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vallier,%20T.%20L.%20(Tracy%20L.)
Circum-Pacific Council for Energy and Mineral Resources.		Circum-Pacific Council for Energy and Mineral Resources		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Circum-Pacific%20Council%20for%20Energy%20and%20Mineral %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Resources.
Compton, Robert Harold	 Robert R	Compton	14863459	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Compton,%20Robert%20R.
Rössing, Karl, 1897-1987	 Gunther	Thiem	32789085	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thiem,%20Gunther.
Baselitz, Georg, 1938-....		Institut für Auslandsbeziehungen	100903160	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institut%20für%20Auslandsbeziehungen.
Ashley, Gail Mowry.	 Gail Mowry	Ashley	56677313	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ashley,%20Gail%20Mowry.
Tubb, E. C.	 John	Shaw	55041395	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shaw,%20John,%20M.D.
Smith, Norman Kemp, 1872-1958	 Norman Kemp	Smith	51772529	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Norman%20Kemp,%201872-1958.
Davis, Richard A., Jr., 1937-		Society of Economic Paleontologists and Mineralogists	104276726	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20of%20Economic%20Paleontologists%20and%20Mineralogists.
Kyle, Hedi	 Hedi	Kyle	28446813	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kyle,%20Hedi.
Tisdell, C. A. (Clement Allan)	 John	Macdonald	61618060	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Macdonald,%20John,%201945-
Minnick, William H.	 William H	Minnick	167045729	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Minnick,%20William%20H.
Boudinot, André	 André	Boudinot	26640667	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Boudinot,%20André.
Wheble, B. S. (Bernard S.)	 B S (Bernard S)	Wheble	125181030	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wheble,%20B.%20S.%20(Bernard%20S.)
Vlavianos-Arvanitis, Agni.		International Chamber of Commerce	71442032	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Chamber%20of%20Commerce.
Ha, Tae-hŭng	 Tae Hung	Ha	7403561	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ha,%20Tae%20Hung.
Grass, Günter, 1927-	 Günter	Grass	102319859	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grass,%20Günter,%201927-
Fulgentius, Saint, Bishop of Ruspa, 468-533	 Rudolf	Wolff	102324857	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolff,%20Rudolf.
Koniecko, Edward S., 1913-	 Edward S	Koniecko	72809275	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koniecko,%20Edward%20S.,%201913-
Sulitzer, Paul-Loup, 1946-....	 Paul-Loup	Sulitzer	13361517	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sulitzer,%20Paul-Loup,%201946-
Harbach, Barbara, 1946-....	 Barbara	Harbach	17478864	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harbach,%20Barbara.
Paikowsky, Sandra, 1945-	 Sandra	Paikowsky	63052943	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Paikowsky,%20Sandra,%201945-
Lerner, Loren R. (Loren Ruth), 1948-		Concordia Art Gallery	93789684	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Concordia%20Art%20Gallery.
Sampara, Paul	 Paul	Sampara	31157402	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sampara,%20Paul.
Canadian Centre for Occupational Health and Safety.		Canadian Centre for Occupational Health and Safety		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.
Cardoso, Bernardino		World Health Organization Regional Office for Africa	295913145	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Health%20Organization.%20Regional%20Office%20for%20Africa.
Study Group on Health-Related Population Issues (1985 : Brazzaville, Congo)	 Congo)	Study Group on Health-Related Population Issues (1985 : Brazzaville		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Study%20Group%20on%20Health-Related%20Population%20Issues%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Brazzaville,%20Congo)
Löhr, Helmut, 1955-	 Helmut	Löhr	268750012	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Löhr,%20Helmut,%201955-2010.
Pilling, Ann.	 Ann	Pilling	47438531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilling,%20Ann.
Pilling, Ann.	 Rowan	Clifford	47438531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clifford,%20Rowan.
Santmyer, Helen Hooven, 1895-1986	 Helen Hooven	Santmyer	22379355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Santmyer,%20Helen%20Hooven,%201895-1986.
Kasper, Walter, 1933-....	 E	Bielawski	103197552	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bielawski,%20E.
Donovan, 1946-	 Janet	Pérez	87670811	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Janet.
Caudet Yarza, Francisco, 1939-	 Genaro J	Pérez	50912030	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Genaro%20J.
Simone, Sam P., 1945-....	 Sam P	Simone	202529101	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simone,%20Sam%20P.,%201945-
Wilshere, E. R.	 E R	Wilshere	25852531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilshere,%20E.%20R.
Lydon, John, 1956-....	 G M	Cochrane	84036841	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cochrane,%20G.%20M.
Oxfordshire Area Health Authority.		Oxfordshire Area Health Authority		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oxfordshire%20Area%20Health%20Authority.
Shook, E. Victoria	 E Victoria	Shook	65441610	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shook,%20E.%20Victoria.
Hersch, Fred, 1955-....		Fred Hersch Trio	28269911	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Fred%20Hersch%20Trio.
Hersch, Fred, 1955-....	 Fred	Hersch	28269911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hersch,%20Fred.
Abercrombie, John, 1944-....	 Marc	Johnson	120082721	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Marc,%201953-
Frith, Fred, 1949-....	 Joey	Baron	46952033	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baron,%20Joey.
Halton, David M. (David Michael), 1948-	 David M (David Michael)	Halton	23643920	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Halton,%20David%20M.%20(David%20Michael),%201948-
Canadian Centre for Occupational Health and Safety.		Canadian Centre for Occupational Health and Safety		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.
Cardano, Girolamo, 1501-1576	 Charles	Le Blanc	27062058	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Blanc,%20Charles.
Pâclişanu, Zenobius	 Zenobius	Pâclişanu	56991229	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pâclişanu,%20Zenobius.
Le Magnen, Jacques.	 Jacques	Le Magnen	92034576	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Magnen,%20Jacques.
Jones, Everett L.	 Meredith L	Jones	163396064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Meredith%20L.
Finamore, John F., 1951-....	 John F	Finamore	110781232	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Finamore,%20John%20F.,%201951-
McDonald, Donna, 1942-….	 Donna	McDonald	6547557	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McDonald,%20Donna,%201942-
Ewing, Juliana Horatia Gatty, 1841-1885	 Juliana Horatia	Ewing	13120498	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.
Monteverdi, Claudio, 1567-1643.	 Claudio	Monteverdi	44485902	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Monteverdi,%20Claudio,%201567-1643.
Jacobsen, Karin	 Karin	Jacobsen	101145970317132252282	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Karin.
Jacobsen, Jens Peter, 1847-1885	 Jens Peter	Jacobsen	27076911	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Jens%20Peter.
Commendone, Giovanni Francesco, 1524-1584	 Cesare	Mozzarelli	66600275	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mozzarelli,%20Cesare.
Olmi, Giuseppe.	 Giuseppe	Olmi	56626355	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Olmi,%20Giuseppe.
Convegno di studi storici (1984 : Trento, Italy)	 Italy)	Convegno di studi storici (1984 : Trento		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici%20(1984%20:%20Trento,%20Italy)
Convegno di studi storici.		Convegno di studi storici		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici.
Térence	 Titus Maccius	Plautus	66462384	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Plautus,%20Titus%20Maccius.
Uberti, Maria Luisa, 1941-....	 Maria Luisa	Uberti	62917903	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Uberti,%20Maria%20Luisa.
Alberta. Settlement Services.		Alberta Settlement Services		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Settlement%20Services.
Alberta. Immigration and Settlement Branch.		Alberta Immigration and Settlement Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Immigration%20and%20Settlement%20Branch.
Honadle, George	 George	Honadle	276763447	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Honadle,%20George.
VanSant, Jerry	 Jerry	VanSant	55561589	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22VanSant,%20Jerry.
Dukelow, Sam G., 1917-2003	 S G	Dukelow	93812881	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dukelow,%20S.%20G.
Blazuk, Julia	 Julia	Blazuk	103992044	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Blazuk,%20Julia.
Soper, Judy.	 Judy	Soper		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Soper,%20Judy.
Patterson, Cynthia.	 Cynthia	Peterson	116515703	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peterson,%20Cynthia.
Brenner, Everett H.	 Everett H	Brenner	51784057	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brenner,%20Everett%20H.
