Ranulf, Svend, 1894-1953.	Person		http://example.org/1036493#Agent100-10
Laptenok, S. D. (Sergeĭ Danilovich)	Person		http://example.org/1029642#Agent100-11
Appleby, Paul Henson, 1891-	Person		http://example.org/1044517#Agent100-10
Louisiana State University and Agricultural and Mechanical College.	Organization		http://example.org/1044517#Agent810-21
Wirtenberger, Henry J.	Person		http://example.org/1009759#Agent100-10
De Valk, Alphonse, 1924-	Person		http://example.org/1047866#Agent100-18
Roberts, Warren E., 1933-.	Person		http://example.org/1023028#Agent100-11
Marlin, Randal, 1938-.	Person		http://example.org/107377#Agent100-10
Haselden, Kyle.	Person		http://example.org/1089167#Agent100-14
Hygen, Johan Bernitz, 1911-	Person		http://example.org/1076537#Agent100-10
Alekseev, N. I.	Person		http://example.org/1012325#Agent100-10
Zhuravkov, M. K.,	Person		http://example.org/1001533#Agent700-23
Lee, Orlan.	Person		http://example.org/1014911#Agent100-12
Robertson, T. A., 1909-1973.	Person		http://example.org/1014911#Agent700-22
Glickman, Jack.	Person		http://example.org/103241#Agent700-19
Dewey, John, 1859-1952.	Person		http://example.org/1070379#Agent100-10
Dewey, John, 1859-1952.	Person		http://example.org/1070381#Agent100-16
Gorovitz, Samuel.	Person		http://example.org/104418#Agent700-33
Fletcher, Joseph F.	Person		http://example.org/108716#Agent100-11
Connell, Francis J. (Francis Jeremiah), 1888-1967.	Person		http://example.org/1024871#Agent100-13
Holberg, Ludvig, 1684-1754.	Person		http://example.org/1024295#Agent100-9
Højby, Sigurd,	Person		http://example.org/1024295#Agent700-17
Corbett, Percy Ellwood, 1892-1983.	Person		http://example.org/1053626#Agent100-11
Heard, Gerald, 1889-1971.	Person		http://example.org/1057987#Agent100-11
Patterson, Charles Henry, 1897-.	Person		http://example.org/1055381#Agent100-11
Edgeworth, Maria, 1768-1849.	Person		http://example.org/1067033#Agent100-11
Gehlen, Arnold, 1904-1976.	Person		http://example.org/1058318#Agent100-9
Dewey, Orville, 1794-1882.	Person		http://example.org/1009760#Agent100-12
Murtagh, William J.	Person		http://example.org/109588#Agent100-12
Montes, Arturo Humberto.	Person		http://example.org/1063835#Agent100-12
Morazán, Francisco, 1792-1842.	Person		http://example.org/1063835#Agent600-20
Arcangeli, Francesco, 1915-1974.	Person		http://example.org/1047223#Agent100-11
Winckelmann, Johann Joachim, 1717-1768.	Person		http://example.org/1047223#Agent600-21
Pagnini, Cesare.	Person		http://example.org/1047223#Agent700-22
Austria. Kriminalgericht.	Jurisdiction		http://example.org/1047223#Agent710-23
Winckelmann-Gesellschaft.	Organization		http://example.org/1047223#Agent810-25
Campbell, Wilfred, 1858?-1918.	Person		http://example.org/108592#Agent100-9
Blumenthal, Monica D.	Person		http://example.org/100763#Agent700-24
Dennis, Clara.	Person		http://example.org/1037837#Agent100-12
Lowey, Herta.	Person		http://example.org/1033513#Agent100-10
National Consultation on Transient Youth, Sainte-Adèle, Que., 1970.	Meeting		http://example.org/1031068#Agent111-15
Canadian Welfare Council.	Organization		http://example.org/1031068#Agent710-25
Ives, Burl, 1909-1995,	Person		http://example.org/1046187#Agent100-11
Hague, Albert, 1920-2001,	Person		http://example.org/1046187#Agent700-20
Dubin, Arthur D.	Person		http://example.org/1025435#Agent100-11
Hartung, Rolf.	Person		http://example.org/1036236#Agent100-11
Bray, Natalie.	Person		http://example.org/1007338#Agent100-10
Allen, Walter Powell, 1917-.	Person		http://example.org/1019619#Agent100-10
