Canaday, John, 1907-1985.	Person		http://example.org/1077892#Agent100-11
Ayres, Philip, 1638-1712.	Person		http://example.org/1080101#Agent100-16
Alciati, Andrea, 1492-1550.	Person		http://example.org/1080099#Agent100-10
Henkel, Arthur.	Person		http://example.org/1080104#Agent100-10
Schöne, Albrecht,	Person		http://example.org/1080104#Agent700-20
Montenay, Georgette de, 1540-approximately 1581.	Person		http://example.org/1080105#Agent100-16
Hale, Nathan Cabot.	Person		http://example.org/1084903#Agent100-11
Vigeland, Gustav, 1869-1943.	Person		http://example.org/1084903#Agent600-20
Finn, David, 1921- ,	Person		http://example.org/1084903#Agent700-21
Huang, Al Chung-liang.	Person		http://example.org/1041023#Agent100-13
Museum of International Folk Art (N.M.)	Organization		http://example.org/1088263#Agent110-10
James, Rebecca Salsbury, 1891-1968.	Person		http://example.org/1088263#Agent600-18
Balsan, François, 1902-1972.	Person		http://example.org/104930#Agent100-10
Educational Media Council.	Organization		http://example.org/1070622#Agent110-10
Emden, Alfred Charles Richard, 1849-1911.	Person		http://example.org/106698#Agent100-10
Gill, William H. (William Henry), 1910-	Person		http://example.org/106698#Agent700-22
Powell-Smith, Vincent.	Person		http://example.org/106698#Agent700-23
Emden, Alfred Charles Richard, 1849-1911.	Person		http://example.org/106900#Agent100-11
Gill, William H. (William Henry), 1910-	Person		http://example.org/106900#Agent700-22
Developing Urban Detroit Area Research Project.	Organization		http://example.org/1032950#Agent110-11
Doxiadēs, Kōnstantinos Apostolou, 1913-1975.	Person		http://example.org/1032950#Agent700-23
Welch, Cyril.	Person		http://example.org/1035969#Agent100-10
Baudelaire, Charles, 1821-1867.	Person		http://example.org/1035969#Agent600-18
Mallarmé, Stéphane, 1842-1898.	Person		http://example.org/1035969#Agent600-19
Rimbaud, Arthur, 1854-1891.	Person		http://example.org/1035969#Agent600-20
Welch, Liliane, 1937- ,	Person		http://example.org/1035969#Agent700-21
Jones, Peter Feny.	Person		http://example.org/1065907#Agent100-10
Davis, David Karl.	Person		http://example.org/106337#Agent100-11
O'Boyle, Catherine M.,	Person		http://example.org/106337#Agent700-22
Healy, Richard J.	Person		http://example.org/1034515#Agent100-12
American Academy of Orthopaedic Surgeons.	Organization		http://example.org/1001319#Agent710-28
American Academy of Orthopaedic Surgeons. Committee on Allied Health.	Organization		http://example.org/1001319#Agent710-29
Levitan, Sar A.,	Person		http://example.org/1044552#Agent700-23
Taggart, Robert, 1945- ,	Person		http://example.org/1044552#Agent700-24
Silone, Ignazio, 1900-1978.	Person		http://example.org/1038291#Agent100-13
United States. Congress. Senate. Committee on Commerce. Subcommittee on Surface Transportation.	Jurisdiction		http://example.org/103986#Agent110-11
National Petroleum Council. Committee on Emergency Preparedness.	Organization		http://example.org/1028751#Agent110-11
National Petroleum Council.	Organization		http://example.org/1028751#Agent710-22
Simnett, William Edward, 1881-	Person		http://example.org/1054283#Agent100-11
Commonwealth of Nations.	Organization		http://example.org/1054283#Agent610-19
Coutu, Walter.	Person		http://example.org/1025012#Agent100-11
Stulman, Julius	Person		http://example.org/1032331#Agent100-11
Laszlo, Ervin, 1932- ,	Person		http://example.org/1032331#Agent700-22
