[1984]-	401
[19--]-	279
[197-?]-	235
1985	171
1991	164
1986	163
1987	159
1990	159
1984	152
1988	148
1989	143
1992	141
2006	129
c2002.	111
1999	110
2000	110
[1965-2003?]	107
1993	101
2005	100
1998-2011.	97
2001	97
2008	93
2007	90
1997	90
c1996.	90
2004	90
2002	89
1998	87
©2002.	84
2003	83
[1989]-	83
[1988]-	82
c2006.	82
[2000]	81
1994	81
1995	80
c2008.	77
c1996-	77
[1986]-	74
c2009.	74
[1980?]-	72
1996	72
2009	66
c2001.	65
©2003.	60
c2000.	56
Â©2001.	52
2008-	50
Â©2003.	50
1972-1992.	48
c2003.	46
c2007.	46
[1987]-	42
1986-	42
©2005.	42
[19--]-[1995]	41
1987-	41
[1999]	41
2006-	40
2001-	39
1999-	38
2002-2003.	38
1985-	37
c2004.	36
[1984-2000]	35
[1994]-	35
2010	34
Â©2006.	34
2000-	33
Â©2002.	33
[1997]	33
1986-1992.	31
c1995-	30
1983-	29
1988-	29
[1995]-	29
[1974-2002].	28
1984-	28
[1990]	28
c1994-	27
[1985-199-]	26
[1998]	25
[1995-2012]	25
Â©2004.	25
1959-	25
[1987?-2007]	24
1993-	24
[1996]-2011.	23
[19--]-1959.	23
[1980]-	23
1971-[1994?]	23
1982	23
[1999]-	23
c1993.	23
c1993-	23
c2010.	22
-[2001]	22
198-]-	22
2003-	22
[1986]	22
2004-	22
1962-	21
[1983?]-2013.	21
[1997]-	21
[19--]-1995.	21
1983	20
Â©1990.	20
c1997.	20
[19---1991?]	20
[197-?]-[2001]	19
[1974-1995]	19
[2003]-Â©2004.	18
[2001]-	18
[2003]-©2004.	18
[1996]	18
©2006.	18
[1985]-[2004].	18
[1984?-199-]	18
[1989-2001]	17
[1989]	17
[1993]-	17
1936	17
[1990]-	16
1989-[1994?]	16
[197-?]-[2001].	16
c2005.	16
[1986?]	16
[1992]	16
Â©2005.	16
[1983-1999]	16
[1990?]	16
c1994.	15
[1985-1999]	15
[1996]-	15
[1984?]	15
[1985]	15
1984]-2000.	15
1978-1992.	15
1928	15
[1989].	14
[1988]	14
