1918-<1922>.	21
1913-1917.	21
<1909>-1912.	21
1991-	15
2002-2003	14
1987-1990.	12
1991	8
1994	6
1995	4
1984-1985.	4
1988	3
1989	3
1983	3
1984	3
1996	2
1997	2
Oct. 1982	2
1987	2
2006/2007	2
2012/2013-	2
1994/1997	2
1995/1998-1996/1999	2
1997/2000	2
