Alberta Education,	378
Alberta Distance Learning Centre	74
Alberta Education, Alberta Distance Learning Centre,	38
Alberta Education, Distance Learning,	27
Alberta Agriculture, Animal Industry Division, Beef and Sheep Branch	24
Alberta Learning,	24
Alberta Correspondence School	18
Alberta Distance Learning Centre,	17
AADAC	16
Distance Learning Centre	9
Distance Learning	8
Learning Technologies Branch	3
Student Evaluation, Alberta Education	2
[publisher not identified],	2
Alberta Education, Student Evaluation and Records,	2
[Department of Agriculture?],	2
Agricultural Extension Service, Department of Agriculture.	2
[Industrial Development Branch, Department of Industry and Development, Government of the Province of Alberta],	1
Alberta Treasury Board and Enterprise]	1
Government of the Province of Alberta, Department of Agriculture, Field Crops Branch,	1
Alberta Learning, Learning Technologies Branch,	1
[Department of Lands and Forests, Technical Division],	1
[Department of Public Welfare]	1
Extension Service, [Department of Agriculture?]	1
Field Crops Branch, Department of Agriculture,	1
[Department of Lands and Forests, Provincial Parks Board],	1
Alberta Correspondence School,	1
Department of Agriculture,	1
[Province of Alberta?],	1
[Department of Public Welfare],	1
