Column 1	VIAF-ID	score	Column 2	Column 3	Column 4	LCID
Ord¿o¿nez de Pablos, Patricia, 1975-			Person		http://example.org/6807502#Agent700-36	
Edvinsson, Leif	305640968	1	Person		http://example.org/6807502#Agent700-37	
United States. Central Intelligence Agency			Jurisdiction		http://example.org/6799329#Agent610-29	
Johnson, Loch K., 1942-	38079661	0.8518518518518519	Person		http://example.org/6799329#Agent700-35	http://id.loc.gov/authorities/names/n82231382
Wirtz, James J., 1958-	59163615	0.8461538461538461	Person		http://example.org/6799329#Agent700-36	http://id.loc.gov/authorities/names/n91043228
Hou, Ming (Computer scientist)	311458032	1	Person		http://example.org/6802731#Agent100-27	http://id.loc.gov/authorities/names/n2014063653
Banbury, Simon	271954689	1	Person		http://example.org/6802731#Agent700-41	http://id.loc.gov/authorities/names/n2004007995
Burns, Catherine M., 1968-	196218814	1	Person		http://example.org/6802731#Agent700-42	http://id.loc.gov/authorities/names/n2014063839
Tiwari, Atul	315555717	1	Person		http://example.org/6811960#Agent700-32	http://id.loc.gov/authorities/names/n2012187619
Rawlins, James Wayne	61376515	0.9523809523809523	Person		http://example.org/6811960#Agent700-33	http://id.loc.gov/authorities/names/no2008187753
Hihara, Lloyd H	305194189	0.9375	Person		http://example.org/6811960#Agent700-34	http://id.loc.gov/authorities/names/n2013051086
Adriaens, A. (Annemie)	58580282	1	Person		http://example.org/6811960#Agent700-35	http://id.loc.gov/authorities/names/nb99153388
Jia, Jiyou, 1969-	10180682	1	Person		http://example.org/6790501#Agent100-18	http://id.loc.gov/authorities/names/n2011014832
Klima, Gyula	71516450	0.9230769230769231	Person		http://example.org/6815129#Agent700-31	http://id.loc.gov/authorities/names/n93000752
Harvey, Michael Denis Bagenal, 1952-	5243149919441206650009	1	Person		http://example.org/6805516#Agent100-19	http://id.loc.gov/authorities/names/n2011064176
Brambilla, Marco, 1976-	220520491	1	Person		http://example.org/6811939#Agent100-23	http://id.loc.gov/authorities/names/nb2010010643
Fraternali, Piero	314857690	1	Person		http://example.org/6811939#Agent700-38	http://id.loc.gov/authorities/names/no97056076
Brambilla, Marco, 1976-	220520491	1	Person		http://example.org/6784595#Agent100-18	http://id.loc.gov/authorities/names/nb2010010643
Fraternali, Piero	314857690	1	Person		http://example.org/6784595#Agent700-34	http://id.loc.gov/authorities/names/no97056076
Maser, Chris	71505720	0.9230769230769231	Person		http://example.org/6748967#Agent100-14	http://id.loc.gov/authorities/names/n82045689
Bhowmik, Achintya K	16691329	0.95	Person		http://example.org/6774300#Agent700-42	http://id.loc.gov/authorities/names/n2008007584
Bhowmik, Achintya K	16691329	0.95	Person		http://example.org/6662110#Agent700-34	http://id.loc.gov/authorities/names/n2008007584
Neuliep, James William, 1957- 	111984243	0.8787878787878788	Person		http://example.org/6698093#Agent100-17	http://id.loc.gov/authorities/names/n89617105
Ioppolo, Sebastian	51520076	1	Person		http://example.org/6698094#Agent100-15	
Du, Ping, 1970-	313489244	1	Person		http://example.org/6811013#Agent100-18	http://id.loc.gov/authorities/names/n2015006559
Rao, Ramesh N	11957449	0.9285714285714286	Person		http://example.org/6811014#Agent100-18	http://id.loc.gov/authorities/names/no2001057475
Thombre, Avinash	313491138	1	Person		http://example.org/6811014#Agent700-30	http://id.loc.gov/authorities/names/n2015008978
Bouchard, Gérard, 1943-	67688090	1	Person		http://example.org/6754288#Agent100-19	http://id.loc.gov/authorities/names/n84115373
Scott, Howard, 1952-	58933321	0.8333333333333334	Person		http://example.org/6754288#Agent700-35	http://id.loc.gov/authorities/names/nr91005348
Berninger, Virginia Wise	37088227	1	Person		http://example.org/6741090#Agent100-20	
Berninger, Virginia Wise	37088227	1	Person		http://example.org/6775957#Agent100-16	http://id.loc.gov/authorities/names/n94050577
Alexander, Pamela C	309828220	0.95	Person		http://example.org/6799171#Agent100-18	http://id.loc.gov/authorities/names/n2014047050
Danthine, Jean-Pierre	30480576	1	Person		http://example.org/6752326#Agent100-19	http://id.loc.gov/authorities/names/n88145483
Donaldson, John B	13252629	0.9444444444444444	Person		http://example.org/6752326#Agent700-35	
Anandarajan, Asokan	106249123	1	Person		http://example.org/6813102#Agent100-17	
Public Company Accounting Oversight Board			Organization		http://example.org/6813102#Agent610-32	
Kleinman, Gary	210360911	1	Person		http://example.org/6813102#Agent700-35	
Hill, Charles W. L	259472426	0.9473684210526315	Person		http://example.org/6786160#Agent100-15	http://id.loc.gov/authorities/names/n88263646
Daniels, John D			Person		http://example.org/6765585#Agent100-15	http://id.loc.gov/authorities/names/n79007468
Radebaugh, Lee H	278879198	1	Person		http://example.org/6765585#Agent700-29	http://id.loc.gov/authorities/names/n79007473
Sullivan, Daniel P	68279416	0.9473684210526315	Person		http://example.org/6765585#Agent700-30	http://id.loc.gov/authorities/names/n2001104285
Buckley, Peter J., 1949-	1288145856889422920308	1	Person		http://example.org/6813539#Agent700-35	http://id.loc.gov/authorities/names/n80098376
Ghauri, Pervez N., 1948-	111570242	0.8571428571428571	Person		http://example.org/6813539#Agent700-36	http://id.loc.gov/authorities/names/n90609289
Shenkar, Oded	299331146	1	Person		http://example.org/6704117#Agent100-20	
Luo, Yadong	187611942	1	Person		http://example.org/6704117#Agent700-36	
Chi, Tailan	197209579	1	Person		http://example.org/6704117#Agent700-37	
Zahar, Alexander	291720044	1	Person		http://example.org/6783742#Agent100-20	http://id.loc.gov/authorities/names/n2007015978
Krugman, Paul R			Person		http://example.org/6759232#Agent100-16	http://id.loc.gov/authorities/names/n84238684
Obstfeld, Maurice	109705012	1	Person		http://example.org/6759232#Agent700-30	
Melitz, Marc J	23216073	0.9333333333333333	Person		http://example.org/6759232#Agent700-31	http://id.loc.gov/authorities/names/nr2002021680
Fives, Helenrose	309823959	1	Person		http://example.org/6861505#Agent700-34	
Gill, Michele Gregoire	309823960	1	Person		http://example.org/6861505#Agent700-35	
Wang, Guiguo	191688305	1	Person		http://example.org/6765456#Agent100-21	http://id.loc.gov/authorities/names/n84033588
Sweeney, Paul D., 1955-	116407699	1	Person		http://example.org/6741067#Agent100-21	http://id.loc.gov/authorities/names/n97030884
McFarlin, Dean B	3569460	0.9411764705882353	Person		http://example.org/6741067#Agent700-33	http://id.loc.gov/authorities/names/n89608846
Svensson, Isak	63981069	1	Person		http://example.org/6773948#Agent100-18	http://id.loc.gov/authorities/names/no2009113343
Ahsan, Ahmad	40913669	1	Person		http://example.org/6789989#Agent100-18	
Steenhuis, Harm-Jan	80722267	1	Person		http://example.org/6800021#Agent100-16	
Roopnarine, Jaipaul L	34689291	0.9545454545454546	Person		http://example.org/6798705#Agent700-30	http://id.loc.gov/authorities/names/n84011242
Patte, Michael M	315603779	0.9411764705882353	Person		http://example.org/6798705#Agent700-31	http://id.loc.gov/authorities/names/no2015051077
Johnson, James E. (James Ewald), 1947-	266131083	1	Person		http://example.org/6798705#Agent700-32	http://id.loc.gov/authorities/names/n86027139
Kuschner, David S., 1948-	45810871	1	Person		http://example.org/6798705#Agent700-33	http://id.loc.gov/authorities/names/n87115757
Russo, Charles J			Person		http://example.org/6808107#Agent700-35	http://id.loc.gov/authorities/names/nr94016726
Oousthuizen, Izak			Person		http://example.org/6808107#Agent700-36	http://id.loc.gov/authorities/names/n00095564
Wolhuter, C. C. (Charl C.)	304971719	1	Person		http://example.org/6808107#Agent700-37	http://id.loc.gov/authorities/names/n2001112380
Argomaniz, Javier	161599906	1	Person		http://example.org/6813497#Agent700-31	http://id.loc.gov/authorities/names/n2011001694
Lynch, Orla	308229376	1	Person		http://example.org/6813497#Agent700-32	http://id.loc.gov/authorities/names/n2014021502
Shiraev, Eric, 1960-	117629863	0.8333333333333334	Person		http://example.org/6588605#Agent100-15	http://id.loc.gov/authorities/names/n99003855
Zubok, V. M. (Vladislav Martinovich)	7607065	1	Person		http://example.org/6588605#Agent700-26	http://id.loc.gov/authorities/names/n91061063
Anderson, Sheldon R., 1951-	10061770	1	Person		http://example.org/6765995#Agent100-18	http://id.loc.gov/authorities/names/n92107684
Peterson, Mark Allen	308716505	1	Person		http://example.org/6765995#Agent700-34	http://id.loc.gov/authorities/names/n2003045345
Toops, Stanley	207958527	1	Person		http://example.org/6765995#Agent700-35	http://id.loc.gov/authorities/names/n2011079529
Hey, Jeanne A. K	248962123	0.9411764705882353	Person		http://example.org/6765995#Agent700-36	http://id.loc.gov/authorities/names/n94089805
International Young Physicists' Tournament (25th : 2012 : Bad Saulgau, Germany)			Meeting		http://example.org/6799339#Agent611-26	http://id.loc.gov/authorities/names/n2014046914
International Young Physicists' Tournament (26th : 2013 : Taipei, Taiwan)			Meeting		http://example.org/6799339#Agent611-27	http://id.loc.gov/authorities/names/n2014046917
Wang, Sihui, 1964-	309828921	1	Person		http://example.org/6799339#Agent700-29	http://id.loc.gov/authorities/names/n2014047874
Gao, Wenli, 1968-	309828923	1	Person		http://example.org/6799339#Agent700-30	http://id.loc.gov/authorities/names/n2014047876
Films for the Humanities &amp; Sciences			Organization		http://example.org/6711412#Agent710-45	
Films for the Humanities &amp; Sciences (Firm)			Organization		http://example.org/6711412#Agent710-46	
Films Media Group			Organization		http://example.org/6711412#Agent710-47	
Beebe, Steven A., 1950-	7754149068465865730000	0.9565217391304348	Person		http://example.org/6461835#Agent100-16	http://id.loc.gov/authorities/names/n81088716
Beebe, Susan J	58206773	0.9333333333333333	Person		http://example.org/6461835#Agent700-28	http://id.loc.gov/authorities/names/n89125708
Redmond, Mark V., 1949-	55861445	1	Person		http://example.org/6461835#Agent700-29	http://id.loc.gov/authorities/names/n95057854
Geerinck, Terri, 1958-	270885977	1	Person		http://example.org/6461835#Agent700-30	
Salem-Wiseman, Lisa	106427748	1	Person		http://example.org/6461835#Agent700-31	
Wilson, Donald A			Person		http://example.org/6774352#Agent100-25	http://id.loc.gov/authorities/names/n81057490
Wallace, C			Person		http://example.org/6774352#Agent700-40	
Ferentinos, Susan, 1969-	311771427	1	Person		http://example.org/6815552#Agent100-19	http://id.loc.gov/authorities/names/n2014075797
Gallas, Kris	56048310	1	Person		http://example.org/6812631#Agent700-35	http://id.loc.gov/authorities/names/n2006161109
Perry, James DeWolf	313283084	1	Person		http://example.org/6812631#Agent700-36	http://id.loc.gov/authorities/names/n2014076781
Qureshi, Asif H. (Asif Hasan), 1956-	35537156	1	Person		http://example.org/6783702#Agent100-18	http://id.loc.gov/authorities/names/n93087282
World Trade Organization			Organization		http://example.org/6783702#Agent610-30	
Orbe, Mark P	48512971	0.9230769230769231	Person		http://example.org/6698097#Agent100-18	http://id.loc.gov/authorities/names/n97063119
Harris, Tina M	30773030	0.9333333333333333	Person		http://example.org/6698097#Agent700-32	http://id.loc.gov/authorities/names/n00084425
Bortone, Stephen A	44481780	0.9473684210526315	Person		http://example.org/6657820#Agent700-30	http://id.loc.gov/authorities/names/n81146135
Covey, Anne M	306382844	0.9285714285714286	Person		http://example.org/6849769#Agent700-37	http://id.loc.gov/authorities/names/n2014181339
Newhill, Christina E	271962152	0.9523809523809523	Person		http://example.org/6543917#Agent100-16	http://id.loc.gov/authorities/names/n2002113246
Murphy, Bianca Cody	17376886	1	Person		http://example.org/6785852#Agent100-19	http://id.loc.gov/authorities/names/n90685162
Dillon, Carolyn, 1939-	116704674	0.8461538461538461	Person		http://example.org/6785852#Agent700-33	http://id.loc.gov/authorities/names/n97801661
Brinkmann, Svend	274319059	1	Person		http://example.org/6544031#Agent100-18	http://id.loc.gov/authorities/names/n2008005696
Kvale, Steinar, 1938-	76476635	1	Person		http://example.org/6544031#Agent700-35	http://id.loc.gov/authorities/names/n80122604
Atwell, Nancie	13693603	1	Person		http://example.org/6803307#Agent100-17	http://id.loc.gov/authorities/names/n83194339
Strosahl, Kirk, 1950-	115209908	1	Person		http://example.org/6756926#Agent100-19	http://id.loc.gov/authorities/names/n94803284
Robinson, Patricia J	71725460	0.9523809523809523	Person		http://example.org/6756926#Agent700-34	http://id.loc.gov/authorities/names/n2007180799
Marchevsky, Alberto M	33382555	0.9545454545454546	Person		http://example.org/6799463#Agent700-39	http://id.loc.gov/authorities/names/n83213599
Abdul-Karim, Fadi	11433626	1	Person		http://example.org/6799463#Agent700-40	http://id.loc.gov/authorities/names/n89107646
Balzer, Bonnie Lei	120149366089285600902	1	Person		http://example.org/6799463#Agent700-41	http://id.loc.gov/authorities/names/n2014182635
Domínguez, César	56898766	0.9411764705882353	Person		http://example.org/6775533#Agent100-24	
Saussy, Haun, 1960-	19902838	0.8260869565217391	Person		http://example.org/6775533#Agent700-36	http://id.loc.gov/authorities/names/n92061040
Villanueva, Darío			Person		http://example.org/6775533#Agent700-37	
Williams, Lawrence, 1948- 	309823322	1	Person		http://example.org/6698950#Agent700-31	http://id.loc.gov/authorities/names/n2014040984
Bell, Peter			Person		http://example.org/6752410#Agent100-16	
Beer, Brent	314912042	0.9166666666666666	Person		http://example.org/6752410#Agent700-30	
Liu, Shuang, Dr			Person		http://example.org/6811016#Agent100-17	http://id.loc.gov/authorities/names/nb2010032627
Volčič, Zala	305619304	1	Person		http://example.org/6811016#Agent700-30	http://id.loc.gov/authorities/names/nb2010032614
Gallois, Cynthia	222241018	1	Person		http://example.org/6811016#Agent700-31	
Derico, Steve	315611999	1	Person		http://example.org/6784354#Agent100-16	http://id.loc.gov/authorities/names/ns2015001074
Detmer, Richard C	114276004	0.9444444444444444	Person		http://example.org/6606088#Agent100-16	http://id.loc.gov/authorities/names/n92111937
De Bruyn, Gareth	31270732	1	Person		http://example.org/6659569#Agent700-39	http://id.loc.gov/authorities/names/n96122337
Ashmore, Sondra	308233132	1	Person		http://example.org/6630201#Agent100-18	
Runyan, Kristin	308233137	1	Person		http://example.org/6630201#Agent700-31	
Wright, Jan R			Person		http://example.org/6812124#Agent100-19	http://id.loc.gov/authorities/names/n2007073845
Cooper, Jonathan E			Person		http://example.org/6812124#Agent700-32	http://id.loc.gov/authorities/names/n2007073846
Clark, James H			Person		http://example.org/6797147#Agent700-38	http://id.loc.gov/authorities/names/n92031514
Deswarte, Fabien E. I	73322449	0.9545454545454546	Person		http://example.org/6797147#Agent700-39	http://id.loc.gov/authorities/names/n2008016952
Ziemer, Rodger E	269084361	1	Person		http://example.org/6786328#Agent100-12	http://id.loc.gov/authorities/names/n82041554
Ganovelli, Fabio	21676291	1	Person		http://example.org/6808914#Agent100-20	http://id.loc.gov/authorities/names/nb2008012124
Corsini, Massimiliano	307424185	0.9545454545454546	Person		http://example.org/6808914#Agent700-33	http://id.loc.gov/authorities/names/n2014003024
Pattanaik, Sumanta	203249295	1	Person		http://example.org/6808914#Agent700-34	http://id.loc.gov/authorities/names/no2008070877
Di Benedetto, Marco			Person		http://example.org/6808914#Agent700-35	http://id.loc.gov/authorities/names/n2014065538
Tewksbury, Richard A	71618706	0.9523809523809523	Person		http://example.org/6858938#Agent100-17	http://id.loc.gov/authorities/names/n96014639
Bhat, H. L	175570185	0.8	Person		http://example.org/6748915#Agent100-14	http://id.loc.gov/authorities/names/n2010214213
Manly, Bryan F. J., 1944-	71452632	0.8620689655172413	Person		http://example.org/6786191#Agent700-29	http://id.loc.gov/authorities/names/n84202730
Navarro Alberto, Jorge A., 1963-	308754163	1	Person		http://example.org/6786191#Agent700-30	http://id.loc.gov/authorities/names/n2014029678
Bartol, Curt R., 1940-	56691634	0.8461538461538461	Person		http://example.org/6802539#Agent100-16	http://id.loc.gov/authorities/names/n79086620
Bartol, Anne M	163689522	0.9333333333333333	Person		http://example.org/6802539#Agent700-27	http://id.loc.gov/authorities/names/n85067863
Fernández-Vara, Clara	305452452	0.9545454545454546	Person		http://example.org/6710977#Agent100-18	http://id.loc.gov/authorities/names/no2013127031
Fernández-Vara, Clara	305452452	0.9545454545454546	Person		http://example.org/6669631#Agent100-23	http://id.loc.gov/authorities/names/no2013127031
Gibson, Jeremy	53950899	0.9333333333333333	Person		http://example.org/6659380#Agent100-18	
Choquet-Bruhat, Yvonne	108414928	1	Person		http://example.org/6773969#Agent100-22	http://id.loc.gov/authorities/names/n50058511
Lamy, Steven L	45875569	0.9333333333333333	Person		http://example.org/6786840#Agent100-15	http://id.loc.gov/authorities/names/n88606720
Loeffler, Agnes Gertrud, 1966-	68704394	1	Person		http://example.org/6432317#Agent100-20	http://id.loc.gov/authorities/names/no2007031382
Hart, Michael Noel, 1938-	264197598	1	Person		http://example.org/6432317#Agent700-37	http://id.loc.gov/authorities/names/n78091042
Fiddy, M. A	112271108	0.9166666666666666	Person		http://example.org/6808988#Agent100-20	http://id.loc.gov/authorities/names/n91067325
Ritter, R. Shane	313294001	1	Person		http://example.org/6808988#Agent700-34	http://id.loc.gov/authorities/names/no2014167069
Fonash, S. J			Person		http://example.org/6756772#Agent100-20	http://id.loc.gov/authorities/names/n79094296
Baran, Stanley J	44363560	0.9411764705882353	Person		http://example.org/6698225#Agent100-16	http://id.loc.gov/authorities/names/n80140396
Nolte, D. D			Person		http://example.org/6798627#Agent100-19	http://id.loc.gov/authorities/names/n92070818
National Examination Board in Occupational Safety and Health			Organization		http://example.org/6773880#Agent610-34	http://id.loc.gov/authorities/names/nb2006022402
Wise Global Traing			Organization		http://example.org/6773880#Agent710-38	
Martín, Mariano Martín			Person		http://example.org/6657832#Agent700-27	http://id.loc.gov/authorities/names/n2014013053
Pavia, Donald L	55421485	0.9375	Person		http://example.org/6668119#Agent100-16	http://id.loc.gov/authorities/names/n79055872
Lampman, Gary M	70204010	0.9375	Person		http://example.org/6668119#Agent700-29	http://id.loc.gov/authorities/names/n79055892
Kriz, George S	72667982	0.9333333333333333	Person		http://example.org/6668119#Agent700-30	http://id.loc.gov/authorities/names/n79055893
Vyvyan, James R	120069667	1	Person		http://example.org/6668119#Agent700-31	http://id.loc.gov/authorities/names/no2008143980
Smith, Aaron, 1972-	119959682	1	Person		http://example.org/6804045#Agent100-15	http://id.loc.gov/authorities/names/nb2002032920
Stewart, Bob, 1946-	70929032	0.8260869565217391	Person		http://example.org/6804045#Agent700-27	http://id.loc.gov/authorities/names/no00016038
Pickup, Mark (Associate professor)	309828569	1	Person		http://example.org/6799269#Agent100-18	http://id.loc.gov/authorities/names/n2014047465
Kim, Dae Mann	103293539	0.9285714285714286	Person		http://example.org/6812157#Agent100-19	http://id.loc.gov/authorities/names/nb2010011227
Bruce, Peter C., 1953-	103618221	1	Person		http://example.org/6798576#Agent100-24	http://id.loc.gov/authorities/names/n2006056063
Keller, Reuben P	276674825	0.9411764705882353	Person		http://example.org/6733877#Agent700-32	http://id.loc.gov/authorities/names/no2006133765
Cadotte, Marc William, 1975-	26826288	1	Person		http://example.org/6733877#Agent700-33	http://id.loc.gov/authorities/names/no2006105856
Sandiford, Glenn	307451473	0.9411764705882353	Person		http://example.org/6733877#Agent700-34	http://id.loc.gov/authorities/names/no2014005700
Spilsbury, Richard, 1963-	33961574	0.8620689655172413	Person		http://example.org/6697339#Agent100-19	http://id.loc.gov/authorities/names/nb2001087027
Beauchamp, Christopher, 1977-	161391555	1	Person		http://example.org/6808077#Agent100-35	http://id.loc.gov/authorities/names/n2014017008
Bell, Alexander Graham, 1847-1922	59263727	0.9705882352941176	Person		http://example.org/6808077#Agent600-47	
Bell, Alexander Graham, 1847-1922	59263727	0.9705882352941176	Person		http://example.org/6808077#Agent600-48	
Kale, Vivek	189161448	1	Person		http://example.org/6702191#Agent100-16	http://id.loc.gov/authorities/names/n00014825
Ord, Brian	34009432	1	Person		http://example.org/6785855#Agent100-18	http://id.loc.gov/authorities/names/no00096307
Shaw, Gary			Person		http://example.org/6785855#Agent700-31	http://id.loc.gov/authorities/names/no00098631
Green, Tracey	19155311	1	Person		http://example.org/6785855#Agent700-32	http://id.loc.gov/authorities/names/n2008048607
Ferraro, Eugene	8869336	1	Person		http://example.org/6710978#Agent100-14	
Forrest, Jeffrey Yi-Lin, 1959-	53469188	1	Person		http://example.org/6786262#Agent100-15	http://id.loc.gov/authorities/names/n98080672
Lixin, Tao			Person		http://example.org/6786262#Agent700-30	
Baker, H. Kent (Harold Kent), 1944-	166307317	1	Person		http://example.org/6799744#Agent700-33	http://id.loc.gov/authorities/names/n79072474
Filbeck, Greg	194105043	1	Person		http://example.org/6799744#Agent700-34	http://id.loc.gov/authorities/names/no2001091805
Bodie, Zvi	158337	0.9090909090909091	Person		http://example.org/6749881#Agent100-14	http://id.loc.gov/authorities/names/n83162752
Kane, Alex, 1942-	74950988	1	Person		http://example.org/6749881#Agent700-28	http://id.loc.gov/authorities/names/no2015137690
Marcus, Alan J	35553672	0.9333333333333333	Person		http://example.org/6749881#Agent700-29	http://id.loc.gov/authorities/names/n86838952
Perrakis, Stylianos, 1938-	244495590	1	Person		http://example.org/6749881#Agent700-30	http://id.loc.gov/authorities/names/no99010359
Ryan, Peter J. (Peter John), 1957-	48802653	1	Person		http://example.org/6749881#Agent700-31	http://id.loc.gov/authorities/names/no94008217
Switzer, Lorne, 1954-	109380376	1	Person		http://example.org/6749881#Agent700-32	http://id.loc.gov/authorities/names/n85068060
Huddart, David (David Paul)	5218694	1	Person		http://example.org/6799713#Agent100-15	http://id.loc.gov/authorities/names/no2006036320
Ranney, Karen	285181323	1	Person		http://example.org/6849665#Agent100-15	http://id.loc.gov/authorities/names/no96046398
Kaiho, Tatsuo	308751691	1	Person		http://example.org/6720315#Agent100-19	http://id.loc.gov/authorities/names/n2014026554
Nastasi, Michael Anthony, 1950- 	19831929	0.8857142857142857	Person		http://example.org/6677708#Agent100-15	http://id.loc.gov/authorities/names/n89615370
Mayer, James W., 1930- 	108403885	0.8461538461538461	Person		http://example.org/6677708#Agent700-29	http://id.loc.gov/authorities/names/n50007298
Wang, Yongqiang (Nuclear physicist)	164364298	1	Person		http://example.org/6677708#Agent700-30	http://id.loc.gov/authorities/names/nb2011001477
Kondyurin, A. V	73576789	0.9375	Person		http://example.org/6784459#Agent100-18	http://id.loc.gov/authorities/names/no2004119629
Bilek, Marcela	120105493	1	Person		http://example.org/6784459#Agent700-34	http://id.loc.gov/authorities/names/no2008104814
Cox, Brian	83469771	1	Person		http://example.org/6709531#Agent700-52	http://id.loc.gov/authorities/names/n91121510
Gosling, Martin	311465769	1	Person		http://example.org/6709531#Agent700-53	http://id.loc.gov/authorities/names/nb2014023779
Deitel, Paul J	270830438	1	Person		http://example.org/6766573#Agent100-13	http://id.loc.gov/authorities/names/n87945260
Deitel, Harvey M., 1945-	109404569	0.8571428571428571	Person		http://example.org/6766573#Agent700-27	http://id.loc.gov/authorities/names/n80040423
Deitel, Abbey	267836956	1	Person		http://example.org/6766573#Agent700-28	http://id.loc.gov/authorities/names/n2011068113
Nahavandipoor, Vandad	169419570	0.9545454545454546	Person		http://example.org/6752411#Agent100-16	
Larson, Shawn E	23146285459615371847	0.9375	Person		http://example.org/6809133#Agent100-18	http://id.loc.gov/authorities/names/no2015099712
Rich, Jason	236800288	1	Person		http://example.org/6784425#Agent100-18	http://id.loc.gov/authorities/names/n91024589
Carlson, Jeff	80537541	1	Person		http://example.org/6659578#Agent100-18	
Baig, Edward C	4692778	0.9333333333333333	Person		http://example.org/6809452#Agent100-18	http://id.loc.gov/authorities/names/no2006107974
LeVitus, Bob	263734543	0.9230769230769231	Person		http://example.org/6809452#Agent700-35	http://id.loc.gov/authorities/names/n88263454
Muir, Nancy, 1954-	71702796	0.8181818181818182	Person		http://example.org/6809463#Agent100-18	http://id.loc.gov/authorities/names/n99032073
Dezuanni, Michael	309828005	0.9444444444444444	Person		http://example.org/6807462#Agent100-18	http://id.loc.gov/authorities/names/n2014046790
Dooley, Karen	58582678	1	Person		http://example.org/6807462#Agent700-34	http://id.loc.gov/authorities/names/nb2001020361
Gattenhof, Sandra	94958236	1	Person		http://example.org/6807462#Agent700-35	http://id.loc.gov/authorities/names/n2006012932
Knight, Linda	316028844	0.9285714285714286	Person		http://example.org/6807462#Agent700-36	http://id.loc.gov/authorities/names/n2012070334
Hart-Davis, Guy	79455613	0.9375	Person		http://example.org/6809453#Agent100-18	http://id.loc.gov/authorities/names/n94026772
Baig, Edward C	4692778	0.9333333333333333	Person		http://example.org/6809455#Agent100-18	http://id.loc.gov/authorities/names/no2006107974
LeVitus, Bob	263734543	0.9230769230769231	Person		http://example.org/6809455#Agent700-32	http://id.loc.gov/authorities/names/n88263454
McFedries, Paul	101732055	0.9375	Person		http://example.org/6809451#Agent100-18	http://id.loc.gov/authorities/names/n91125797
Hart-Davis, Guy	79455613	0.9375	Person		http://example.org/6809454#Agent100-18	http://id.loc.gov/authorities/names/n94026772
Edgeworth, Brad	313493268	1	Person		http://example.org/6808793#Agent100-18	http://id.loc.gov/authorities/names/nb2015001091
Foss, Aaron	313493269	1	Person		http://example.org/6808793#Agent700-36	http://id.loc.gov/authorities/names/nb2015001093
Rios, Ramiro Garza	313493271	1	Person		http://example.org/6808793#Agent700-37	http://id.loc.gov/authorities/names/nb2015001096
Coffeen, Tom	4168145857166122921463	1	Person		http://example.org/6752404#Agent100-16	
Nooshin, Laudan	19324383	1	Person		http://example.org/6678945#Agent100-18	http://id.loc.gov/authorities/names/no2001020135
Rajendra, Vijeya, 1936-	4107071	1	Person		http://example.org/6701739#Agent100-17	http://id.loc.gov/authorities/names/n91036236
Kaplan, Gisela T	37171353	0.9411764705882353	Person		http://example.org/6701739#Agent700-31	http://id.loc.gov/authorities/names/nr90012546
Rajendra, Rudi	61248549	1	Person		http://example.org/6701739#Agent700-32	http://id.loc.gov/authorities/names/no2004007848
Nevins, Debbie	305378080	1	Person		http://example.org/6701739#Agent700-33	http://id.loc.gov/authorities/names/no2013122835
Ismael, Tareq Y	79046118	0.9375	Person		http://example.org/6813540#Agent100-20	http://id.loc.gov/authorities/names/n50029385
Ismael, Jacqueline S	71480964	0.9523809523809523	Person		http://example.org/6813540#Agent700-38	http://id.loc.gov/authorities/names/n81147994
Ismael, Tareq Y	79046118	0.9375	Person		http://example.org/6813040#Agent100-15	http://id.loc.gov/authorities/names/n50029385
Ismael, Jacqueline S	71480964	0.9523809523809523	Person		http://example.org/6813040#Agent700-33	http://id.loc.gov/authorities/names/n81147994
Hassig, Susan M., 1969-	75505446	1	Person		http://example.org/6701741#Agent100-17	http://id.loc.gov/authorities/names/n92034582
Al Adely, Laith Muhmood	78154452	1	Person		http://example.org/6701741#Agent700-31	http://id.loc.gov/authorities/names/n2003058281
Nevins, Debbie	305378080	1	Person		http://example.org/6701741#Agent700-32	http://id.loc.gov/authorities/names/no2013122835
Pearson, Nels, 1969-	103383165	0.8333333333333334	Person		http://example.org/6799436#Agent100-29	http://id.loc.gov/authorities/names/n2009019746
Beckett, Samuel, 1906-1989	7386737	0.9629629629629629	Person		http://example.org/6799436#Agent600-41	http://id.loc.gov/authorities/names/n2015019169
Bowen, Elizabeth, 1899-1973	19674925	0.9642857142857143	Person		http://example.org/6799436#Agent600-42	
Joyce, James, 1882-1941	44300643	0.9583333333333334	Person		http://example.org/6799436#Agent600-43	
Beckett, Samuel, 1906-1989	7386737	0.9629629629629629	Person		http://example.org/6799436#Agent600-44	http://id.loc.gov/authorities/names/n2015019169
Bowen, Elizabeth, 1899-1973	19674925	0.9642857142857143	Person		http://example.org/6799436#Agent600-45	
Joyce, James, 1882-1941	44300643	0.9583333333333334	Person		http://example.org/6799436#Agent600-46	
Soneda, Naoki	310718340	1	Person		http://example.org/6752247#Agent700-40	http://id.loc.gov/authorities/names/nb2014021680
Shiller, Robert J	41900524	0.9444444444444444	Person		http://example.org/6802834#Agent100-18	http://id.loc.gov/authorities/names/n84052184
Song, Jiyoung	170384652	1	Person		http://example.org/6704420#Agent700-32	http://id.loc.gov/authorities/names/n2010038302
Cook, Alistair D. B	200084165	0.8947368421052632	Person		http://example.org/6704420#Agent700-33	http://id.loc.gov/authorities/names/n2008030411
Harbridge, Laurel	315606428	1	Person		http://example.org/6849292#Agent100-14	http://id.loc.gov/authorities/names/no2015054315
