Column 1	VIAF-ID	score	Column 2	Column 3	Column 4	LCID
Anshelm, Jonas, 1960-	116033373	0.84	Person		http://example.org/6805370#Agent100-19	http://id.loc.gov/authorities/names/n93114242
Hultman, Martin	310714274	1	Person		http://example.org/6805370#Agent700-39	http://id.loc.gov/authorities/names/n2014062019
Caltagirone, Jean-Paul	313290206	1	Person		http://example.org/6797193#Agent100-23	http://id.loc.gov/authorities/names/nb2015000381
Adams, Lisa V	160853416	0.9285714285714286	Person		http://example.org/6855738#Agent100-20	http://id.loc.gov/authorities/names/n2010185239
Butterly, John R	131596601	0.9411764705882353	Person		http://example.org/6855738#Agent700-41	http://id.loc.gov/authorities/names/n2010182793
Leviston, Frances, 1982-	15104086	1	Person		http://example.org/6810986#Agent100-13	http://id.loc.gov/authorities/names/no2008013562
Jeffrey, Brooke	48282977	0.9375	Person		http://example.org/6815690#Agent100-16	http://id.loc.gov/authorities/names/n87808494
Harper, Stephen, 1959-	106697692	1	Person		http://example.org/6815690#Agent600-26	http://id.loc.gov/authorities/names/no2005090951
Conservative Party of Canada			Organization		http://example.org/6815690#Agent610-27	
Kernel, Brigitte	4947790	1	Person		http://example.org/6811372#Agent100-12	http://id.loc.gov/authorities/names/n85066065
Widestrom, Amy	309848108	1	Person		http://example.org/6802819#Agent100-18	http://id.loc.gov/authorities/names/no2014091773
Widestrom, Amy	309848108	1	Person		http://example.org/6812675#Agent100-16	http://id.loc.gov/authorities/names/no2014091773
Epstein, Eliot, 1929-	115719761	1	Person		http://example.org/6812780#Agent100-14	http://id.loc.gov/authorities/names/n80038254
Ghosh, Sukumar	912675	1	Person		http://example.org/6808992#Agent100-22	http://id.loc.gov/authorities/names/n2006041818
Chin, Jean Lau	18886003	1	Person		http://example.org/6774695#Agent100-15	http://id.loc.gov/authorities/names/n92805068
Trimble, Joseph E	33381893	0.9444444444444444	Person		http://example.org/6774695#Agent700-28	http://id.loc.gov/authorities/names/n83208201
Bucher, Richard D., 1949-	21066176	1	Person		http://example.org/6629817#Agent100-18	http://id.loc.gov/authorities/names/n83210670
Vavrus, Michael J	6506783	0.9444444444444444	Person		http://example.org/6815328#Agent100-19	http://id.loc.gov/authorities/names/n88611889
Andrews, Jac	37137109	1	Person		http://example.org/6529933#Agent100-18	http://id.loc.gov/authorities/names/n91033825
Lupart, Judy Lee	91459237	1	Person		http://example.org/6529933#Agent700-31	http://id.loc.gov/authorities/names/n86079415
Frey, William H	256672	0.9375	Person		http://example.org/6759854#Agent100-17	http://id.loc.gov/authorities/names/n88110290
Gibbons, Youlanda M			Person		http://example.org/6800026#Agent100-15	
Gibbons, Youlanda M			Person		http://example.org/6800032#Agent100-15	
Pavel, Carmen E	308230662	0.9375	Person		http://example.org/6799836#Agent100-15	http://id.loc.gov/authorities/names/n2014023079
Narayan, Ambar	68466152	1	Person		http://example.org/6773548#Agent100-21	http://id.loc.gov/authorities/names/no00001086
Dabalen, Andrew	271611677	1	Person		http://example.org/6773548#Agent700-35	
Saavedra Chanduví, Jaime	117487617	1	Person		http://example.org/6773548#Agent700-36	
Hoyos, Alejandro	261009185	1	Person		http://example.org/6773548#Agent700-37	
Abras, Ana	251371199	1	Person		http://example.org/6773548#Agent700-38	
Tiwari, Sailesh	173149368822985980004	1	Person		http://example.org/6773548#Agent700-39	
Steinhoff, Uwe	37232985	1	Person		http://example.org/6799839#Agent700-29	http://id.loc.gov/authorities/names/n2006039977
Swimmer, Jeff	306413660	1	Person		http://example.org/6785995#Agent100-23	
Lawrence, Novotny, 1973-	21770098	1	Person		http://example.org/6796996#Agent700-36	http://id.loc.gov/authorities/names/no98127838
International Society for Arabic Papyrology. Conference (3rd : 2006 : Alexandria, Egypt)			Organization		http://example.org/6815344#Agent110-17	http://id.loc.gov/authorities/names/n2014060497
Schubert, Alexander T	310713022	0.9545454545454546	Person		http://example.org/6815344#Agent700-30	http://id.loc.gov/authorities/names/n2014060493
Sijpesteijn, Petra	295922	1	Person		http://example.org/6815344#Agent700-31	http://id.loc.gov/authorities/names/n2004048199
Wilson, David Sloan	32171940	1	Person		http://example.org/6811286#Agent100-15	http://id.loc.gov/authorities/names/n79086588
Miklósi, Adam	313301474	0.8461538461538461	Person		http://example.org/6799738#Agent100-15	http://id.loc.gov/authorities/names/n2007057229
Dōgen, 1200-1253	4929063	1	Person		http://example.org/6799854#Agent600-26	http://id.loc.gov/authorities/names/nr93009060
Sōtōshū			Organization		http://example.org/6799854#Agent610-27	
Heine, Steven, 1950-	108746014	0.8333333333333334	Person		http://example.org/6799854#Agent700-29	http://id.loc.gov/authorities/names/n84073421
Woollard, Fiona	315609903	1	Person		http://example.org/6813481#Agent100-16	http://id.loc.gov/authorities/names/no2015058505
Goncalves, Marcus	55011058	0.9411764705882353	Person		http://example.org/6784292#Agent100-15	
Alves, José			Person		http://example.org/6784292#Agent700-34	http://id.loc.gov/authorities/names/n90614372
Arcot, Rajabahadur V			Person		http://example.org/6784292#Agent700-35	
Briggs, Jacqui	71545729	1	Person		http://example.org/6774164#Agent100-19	
Lee, Caroline W	308232910	0.9375	Person		http://example.org/6798752#Agent100-20	http://id.loc.gov/authorities/names/n2014025986
Wendt, Sarah	121925288	1	Person		http://example.org/6710055#Agent100-22	http://id.loc.gov/authorities/names/no2010100721
Zannettino, Lana	307435563	1	Person		http://example.org/6710055#Agent700-39	http://id.loc.gov/authorities/names/n2014183273
Geismer, Lily	309829105	1	Person		http://example.org/6798750#Agent100-19	http://id.loc.gov/authorities/names/n2014048099
Democratic Party (U.S.)			Organization		http://example.org/6798750#Agent610-32	http://id.loc.gov/authorities/names/n79054058
Roy, Sandip	285145911186527061857	1	Person		http://example.org/6815381#Agent100-16	http://id.loc.gov/authorities/names/no2015024696
Pickar, Gloria D., 1946-	60556797	1	Person		http://example.org/6671322#Agent100-17	http://id.loc.gov/authorities/names/n86012693
Abernethy, Amy Pickar	75776285	0.9545454545454546	Person		http://example.org/6671322#Agent700-33	http://id.loc.gov/authorities/names/n2007181964
Graham, Hope			Person		http://example.org/6671322#Agent700-34	http://id.loc.gov/authorities/names/n80058830
Swart, Beth, 1948-	56095213	1	Person		http://example.org/6671322#Agent700-35	http://id.loc.gov/authorities/names/n2008181251
Swedish, Margaret (Nurse)	305442245	1	Person		http://example.org/6671322#Agent700-36	
Fung, Paul	104287192	1	Person		http://example.org/6815423#Agent100-15	http://id.loc.gov/authorities/names/no2016022062
Dostoyevsky, Fyodor, 1821-1881	104023256	1	Person		http://example.org/6815423#Agent600-24	http://id.loc.gov/authorities/names/n79029930
Wilson, Linda			Person		http://example.org/6741956#Agent700-63	http://id.loc.gov/authorities/names/nr2003019659
Smith, Maggie, 1934-			Person		http://example.org/6741956#Agent700-64	http://id.loc.gov/authorities/names/nr88003842
McGovern, Elizabeth, 1961-	5127182	0.8666666666666667	Person		http://example.org/6741956#Agent700-65	http://id.loc.gov/authorities/names/n88034912
Grant, Richard E., 1957-	79173094	1	Person		http://example.org/6741956#Agent700-66	http://id.loc.gov/authorities/names/no96058070
Logan, Phyllis	24812137	1	Person		http://example.org/6741956#Agent700-67	http://id.loc.gov/authorities/names/no2002011416
Bonneville, Hugh	167075795	1	Person		http://example.org/6741956#Agent700-68	http://id.loc.gov/authorities/names/no00036702
Coyle, Brendan	262518677	1	Person		http://example.org/6741956#Agent700-69	http://id.loc.gov/authorities/names/no2002088270
Neame, Gareth	14525996	1	Person		http://example.org/6741956#Agent700-70	http://id.loc.gov/authorities/names/no2006064376
Morshead, Catherine	58767810	1	Person		http://example.org/6741956#Agent700-71	http://id.loc.gov/authorities/names/no2003044935
Lunn, John, 1956-	51625735	1	Person		http://example.org/6741956#Agent700-72	http://id.loc.gov/authorities/names/nr2002012908
Fellowes, Julian	71602452	1	Person		http://example.org/6741956#Agent700-73	http://id.loc.gov/authorities/names/nb2001013552
Robb, David, 1947-	14984467	0.8181818181818182	Person		http://example.org/6741956#Agent700-74	http://id.loc.gov/authorities/names/no2004078726
Ovenden, Julian	190468573	1	Person		http://example.org/6741956#Agent700-75	http://id.loc.gov/authorities/names/no2011170045
Leech, Allen	262434534	1	Person		http://example.org/6741956#Agent700-76	http://id.loc.gov/authorities/names/no2010024139
Morrow, Al	74149066557665601415	1	Person		http://example.org/6741956#Agent700-77	http://id.loc.gov/authorities/names/no2008062895
Wilton, Penelope, 1946-	4737071	0.8518518518518519	Person		http://example.org/6741956#Agent700-78	http://id.loc.gov/authorities/names/no2008053189
Carter, Jim, 1948-	23774080	0.85	Person		http://example.org/6741956#Agent700-79	http://id.loc.gov/authorities/names/no2008180377
Spiro, Minkie	306433180	1	Person		http://example.org/6741956#Agent700-80	http://id.loc.gov/authorities/names/no2007029796
Willoughby, Nigel	103020139	1	Person		http://example.org/6741956#Agent700-81	http://id.loc.gov/authorities/names/no2009179645
Marchant, Nigel	306412477	1	Person		http://example.org/6741956#Agent700-82	http://id.loc.gov/authorities/names/no2011012621
Trubridge, Liz	232202107	1	Person		http://example.org/6741956#Agent700-83	http://id.loc.gov/authorities/names/no2012013997
Engler, Michael	15566225	1	Person		http://example.org/6741956#Agent700-84	http://id.loc.gov/authorities/names/no2012040487
Cullen, Tom, 1985-	260422962	1	Person		http://example.org/6741956#Agent700-85	http://id.loc.gov/authorities/names/no2012116292
Dockery, Michelle, 1981-	132948684	1	Person		http://example.org/6741956#Agent700-86	http://id.loc.gov/authorities/names/no2010154801
James-Collier, Rob	233421740	1	Person		http://example.org/6741956#Agent700-87	http://id.loc.gov/authorities/names/no2012042667
McShera, Sophie	234828376	1	Person		http://example.org/6741956#Agent700-88	http://id.loc.gov/authorities/names/no2012046260
Nicol, Lesley, 1953-	242788701	1	Person		http://example.org/6741956#Agent700-89	http://id.loc.gov/authorities/names/no2012049406
McDonough, Michael, 1967-	169983932	0.8928571428571429	Person		http://example.org/6741956#Agent700-90	http://id.loc.gov/authorities/names/no2011056165
Woods, Donal	307447867	1	Person		http://example.org/6741956#Agent700-91	http://id.loc.gov/authorities/names/no2013109164
Eaton, Rebecca, 1947-	302776218	0.8333333333333334	Person		http://example.org/6741956#Agent700-92	http://id.loc.gov/authorities/names/n2013028503
Carmichael, Laura, 1986-	296822442	1	Person		http://example.org/6741956#Agent700-93	http://id.loc.gov/authorities/names/no2013012567
James, Lily, 1989-	231908188	0.8181818181818182	Person		http://example.org/6741956#Agent700-94	http://id.loc.gov/authorities/names/no2012024069
Speleers, Ed, 1988-	29846619	1	Person		http://example.org/6741956#Agent700-95	http://id.loc.gov/authorities/names/no2008061918
Doyle, Kevin, 1961-	296132183	1	Person		http://example.org/6741956#Agent700-96	http://id.loc.gov/authorities/names/no2013010478
John, Philip (Philip R.)			Person		http://example.org/6741956#Agent700-97	http://id.loc.gov/authorities/names/ns2013003665
Froggatt, Joanne, 1980-	107427611	0.8518518518518519	Person		http://example.org/6741956#Agent700-98	http://id.loc.gov/authorities/names/no2010025296
Croucher, Chris, 1981-	314816049	1	Person		http://example.org/6741956#Agent700-99	http://id.loc.gov/authorities/names/no2015010543
Cassidy, Raquel, 1968-	232621468	1	Person		http://example.org/6741956#Agent700-100	http://id.loc.gov/authorities/names/no2014036289
Valentine, Chantelle	125146331887318691633	1	Person		http://example.org/6741956#Agent700-101	http://id.loc.gov/authorities/names/no2016054996
Robbins, Anna Mary Scott	63146331971618692459	1	Person		http://example.org/6741956#Agent700-102	http://id.loc.gov/authorities/names/no2016055078
Frake, Graham	82146331775818690075	1	Person		http://example.org/6741956#Agent700-103	http://id.loc.gov/authorities/names/no2016055098
Garrick, Paul	75146331850618691471	1	Person		http://example.org/6741956#Agent700-104	http://id.loc.gov/authorities/names/no2016055205
Public Broadcasting Service (U.S.)			Organization		http://example.org/6741956#Agent710-105	http://id.loc.gov/authorities/names/n86134532
ITV (Firm)			Organization		http://example.org/6741956#Agent710-106	http://id.loc.gov/authorities/names/n88211290
Carnival Films (Great Britain)			Organization		http://example.org/6741956#Agent710-107	http://id.loc.gov/authorities/names/no98095314
PBS Distribution (Firm)			Organization		http://example.org/6741956#Agent710-108	http://id.loc.gov/authorities/names/no2009140586
Dokkum, Pieter van, 1972-	291266944	1	Person		http://example.org/6774256#Agent100-14	http://id.loc.gov/authorities/names/no2014088996
Torres-Roman, Steven A	122363772	0.9565217391304348	Person		http://example.org/6798537#Agent100-19	http://id.loc.gov/authorities/names/n2010041393
Snow, Cason E	309828826	0.9285714285714286	Person		http://example.org/6798537#Agent700-36	http://id.loc.gov/authorities/names/n2014047765
Bryant, Ann	7323686	1	Person		http://example.org/6758265#Agent100-19	http://id.loc.gov/authorities/names/nr2002007232
Redlich, Ben	56000535	1	Person		http://example.org/6758265#Agent700-37	http://id.loc.gov/authorities/names/n2004028693
Chalmers, Debbie, 1966-	58511892	1	Person		http://example.org/6776006#Agent100-17	http://id.loc.gov/authorities/names/n2006079674
Vygotskiĭ, L. S. (Lev Semenovich), 1896-1934	66476809	1	Person		http://example.org/6796724#Agent600-34	
Davis, Susan, 1961-	311770408	1	Person		http://example.org/6796724#Agent700-36	http://id.loc.gov/authorities/names/n2014074520
Grainger Clemson, Hannah, 1977-	231374703	1	Person		http://example.org/6796724#Agent700-37	http://id.loc.gov/authorities/names/no2012009384
Ferholt, Beth	313502106	1	Person		http://example.org/6796724#Agent700-38	http://id.loc.gov/authorities/names/no2015012471
Jansson, Satu-Mari	313502009	1	Person		http://example.org/6796724#Agent700-39	http://id.loc.gov/authorities/names/no2015012357
Marjanovic-Shane, Ana	100691684	1	Person		http://example.org/6796724#Agent700-40	http://id.loc.gov/authorities/names/n2009061132
McGregor, Debra	2256649	1	Person		http://example.org/6710007#Agent100-19	
Precious, Wendy	309818985	1	Person		http://example.org/6710007#Agent700-34	
Benson, Kathleen	100291464	1	Person		http://example.org/6803635#Agent100-15	http://id.loc.gov/authorities/names/n78049811
Andrews, Benny, 1930-2006	15570587	1	Person		http://example.org/6803635#Agent600-26	http://id.loc.gov/authorities/names/n50022499
Andrews, Benny, 1930-2006	15570587	1	Person		http://example.org/6803635#Agent700-29	http://id.loc.gov/authorities/names/n50022499
Andrews, Benny, 1930-2006	15570587	1	Person		http://example.org/6803635#Agent700-30	
Keskiaho, Jesse, 1979-	309827632	1	Person		http://example.org/6802402#Agent100-19	http://id.loc.gov/authorities/names/n2014046312
Tortora, Phyllis G	276214774	1	Person		http://example.org/6849875#Agent100-20	http://id.loc.gov/authorities/names/n81059051
Hallowell, Edward M	59934428	0.95	Person		http://example.org/6673311#Agent100-19	http://id.loc.gov/authorities/names/n88117895
Pilot, M. Jayne	28966947	0.8	Person		http://example.org/6720320#Agent100-21	
Howard, Ravi	160148389577910712851	1	Person		http://example.org/6803471#Agent100-19	http://id.loc.gov/authorities/names/n2006055609
International Conference on Drought (2015 : Valencia, Spain)			Meeting		http://example.org/6812806#Agent111-14	
Andreu, J. (Joaquín)	24451224	1	Person		http://example.org/6812806#Agent700-28	http://id.loc.gov/authorities/names/nr90022267
International Conference on Drought			Meeting		http://example.org/6812806#Agent711-29	
Neves, José das, 1978-	99158524	0.8181818181818182	Person		http://example.org/6766247#Agent700-25	http://id.loc.gov/authorities/names/n2011183565
Sarmento, Bruno	180015751	0.9375	Person		http://example.org/6766247#Agent700-26	
Schaefer, Christof	28230583	0.9473684210526315	Person		http://example.org/6752209#Agent700-53	http://id.loc.gov/authorities/names/nb2002010789
Peters, P. W. J. (Paul W. J.)	19794926	1	Person		http://example.org/6752209#Agent700-54	http://id.loc.gov/authorities/names/n85128317
Miller, Richard K. (Richard Kermit), 1946-	67640055	1	Person		http://example.org/6752209#Agent700-55	http://id.loc.gov/authorities/names/n84075318
Mottram, D. R. (David R.), 1944-	33556841	1	Person		http://example.org/6786866#Agent700-27	http://id.loc.gov/authorities/names/n88185266
Chester, Neil	308757610	1	Person		http://example.org/6786866#Agent700-28	http://id.loc.gov/authorities/names/n2014184613
Merino, Noël	78233498	1	Person		http://example.org/6704552#Agent700-28	http://id.loc.gov/authorities/names/n2007062486
Battle, Thomas P	1750042	0.9411764705882353	Person		http://example.org/6855801#Agent700-32	http://id.loc.gov/authorities/names/n97027017
Taylor, Patrick			Person		http://example.org/6800059#Agent100-11	http://id.loc.gov/authorities/names/n2003033150
O'Reilly, Fingal Flahertie (Fictitious character)			Person		http://example.org/6800059#Agent600-21	
Dublin (Ireland)			Person		http://example.org/6800059#Agent600-22	http://id.loc.gov/authorities/names/n79065753
Rose-Ackerman, Susan	99944053	1	Person		http://example.org/6783687#Agent100-25	http://id.loc.gov/authorities/names/n78015261
Egidy, Stefanie, 1984-	308754658	0.8461538461538461	Person		http://example.org/6783687#Agent700-39	http://id.loc.gov/authorities/names/n2014030296
Fowkes, James, 1984-	308754659	0.8333333333333334	Person		http://example.org/6783687#Agent700-40	http://id.loc.gov/authorities/names/n2014030297
Durgin, Jane M	91362121	0.9333333333333333	Person		http://example.org/6710176#Agent700-36	http://id.loc.gov/authorities/names/n92804890
Hanan, Zachary I	1674451	0.9411764705882353	Person		http://example.org/6710176#Agent700-37	http://id.loc.gov/authorities/names/n92804891
Filipink, Richard M., Jr	311768580	0.9583333333333334	Person		http://example.org/6810989#Agent100-19	http://id.loc.gov/authorities/names/n2014072242
Eisenhower, Dwight D. (Dwight David), 1890-1969	100176316	1	Person		http://example.org/6810989#Agent600-30	http://id.loc.gov/authorities/names/n79066408
Christie, William, 1952-	27380602	0.8571428571428571	Person		http://example.org/6774110#Agent100-19	http://id.loc.gov/authorities/names/n2006040433
Thomas, Dylan, 1914-1953	73860698	0.96	Person		http://example.org/6774110#Agent600-31	http://id.loc.gov/authorities/names/n90677436
Palgrave Connect (Online service)			Organization		http://example.org/6774110#Agent710-33	http://id.loc.gov/authorities/names/no2010191429
Ambriz, Rodolfo	51159241	1	Person		http://example.org/6752470#Agent100-16	http://id.loc.gov/authorities/names/n2008029212
Landa, Mario, 1977-	309828015	1	Person		http://example.org/6752470#Agent700-30	http://id.loc.gov/authorities/names/n2014046802
Wilson, Keith			Person		http://example.org/6752470#Agent700-31	
International Institute for Learning			Organization		http://example.org/6752470#Agent710-32	
Selmi, Ann M	309825876	0.9230769230769231	Person		http://example.org/6704156#Agent100-17	http://id.loc.gov/authorities/names/n2014044086
Gallagher, Raymond J	36140977	0.9523809523809523	Person		http://example.org/6704156#Agent700-31	http://id.loc.gov/authorities/names/n94021379
Mora-Flores, Eugenia, 1975-	63431900	1	Person		http://example.org/6704156#Agent700-32	http://id.loc.gov/authorities/names/n2006025938
Harms, Thelma	32274498	0.9285714285714286	Person		http://example.org/6814025#Agent100-18	
Clifford, Richard M			Person		http://example.org/6814025#Agent700-30	http://id.loc.gov/authorities/names/n80140672
Cryer, Debby	111221699	1	Person		http://example.org/6814025#Agent700-31	
Forrester, Michael A	179578	0.9523809523809523	Person		http://example.org/6799176#Agent100-20	http://id.loc.gov/authorities/names/no92027760
Hay, Susan, 1951-	92786819	1	Person		http://example.org/6807520#Agent700-35	http://id.loc.gov/authorities/names/n2007019608
Mourão, Sandie	21900213	1	Person		http://example.org/6773963#Agent700-36	http://id.loc.gov/authorities/names/no2006079182
Lourenço, Mónica	99133320	1	Person		http://example.org/6773963#Agent700-37	http://id.loc.gov/authorities/names/n2014043395
McCarthy, Meghan	1828941	1	Person		http://example.org/6790423#Agent100-16	http://id.loc.gov/authorities/names/n2002039109
Greenwood, Chester, 1858-1937	9306708	1	Person		http://example.org/6790423#Agent600-30	http://id.loc.gov/authorities/names/n2007163499
International Conference on Vernacular Heritage, Sustainability and Earthen Architecture (2014 : Valencia, Spain)			Meeting		http://example.org/6748992#Agent111-14	http://id.loc.gov/authorities/names/no2014126056
Mileto, C			Person		http://example.org/6748992#Agent700-28	http://id.loc.gov/authorities/names/no2005099779
Vegas, F			Person		http://example.org/6748992#Agent700-29	
García Soriano, L	21148631079830410184	0.9444444444444444	Person		http://example.org/6748992#Agent700-30	http://id.loc.gov/authorities/names/no2014140828
Cristini, Valentina	311472830	1	Person		http://example.org/6748992#Agent700-31	http://id.loc.gov/authorities/names/no2014140785
International Conference on Vernacular Heritage, Sustainability and Earthen Architecture			Meeting		http://example.org/6748992#Agent711-32	
Burdon, Peter	220562405	1	Person		http://example.org/6776070#Agent100-17	http://id.loc.gov/authorities/names/nb2012019047
Dakers, Diane	121056102	1	Person		http://example.org/6786711#Agent100-20	http://id.loc.gov/authorities/names/n2010028112
Dakers, Diane	121056102	1	Person		http://example.org/6786711#Agent800-36	
Dakers, Diane	121056102	1	Person		http://example.org/6786714#Agent100-19	http://id.loc.gov/authorities/names/n2010028112
Dakers, Diane	121056102	1	Person		http://example.org/6786714#Agent800-31	
Hua, Shiping, 1956-	196332059	0.9473684210526315	Person		http://example.org/6773347#Agent700-32	http://id.loc.gov/authorities/names/n94055019
Hu, Ruihua	309837932	1	Person		http://example.org/6773347#Agent700-33	http://id.loc.gov/authorities/names/no2014079646
Park, Yoon S., 1935-	43082937	1	Person		http://example.org/6773347#Agent700-34	http://id.loc.gov/authorities/names/n50050321
De Wiel, Jérôme aan, 1966-	23978745	1	Person		http://example.org/6760041#Agent100-14	http://id.loc.gov/authorities/names/n2003092586
Germany (East). Ministerium für Staatssicherheit			Jurisdiction		http://example.org/6760041#Agent610-23	http://id.loc.gov/authorities/names/n83012175
Beck, Catherine	309821386	1	Person		http://example.org/6776077#Agent100-18	http://id.loc.gov/authorities/names/n2014038559
D'Elia, Paul	309821385	1	Person		http://example.org/6776077#Agent700-31	http://id.loc.gov/authorities/names/n2014038558
Lamond, Michael W	309821384	0.9444444444444444	Person		http://example.org/6776077#Agent700-32	http://id.loc.gov/authorities/names/n2014038557
Hughes, Phil (Phillip W.), 1946-	125666044	1	Person		http://example.org/6788425#Agent100-21	http://id.loc.gov/authorities/names/n2002156014
Hughes, Liz, 1945-	308758140	1	Person		http://example.org/6788425#Agent700-38	http://id.loc.gov/authorities/names/n2014185429
Kemmerer, Lisa	58504789	1	Person		http://example.org/6775556#Agent100-18	http://id.loc.gov/authorities/names/n2006042034
Kemmerer, Lisa	58504789	1	Person		http://example.org/6774562#Agent100-17	http://id.loc.gov/authorities/names/n2006042034
¿O Gr¿ada, Cormac			Person		http://example.org/6849926#Agent100-19	
Hoppeler, Hans	271350767	1	Person		http://example.org/6815096#Agent100-17	http://id.loc.gov/authorities/names/n86026153
Hoppeler, Hans, 1948-	308757858	1	Person		http://example.org/6710033#Agent100-17	http://id.loc.gov/authorities/names/n2014184957
Hiltner, Ken	7624705	1	Person		http://example.org/6775863#Agent700-35	http://id.loc.gov/authorities/names/n2003036499
B¿ohm, Steffen, 1973-			Person		http://example.org/6774233#Agent700-35	
Pervez Bharucha, Zareen	310616463	1	Person		http://example.org/6774233#Agent700-36	http://id.loc.gov/authorities/names/n2014054234
Pretty, Jules N	7495635	0.9375	Person		http://example.org/6774233#Agent700-37	http://id.loc.gov/authorities/names/n92097495
Bessede, Jean-Luc	314901417	0.9444444444444444	Person		http://example.org/6809366#Agent700-33	http://id.loc.gov/authorities/names/nb2015004297
Martusewicz, Rebecca A	60775446	0.9565217391304348	Person		http://example.org/6799281#Agent100-19	http://id.loc.gov/authorities/names/n94058852
Edmundson, Jeff	48800589	1	Person		http://example.org/6799281#Agent700-35	http://id.loc.gov/authorities/names/no93030886
Lupinacci, John	152689193	1	Person		http://example.org/6799281#Agent700-36	http://id.loc.gov/authorities/names/n2010065915
Norton, Susan B., 1959-	311472759	1	Person		http://example.org/6748913#Agent100-14	http://id.loc.gov/authorities/names/no2014140707
Cormier, Susan M. (Susan Marie), 1954-	48920035	1	Person		http://example.org/6748913#Agent700-27	http://id.loc.gov/authorities/names/no2003069963
Suter, Glenn W., II	161936724	1	Person		http://example.org/6748913#Agent700-28	http://id.loc.gov/authorities/names/n79000115
Opalko, Anatoly Iv			Person		http://example.org/6748979#Agent700-28	
Weisfeld, Larissa I	315592699	0.95	Person		http://example.org/6748979#Agent700-29	http://id.loc.gov/authorities/names/n2015024419
Bekuzarova, Sarra A	363144782731608856950	0.95	Person		http://example.org/6748979#Agent700-30	http://id.loc.gov/authorities/names/no2016018327
Bome, Nina A	376144782731040206108	0.9230769230769231	Person		http://example.org/6748979#Agent700-31	http://id.loc.gov/authorities/names/no2016018431
Zaikov, G. E. (Gennadiĭ Efremovich), 1935-	46911375	1	Person		http://example.org/6748979#Agent700-32	http://id.loc.gov/authorities/names/n81072864
Mourya, S. K	300919482	0.9230769230769231	Person		http://example.org/6815325#Agent100-13	http://id.loc.gov/authorities/names/no2013055325
Gupta, Shalu	301972101	0.9230769230769231	Person		http://example.org/6815325#Agent700-23	
Stigum, Bernt P	105668200	1	Person		http://example.org/6807428#Agent100-17	http://id.loc.gov/authorities/names/n83160257
International Police Executive Symposium (22nd : 2012 : New York)			Meeting		http://example.org/6803165#Agent111-15	http://id.loc.gov/authorities/names/n2015012769
Lemieux, Frédéric	59401815	1	Person		http://example.org/6803165#Agent700-30	http://id.loc.gov/authorities/names/n2005076552
Heyer, Garth den	100147422930044880426	0.9411764705882353	Person		http://example.org/6803165#Agent700-31	http://id.loc.gov/authorities/names/n2015012560
Das, Dilip K., 1941-	50096386	0.8333333333333334	Person		http://example.org/6803165#Agent700-32	http://id.loc.gov/authorities/names/n86032382
Horn, Jeff	315961861	1	Person		http://example.org/6849275#Agent100-13	http://id.loc.gov/authorities/names/no2002011215
Chitonge, Horman	279146283	1	Person		http://example.org/6802839#Agent100-21	http://id.loc.gov/authorities/names/no2008092814
Stelzner, Mark	184217097	1	Person		http://example.org/6811174#Agent100-19	http://id.loc.gov/authorities/names/no2015057710
Bournaris, Thomas	289145858118023022130	1	Person		http://example.org/6712222#Agent700-29	http://id.loc.gov/authorities/names/no2014093581
Berbel Vecino, J	234611798	0.9411764705882353	Person		http://example.org/6712222#Agent700-30	http://id.loc.gov/authorities/names/n99034485
Manos, Basil, 1950-	106770907	1	Person		http://example.org/6712222#Agent700-31	http://id.loc.gov/authorities/names/n2010001194
Viaggi, Davide, 1967-	237624421	1	Person		http://example.org/6712222#Agent700-32	http://id.loc.gov/authorities/names/no00053987
Cleaver, Tony, 1947-	17443770	0.8333333333333334	Person		http://example.org/6773586#Agent100-21	http://id.loc.gov/authorities/names/n96064394
O'Malley, A. P			Person		http://example.org/6800027#Agent100-16	http://id.loc.gov/authorities/names/n79111283
Bouma, Jetske A	280763341	0.8666666666666667	Person		http://example.org/6805551#Agent700-31	http://id.loc.gov/authorities/names/n2006208379
Beukering, Pieter van	75924368	1	Person		http://example.org/6805551#Agent700-32	
Fennell, David A., 1963-	116437086	0.8571428571428571	Person		http://example.org/6714534#Agent100-19	http://id.loc.gov/authorities/names/n98051508
Narine, Anil	308754422	1	Person		http://example.org/6756197#Agent700-34	http://id.loc.gov/authorities/names/n2014030006
Knoors, Harry	46014047	1	Person		http://example.org/6812258#Agent700-27	http://id.loc.gov/authorities/names/n95080995
Marschark, Marc	69144928030654341815	1	Person		http://example.org/6812258#Agent700-28	http://id.loc.gov/authorities/names/n92008645
Speight, James G	85223413	0.9411764705882353	Person		http://example.org/6786190#Agent100-14	http://id.loc.gov/authorities/names/n78072990
Tandon, Prateek	167975162	1	Person		http://example.org/6789993#Agent100-18	
Fisher, Ericka J	311770828	0.9411764705882353	Person		http://example.org/6795622#Agent100-21	http://id.loc.gov/authorities/names/n2014075035
Burgess, David G	9068547	0.9411764705882353	Person		http://example.org/6813018#Agent700-33	http://id.loc.gov/authorities/names/n94007381
Newton, Paul			Person		http://example.org/6813018#Agent700-34	http://id.loc.gov/authorities/names/n00008874
Brown, Ceri	311460017	1	Person		http://example.org/6798804#Agent100-18	http://id.loc.gov/authorities/names/n2014066139
Kroll, Linda Ruth	23653982	1	Person		http://example.org/6765458#Agent700-32	http://id.loc.gov/authorities/names/n87143029
