name	ingest key	viaf ID	LC ID
Gammon, P. H. (Peter H.)	http://example.org/2060801#Agent100-16	http://viaf.org/viaf/70506263	http://id.loc.gov/authorities/names/n88619450
United States. National Aeronautics and Space Administration.	http://example.org/2241647#Agent710-25	http://viaf.org/viaf/146202023	http://id.loc.gov/authorities/names/n78087581
Birdsall, Alan.	http://example.org/2045986#Agent700-34	http://viaf.org/viaf/4079777	http://id.loc.gov/authorities/names/n89640401
Tidmarsh, W. Gordon.	http://example.org/1557371#Agent700-24	http://viaf.org/viaf/36035858	http://id.loc.gov/authorities/names/n88655768
Gregory, Donald, -1836.	http://example.org/3129556#Agent100-10	http://viaf.org/viaf/162252120	http://id.loc.gov/authorities/names/n85252184
Sproule, Clarey B., 1927-	http://example.org/1926424#Agent700-26	http://viaf.org/viaf/48109619	http://id.loc.gov/authorities/names/n82085395
Burns, G. B.	http://example.org/1991892#Agent700-25	http://viaf.org/viaf/26054601	http://id.loc.gov/authorities/names/http://id.loc.gov/authorities/names/n85272353
Nihon Nankyoku Chiiki Kansokutai.	http://example.org/1980286#Agent111-10	http://viaf.org/viaf/130187853	http://id.loc.gov/authorities/names/n80132339
Nihon Nankyoku Chiiki Kansokutai.	http://example.org/1980371#Agent111-10	http://viaf.org/viaf/130187853	http://id.loc.gov/authorities/names/n80132339
Nihon Nankyoku Chiiki Kansokutai.	http://example.org/1980403#Agent111-10	http://viaf.org/viaf/130187853	http://id.loc.gov/authorities/names/n80132339
American Physical Society.	http://example.org/2717006#Agent710-23	http://viaf.org/viaf/134867078	http://id.loc.gov/authorities/names/n80096507
Behavioral Measurement Database Services.	http://example.org/2935280#Agent710-30	http://viaf.org/viaf/154047228	http://id.loc.gov/authorities/names/nr92042645
Bromley, Robert G.	http://example.org/2131075#Agent700-24	http://viaf.org/viaf/18688867	http://id.loc.gov/authorities/names/n85810493
American Association of Law Libraries.	http://example.org/2716203#Agent710-26	http://viaf.org/viaf/133533641	http://id.loc.gov/authorities/names/n80028581
Ferguson, Robert S.	http://example.org/2131005#Agent100-11	http://viaf.org/viaf/53052014	http://id.loc.gov/authorities/names/n82249373
Jardine, David, 1794-1860.	http://example.org/3129574#Agent100-11	http://viaf.org/viaf/74201130	http://id.loc.gov/authorities/names/n85240946
O'Sullivan, David.	http://example.org/2014261#Agent100-9	http://viaf.org/viaf/6750416	http://id.loc.gov/authorities/names/n2002026385
Florida State University. College of Law.	http://example.org/3473559#Agent710-40	http://viaf.org/viaf/127851981	http://id.loc.gov/authorities/names/n81072960
Nadin-Davis, R. Paul (Robert Paul), 1956-	http://example.org/1926424#Agent100-14	http://viaf.org/viaf/112714408	http://id.loc.gov/authorities/names/n82085394
Robinson, Scott R.	http://example.org/1812304#Agent100-11	http://viaf.org/viaf/36036941	http://id.loc.gov/authorities/names/n88661648
Robinson, Scott R.	http://example.org/1812307#Agent100-12	http://viaf.org/viaf/36036941	http://id.loc.gov/authorities/names/n88661648
Robinson, Scott R.	http://example.org/1812308#Agent100-12	http://viaf.org/viaf/36036941	http://id.loc.gov/authorities/names/n88661648
Case, Ray, 1959-	http://example.org/2130990#Agent100-11	http://viaf.org/viaf/53807816	http://id.loc.gov/authorities/names/no2001089491
Parry, William, -1585,	http://example.org/3129574#Agent700-34	http://viaf.org/viaf/50656359	http://id.loc.gov/authorities/names/n85112172
Hall, Murray G.	http://example.org/2661815#Agent100-14	http://viaf.org/viaf/108583053	http://id.loc.gov/authorities/names/n85316364
United States. Congress (47th, 1st session : 1881-1882)	http://example.org/3128892#Agent710-22	http://viaf.org/viaf/232091805	http://id.loc.gov/authorities/names/no2012027205
Murdoch University. Teaching and Learning Centre.	http://example.org/3118418#Agent710-34	http://viaf.org/viaf/132843295	http://id.loc.gov/authorities/names/no98088975
Jackson, Andrew, 1767-1845.	http://example.org/3128893#Agent600-23	http://viaf.org/viaf/100194661	http://id.loc.gov/authorities/names/n79088888
Webster, Daniel, 1782-1852.	http://example.org/3129215#Agent600-21	http://viaf.org/viaf/4944460	http://id.loc.gov/authorities/names/n80034929
Denshi Jōhō Tsūshin Gakkai (Japan)	http://example.org/2729365#Agent710-43		http://id.loc.gov/authorities/names/n85292862
Mellor, M. Joanna.	http://example.org/3837161#Agent700-31	http://viaf.org/viaf/50593225	http://id.loc.gov/authorities/names/n83008691
International Food Policy Research Institute.	http://example.org/1939110#Agent710-31	http://viaf.org/viaf/130060519	http://id.loc.gov/authorities/names/n79026884
Miller, Melanie.	http://example.org/1812247#Agent100-12	http://viaf.org/viaf/2152259502216980896	http://id.loc.gov/authorities/names/n2018017103
Miller, Melanie.	http://example.org/1812306#Agent100-11	http://viaf.org/viaf/2152259502216980896	http://id.loc.gov/authorities/names/n2018017103
Miller, Melanie.	http://example.org/1812314#Agent100-11	http://viaf.org/viaf/2152259502216980896	http://id.loc.gov/authorities/names/n2018017103
Heard, Douglas C., 1950-	http://example.org/2131007#Agent700-25	http://viaf.org/viaf/26183232	http://id.loc.gov/authorities/names/n88656321
Convers, D. (Duncan)	http://example.org/3128964#Agent100-11	http://viaf.org/viaf/23603605	http://id.loc.gov/authorities/names/n85367665
New Brunswick (N.J.)	http://example.org/1770742#Agent110-12		http://id.loc.gov/authorities/names/n79021403
McLaren, P. L.	http://example.org/1935247#Agent100-13	http://viaf.org/viaf/104313031	http://id.loc.gov/authorities/names/n77003044
Statistics Canada.	http://example.org/3600339#Agent710-36	http://viaf.org/viaf/132440675	http://id.loc.gov/authorities/names/http://id.loc.gov/authorities/names/n79095381
Statistics Canada.	http://example.org/3601723#Agent710-32	http://viaf.org/viaf/132440675	http://id.loc.gov/authorities/names/http://id.loc.gov/authorities/names/n79095381
Statistics Canada.	http://example.org/3601870#Agent710-33	http://viaf.org/viaf/132440675	http://id.loc.gov/authorities/names/http://id.loc.gov/authorities/names/n79095381
Statistics Canada.	http://example.org/3607173#Agent710-33	http://viaf.org/viaf/132440675	http://id.loc.gov/authorities/names/http://id.loc.gov/authorities/names/n79095381
Statistics Canada.	http://example.org/3614801#Agent710-32	http://viaf.org/viaf/132440675	http://id.loc.gov/authorities/names/http://id.loc.gov/authorities/names/n79095381
Gardner Pinfold Consulting Economists.	http://example.org/2045978#Agent710-39	http://viaf.org/viaf/128936943	http://id.loc.gov/authorities/names/n85824668
Gardner, Michael.	http://example.org/1935254#Agent100-13	http://viaf.org/viaf/288980207	http://id.loc.gov/authorities/names/n89616219
Getzel, George S.	http://example.org/3837161#Agent700-30	http://viaf.org/viaf/53055599	http://id.loc.gov/authorities/names/n83008690
