ingest key	viaf ID	LC ID
http://example.org/idm45882460281408#Agent100-3	http://viaf.org/viaf/24590642	http://id.loc.gov/authorities/names/n50050658
http://example.org/idm45882460281408#Work	http://worldcat.org/oclc/979989129	http://worldcat.org/entity/work/id/4960255
