ingest key	viaf ID	LC ID
http://example.org/idm45882468843312#Agent100-3	http://viaf.org/viaf/69147837	http://id.loc.gov/authorities/names/n50042832
http://example.org/idm45882468843312#Work	http://worldcat.org/oclc/456406831	http://worldcat.org/entity/work/id/134469845
