Column 1	uri	test	Column 3	acc	Column 5
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/c6/7w/m8/b9c67wm82p		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/c6/7w/m8/b9c67wm849	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/g5/4x/h7/b9g54xh76s		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/k4/1z/d5/b9k41zd53f		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/k4/1z/d5/b9k41zd580		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/s1/61/62/b9s1616258		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/s1/61/64/b9s161641k		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/27/73/v6/bb2773v686		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/85/15/n3/bb8515n39z	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/c3/86/j2/bbc386j227		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/g2/57/f0/bbg257f08p		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/k1/28/98/bbk1289893		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/k1/28/99/bbk128997r		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/n9/99/67/bbn9996776		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/n9/99/68/bbn999682x		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/n9/99/68/bbn999687g		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/r8/6b/35/bbr86b356g		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/r8/6b/36/bbr86b3644		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/v7/3c/04/bbv73c0451		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/z6/0c/w3/bbz60cw332		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/z6/0c/w3/bbz60cw379		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/24/7d/s1/bc247ds195		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/38/6n/06/bc386n064		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/38/6n/08/bc386n08p		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/53/4f/n9/bc534fn93d		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/53/4f/n9/bc534fn998		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/c0/8h/f6/bcc08hf66c		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/f9/5j/b4/bcf95jb495		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/r5/6n/10/bcr56n1036		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/r5/6n/11/bcr56n114s		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bc/r5/6n/12/bcr56n120t		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/50/4r/k3/bd504rk343		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/50/4r/k4/bd504rk44c		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/50/4r/k5/bd504rk50d		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/50/4r/k5/bd504rk568		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/79/1s/g2/bd791sg200		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/79/1s/g2/bd791sg219		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/79/1s/g3/bd791sg34h		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/j5/2w/47/bdj52w4704	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/j5/2w/47/bdj52w471f		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/j5/2w/48/bdj52w485z		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/j5/2w/48/bdj52w4896		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/r2/6x/x4/bdr26xx43w		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/v1/3z/t2/bdv13zt21v		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/z0/10/q1/bdz010q10k		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/18/81/k9/bf1881k927		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/18/81/k9/bf1881k93j	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/18/81/k9/bf1881k94v	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/18/81/k9/bf1881k983		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/47/52/g8/bf4752g81s		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/47/52/g8/bf4752g851		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/76/23/c6/bf7623c602	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/76/23/c6/bf7623c649		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/76/23/c7/bf7623c70b		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/b4/94/84/bfb4948407		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/b4/94/84/bfb494842v		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/f3/65/53/bff365531d	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/f3/65/53/bff365538k		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/f3/65/54/bff365540c		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/q9/77/t8/bfq977t85v		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/x7/19/m4/bfx719m451		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bf/x7/19/m4/bfx719m48z		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/25/7h/82/bg257h820		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/44/5c/d1/bg445cd17r		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/44/5c/d2/bg445cd26q		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/44/5c/d2/bg445cd29n		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/44/5c/d3/bg445cd34c		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/b1/9f/58/bgb19f581f		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/f0/6g/27/bgf06g273x	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/f0/6g/27/bgf06g276v		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/f0/6g/27/bgf06g279s		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/h9/3g/z5/bgh93gz528		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/h9/3g/z5/bgh93gz53k		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/m8/0h/v3/bgm80hv37d		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/m8/0h/v3/bgm80hv391		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/q6/7j/r2/bgq67jr23m		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/q6/7j/r2/bgq67jr26j		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/q6/7j/r2/bgq67jr285		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/q6/7j/r3/bgq67jr33w		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/q6/7j/r3/bgq67jr35h		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/q6/7j/r4/bgq67jr407		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/t5/4k/n1/bgt54kn10j		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/41/5p/95/bh415p9523		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/41/5p/95/bh415p958z		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/41/5p/95/bh415p9598		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/41/5p/96/bh415p967x		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/70/2q/63/bh702q638j		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/d7/6s/00/bhd76s005x		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/d7/6s/01/bhd76s014w		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/h6/3s/v9/bhh63sv953		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/h6/3s/w1/bhh63sw10k		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/m5/0t/r7/bhm50tr732		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/m5/0t/r7/bhm50tr74c		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/m5/0t/r8/bhm50tr868		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/q3/7v/n6/bhq37vn63h		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/q3/7v/n6/bhq37vn67r	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/q3/7v/n7/bhq37vn743		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/x1/1x/f2/bhx11xf27x	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/x1/1x/f3/bhx11xf348		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/09/8z/b0/bj098zb08r		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/09/8z/b2/bj098zb214		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/09/8z/b2/bj098zb25c		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/38/60/69/bj3860695c	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/67/31/38/bj67313857		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/67/31/38/bj6731386j		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/67/31/39/bj6731395h		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/67/31/39/bj67313974	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/96/02/06/bj96020664		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/m2/14/p2/bjm214p20z		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/q0/85/j9/bjq085j97j	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/w8/27/b8/bjw827b89f		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/06/98/75/bk06987527		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/35/69/43/bk3569435r		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/35/69/44/bk35694451		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/93/0b/x1/bk930bx12b		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/d1/7c/s9/bkd17cs968		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/k9/1f/k7/bkk91fk768		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/p7/8g/g4/bkp78gg493		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/s6/5h/c3/bks65hc361		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/w5/2j/81/bkw52j8112		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/w5/2j/81/bkw52j817x		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/w5/2j/81/bkw52j819j		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/03/9k/49/bm039k490h	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/03/9k/49/bm039k494r	http://terms.library.ualberta.ca/draft	| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/03/9k/49/bm039k4999		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/32/6m/18/bm326m185x		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/32/6m/18/bm326m187j		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/61/3m/x6/bm613mx640		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/k6/1r/g9/bmk61rg96m		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/k6/1r/g9/bmk61rg97x		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/k6/1r/h0/bmk61rh07p		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/p4/8s/c8/bmp48sc85r		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/00/9w/23/bn009w2344		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/29/6w/z2/bn296wz242		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/58/3x/v0/bn583xv068		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/99/99/45/bn999945k		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/99/99/47/bn9999474		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/99/99/52/bn9999520		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/g4/51/h4/bng451h497		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/g4/51/h6/bng451h65j		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/k3/22/d4/bnk322d426		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/k3/22/d4/bnk322d482		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
Predicate is not in graph:	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/k3/22/d5/bnk322d543		| http://pcdm.org/models#memberOf	http://terms.library.ualberta.ca/draft	
