s,m
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/11/3197xp11c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/13/3197xp13x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/14/3197xp146,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/16/3197xp16r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/19/3197xp19k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/20/3197xp20b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/22/3197xp22w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/24/3197xp24f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/26/3197xp260,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/27/3197xp278,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/28/3197xp28j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/30/3197xp30k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/31/3197xp31v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/32/3197xp324,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/35/3197xp35z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/36/3197xp367,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/40/3197xp40t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/45/3197xp456,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/46/3197xp46g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/47/3197xp47r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/53/3197xp53w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/54/3197xp545,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/55/3197xp55f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/31/97/xp/58/3197xp588,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zg/98/3484zg98v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/00/3484zh00p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/09/3484zh095,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/17/3484zh17v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/30/3484zh30d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/60/3484zh604,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/72/3484zh72x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/74/3484zh74g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/80/3484zh80m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/81/3484zh81w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/83/3484zh83f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/86/3484zh868,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zh/94/3484zh94z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/01/3484zj015,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/03/3484zj03q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/17/3484zj172,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/22/3484zj22x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/32/3484zj325,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/69/3484zj69t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/70/3484zj70k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/72/3484zj724,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/73/3484zj73d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/77/3484zj77h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/78/3484zj78s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/81/3484zj813,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/82/3484zj82c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/83/3484zj83n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/84/3484zj84x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/85/3484zj856,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/87/3484zj87r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/91/3484zj91b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zj/95/3484zj95f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/01/3484zk01c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/02/3484zk02n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/06/3484zk06r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/07/3484zk071,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/13/3484zk135,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/21/3484zk21v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/24/3484zk24p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/27/3484zk27h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/31/3484zk313,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/33/3484zk33n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/34/3484zk34x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/36/3484zk36g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/37/3484zk37r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/45/3484zk45f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/56/3484zk56z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/57/3484zk577,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/58/3484zk58h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/61/3484zk61t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/62/3484zk623,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/63/3484zk63c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/64/3484zk64n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/67/3484zk67g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/68/3484zk68r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/75/3484zk755,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/76/3484zk76f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/77/3484zk77q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/78/3484zk780,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/34/84/zk/80/3484zk801,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/14/37720d14d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/16/37720d16z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/17/37720d177,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/31/37720d312,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/60/37720d60h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/71/37720d711,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/77/37720d77p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/79/37720d797,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/87/37720d87x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0d/99/37720d99q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/04/37720f04c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/14/37720f14m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/22/37720f229,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/56/37720f564,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/61/37720f610,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/64/37720f64t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/65/37720f653,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/67/37720f67n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/70/37720f70z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/72/37720f72h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/73/37720f73s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/74/37720f742,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/75/37720f75b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/76/37720f76m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/77/37720f77w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/82/37720f82r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/83/37720f831,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/85/37720f85k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/87/37720f874,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/89/37720f89p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/92/37720f920,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/93/37720f938,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/95/37720f95t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/96/37720f963,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/97/37720f97c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0f/98/37720f98n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/00/37720g00g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/02/37720g021,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/03/37720g039,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/04/37720g04k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/07/37720g07d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/10/37720g10q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/12/37720g128,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/18/37720g18x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/19/37720g196,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/20/37720g20z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/21/37720g217,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/22/37720g22h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/23/37720g23s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/24/37720g242,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/26/37720g26m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/27/37720g27w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/28/37720g285,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/31/37720g31g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/34/37720g349,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/36/37720g36v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/37/72/0g/38/37720g38d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/18/82/3b591882v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/18/85/3b591885p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/18/86/3b591886z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/19/12/3b591912c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/19/29/3b591929j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/19/38/3b591938h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/19/62/3b591962k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/19/83/3b591983b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/19/90/3b591990r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/15/3b591b15d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/41/3b591b411,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/42/3b591b429,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/43/3b591b43k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/44/3b591b44v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/45/3b591b454,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/47/3b591b47p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/50/3b591b500,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/53/3b591b53t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/56/3b591b56n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/58/3b591b586,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/59/3b591b59g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/61/3b591b61h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/63/3b591b632,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/66/3b591b66w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/69/3b591b69q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/72/3b591b721,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/75/3b591b75v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/76/3b591b764,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/77/3b591b77d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/79/3b591b79z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/84/3b591b84t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/85/3b591b853,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/86/3b591b86c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/87/3b591b87n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/88/3b591b88x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/90/3b591b90z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/91/3b591b917,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/93/3b591b93s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1b/98/3b591b985,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/01/3b591c018,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/06/3b591c06n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/08/3b591c086,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/09/3b591c09g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/10/3b591c107,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/12/3b591c12s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/13/3b591c132,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/15/3b591c15m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/16/3b591c16w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/17/3b591c175,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/22/3b591c221,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/23/3b591c239,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3b/59/1c/32/3b591c328,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/25/48/3f462548s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/25/72/3f462572v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/25/75/3f462575p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/05/3f4626056,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/08/3f4626081,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/16/3f462616q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/17/3f4626170,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/21/3f462621k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/23/3f4626234,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/24/3f462624d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/49/3f4626498,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/55/3f462655d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/65/3f462665n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/73/3f462673b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/75/3f462675w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/77/3f462677f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/81/3f4626811,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/93/3f462693t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/26/95/3f462695c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/18/3f462718g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/19/3f462719r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/22/3f4627222,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/23/3f462723b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/24/3f462724m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/25/3f462725w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/27/3f462727f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/29/3f4627290,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/30/3f462730r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/31/3f4627311,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/32/3f4627329,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/34/3f462734v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/39/3f4627397,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/47/3f462747x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/52/3f462752s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/54/3f462754b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/55/3f462755m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/64/3f462764k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/65/3f462765v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/68/3f462768p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/70/3f462770q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/71/3f4627710,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/72/3f4627728,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/77/3f462777n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/79/3f4627796,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/83/3f462783s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/85/3f462785b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/87/3f462787w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/90/3f4627906,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/91/3f462791g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/92/3f462792r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/93/3f4627931,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/95/3f462795k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/96/3f462796v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/27/99/3f462799p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/01/3f462801h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/02/3f462802s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/05/3f462805m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/07/3f4628075,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/08/3f462808f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/09/3f462809q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/15/3f462815v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/18/3f462818p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/21/3f4628210,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/25/3f4628253,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/26/3f462826c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/27/3f462827n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/29/3f4628296,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/30/3f462830z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/31/3f4628317,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/32/3f462832h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3f/46/28/33/3f462833s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/32/33/3j333233d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/32/42/3j333242c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/32/44/3j333244x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/32/60/3j3332609,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/32/84/3j333284w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/32/95/3j333295d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/33/02/3j333302m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/33/04/3j3333045,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/33/07/3j3333070,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/33/40/3j3333401,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/33/47/3j333347z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/33/57/3j3333576,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/3j/33/33/82/3j333382j,IRItem
