s,m
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s3/87/9019s3873,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s3/90/9019s390d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s3/91/9019s391p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s3/93/9019s3937,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s3/96/9019s3962,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s3/98/9019s398m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s4/01/9019s401q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s4/02/9019s4020,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s4/07/9019s407c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s4/08/9019s408n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s4/11/9019s411z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s4/13/9019s413h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s4/17/9019s417m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s5/10/9019s510w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s5/14/9019s5140,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/90/19/s5/15/9019s5158,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/30/9306sz30t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/31/9306sz313,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/35/9306sz356,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/39/9306sz399,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/47/9306sz470,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/50/9306sz509,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/57/9306sz577,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/62/9306sz623,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/67/9306sz67g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/70/9306sz70s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/74/9306sz74w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/76/9306sz76f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/79/9306sz798,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/81/9306sz819,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/82/9306sz82k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/86/9306sz86p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/90/9306sz908,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/91/9306sz91j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/sz/97/9306sz976,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/00/9306t000g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/01/9306t001r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/03/9306t0039,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/04/9306t004k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/06/9306t0064,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/07/9306t007d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/08/9306t008p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/10/9306t010q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/12/9306t0128,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/13/9306t013j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/15/9306t0153,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/18/9306t018x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/19/9306t0196,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/21/9306t0217,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/23/9306t023s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/25/9306t025b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/29/9306t029f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/34/9306t0349,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/35/9306t035k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/39/9306t039p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/41/9306t041q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/42/9306t0420,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/48/9306t048n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/53/9306t053h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/57/9306t057m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/68/9306t0684,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/69/9306t069d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/77/9306t0773,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/81/9306t081p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/82/9306t082z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/84/9306t084h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/85/9306t085s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/88/9306t088m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/94/9306t094r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/95/9306t0951,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/96/9306t0969,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t0/98/9306t098v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t1/05/9306t1052,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t2/21/9306t221n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t2/25/9306t225r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t2/27/9306t2279,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t2/35/9306t2350,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/93/06/t2/36/9306t2368,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/18/9593tv18r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/19/9593tv191,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/22/9593tv22b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/27/9593tv27q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/29/9593tv298,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/31/9593tv319,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/34/9593tv344,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/36/9593tv36p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/37/9593tv37z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/46/9593tv46x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/47/9593tv476,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/48/9593tv48g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/50/9593tv50h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/54/9593tv54m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/55/9593tv55w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/56/9593tv565,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/57/9593tv57f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/59/9593tv590,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/60/9593tv60r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/66/9593tv66d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/68/9593tv68z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/69/9593tv697,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/72/9593tv72j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/73/9593tv73t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/74/9593tv743,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/79/9593tv79g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/82/9593tv82s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/83/9593tv832,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/84/9593tv84b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/87/9593tv875,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/88/9593tv88f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/90/9593tv90g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/91/9593tv91r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/96/9593tv964,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/97/9593tv97d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tv/99/9593tv99z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/08/9593tw08q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/09/9593tw090,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/15/9593tw154,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/17/9593tw17p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/18/9593tw18z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/22/9593tw22j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/25/9593tw25c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/28/9593tw286,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/38/9593tw38f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/42/9593tw421,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/44/9593tw44k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/45/9593tw45v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/46/9593tw464,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/49/9593tw49z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/50/9593tw50q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/51/9593tw510,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/53/9593tw53j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/54/9593tw54t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/56/9593tw56c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/59/9593tw596,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/62/9593tw62h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/64/9593tw642,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/66/9593tw66m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/70/9593tw706,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/71/9593tw71g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/72/9593tw72r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tw/73/9593tw731,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tx/58/9593tx584,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tx/71/9593tx71p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tx/73/9593tx737,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tx/74/9593tx74h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tx/75/9593tx75s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tx/77/9593tx77b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/95/93/tx/78/9593tx78m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/04/9880vr04n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/05/9880vr05x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/08/9880vr08r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/14/9880vr14w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/16/9880vr16f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/17/9880vr17q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/28/9880vr287,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/29/9880vr29h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/31/9880vr31j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/35/9880vr35n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/38/9880vr38g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/40/9880vr40h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/42/9880vr422,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/44/9880vr44m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/45/9880vr45w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/47/9880vr47f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/48/9880vr48q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/49/9880vr490,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/52/9880vr529,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/54/9880vr54v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/64/9880vr643,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/67/9880vr67x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/70/9880vr707,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/74/9880vr74b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/76/9880vr76w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/83/9880vr839,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/84/9880vr84k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/85/9880vr85v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/87/9880vr87d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/89/9880vr89z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/94/9880vr94t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vr/97/9880vr97n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/04/9880vs04v,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/05/9880vs054,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/06/9880vs06d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/08/9880vs08z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/09/9880vs097,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/12/9880vs12j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/14/9880vs143,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/29/9880vs29q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/45/9880vs453,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/46/9880vs46c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/47/9880vs47n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/51/9880vs517,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/52/9880vs52h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/53/9880vs53s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/54/9880vs542,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/55/9880vs55b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/58/9880vs585,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/59/9880vs59f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/60/9880vs606,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/61/9880vs61g,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/64/9880vs649,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vs/67/9880vs674,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vt/56/9880vt56t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vt/64/9880vt64h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vt/66/9880vt662,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vt/68/9880vt68m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/98/80/vt/71/9880vt71x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wm/87/9c67wm87q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wm/88/9c67wm880,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wm/95/9c67wm95d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wm/96/9c67wm96p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wm/97/9c67wm97z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wm/99/9c67wm99h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/00/9c67wn002,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/05/9c67wn05f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/06/9c67wn06q,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/13/9c67wn134,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/15/9c67wn15p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/16/9c67wn16z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/17/9c67wn177,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/18/9c67wn18h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/21/9c67wn21t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/22/9c67wn223,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/23/9c67wn23c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/28/9c67wn28r,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/30/9c67wn30s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/32/9c67wn32b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/33/9c67wn33m,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/34/9c67wn34w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/35/9c67wn355,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/36/9c67wn36f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/38/9c67wn380,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/39/9c67wn398,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/45/9c67wn45d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/46/9c67wn46p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/47/9c67wn47z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/49/9c67wn49h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/51/9c67wn51j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/52/9c67wn52t,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/53/9c67wn533,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/54/9c67wn54c,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/55/9c67wn55n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/60/9c67wn60h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/63/9c67wn63b,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/65/9c67wn65w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/67/9c67wn67f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/69/9c67wn690,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/72/9c67wn729,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/73/9c67wn73k,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/76/9c67wn76d,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/79/9c67wn797,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/80/9c67wn800,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/86/9c67wn86n,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/87/9c67wn87x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/91/9c67wn91h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/97/9c67wn975,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wn/98/9c67wn98f,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/06/9c67wp06x,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/10/9c67wp10h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/11/9c67wp11s,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/12/9c67wp122,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/16/9c67wp165,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/21/9c67wp211,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/27/9c67wp27p,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/28/9c67wp28z,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/30/9c67wp300,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/32/9c67wp32j,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/34/9c67wp343,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/40/9c67wp407,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/41/9c67wp41h,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/43/9c67wp432,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/46/9c67wp46w,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/53/9c67wp539,IRItem
http://uat.library.ualberta.ca:8080/fcrepo/rest/uat/9c/67/wp/54/9c67wp54k,IRItem
