Column 1	VIAFP	VIAF-ID	score	Cor	VIAFC	score-c	Column 2	Column 3	Column 4	blank
Bernaut, Roman				Bernaut, Roman			Person		http://example.org/1005412#Agent100-9	
Bernaut, Roman				Bernaut, Roman			Person		http://example.org/1005426#Agent100-9	
Turgeon, Lynn, 1920-1999	28370071	28370071	1	Turgeon, Lynn, 1920-1999			Person		http://example.org/1014848#Agent100-9	
Bernaut, Roman				Bernaut, Roman			Person		http://example.org/1004945#Agent100-9	
Bergson, Abram, 1914-2003	108444926	108444926	0.9615384615	Bergson, Abram, 1914-2003			Person		http://example.org/1004347#Agent100-11	
Turgeon, Lynn, 1920-1999	28370071	28370071	1	Turgeon, Lynn, 1920-1999			Person		http://example.org/1004347#Agent700-21	
Rand Corporation		136758914		Rand Corporation	136758914	0.9375	Organization		http://example.org/1004347#Agent810-22	
Turgeon, Lynn, 1920-1999	28370071	28370071	1	Turgeon, Lynn, 1920-1999			Person		http://example.org/1004761#Agent100-11	
Turgeon, Lynn, 1920-1999	28370071	28370071	1	Turgeon, Lynn, 1920-1999			Person		http://example.org/1002782#Agent100-9	
United States. Congress. Senate. Committee on Government Operations. Subcommittee on Executive Reorganization		145635250		United States. Congress. Senate. Committee on Government Operations. Subcommittee on Executive Reorganization	145635250	0.8195488722	Jurisdiction		http://example.org/107065#Agent110-10	
Turgeon, Lynn, 1920-1999	28370071	28370071	1	Turgeon, Lynn, 1920-1999			Person		http://example.org/1004406#Agent100-9	
Bergson, Abram, 1914-2003	108444926	108444926	0.9615384615	Bergson, Abram, 1914-2003			Person		http://example.org/1004344#Agent100-9	
Bergson, Abram, 1914-2003	108444926	108444926	0.9615384615	Bergson, Abram, 1914-2003			Person		http://example.org/1006428#Agent100-9	
Moorsteen, Richard Harris, 1926-	113613138	113613138	0.8888888889	Moorsteen, Richard Harris, 1926-			Person		http://example.org/1011578#Agent100-11	
Bergson, Abram, 1914-2003	108444926	108444926	0.9615384615	Bergson, Abram, 1914-2003			Person		http://example.org/1004328#Agent100-9	
Moorsteen, Richard Harris, 1926-	113613138	113613138	0.8888888889	Moorsteen, Richard Harris, 1926-			Person		http://example.org/1021424#Agent100-11	
Nimitz, Nancy, 1919-	68131563	68131563	1	Nimitz, Nancy, 1919-			Person		http://example.org/1003891#Agent100-9	
Leasure, James William				Leasure, James William			Person		http://example.org/1023328#Agent100-13	
Turner, Marjorie Shepherd, 1921-	110575595	110575595	1	Turner, Marjorie Shepherd, 1921- 			Person		http://example.org/1023328#Agent700-24	
Hardy, Charles O. (Charles Oscar), 1884-1948	12395858	12395858	1	Hardy, Charles O. (Charles Oscar), 1884-1948			Person		http://example.org/1033135#Agent100-11	
Williams, Kenneth Breck, 1902- 				Williams, Kenneth Breck, 1902- 			Person		http://example.org/1033135#Agent700-23	
Ellis, Howard Sylvester, 1898-1992	85306731	85306731	1	Ellis, Howard Sylvester, 1898-1992			Person		http://example.org/1033135#Agent700-24	
Streyffert, Thorsten, 1892-	90776443	90776443	1	Streyffert, Thorsten, 1892-			Person		http://example.org/1004952#Agent100-11	
Brainard, Calvin H	310631221	310631221	0.9473684211	Brainard, Calvin H			Person		http://example.org/1055274#Agent100-11	
Carbine, Stephen A				Carbine, Stephen A			Person		http://example.org/1055274#Agent700-20	
United States. Federal Trade Commission. Division of Industry Analysis		132548691		United States. Federal Trade Commission. Division of Industry Analysis	132548691	1	Jurisdiction		http://example.org/1055274#Agent710-21	
United States. Dept. of Transportation				United States. Dept. of Transportation			Jurisdiction		http://example.org/1055274#Agent710-22	
Kudri͡avt͡sev, V. N. (Vladimir Nikolaevich), 1923-2007				Kudri͡avt͡sev, V. N. (Vladimir Nikolaevich), 1923-2007			Person		http://example.org/1035302#Agent100-10	
Rosentein-Rodan, P. N				Rosentein-Rodan, P. N			Person		http://example.org/1020496#Agent100-11	
Palda, Kristian S	69559309	69559309	0.9444444444	Palda, Kristian S			Person		http://example.org/1011432#Agent100-13	
Alpert, Mark I	58009872	58009872	0.9333333333	Alpert, Mark I			Person		http://example.org/1009782#Agent100-12	
