Column 1	VIAFP	VIAF-ID	score	Cor	VIAFC	score-c	Column 2	Column 3	Column 4	blank
Andrew, Warren, 1910-1982	43306831	43306831	1	Andrew, Warren, 1910-1982			Person		http://example.org/1023798#Agent100-15	
Hickman, Cleveland Pendleton, 1895-	59053482	59053482	1	Hickman, Cleveland Pendleton, 1895-			Person		http://example.org/1023798#Agent700-25	
Boulton, Alfredo	22263802	22263802	1	Boulton, Alfredo			Person		http://example.org/1092538#Agent100-11	
Piwocki, Ksawery	41865853	41865853	1	Piwocki, Ksawery			Person		http://example.org/1078186#Agent100-10	
Akademia Sztuk Pięknych w Warszawie		159460801		Akademia Sztuk Pięknych w Warszawie	159460801	1	Organization		http://example.org/1078186#Agent610-19	
Vergil, Polydore, 1470?-1555	89468390	89468390	1	Vergil, Polydore, 1470?-1555			Person		http://example.org/1012448#Agent100-12	
Apollonius of Tyre				Apollonius of Tyre			Organization		http://example.org/1089965#Agent110-10	
Riese, Alexander, 1840-1922	27179450	27179450	1	Riese, Alexander, 1840-1922			Person		http://example.org/1089965#Agent700-18	
Galletti, Alfredo, 1912-				Galletti, Alfredo, 1912-			Person		http://example.org/1046085#Agent100-11	
Sopeña Ibáñez, Federico, 1917-1991	100218929	100218929	1	Sopeña Ibáñez, Federico, 1917-1991			Person		http://example.org/1083448#Agent100-10	
Conservatorio Superior de Música				Conservatorio Superior de Música			Organization		http://example.org/1083448#Agent610-18	
Puiggrós, Rodolfo, 1906-1980	56734717	56734717	1	Puiggrós, Rodolfo, 1906-1980			Person		http://example.org/1046124#Agent100-11	
Silva Neto, Serafim da, 1917-1960	62856059	62856059	0.9411764706	Silva Neto, Serafim da, 1917-1960			Person		http://example.org/1005476#Agent100-10	
Font y Sagué, Norbert, 1873-1910				Font y Sagué, Norbert, 1873-1910			Person		http://example.org/100671#Agent100-10	
Eyzaguirre, Jaime	26056529	26056529	1	Eyzaguirre, Jaime			Person		http://example.org/1038145#Agent100-12	
Valdeavellano, Luis G. de (Luis García de), 1904-	111381107	111381107	1	Valdeavellano, Luis G. de (Luis García de), 1904-			Person		http://example.org/106056#Agent100-11	
