Column 1	VIAFP	VIAF-ID	score	Cor	VIAFC	score-c	Column 2	Column 3	Column 4	blank
Canaday, John, 1907-1985	122352757	122352757	1	Canaday, John, 1907-1985			Person		http://example.org/1077892#Agent100-11	
Ayres, Philip, 1638-1712	54493060	54493060	1	Ayres, Philip, 1638-1712			Person		http://example.org/1080101#Agent100-16	
Alciati, Andrea, 1492-1550	51699991	51699991	0.962962963	Alciati, Andrea, 1492-1550			Person		http://example.org/1080099#Agent100-10	
Henkel, Arthur	76330162	76330162	1	Henkel, Arthur			Person		http://example.org/1080104#Agent100-10	
Schöne, Albrecht	86518848	86518848	1	Schöne, Albrecht			Person		http://example.org/1080104#Agent700-20	
Montenay, Georgette de, 1540-approximately 1581	56642117	56642117	1	Montenay, Georgette de, 1540-approximately 1581			Person		http://example.org/1080105#Agent100-16	
Hale, Nathan Cabot	275194131	275194131	1	Hale, Nathan Cabot			Person		http://example.org/1084903#Agent100-11	
Vigeland, Gustav, 1869-1943	45098027	45098027	1	Vigeland, Gustav, 1869-1943			Person		http://example.org/1084903#Agent600-20	
Finn, David, 1921- 	45217778	45217778	0.8181818182	Finn, David, 1921- 			Person		http://example.org/1084903#Agent700-21	
Huang, Al Chung-liang	256184097	256184097	1	Huang, Al Chung-liang			Person		http://example.org/1041023#Agent100-13	
Museum of International Folk Art (N.M.)		142284262		Museum of International Folk Art (N.M.)	142284262	1	Organization		http://example.org/1088263#Agent110-10	
James, Rebecca Salsbury, 1891-1968	46645496	46645496	1	James, Rebecca Salsbury, 1891-1968			Person		http://example.org/1088263#Agent600-18	
Balsan, François, 1902-1972	111557462	111557462	1	Balsan, François, 1902-1972			Person		http://example.org/104930#Agent100-10	
Educational Media Council				Educational Media Council			Organization		http://example.org/1070622#Agent110-10	
Emden, Alfred Charles Richard, 1849-1911	40950715	40950715	1	Emden, Alfred Charles Richard, 1849-1911			Person		http://example.org/106698#Agent100-10	
Gill, William H. (William Henry), 1910-	108952777	108952777	0.9069767442	Gill, William H. (William Henry), 1910-			Person		http://example.org/106698#Agent700-22	
Powell-Smith, Vincent	102453499	102453499	1	Powell-Smith, Vincent			Person		http://example.org/106698#Agent700-23	
Emden, Alfred Charles Richard, 1849-1911	40950715	40950715	1	Emden, Alfred Charles Richard, 1849-1911			Person		http://example.org/106900#Agent100-11	
Gill, William H. (William Henry), 1910-	108952777	108952777	0.9069767442	Gill, William H. (William Henry), 1910-			Person		http://example.org/106900#Agent700-22	
Developing Urban Detroit Area Research Project				Developing Urban Detroit Area Research Project			Organization		http://example.org/1032950#Agent110-11	
Doxiadēs, Kōnstantinos Apostolou, 1913-1975	312689	312689	1	Doxiadēs, Kōnstantinos Apostolou, 1913-1975			Person		http://example.org/1032950#Agent700-23	
Welch, Cyril	9860663	9860663	1	Welch, Cyril			Person		http://example.org/1035969#Agent100-10	
Baudelaire, Charles, 1821-1867	17218730	17218730	0.9677419355	Baudelaire, Charles, 1821-1867			Person		http://example.org/1035969#Agent600-18	
Mallarmé, Stéphane, 1842-1898	51692711	51692711	1	Mallarmé, Stéphane, 1842-1898			Person		http://example.org/1035969#Agent600-19	
Rimbaud, Arthur, 1854-1891	7396281	7396281	0.962962963	Rimbaud, Arthur, 1854-1891			Person		http://example.org/1035969#Agent600-20	
Welch, Liliane, 1937-	57524989	57524989	1	Welch, Liliane, 1937- 			Person		http://example.org/1035969#Agent700-21	
Jones, Peter Feny				Jones, Peter Feny			Person		http://example.org/1065907#Agent100-10	
Davis, David Karl	48378911	48378911	1	Davis, David Karl			Person		http://example.org/106337#Agent100-11	
O'Boyle, Catherine M	62950988	62950988	0.9523809524	O'Boyle, Catherine M			Person		http://example.org/106337#Agent700-22	
Healy, Richard J	65248934	65248934	0.9411764706	Healy, Richard J			Person		http://example.org/1034515#Agent100-12	
American Academy of Orthopaedic Surgeons		140213878		American Academy of Orthopaedic Surgeons	140213878	0.925	Organization		http://example.org/1001319#Agent710-28	
American Academy of Orthopaedic Surgeons. Committee on Allied Health		143036538		American Academy of Orthopaedic Surgeons. Committee on Allied Health	143036538	1	Organization		http://example.org/1001319#Agent710-29	
Levitan, Sar A	109397012	109397012	0.9333333333	Levitan, Sar A			Person		http://example.org/1044552#Agent700-23	
Taggart, Robert, 1945-	33239724	33239724	1	Taggart, Robert, 1945- 			Person		http://example.org/1044552#Agent700-24	
Silone, Ignazio, 1900-1978	311148706	311148706	1	Silone, Ignazio, 1900-1978			Person		http://example.org/1038291#Agent100-13	
United States. Congress. Senate. Committee on Commerce. Subcommittee on Surface Transportation		155289253		United States. Congress. Senate. Committee on Commerce. Subcommittee on Surface Transportation	155289253	1	Jurisdiction		http://example.org/103986#Agent110-11	
National Petroleum Council. Committee on Emergency Preparedness		146603970		National Petroleum Council. Committee on Emergency Preparedness	146603970	1	Organization		http://example.org/1028751#Agent110-11	
National Petroleum Council		153607762		National Petroleum Council	153607762	0.9615384615	Organization		http://example.org/1028751#Agent710-22	
Simnett, William Edward, 1881-	61854276	61854276	1	Simnett, William Edward, 1881-			Person		http://example.org/1054283#Agent100-11	
Commonwealth of Nations		131285184		Commonwealth of Nations	131285184	1	Organization		http://example.org/1054283#Agent610-19	
Coutu, Walter	111648922	111648922	1	Coutu, Walter			Person		http://example.org/1025012#Agent100-11	
Stulman, Julius	280969778	280969778	1	Stulman, Julius			Person		http://example.org/1032331#Agent100-11	
Laszlo, Ervin, 1932- 	7591760	7591760	0.9	Laszlo, Ervin, 1932- 			Person		http://example.org/1032331#Agent700-22	
World Institute				World Institute			Organization		http://example.org/1032331#Agent810-23	
Matthews, A. T. J	207088242	207088242	0.8235294118	Matthews, A. T. J			Person		http://example.org/1051030#Agent100-11	
Ankara (Turkey) Universite. Institute of Administrative Sciences				Ankara (Turkey) Universite. Institute of Administrative Sciences			Jurisdiction		http://example.org/1051030#Agent810-20	
Gribbons, Warren D	91613688	91613688	0.9473684211	Gribbons, Warren D			Person		http://example.org/1010713#Agent100-12	
Lohnes, Paul R	54688789	54688789	0.9333333333	Lohnes, Paul R			Person		http://example.org/1010713#Agent700-23	
Reading Conference of Lehigh University (21st : 1972 : Lehigh University)				Reading Conference of Lehigh University (21st : 1972 : Lehigh University)			Meeting		http://example.org/1067576#Agent111-10	
Kender, Joseph P	278546367	278546367	0.9411764706	Kender, Joseph P			Person		http://example.org/1067576#Agent700-19	
Lehigh University		140558051		Lehigh University	140558051	0.9444444444	Organization		http://example.org/1067576#Agent710-20	
Reading Conference of Lehigh University		137175545		Reading Conference of Lehigh University	137175545	1	Meeting		http://example.org/1067576#Agent711-21	
Veterinary Research Laboratory, Onderstepoort, South Africa. Dept. of Veterinary Science				Veterinary Research Laboratory, Onderstepoort, South Africa. Dept. of Veterinary Science			Organization		http://example.org/1008587#Agent110-9	
Menacker, Julius	92179239	92179239	1	Menacker, Julius			Person		http://example.org/1072382#Agent100-12	
Pollack, Erwin W	92392333	92392333	1	Pollack, Erwin W			Person		http://example.org/1072382#Agent700-22	
Bruno, James E				Bruno, James E			Person		http://example.org/1057046#Agent700-25	
Rand Corporation		136758914		Rand Corporation	136758914	0.9375	Organization		http://example.org/1057046#Agent710-26	
Nathan, Harriet	43214184	43214184	1	Nathan, Harriet			Person		http://example.org/1030409#Agent700-24	
Scott, Stanley, 1921-2002	28354705	28354705	1	Scott, Stanley, 1921-2002			Person		http://example.org/1030409#Agent700-25	
University of California, Berkeley. Institute of Governmental Studies		158070260		University of California, Berkeley. Institute of Governmental Studies	158070260	0.9857142857	Organization		http://example.org/1030409#Agent710-26	
Leeper, Robert Rosborough, 1913-2002	18355670	18355670	1	Leeper, Robert Rosborough, 1913-2002			Person		http://example.org/106321#Agent700-20	
Danforth Foundation (Saint Louis, Mo.)		7.87145858098223E+020		Danforth Foundation (Saint Louis, Mo.)	7.87145858098223E+020	1	Organization		http://example.org/106321#Agent710-21	
Association for Supervision and Curriculum Development	7.11491962575748E+019	7.11491962575748E+019	1	Association for Supervision and Curriculum Development	122574129	0.9818181818	Organization		http://example.org/106321#Agent710-22	
