Column 1	VIAFP	VIAF-ID	score	Cor	VIAFC	score-c	Column 2	Column 3	Column 4	blank
Laporte, Jean Louis				Laporte, Jean Louis			Person		http://example.org/1012324#Agent100-10	
Pinches, Theophilus G. (Theophilus Goldridge), 1856-1934	59829691	59829691	1	Pinches, Theophilus G. (Theophilus Goldridge), 1856-1934			Person		http://example.org/1097633#Agent100-10	
Strassmaier, J. N. (Johann Nepomuk), 1846-1920	3245299	3245299	1	Strassmaier, J. N. (Johann Nepomuk), 1846-1920			Person		http://example.org/1097633#Agent700-20	
Mandel, Ernest	29537419	29537419	1	Mandel, Ernest			Person		http://example.org/106110#Agent100-11	
Stanley, C. John (Charles Johnson), 1914-	110555402	110555402	1	Stanley, C. John (Charles Johnson), 1914-			Person		http://example.org/1017300#Agent100-11	
Hu, Kuang-yung, 1825 (ca.)-1885				Hu, Kuang-yung, 1825 (ca.)-1885			Person		http://example.org/1017300#Agent600-19	
Laureys, Henry	89149687	89149687	0.9333333333	Laureys, Henry			Person		http://example.org/1007456#Agent100-10	
Goulinat, Jean-Gabriel, 1883-1972	56674034	56674034	1	Goulinat, Jean-Gabriel, 1883-1972			Person		http://example.org/1086496#Agent100-10	
Logié, Paul	205974605	205974605	1	Logié, Paul			Person		http://example.org/1092968#Agent100-10	
Mouchez, Philippe	2048636	2048636	1	Mouchez, Philippe			Person		http://example.org/1092968#Agent700-19	
Weitzmann, Kurt, 1904-1993	34464342	34464342	1	Weitzmann, Kurt, 1904-1993			Person		http://example.org/1077005#Agent100-10	
Mann, Wolfgang		313425379		Mann, Wolfgang	313425379	1	Person		http://example.org/1092528#Agent100-10	
Schnur, Harry C				Schnur, Harry C			Person		http://example.org/1092563#Agent100-10	
Hilgers, Werner, 1939-	34997811	34997811	1	Hilgers, Werner, 1939-			Person		http://example.org/1089851#Agent100-10	
Hartke, Wilhelm, 1879-	12775905	12775905	0.8461538462	Hartke, Wilhelm, 1879-			Person		http://example.org/1018016#Agent100-9	
Salomon, G				Salomon, G			Person		http://example.org/1018016#Agent700-20	
Walde, Alois, 1869-1924	37095693	37095693	1	Walde, Alois, 1869-1924			Person		http://example.org/1089827#Agent100-10	
Hofmann, J. B. (Johann Baptist), 1886-1954	20444833	20444833	1	Hofmann, J. B. (Johann Baptist), 1886-1954			Person		http://example.org/1089827#Agent700-20	
Berger, Elsbeth	25124354	25124354	0.9375	Berger, Elsbeth			Person		http://example.org/1089827#Agent700-21	
Langosch, Karl, 1903-1992	108561446	108561446	1	Langosch, Karl, 1903-1992			Person		http://example.org/1092516#Agent100-10	
Sofer, Johann, 1901-	112930940	112930940	1	Sofer, Johann, 1901-			Person		http://example.org/100235#Agent100-10	
Isidore, of Seville, Saint, -636	803890	803890	1	Isidore, of Seville, Saint, -636			Person		http://example.org/100235#Agent600-19	
Doederlein, Ludwig von, 1791-1863				Doederlein, Ludwig von, 1791-1863			Person		http://example.org/1089835#Agent100-10	
Keller, Otto, 1838-1927	27173480	27173480	1	Keller, Otto, 1838-1927			Person		http://example.org/1039246#Agent100-11	
Bambeck, Manfred	99911980	99911980	1	Bambeck, Manfred			Person		http://example.org/1093101#Agent100-10	
Klein, Hans-Wilhelm, 1911-	109318485	109318485	0.8666666667	Klein, Hans-Wilhelm, 1911-			Person		http://example.org/1014220#Agent100-11	
Dante Alighieri, 1265-1321				Dante Alighieri, 1265-1321			Person		http://example.org/1014220#Agent600-20	
Tellini, Gino, 1946-	114618398	114618398	0.8333333333	Tellini, Gino, 1946-			Person		http://example.org/1042939#Agent100-10	
Tozzi, Federigo, 1883-1920	68940126	68940126	0.9615384615	Tozzi, Federigo, 1883-1920			Person		http://example.org/1042939#Agent600-19	
Löfstedt, Einar, 1880-1955	7718028	7718028	1	Löfstedt, Einar, 1880-1955			Person		http://example.org/1094724#Agent100-10	
Instituttet for sammenlignend kilturforskning, Oslo				Instituttet for sammenlignend kilturforskning, Oslo			Organization		http://example.org/1094724#Agent810-21	
Meynaud, Jean	66471123	66471123	1	Meynaud, Jean			Person		http://example.org/1007970#Agent100-11	
Coulombe, Françoise	92536231	92536231	0.9	Coulombe, Françoise			Person		http://example.org/1007970#Agent700-20	
Santoro, Eduardo, profesor	91612066	91612066	1	Santoro, Eduardo, profesor			Person		http://example.org/1029916#Agent100-13	
Cremoux, Raúl	38267624	38267624	0.8571428571	Cremoux, Raúl			Person		http://example.org/1031242#Agent100-11	
Lucie-Smith, Edward	108562491	108562491	1	Lucie-Smith, Edward			Person		http://example.org/1078777#Agent100-14	
Martin, Paul S. (Paul Sidney), 1899-1974	5072833	5072833	1	Martin, Paul S. (Paul Sidney), 1899-1974			Person		http://example.org/1021536#Agent100-11	
Rinaldo, John B. (John Beach), 1912-1999	29148643	29148643	1	Rinaldo, John B. (John Beach), 1912-1999			Person		http://example.org/1021504#Agent100-11	
Bluhm, Elaine A				Bluhm, Elaine A			Person		http://example.org/1021504#Agent700-22	
Hansen, Hans Jürgen, 1921-	67217412	67217412	1	Hansen, Hans Jürgen, 1921-			Person		http://example.org/1077853#Agent100-13	
Flemming, Hanns Theodor				Flemming, Hanns Theodor			Person		http://example.org/1077853#Agent700-24	
Hoel, Lester A	112129663	112129663	0.9333333333	Hoel, Lester A			Person		http://example.org/1006671#Agent700-23	
United States. Dept. of Housing and Urban Development		147124344		United States. Dept. of Housing and Urban Development	147124344	1	Jurisdiction		http://example.org/1006671#Agent710-24	
Gardberg, Carl Jacob, 1926-2010	7438670	7438670	1	Gardberg, Carl Jacob, 1926-2010			Person		http://example.org/1007162#Agent100-10	
Scandinavian Joint Expedition to Sudanese Nubia		128464622		Scandinavian Joint Expedition to Sudanese Nubia	128464622	0.9574468085	Meeting		http://example.org/1007162#Agent811-21	
Finkelstein, J. J. (Jacob J.), 1922-1974	51738480	51738480	1	Finkelstein, J. J. (Jacob J.), 1922-1974			Person		http://example.org/1011474#Agent100-13	
Rommen, Heinrich Albert, 1897-1967	10706863	10706863	1	Rommen, Heinrich Albert, 1897-1967			Person		http://example.org/1040613#Agent100-10	
Suárez, Francisco, 1548-1617	39385631	39385631	0.9655172414	Suárez, Francisco, 1548-1617			Person		http://example.org/1040613#Agent600-19	
