1985eresOrigbf-stats.tsv was processed in 0:05:19 write back to file in 0:00:00

247 names were extracted from 1985eresOrigbf
172 unique names  --- 110 Personal names and 62 Corporate names
98 titles were extracted from 1985eresOrigbf

API searched	hits	hit_rate
search_api_LC	5	2.9069767441860463
search_api_LCS	48	27.906976744186046
search_api_VF	1	0.5813953488372093
search_api_VFP	89	51.74418604651163
search_api_VFC	46	26.744186046511626
names-enriched	137	79.65116279069767


LC_ID
names enriched	average matching score	median matching score	variance of matching score	standard-div of matching score	hit rate
137	99.95620437956204	100	0.10100901674538428	0.31781915729764354	79.65116279069767	

VIAF_ID
names enriched	average matching score	median matching score	variance of matching score	standard-div of matching score	hit rate
135	99.95555555555555	100	0.10248756218905472	0.3201367866850898	78.48837209302324	

work_id
titles enriched	average matching score	median matching score	variance of matching score	standard-div of matching score	hit rate
55	99.89090909090909	100.0	0.16380471380471381	0.40472795036260323	56.12244897959183	

oclc_id
titles enriched	average matching score	median matching score	variance of matching score	standard-div of matching score	hit rate
55	99.83636363636364	100	0.5097643097643098	0.7139778076133108	56.12244897959183	
