PerformerNum,CompositionNum,RecitalNum,PerformanceNum,PerformanceIndex,PerformanceRole,PerformanceLabel,InstrumentURL,RCode,RecitalType,RecitalName,DateRecorded,Location,CompositionTitle,ComposerName,ComposerNum,ComposerURL,ComposerVerified,PerformerName
R238,475,797,802,5,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2002-11-23,Convocation Hall,"Adagio for strings, op. 11.  Agnus Dei / transcribed for mixed chorus","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Ratzlaff, Leonard"
G767,2670,1031,1032,1,conductor,conductor,,ecb,Concert Band,Concert Band,2008-04-06,Convocation Hall,"Commando march, for band","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Grasdahl, Wendy"
R238,4334,387,392,5,baritone,baritone,,f,Faculty recital,Music at Convocation Hall,1995-01-21,Convocation Hall,"Dover beach, op. 3","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Ratzlaff, Leonard"
F735,4747,346,347,1,conductor,conductor,,eus,University Symphony Orchestra,University Symphony Orchestra,1999-12-05,Convocation Hall,"Essay, orchestra, no. 2, op. 12","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Forsyth, Malcolm"
R523,6283,692,709,17,soprano,saprano,,o,Other,"Faculty & Friends, Judith Richardson, soprano and Janet Scott-Hoyt, piano",2001-01-26,Convocation Hall,"Hermit songs, op. 29","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Richardson, Judith"
R523,10443,247,255,8,soprano,saprano,,v,Visiting artist recital,Music at Convocation Hall,2000-01-28,Convocation Hall,"Nuvoletta,  op. 25.","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Richardson, Judith"
P963,12286,652,654,2,conductor,conductor,,eas,Academy Strings,"Academy Strings, University Symphony Orchestra and Chamber Winds",2000-10-03,Convocation Hall,"Quartet, strings, no. 1, op. 11, B minor","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Prochazka, Tanya"
P963,12288,777,780,3,conductor,conductor,,eas,Academy Strings,Academy Strings,2003-11-02,Convocation Hall,"Quartet, strings, no. 1, op. 11, B minor / arranged for string orchestra","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Prochazka, Tanya"
R238,12609,620,626,6,conductor,conductor,,ems,Madrigal Singers,"Madrigal Singers, Concert Choir & Chamber Orchestra",1988-04-09,Convocation Hall,"Reincarnations, mixed voices, op. 16","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Ratzlaff, Leonard"
R238,12609,621,627,6,conductor,conductor,,ems,Madrigal Singers,"Madrigal Singers, Concert Choir & Chamber Orchestra",1988-04-10,Convocation Hall,"Reincarnations, mixed voices, op. 16","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Ratzlaff, Leonard"
R8385,12609,793,801,8,conductor,conductor,,dm,MMus recital,"MMus Recital, Vaughn Roste, choral conductor",2003-01-26,McDougall United Church,"Reincarnations, mixed voices, op. 16","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Roste, Vaughn"
R238,14644,1082,1089,7,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2007-10-21,Convocation Hall,"Songs, op. 13.  Sure on this shining night / arranged for mixed chorus and piano","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Ratzlaff, Leonard"
F992,14656,567,579,12,mezzo-soprano,mezzo-soprano,,v,Visiting artist recital,"Visiting Artist, Kuniko Furuhata, mezzosoprano",1989-11-26,Convocation Hall,"Songs, voice and piano, op. 10","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Furuhata, Kuniko"
H529,14656,576,578,2,soprano,saprano,,f,Faculty recital,Encounters III,1987-01-10,Convocation Hall,"Songs, voice and piano, op. 10","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Hepburn, Elsie"
F992,14666,567,578,11,mezzo-soprano,mezzo-soprano,,v,Visiting artist recital,"Visiting Artist, Kuniko Furuhata, mezzosoprano",1989-11-26,Convocation Hall,"Songs, voice and piano, op. 13.  No. 2, Secrets of the old","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Furuhata, Kuniko"
R523,14666,247,253,6,soprano,saprano,,v,Visiting artist recital,Music at Convocation Hall,2000-01-28,Convocation Hall,"Songs, voice and piano, op. 13.  No. 2, Secrets of the old","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Richardson, Judith"
F992,14670,567,577,10,mezzo-soprano,mezzo-soprano,,v,Visiting artist recital,"Visiting Artist, Kuniko Furuhata, mezzosoprano",1989-11-26,Convocation Hall,"Songs, voice and piano, op. 13.  No. 3, Nocturne","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Furuhata, Kuniko"
R523,14672,247,254,7,soprano,saprano,,v,Visiting artist recital,Music at Convocation Hall,2000-01-28,Convocation Hall,"Songs, voice and piano, op. 13.  No. 4, Nocturne","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Richardson, Judith"
R523,14676,247,252,5,soprano,saprano,,v,Visiting artist recital,Music at Convocation Hall,2000-01-28,Convocation Hall,"Songs, voice and piano, op. 2.  No. 1, With rue my heart is laden","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Richardson, Judith"
R238,15347,1095,1102,7,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2007-10-21,Convocation Hall,"Sure on this shining night, for mixed voices and piano","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Ratzlaff, Leonard"
S915,15504,902,906,4,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2006-02-12,Convocation Hall,"Symphony, no. 1, op. 9","Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Street, William H."
R238,17268,1095,1103,8,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2007-10-21,Convocation Hall,Vanessa.  Under the willow tree,"Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Ratzlaff, Leonard"
R238,17271,1082,1090,8,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2007-10-21,Convocation Hall,Vanessa.  Under the willow tree / arranged for mixed chorus and piano,"Barber, Samuel, 1910-1981",,http://www.musicbrainz.org/artist/74ed34ce-ee95-44e9-a87d-4d2d5056c24a,Gate,"Ratzlaff, Leonard"
J67,8933,150,156,6,conductor,conductor,,dm,MMus recital,"MMus Recital, Heather Johnson, choral conductor",1999-02-12,All Saints' Anglican Cathedral,Magos a rutafa,"Bárdos, Lajos",,http://www.musicbrainz.org/artist/06b00312-28fe-4dbd-9b8f-f3d3ca0fd7a1,LCMARC,"Johnson, Heather"
D262,12702,260,267,7,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2000-02-11,Convocation Hall,"Rhapsodic essay, for band, op. 99","Barnes, James Charles, 1949-",1540,,Gate,"Davis, Heather"
B2523,2375,642,650,8,conductor,conductor,,esb,Stage Band,"Jazz Bands, Salute to the Bands",1997-03-03,Convocation Hall,Cherokee,"Barnet, Charlie",,http://www.musicbrainz.org/artist/da28dc95-f911-4bb3-9863-167c2505a485,Gate,"Baril, Raymond"
B2523,2375,643,651,8,conductor,conductor,,esb,Stage Band,"Jazz Band, Salute to the Bands",1998-03-02,Convocation Hall,Cherokee,"Barnet, Charlie",,http://www.musicbrainz.org/artist/da28dc95-f911-4bb3-9863-167c2505a485,Gate,"Baril, Raymond"
B2523,13706,643,671,28,conductor,conductor,,esb,Stage Band,"Jazz Band, Salute to the Bands",1998-03-02,Convocation Hall,Skyliner / transcribed by Fred Wayne,"Barnet, Charlie",,http://www.musicbrainz.org/artist/da28dc95-f911-4bb3-9863-167c2505a485,Gate,"Baril, Raymond"
B2523,13706,642,662,20,conductor,conductor,,esb,Stage Band,"Jazz Bands, Salute to the Bands",1997-03-03,Convocation Hall,Skyliner / transcribed by Fred Wayne,"Barnet, Charlie",,http://www.musicbrainz.org/artist/da28dc95-f911-4bb3-9863-167c2505a485,Gate,"Baril, Raymond"
R559,50,360,365,5,conductor,conductor,,dm,MMus recital,"MMus Recital, Ardelle Ries, choral conductor",1995-11-26,Convocation Hall,"[Choruses (1935).  Set 3]  Kórusmüvei,  set 1:  Tavasz;  Ne hagyj itt!;  Jószágigézö","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Ries, Ardelle"
R559,52,360,364,4,conductor,conductor,,dm,MMus recital,"MMus Recital, Ardelle Ries, choral conductor",1995-11-26,Convocation Hall,"[Choruses (1935).  Set 3]  Kórusmüvei,  set 3:  Ne menj el!;  Van egy gyürüm, karika;  Senkim a világon;  Cipósütés","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Ries, Ardelle"
N433,112,299,301,2,conductor,conductor,,dm,MMus recital,"MMus Recital, László Nemes, choral conductor",1994-12-05,Convocation Hall,"[Falun.  Selections; arr.]  Village scenes, for women's voices and orchestra","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Nemes, László"
R559,112,299,301,2,soprano,saprano,,dm,MMus recital,"MMus Recital, László Nemes, choral conductor",1994-12-05,Convocation Hall,"[Falun.  Selections; arr.]  Village scenes, for women's voices and orchestra","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Ries, Ardelle"
N428,265,607,612,5,conductor,conductor,,eas,Academy Strings,Academy Chamber Orchestra,1990-05-13,Convocation Hall,"[Román népi táncok]  Romanian folk-dances, for chamber orchestra","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Nelson, Norman"
O49,352,441,450,9,conductor,conductor,,ecc,Concert Choir,Concert Choir,1993-04-02,All Saints' Anglican Cathedral,"[Tót népdalok, for mixed voices and piano]  Four Slovak folk songs","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Ollikkala, Debra"
R238,352,645,659,14,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1987-04-12,Convocation Hall,"[Tót népdalok, for mixed voices and piano]  Four Slovak folk songs","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Ratzlaff, Leonard"
M857,1274,952,954,2,soprano saxophone,soprano saxophone,,o,Other,A Night of Saxophone,2007-04-19,Convocation Hall,"Bagatelles, piano, op. 6 / arranged for saxophone quartet by William Schmidt","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Morimoto, Michael"
S645,1274,952,954,2,tenor saxophone,tenor saxophone,,o,Other,A Night of Saxophone,2007-04-19,Convocation Hall,"Bagatelles, piano, op. 6 / arranged for saxophone quartet by William Schmidt","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Smith, Danielle"
P963,2859,723,725,2,conductor,conductor,,eus,University Symphony Orchestra,University Symphony Orchestra,2003-04-06,Convocation Hall,"Concerto, orchestra","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Prochazka, Tanya"
P953,3167,576,579,3,clarinet,clarinet,,f,Faculty recital,Encounters III,1987-01-10,Convocation Hall,"Contrasts, for violin, clarinet and piano","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Prime, Dennis"
R781,3167,205,208,3,clarinet,clarinet,,dm,MMus recital,"MMus Recital, Rebecca Schellenberg, violin",1996-02-28,Convocation Hall,"Contrasts, for violin, clarinet and piano","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Roos, Marijke"
S885,3167,254,260,6,clarinet,clarinet,,f,Faculty recital,"Faculty Recital, Allison Storochuk, clarinet",2000-02-12,Convocation Hall,"Contrasts, for violin, clarinet and piano","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Storochuk, Allison M."
P615,3176,423,432,9,conductor,conductor,,ecw,Chamber (Orchestral) Winds,Orchestral Winds Chamber Concert,1993-11-07,Convocation Hall,"Contrasts, for violin, clarinet and piano.  Sebes","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Pier, Fordyce"
N428,3178,423,431,8,coach,coach,,ecw,Chamber (Orchestral) Winds,Orchestral Winds Chamber Concert,1993-11-07,Convocation Hall,"Contrasts, for violin, clarinet and piano.  Verbunkos","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Nelson, Norman"
S885,3178,423,431,8,clarinet,clarinet,,ecw,Chamber (Orchestral) Winds,Orchestral Winds Chamber Concert,1993-11-07,Convocation Hall,"Contrasts, for violin, clarinet and piano.  Verbunkos","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Storochuk, Allison M."
N428,4197,433,436,3,conductor,conductor,,eas,Academy Strings,Academy Strings,1992-10-25,Convocation Hall,"Divertimento, string orchestra","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Nelson, Norman"
S915,4442,700,705,5,conductor,conductor,,ecb,Concert Band,Concert Band,2000-12-03,Myer Horowitz Theatre,"Duets, violins (2). (Petite suite).  Bag pipe / transcribed for band by Charles Cushing","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Street, William H."
S915,4444,700,703,3,conductor,conductor,,ecb,Concert Band,Concert Band,2000-12-03,Myer Horowitz Theatre,"Duets, violins (2). (Petite suite).  Mourning song / transcribed for band by Charles Cushing","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Street, William H."
S915,4446,700,704,4,conductor,conductor,,ecb,Concert Band,Concert Band,2000-12-03,Myer Horowitz Theatre,"Duets, violins (2). (Petite suite).  Ukranian song / transcribed for band by Charles Cushing","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Street, William H."
S915,4448,700,702,2,conductor,conductor,,ecb,Concert Band,Concert Band,2000-12-03,Myer Horowitz Theatre,"Duets, violins (2). (Petite suite).  Walachian dance / transcribed for band by Charles Cushing","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Street, William H."
C136,5412,68,77,9,conductor,conductor,,ecc,Concert Choir,Concert Choir,1997-04-04,Convocation Hall,Four Slovak folk songs,"Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Cairns, Debra"
D313,9404,582,586,4,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1988-12-02,Convocation Hall,Melodien der rumänischen Colinde.  Shephers'd Christmas songs / arranged for mixed chorus by Paul Arma,"Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"De Frece, Robert"
N428,9988,305,309,4,conductor,conductor,,eas,Academy Strings,"Academy Strings and Jonathan Craig, viola",1994-03-13,Convocation Hall,"Music, for celesta, percussion and string orchestra","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Nelson, Norman"
N684,9988,305,309,4,xylophone,xylophone,,eas,Academy Strings,"Academy Strings and Jonathan Craig, viola",1994-03-13,Convocation Hall,"Music, for celesta, percussion and string orchestra","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Nigam, Raj"
P963,10053,187,191,4,conductor,conductor,,eas,Academy Strings,Academy Strings,2000-03-12,Convocation Hall,"Music for strings, percussion and celeste","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Prochazka, Tanya"
C136,16689,718,734,16,conductor,conductor,,ecc,Concert Choir,Concert Choir,2001-04-06,Convocation Hall,"Tót népdalok, for mixed voices and piano [Four Slovak folk songs]","Bartók, Béla, 1881-1945",,http://www.musicbrainz.org/artist/fd14da1b-3c2d-4cc8-9ca6-fc8c62ce6988,Gate,"Cairns, Debra"
S381,5323,1061,1068,7,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble & 2007 High School Honour Band,2007-03-17,Convocation Hall,"For the new day arisen, for band","Barton, Steven",1693,,OCLC WorldCat,"Schroeder, Angela"
H274,414,268,272,4,actor,actor,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-16,Timms Centre for the Arts,"About chords, for pianos (2), dancers and actor","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Hare, Carl"
H274,414,269,273,4,actor,actor,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-17,Timms Centre for the Arts,"About chords, for pianos (2), dancers and actor","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Hare, Carl"
L788,414,268,272,4,lighting & production deisgn,lighting & production design,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-16,Timms Centre for the Arts,"About chords, for pianos (2), dancers and actor","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Livingstone, Lee"
L788,414,269,273,4,lighting & production deisgn,lighting & production design,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-17,Timms Centre for the Arts,"About chords, for pianos (2), dancers and actor","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Livingstone, Lee"
O59,414,269,273,4,dancer,dancer,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-17,Timms Centre for the Arts,"About chords, for pianos (2), dancers and actor","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Onufreychuk, Debbi"
O59,414,268,272,4,dancer,dancer,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-16,Timms Centre for the Arts,"About chords, for pianos (2), dancers and actor","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Onufreychuk, Debbi"
V857,414,268,272,4,dancer,dancer,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-16,Timms Centre for the Arts,"About chords, for pianos (2), dancers and actor","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Viveiros, James"
V857,414,269,273,4,dancer,dancer,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-17,Timms Centre for the Arts,"About chords, for pianos (2), dancers and actor","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Viveiros, James"
F288,11532,269,274,5,french horn,french horn,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-17,Timms Centre for the Arts,"Poems of Catullus, for voice, trumpet, trombone, bass trombone and horns","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Fearon, Mary"
F288,11532,268,273,5,french horn,french horn,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-16,Timms Centre for the Arts,"Poems of Catullus, for voice, trumpet, trombone, bass trombone and horns","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Fearon, Mary"
H551,11532,269,274,5,french horn,french horn,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-17,Timms Centre for the Arts,"Poems of Catullus, for voice, trumpet, trombone, bass trombone and horns","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Hermans, John"
H551,11532,268,273,5,french horn,french horn,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-16,Timms Centre for the Arts,"Poems of Catullus, for voice, trumpet, trombone, bass trombone and horns","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Hermans, John"
L788,11532,269,274,5,lighting & production deisgn,lighting & production design,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-17,Timms Centre for the Arts,"Poems of Catullus, for voice, trumpet, trombone, bass trombone and horns","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Livingstone, Lee"
L788,11532,268,273,5,lighting & production deisgn,lighting & production design,,f,Faculty recital,"Music at Convocation Hall, Syn-Aesthetics",1996-04-16,Timms Centre for the Arts,"Poems of Catullus, for voice, trumpet, trombone, bass trombone and horns","Bashaw, Howard Eugene, 1957-",1695,,Gate,"Livingstone, Lee"
