;
-----------------------------------------------------------
:
-----------------------------------------------------------
-
204-04-30 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cd/79/1s/g2/cd791sg29t
1971-1993 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cf/n1/06/z0/cfn106z05x
1982-1985 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bp/g1/5b/d9/bpg15bd91x
1970-1985 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/21/gk/52/c821gk52z
1979-1982 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/51/38/jg/27/5138jg27q
1984-1995 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/m0/39/k5/37/m039k537s
2010-2013 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/j0/98/zc/38/j098zc38m
1966-1970 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t4/35/gd/41/t435gd417
1995-2011 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1v/53/jx/97/1v53jx974
1969-1988 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/np/19/39/52/np193952h
1966-2011 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ch/d7/6s/03/chd76s0335
-----------------------------------------------------------
/
2016/12/5 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/g2/57/f1/bbg257f198
1982/1985 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b8/91/0j/t5/b8910jt597
2017/01/9 	 3	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b8/04/9g/51/b8049g5167
2013/3/25 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/f6/5v/78/bdf65v7892
2017/3/17 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/n3/9x/16/bdn39x1654
2015/4/10 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/59/99/n4/59/5999n459r
2016/9/23 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/c6/7w/m9/b9c67wm90b
6/24/2016 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/01/9s/25/b9019s2536
2016/5/20 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/01/9s/25/b9019s254h
2013/3/11 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/v5/3j/w9/b1v53jw992
1999/2000 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/d7/91/sg/38/d791sg38r
2016/8/15 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/d7/91/sj/97/d791sj97b
201/11/12 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2f/75/r8/69/2f75r869r
2014/12/5 	 3	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/d5/04/rk/64/d504rk645
2013/05/8 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c1/83/1c/k1/c1831ck13f
2014/06/9 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jh/34/3t/15/jh343t15j
[2006]/06 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mk/61/rj/54/mk61rj54z
1972/1973 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zp/38/wd/03/zp38wd03j
1943/1944 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/j6/73/14/09/j6731409k
2016/1/26 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bq/v3/3r/w7/bqv33rw702
1968/1969 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/z3/16/q2/89/z316q289j
2016/1/13 	 3	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/np/19/3d/08/np193d08k
2015/3/27 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/41/68/7j/77/41687j772
2010/8/11 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/j0/98/zc/64/j098zc647
[2006]/12 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/dz/01/0r/46/dz010r46n
4/21/2014 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1r/66/j2/21/1r66j221x
2017/1/30 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/5q/47/rr/45/5q47rr45p
2012/03/8 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/q8/11/kj/88/q811kj88w
2013/12/5 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/0z/70/8x/76/0z708x76z
2014/1/26 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pz/50/gw/09/pz50gw09d
2012/02/8 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/pz/50/gx/29/pz50gx293
2016/11/4 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gx/41/mm/60/gx41mm605
1949/3/29 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9z/90/30/55/9z9030558
1974/1975 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/p2/67/6w/10/p2676w102
2015/9/11 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v1/18/rh/27/v118rh27f
2016/12/8 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/r4/94/vn/97/r494vn97v
2016/8/31 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/st/74/cs/97/st74cs97g
2016/1/31 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/q2/37/hv/92/q237hv92m
2014/12/1 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bs/x6/1d/m4/bsx61dm41z
2016/1/18 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/4j/03/d2/44/4j03d2446
2016/2/13 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/4j/03/d2/50/4j03d250b
2011/6/15 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nc/58/0q/40/nc580q40b
-----------------------------------------------------------
.
-----------------------------------------------------------
,
-----------------------------------------------------------
 
July 2015 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b8/33/6h/19/b8336h196b
July 2016 	 17	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b8/33/6h/20/b8336h202v
Fall 2002 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kd/17/cv/44/kd17cv44m
Fall 2009 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c2/b8/8q/c2/c2b88qc29c
Fall 1999 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/59/99/n3/74/5999n374n
Août 2013 	 3	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/05/74/1s/52/05741s529
Fall 2005 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/86/23/hz/70/8623hz70c
July 2012 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zc/77/sq/96/zc77sq96j
Juin 2013 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/79/40/7z/49/79407z49q
Fall 2000 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/21/gm/35/c821gm35h
Fall 2010 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/12/57/9t/89/12579t89k
Fall 2011 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mk/61/rh/54/mk61rh54r
Fall 2001 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/z3/16/q1/83/z316q183p
June 2016 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bg/44/5c/d2/bg445cd271
June 2012 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/dz/01/0q/19/dz010q19j
Fall 2004 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/5x/21/tf/52/5x21tf52z
Fall 2003 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/g7/32/db/46/g732db469
Fall 1998 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/th/83/kz/90/th83kz900
