;
-----------------------------------------------------------
:
-----------------------------------------------------------
-
2014-11 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cz/02/9p/48/cz029p487m
1993-11 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c0/86/12/n7/c08612n71f
1992-05 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c0/v8/38/07/c0v838075q
2007-07 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c0/v8/38/07/c0v838077b
1985-10 	 3	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cd/f6/5v/80/cdf65v800b
1979-05 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cd/b7/8t/c2/cdb78tc20r
2000-03 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cd/21/7q/p6/cd217qp63h
2005-06 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c5/t3/4s/j7/c5t34sj70v
1992-06 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c3/j3/33/23/c3j333235n
1977-06 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c2/j6/2s/50/c2j62s507g
2009-04 	 5	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cp/v6/3g/04/cpv63g040p
2014-05 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ch/12/8n/d8/ch128nd84f
1983-07 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c7/w6/2f/83/c7w62f8333
2013-09 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/w3/2r/56/c8w32r567z
1973-04 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/w3/2r/56/c8w32r5688
1998-04 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/w3/2r/57/c8w32r5702
1994-12 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cc/53/4f/p0/cc534fp08r
1986-06 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c6/q1/82/k3/c6q182k314
1996-06 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c6/w9/24/b9/c6w924b96n
2013-07 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/br/78/1w/g1/br781wg10w
1987-05 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cv/69/2t/63/cv692t633g
1985-06 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cz/c7/7s/q2/czc77sq22m
1995-08 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cn/v9/35/30/cnv935300s
1982-09 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cn/58/3x/v1/cn583xv13n
1990-12 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cr/n3/01/14/crn301145c
1984-07 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ch/12/8n/d8/ch128nd85r
