;
-----------------------------------------------------------
:
-----------------------------------------------------------
-
-----------------------------------------------------------
/
2010/05/03/ 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/fb/49/49/24/fb494924x
2012/04/013 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jh/34/3s/34/jh343s34j
2012/05/016 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jq/08/5m/71/jq085m71n
2012/04/027 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mw/22/v6/91/mw22v691w
2012/05/011 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ft/84/8r/27/ft848r27t
2016/02/05  	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/5q/47/rr/44/5q47rr44d
2016/08/14  	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/h9/89/r6/04/h989r604b
2016/04/014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rx/91/3s/78/rx913s78v
1973/070/03 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/g7/32/d9/57/g732d957m
2016/02/08  	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bs/f2/68/51/bsf268514z
-----------------------------------------------------------
.
-----------------------------------------------------------
,
April, 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9g/54/xh/78/9g54xh780
2012, 05,25 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gt/54/kn/84/gt54kn843
Nov 5, 2015 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/38/60/69/bj3860693r
-----------------------------------------------------------
 
Summer 2015 	 5	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/n9/99/68/bbn999682x
Summer 2013 	 3	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/59/99/n4/94/5999n494b
Winter 2004 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/05/74/1r/82/05741r82t
Spring 2000 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/28/01/pg/73/2801pg73m
Winter 2009 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/7d/27/8v/77/7d278v77d
Spring 2005 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/66/82/x4/34/6682x4341
Spring 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nz/80/61/23/nz806123z
Winter 2002 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9c/67/wn/47/9c67wn47z
Winter 2007 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b2/77/3v/86/b2773v86f
Winter 2012 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9s/16/17/99/9s1617993
Spring 2004 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zg/64/tn/62/zg64tn625
Spring 1999 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/6m/31/1p/77/6m311p77t
Winter 2003 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rf/55/z7/94/rf55z794d
Spring 2010 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/z6/03/qz/24/z603qz24s
Spring 2001 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2v/23/vw/11/2v23vw11m
Winter 2006 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/vd/66/w1/64/vd66w164c
2011 Oct 10 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bz/60/cw/73/bz60cw73p
Winter 2010 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/j0/98/zb/12/j098zb128
Winter 2000 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sb/39/78/26/sb3978261
Spring 2008 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/nz/80/60/36/nz806036t
Winter 1999 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/95/93/tv/31/9593tv319
Spring 2009 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w6/63/45/07/w66345070
April, 2014 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9g/54/xh/78/9g54xh780
Winter 2001 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kp/78/gg/58/kp78gg58h
2016/02/05  	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/5q/47/rr/44/5q47rr44d
Spring 2006 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/x0/59/c9/02/x059c9020
2016/08/14  	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/h9/89/r6/04/h989r604b
Spring 2011 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/m3/26/m3/48/m326m348r
2012, 05,25 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gt/54/kn/84/gt54kn843
August 2008 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gt/54/kp/53/gt54kp539
Spring 2002 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/g7/32/db/11/g732db116
Winter 2005 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2n/49/t1/88/2n49t188h
Spring 2007 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/np/19/3b/91/np193b91d
Winter 2011 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/p5/54/7t/05/p5547t05n
Nov 5, 2015 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/38/60/69/bj3860693r
2016/02/08  	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bs/f2/68/51/bsf268514z
Spring 2012 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/7s/75/dc/43/7s75dc43c
Winter 2008 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wd/37/5w/34/wd375w342
Spring 2003 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/xs/55/md/65/xs55md654
-----------------------------------------------------------
