;
Dataset 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v4/05/sd/51/v405sd51r
-----------------------------------------------------------
:
-----------------------------------------------------------
-
-----------------------------------------------------------
/
Dataset 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v4/05/sd/51/v405sd51r
-----------------------------------------------------------
.
-----------------------------------------------------------
,
Learning Object 	 3	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/80/49/g8/07/8049g807x
Report 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cs/f2/68/52/csf2685276
Research Material 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/79/40/7x/97/79407x975
Journal Article (Published) 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t4/35/gg/57/t435gg57j
Conference/workshop Poster 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b7/94/07/x2/b79407x29m
Conference/workshop Presentation 	 4	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/4t/64/gn/26/4t64gn26f
-----------------------------------------------------------
 
Learning Object 	 3	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/f6/5v/79/bdf65v799b
Report 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/sn/00/9z/83/sn009z836
Research Material 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/79/40/7x/97/79407x975
Conference/workshop Presentation 	 4	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cr/56/n2/58/cr56n258b
Conference/workshop Poster 	 2	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b7/94/07/x2/b79407x29m
Dataset 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/v4/05/sd/51/v405sd51r
Journal Article (Published) 	 1	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t4/35/gg/57/t435gg57j
-----------------------------------------------------------
