Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	VIAF-ID
United States. Dept. of the Interior			United States. Dept. of the Interior				United States. Dept. of the Interior			Jurisdiction		http://example.org/1812307#Agent710-29	
Robinson, Scott R			Robinson, Scott R				Robinson, Scott R			Person		http://example.org/1812308#Agent100-12	
United States. Bureau of Land Management. Alaska State Office	n80165362		United States. Bureau of Land Management. Alaska State Office		n80165362		United States. Bureau of Land Management. Alaska State Office	n80165362	1	Jurisdiction		http://example.org/1812308#Agent710-28	155828908
United States. Dept. of the Interior			United States. Dept. of the Interior				United States. Dept. of the Interior			Jurisdiction		http://example.org/1812308#Agent710-29	
Miller, Melanie			Miller, Melanie				Miller, Melanie			Person		http://example.org/1812314#Agent100-11	
United States. Bureau of Land Management. Alaska State Office	n80165362		United States. Bureau of Land Management. Alaska State Office		n80165362		United States. Bureau of Land Management. Alaska State Office	n80165362	1	Jurisdiction		http://example.org/1812314#Agent710-26	155828908
United States. Dept. of the Interior			United States. Dept. of the Interior				United States. Dept. of the Interior			Jurisdiction		http://example.org/1812314#Agent710-27	
White, James, 1821-1881	nr2001005470		White, James, 1821-1881	nr2001005470	nr2001005470	1	White, James, 1821-1881			Person		http://example.org/1849720#Agent100-8	64811483
White, James, 1821-1881	nr2001005470		White, James, 1821-1881	nr2001005470	nr2001005470	1	White, James, 1821-1881			Person		http://example.org/1849720#Agent600-19	64811483
Jones, Alonzo Trévier, 1850-1923	n87932700		Jones, Alonzo Trévier, 1850-1923	n87932700	n87932700	1	Jones, Alonzo Trévier, 1850-1923			Person		http://example.org/1855939#Agent100-7	46808866
Nadin-Davis, R. Paul (Robert Paul), 1956-	n82085394		Nadin-Davis, R. Paul (Robert Paul), 1956-	n82085394	n82085394	1	Nadin-Davis, R. Paul (Robert Paul), 1956-			Person		http://example.org/1926424#Agent100-14	112714408
Sproule, Clarey B., 1927-	n82085395		Sproule, Clarey B., 1927-	n82085395	n82085395	1	Sproule, Clarey B., 1927-			Person		http://example.org/1926424#Agent700-26	48109619
White, Donna G			White, Donna G				White, Donna G			Person		http://example.org/1926424#Agent700-27	
Harris, A. L. (Anthony Leonard)	n80103922		Harris, A. L. (Anthony Leonard)	n80103922	n80103922	1	Harris, A. L. (Anthony Leonard)			Person		http://example.org/1928420#Agent700-27	19773130
McLaren, P. L	n77003044		McLaren, P. L	n77003044	n77003044	0.8461538461538461	McLaren, P. L			Person		http://example.org/1935247#Agent100-13	104313031
Davis, R. A. (Rolph Aubrey), 1942-	n84237147		Davis, R. A. (Rolph Aubrey), 1942-	n84237147	n84237147	1	Davis, R. A. (Rolph Aubrey), 1942-			Person		http://example.org/1935247#Agent700-31	23557553
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/1935247#Agent710-32	132450742
Gardner, Michael			Gardner, Michael				Gardner, Michael			Person		http://example.org/1935254#Agent100-13	
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/1935254#Agent710-30	132450742
Cleland, Dunsmuir Consulting Ltd	n91009904		Cleland, Dunsmuir Consulting Ltd		n91009904		Cleland, Dunsmuir Consulting Ltd	n91009904	0.9696969696969697	Organization		http://example.org/1935273#Agent710-28	126801823
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/1935273#Agent710-29	132450742
Egerton, Frank N	n83122432		Egerton, Frank N	n83122432	n83122432	0.9411764705882353	Egerton, Frank N			Person		http://example.org/1936798#Agent100-11	277683227
Great Lakes Fishery Commission	n84166280		Great Lakes Fishery Commission		n84166280		Great Lakes Fishery Commission	n84166280	0.9333333333333333	Organization		http://example.org/1936798#Agent710-24	144901226
Sarma, J. S	n79145830		Sarma, J. S	n79145830	n79145830	0.8181818181818182	Sarma, J. S			Person		http://example.org/1939110#Agent100-15	16058602
Yeung, Patrick, 1937-	n85119609		Yeung, Patrick, 1937-	n85119609	n85119609	1	Yeung, Patrick, 1937-			Person		http://example.org/1939110#Agent700-30	92942893
International Food Policy Research Institute	n79026884		International Food Policy Research Institute		n79026884		International Food Policy Research Institute	n79026884	0.9777777777777777	Organization		http://example.org/1939110#Agent710-31	130060519
Nihon Nankyoku Chiiki Kansokutai	n80132339		Nihon Nankyoku Chiiki Kansokutai		n80132339		Nihon Nankyoku Chiiki Kansokutai	n80132339	1	Meeting		http://example.org/1980286#Agent111-10	130187853
BIOMASS Program	n93005164		BIOMASS Program		n93005164		BIOMASS Program	n93005164	1	Organization		http://example.org/1980286#Agent610-22	150759703
Fukuchi, Mitsuo, 1947-	n82086781		Fukuchi, Mitsuo, 1947-	n82086781	n82086781	1	Fukuchi, Mitsuo, 1947-			Person		http://example.org/1980286#Agent700-24	43185605
Kokuritsu Kyokuchi Kenkyūjo	n50072912		Kokuritsu Kyokuchi Kenkyūjo		n50072912		Kokuritsu Kyokuchi Kenkyūjo	n50072912	1	Organization		http://example.org/1980286#Agent710-25	133013514
Nihon Nankyoku Chiiki Kansokutai	n80132339		Nihon Nankyoku Chiiki Kansokutai		n80132339		Nihon Nankyoku Chiiki Kansokutai	n80132339	1	Meeting		http://example.org/1980371#Agent111-10	130187853
Fukuchi, Mitsuo, 1947-	n82086781		Fukuchi, Mitsuo, 1947-	n82086781	n82086781	1	Fukuchi, Mitsuo, 1947-			Person		http://example.org/1980371#Agent700-24	43185605
Kokuritsu Kyokuchi Kenkyūjo	n50072912		Kokuritsu Kyokuchi Kenkyūjo		n50072912		Kokuritsu Kyokuchi Kenkyūjo	n50072912	1	Organization		http://example.org/1980371#Agent710-25	133013514
Nihon Nankyoku Chiiki Kansokutai	n80132339		Nihon Nankyoku Chiiki Kansokutai		n80132339		Nihon Nankyoku Chiiki Kansokutai	n80132339	1	Meeting		http://example.org/1980403#Agent111-10	130187853
Shibuya, Kazuo			Shibuya, Kazuo				Shibuya, Kazuo			Person		http://example.org/1980403#Agent700-24	
Kokuritsu Kyokuchi Kenkyūjo	n50072912		Kokuritsu Kyokuchi Kenkyūjo		n50072912		Kokuritsu Kyokuchi Kenkyūjo	n50072912	1	Organization		http://example.org/1980403#Agent710-25	133013514
Reid, J. S			Reid, J. S				Reid, J. S			Person		http://example.org/1991892#Agent100-12	
Burns, G. B			Burns, G. B				Burns, G. B			Person		http://example.org/1991892#Agent700-25	
Australian National Antarctic Research Expeditions	n50069256		Australian National Antarctic Research Expeditions		n50069256		Australian National Antarctic Research Expeditions	n50069256	0.94	Organization		http://example.org/1991892#Agent710-26	149579982
Australia. Dept. of Science. Antarctic Division			Australia. Dept. of Science. Antarctic Division				Australia. Dept. of Science. Antarctic Division			Jurisdiction		http://example.org/1991892#Agent710-27	426146998520918941901
Mallis, Michael	n89000050		Mallis, Michael	n89000050	n89000050	1	Mallis, Michael			Person		http://example.org/1991893#Agent100-13	13896261
Australian National Antarctic Research Expeditions	n50069256		Australian National Antarctic Research Expeditions		n50069256		Australian National Antarctic Research Expeditions	n50069256	0.94	Organization		http://example.org/1991893#Agent710-26	149579982
Australia. Dept. of Science. Antarctic Division			Australia. Dept. of Science. Antarctic Division				Australia. Dept. of Science. Antarctic Division			Jurisdiction		http://example.org/1991893#Agent710-27	426146998520918941901
Quilty, P. G	n88640603		Quilty, P. G	n88640603	n88640603	0.9230769230769231	Quilty, P. G			Person		http://example.org/1991895#Agent100-13	93229373
Tingey, Robert J	n90667986		Tingey, Robert J	n90667986	n90667986	0.9411764705882353	Tingey, Robert J			Person		http://example.org/1991895#Agent700-27	75475612
Australian National Antarctic Research Expeditions	n50069256		Australian National Antarctic Research Expeditions		n50069256		Australian National Antarctic Research Expeditions	n50069256	0.94	Organization		http://example.org/1991895#Agent710-28	149579982
Australia. Dept. of Science. Antarctic Division			Australia. Dept. of Science. Antarctic Division				Australia. Dept. of Science. Antarctic Division			Jurisdiction		http://example.org/1991895#Agent710-29	426146998520918941901
Quilty, P. G	n88640603		Quilty, P. G	n88640603	n88640603	0.9230769230769231	Quilty, P. G			Person		http://example.org/1991903#Agent100-11	93229373
Australian National Antarctic Research Expeditions	n50069256		Australian National Antarctic Research Expeditions		n50069256		Australian National Antarctic Research Expeditions	n50069256	0.94	Organization		http://example.org/1991903#Agent710-28	149579982
Australia. Dept. of Science. Antarctic Division			Australia. Dept. of Science. Antarctic Division				Australia. Dept. of Science. Antarctic Division			Jurisdiction		http://example.org/1991903#Agent710-29	426146998520918941901
Tomkins, R. J			Tomkins, R. J				Tomkins, R. J			Person		http://example.org/2013221#Agent100-9	215346209
Australia. Dept. of Science. Antarctic Division			Australia. Dept. of Science. Antarctic Division				Australia. Dept. of Science. Antarctic Division			Jurisdiction		http://example.org/2013221#Agent710-22	426146998520918941901
Australian National Antarctic Research Expeditions	n50069256		Australian National Antarctic Research Expeditions		n50069256		Australian National Antarctic Research Expeditions	n50069256	0.94	Organization		http://example.org/2013221#Agent710-23	149579982
O'Sullivan, David			O'Sullivan, David				O'Sullivan, David			Person		http://example.org/2014261#Agent100-9	
Hosie, Graham William	n90694348		Hosie, Graham William	n90694348	n90694348	1	Hosie, Graham William			Person		http://example.org/2014261#Agent700-22	11472796
Australia. Dept. of Science. Antarctic Division			Australia. Dept. of Science. Antarctic Division				Australia. Dept. of Science. Antarctic Division			Jurisdiction		http://example.org/2014261#Agent710-23	426146998520918941901
Australian National Antarctic Research Expeditions	n50069256		Australian National Antarctic Research Expeditions		n50069256		Australian National Antarctic Research Expeditions	n50069256	0.94	Organization		http://example.org/2014261#Agent710-24	149579982
Rossiter, James R. (James Randell), 1947-			Rossiter, James R. (James Randell), 1947-				Rossiter, James R. (James Randell), 1947-			Person		http://example.org/2045962#Agent700-30	103999111
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/2045962#Agent710-31	132450742
Venture Development Project			Venture Development Project				Venture Development Project			Organization		http://example.org/2045978#Agent610-31	
Venture Development Project			Venture Development Project				Venture Development Project			Organization		http://example.org/2045978#Agent610-32	
Gardner Pinfold Consulting Economists	n85824668		Gardner Pinfold Consulting Economists		n85824668		Gardner Pinfold Consulting Economists	n85824668	1	Organization		http://example.org/2045978#Agent710-39	128936943
Atlantic Consulting Economists Limited	n90665255		Atlantic Consulting Economists Limited		n90665255		Atlantic Consulting Economists Limited	n90665255	1	Organization		http://example.org/2045978#Agent710-40	126601320
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/2045978#Agent710-41	132450742
Venture Development Project			Venture Development Project				Venture Development Project			Organization		http://example.org/2045986#Agent610-29	
Hibernia Development Project (Canada)			Hibernia Development Project (Canada)				Hibernia Development Project (Canada)			Organization		http://example.org/2045986#Agent610-30	
Birdsall, Alan	n89640401		Birdsall, Alan	n89640401	n89640401	1	Birdsall, Alan			Person		http://example.org/2045986#Agent700-34	4079777
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/2045986#Agent710-35	132450742
Ryan, Joseph P. (Joseph Patrick), 1954-	n88655684		Ryan, Joseph P. (Joseph Patrick), 1954-	n88655684	n88655684	1	Ryan, Joseph P. (Joseph Patrick), 1954-			Person		http://example.org/2046010#Agent100-15	43423024
Harvey, Michael J			Harvey, Michael J				Harvey, Michael J			Person		http://example.org/2046010#Agent700-31	
Kent, Andrew			Kent, Andrew				Kent, Andrew			Person		http://example.org/2046010#Agent700-32	
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/2046010#Agent710-33	132450742
Buckley, T. J			Buckley, T. J				Buckley, T. J			Person		http://example.org/2046014#Agent700-28	72908123
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/2046014#Agent710-29	132450742
Geonautics Limited	n90658550		Geonautics Limited		n90658550		Geonautics Limited	n90658550	1	Organization		http://example.org/2060378#Agent710-27	137140177
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/2060378#Agent710-28	132450742
Gammon, P. H. (Peter H.)	n88619450		Gammon, P. H. (Peter H.)	n88619450	n88619450	1	Gammon, P. H. (Peter H.)			Person		http://example.org/2060801#Agent100-16	70506263
Lewis, J. C			Lewis, J. C				Lewis, J. C			Person		http://example.org/2060801#Agent700-30	
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/2060801#Agent710-31	132450742
Harper, J. R. (John Reed), 1951-	n89610269		Harper, J. R. (John Reed), 1951-	n89610269	n89610269	1	Harper, J. R. (John Reed), 1951-			Person		http://example.org/2060803#Agent100-15	70533892
Owens, E. H	n88620194		Owens, E. H	n88620194	n88620194	0.9166666666666666	Owens, E. H			Person		http://example.org/2060803#Agent700-30	4046139
Environmental Studies Revolving Funds (Canada)	n88626581		Environmental Studies Revolving Funds (Canada)		n88626581		Environmental Studies Revolving Funds (Canada)	n88626581	1	Organization		http://example.org/2060803#Agent710-31	132450742
Husby, F. M			Husby, F. M				Husby, F. M			Person		http://example.org/2120371#Agent100-11	9612209
Wooding, F. J. (Frank J.)	n87146951		Wooding, F. J. (Frank J.)	n87146951	n87146951	1	Wooding, F. J. (Frank J.)			Person		http://example.org/2120371#Agent700-28	45816540
University of Alaska Fairbanks. Agricultural and Forestry Experiment Station	n85000115		University of Alaska Fairbanks. Agricultural and Forestry Experiment Station		n85000115		University of Alaska Fairbanks. Agricultural and Forestry Experiment Station	n85000115	0.987012987012987	Organization		http://example.org/2120371#Agent710-29	139612083
Poole, K. G			Poole, K. G				Poole, K. G			Person		http://example.org/2130910#Agent100-11	
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2130910#Agent710-25	139484304
Ferguson, Michael A. D	no2002069719		Ferguson, Michael A. D	no2002069719	no2002069719	0.9565217391304348	Ferguson, Michael A. D			Person		http://example.org/2130918#Agent100-11	68602162
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2130918#Agent710-24	139484304
Williams, T. Mark			Williams, T. Mark				Williams, T. Mark			Person		http://example.org/2130927#Agent100-11	
Elliott, Campbell			Elliott, Campbell				Elliott, Campbell			Person		http://example.org/2130927#Agent700-25	
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2130927#Agent710-26	139484304
Case, Ray, 1959-	no2001089491		Case, Ray, 1959-	no2001089491	no2001089491	1	Case, Ray, 1959-			Person		http://example.org/2130990#Agent100-11	53807816
Poole, K. G			Poole, K. G				Poole, K. G			Person		http://example.org/2130990#Agent700-24	
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2130990#Agent710-25	139484304
Latour, Paul			Latour, Paul				Latour, Paul			Person		http://example.org/2130992#Agent100-11	
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2130992#Agent710-25	139484304
Brackett, D			Brackett, D				Brackett, D			Person		http://example.org/2131004#Agent700-23	
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2131004#Agent710-24	139484304
Ferguson, Robert S	n82249373		Ferguson, Robert S	n82249373	n82249373	0.9473684210526315	Ferguson, Robert S			Person		http://example.org/2131005#Agent100-11	53052014
Davidge, Kenneth D	no2001095305		Davidge, Kenneth D	no2001095305	no2001095305	0.9473684210526315	Davidge, Kenneth D			Person		http://example.org/2131005#Agent700-24	31654521
Douglas, Robert Sholto	no2001095306		Douglas, Robert Sholto	no2001095306	no2001095306	1	Douglas, Robert Sholto			Person		http://example.org/2131005#Agent700-25	39034120
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2131005#Agent710-26	139484304
Jingfors, Kent	n87152841		Jingfors, Kent	n87152841	n87152841	1	Jingfors, Kent			Person		http://example.org/2131006#Agent100-11	33513464
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2131006#Agent710-24	139484304
Latour, Paul			Latour, Paul				Latour, Paul			Person		http://example.org/2131007#Agent100-11	
Heard, Douglas C., 1950-	n88656321		Heard, Douglas C., 1950-	n88656321	n88656321	1	Heard, Douglas C., 1950-			Person		http://example.org/2131007#Agent700-25	26183232
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2131007#Agent710-26	139484304
Poole, K. G			Poole, K. G				Poole, K. G			Person		http://example.org/2131075#Agent100-11	
Bromley, Robert G	n85810493		Bromley, Robert G	n85810493	n85810493	0.9444444444444444	Bromley, Robert G			Person		http://example.org/2131075#Agent700-24	105333428
Northwest Territories. Dept. of Renewable Resources	n85062045		Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571428571429	Jurisdiction		http://example.org/2131075#Agent710-25	139484304
Alaska. Division of Geological and Geophysical Surveys	n79054092		Alaska. Division of Geological and Geophysical Surveys		n79054092		Alaska. Division of Geological and Geophysical Surveys	n79054092	1	Jurisdiction		http://example.org/2173384#Agent710-24	126589482
Canada			Canada				Canada			Jurisdiction		http://example.org/2182745#Agent710-30	
Mendell, W. W. (Wendell W.), 1941-	n85186870		Mendell, W. W. (Wendell W.), 1941-	n85186870	n85186870	1	Mendell, W. W. (Wendell W.), 1941-			Person		http://example.org/2241647#Agent700-23	16208396
Lunar and Planetary Institute	n78033961		Lunar and Planetary Institute		n78033961		Lunar and Planetary Institute	n78033961	1	Organization		http://example.org/2241647#Agent710-24	145217868
United States. National Aeronautics and Space Administration	n78087581		United States. National Aeronautics and Space Administration		n78087581		United States. National Aeronautics and Space Administration	n78087581	0.9836065573770492	Jurisdiction		http://example.org/2241647#Agent710-25	146202023
Chuang, K. T			Chuang, K. T				Chuang, K. T			Person		http://example.org/2569355#Agent100-10	104093954
Thatcher, David R. P			Thatcher, David R. P				Thatcher, David R. P			Person		http://example.org/2569355#Agent700-26	
Atomic Energy of Canada Limited	n50074670		Atomic Energy of Canada Limited		n50074670		Atomic Energy of Canada Limited	n50074670	1	Organization		http://example.org/2569355#Agent710-27	143954976
Wanke, Sieghard E			Wanke, Sieghard E				Wanke, Sieghard E			Person		http://example.org/2569472#Agent700-27	
Rangwala, Huseni A			Rangwala, Huseni A				Rangwala, Huseni A			Person		http://example.org/2569472#Agent700-28	
Otto, Fred D			Otto, Fred D				Otto, Fred D			Person		http://example.org/2569472#Agent700-29	
Dalla Lana, Ivo G			Dalla Lana, Ivo G				Dalla Lana, Ivo G			Person		http://example.org/2569472#Agent700-30	
Paterson, Linda M	n86810242		Paterson, Linda M	n86810242	n86810242	0.9444444444444444	Paterson, Linda M			Person		http://example.org/2569472#Agent700-31	66486250
Rolston, John H			Rolston, John H				Rolston, John H			Person		http://example.org/2569472#Agent700-32	
Atomic Energy of Canada Limited	n50074670		Atomic Energy of Canada Limited		n50074670		Atomic Energy of Canada Limited	n50074670	1	Organization		http://example.org/2569472#Agent710-33	143954976
Chuang, K. T			Chuang, K. T				Chuang, K. T			Person		http://example.org/2569599#Agent100-9	104093954
Everatt, Allan E			Everatt, Allan E				Everatt, Allan E			Person		http://example.org/2569599#Agent700-25	
Atomic Energy of Canada Limited	n50074670		Atomic Energy of Canada Limited		n50074670		Atomic Energy of Canada Limited	n50074670	1	Organization		http://example.org/2569599#Agent710-26	143954976
Chuang, K. T			Chuang, K. T				Chuang, K. T			Person		http://example.org/2571961#Agent100-9	104093954
Everatt, Allan E			Everatt, Allan E				Everatt, Allan E			Person		http://example.org/2571961#Agent700-25	
Atomic Energy of Canada Limited	n50074670		Atomic Energy of Canada Limited		n50074670		Atomic Energy of Canada Limited	n50074670	1	Organization		http://example.org/2571961#Agent710-26	143954976
Canada. Patent Office	n89652977		Canada. Patent Office		n89652977		Canada. Patent Office	n89652977	1	Jurisdiction		http://example.org/2571961#Agent710-27	157021926
Seguin, Herb J. J			Seguin, Herb J. J				Seguin, Herb J. J			Person		http://example.org/2575209#Agent100-9	
Canada. Patent Office	n89652977		Canada. Patent Office		n89652977		Canada. Patent Office	n89652977	1	Jurisdiction		http://example.org/2575209#Agent710-26	157021926
Hall, Murray G	n85316364		Hall, Murray G	n85316364	n85316364	0.9333333333333333	Hall, Murray G			Person		http://example.org/2661815#Agent100-14	305588259
University of London. Institute of Advanced Legal Studies	n50045491		University of London. Institute of Advanced Legal Studies		n50045491		University of London. Institute of Advanced Legal Studies	n50045491	0.9827586206896551	Organization		http://example.org/2716203#Agent710-25	133413661
American Association of Law Libraries	n80028581		American Association of Law Libraries		n80028581		American Association of Law Libraries	n80028581	0.918918918918919	Organization		http://example.org/2716203#Agent710-26	133533641
University of California Press	n82118305		University of California Press		n82118305		University of California Press	n82118305	0.9666666666666667	Organization		http://example.org/2716203#Agent710-27	148948307
Canadian Catholic Historical Association	n50075261		Canadian Catholic Historical Association		n50075261		Canadian Catholic Historical Association	n50075261	0.925	Organization		http://example.org/2716892#Agent610-38	133249253
Canadian Catholic Historical Association	n50075261		Canadian Catholic Historical Association		n50075261		Canadian Catholic Historical Association	n50075261	0.925	Organization		http://example.org/2716892#Agent710-39	133249253
American Physical Society	n80096507		American Physical Society		n80096507		American Physical Society	n80096507	0.92	Organization		http://example.org/2717006#Agent710-23	134867078
Japanese Research Promotion Society for Cardiovascular Diseases	n85090095		Japanese Research Promotion Society for Cardiovascular Diseases		n85090095		Japanese Research Promotion Society for Cardiovascular Diseases	n85090095	0.9206349206349206	Organization		http://example.org/2726751#Agent710-31	128847693
Denshi Tsūshin Gakkai	n80118356		Denshi Tsūshin Gakkai		n80118356		Denshi Tsūshin Gakkai	n80118356	0.9545454545454546	Organization		http://example.org/2729365#Agent710-42	124916139
