Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	VIAF-ID
Denshi Jōhō Tsūshin Gakkai (Japan)	n85292862		Denshi Jōhō Tsūshin Gakkai (Japan)		n85292862		Denshi Jōhō Tsūshin Gakkai (Japan)	n85292862	0.8378378378378378	Organization		http://example.org/2729365#Agent710-43	146452833
Aspen Systems Corporation	n81086882		Aspen Systems Corporation		n81086882		Aspen Systems Corporation	n81086882	0.92	Organization		http://example.org/2730647#Agent710-43	137217671
Society of Thoracic Radiology			Society of Thoracic Radiology				Society of Thoracic Radiology			Organization		http://example.org/2730647#Agent710-44	144739607
Japanese Society of Thoracic Radiology			Japanese Society of Thoracic Radiology				Japanese Society of Thoracic Radiology			Organization		http://example.org/2730647#Agent710-45	
European Association for the Study of the Liver	n85099615		European Association for the Study of the Liver		n85099615		European Association for the Study of the Liver	n85099615	0.9791666666666666	Organization		http://example.org/2735785#Agent710-34	122999241
Ovid Technologies			Ovid Technologies				Ovid Technologies			Organization		http://example.org/2935280#Agent710-29	150408052
Behavioral Measurement Database Services	nr92042645		Behavioral Measurement Database Services		nr92042645		Behavioral Measurement Database Services	nr92042645	1	Organization		http://example.org/2935280#Agent710-30	154047228
International Society for Performance Improvement. Melbourne Chapter	no2003041939		International Society for Performance Improvement. Melbourne Chapter		no2003041939		International Society for Performance Improvement. Melbourne Chapter	no2003041939	1	Organization		http://example.org/3118418#Agent710-32	153949036
Australian Society for Educational Technology	no98088962		Australian Society for Educational Technology		no98088962		Australian Society for Educational Technology	no98088962	1	Organization		http://example.org/3118418#Agent710-33	142957708
Murdoch University. Teaching and Learning Centre	no98088975		Murdoch University. Teaching and Learning Centre		no98088975		Murdoch University. Teaching and Learning Centre	no98088975	1	Organization		http://example.org/3118418#Agent710-34	132843295
Australasian Society for Computers in Learning in Tertiary Education	no98088965		Australasian Society for Computers in Learning in Tertiary Education		no98088965		Australasian Society for Computers in Learning in Tertiary Education	no98088965	1	Organization		http://example.org/3118418#Agent710-35	136357737
Gansevoort, Henry Sanford, 1835-1871	n85363346		Gansevoort, Henry Sanford, 1835-1871	n85363346	n85363346	1	Gansevoort, Henry Sanford, 1835-1871			Person		http://example.org/3128698#Agent600-23	72854090
United States. Army Artillery Regiment, 5th (1861-1901)			United States. Army Artillery Regiment, 5th (1861-1901)				United States. Army Artillery Regiment, 5th (1861-1901)			Jurisdiction		http://example.org/3128698#Agent610-24	
United States. Army New York Cavalry Regiment, 13th (1863-1865)			United States. Army New York Cavalry Regiment, 13th (1863-1865)				United States. Army New York Cavalry Regiment, 13th (1863-1865)			Jurisdiction		http://example.org/3128698#Agent610-25	
Hoadley, J. C. (John Chipman), 1818-1886	n85363383		Hoadley, J. C. (John Chipman), 1818-1886	n85363383	n85363383	0.975	Hoadley, J. C. (John Chipman), 1818-1886			Person		http://example.org/3128698#Agent700-26	30998881
Andrew, John A. (John Albion), 1818-1867	n85363531		Andrew, John A. (John Albion), 1818-1867	n85363531	n85363531	1	Andrew, John A. (John Albion), 1818-1867			Person		http://example.org/3128852#Agent600-20	20039845
Massachusetts. General Court	n79055635		Massachusetts. General Court		n79055635		Massachusetts. General Court	n79055635	1	Jurisdiction		http://example.org/3128852#Agent710-21	141880567
O'Connor, Michael P. (Michael Patrick), 1831-1881	n85367621		O'Connor, Michael P. (Michael Patrick), 1831-1881	n85367621	n85367621	1	O'Connor, Michael P. (Michael Patrick), 1831-1881			Person		http://example.org/3128892#Agent600-21	63009621
United States. Congress (47th, 1st session : 1881-1882)	no2012027205		United States. Congress (47th, 1st session : 1881-1882)		no2012027205		United States. Congress (47th, 1st session : 1881-1882)	no2012027205	1	Jurisdiction		http://example.org/3128892#Agent710-22	232091805
Parton, James, 1822-1891	n50050588		Parton, James, 1822-1891	n50050588	n50050588	1	Parton, James, 1822-1891			Person		http://example.org/3128893#Agent100-10	25714687
Jackson, Andrew, 1767-1845	n79088888		Jackson, Andrew, 1767-1845	n79088888	n79088888	1	Jackson, Andrew, 1767-1845			Person		http://example.org/3128893#Agent600-23	100194661
Minot, William, 1783-1873	n85367688		Minot, William, 1783-1873	n85367688	n85367688	1	Minot, William, 1783-1873			Person		http://example.org/3128948#Agent600-21	35917356
Minot, William, 1849-1900	n85367671		Minot, William, 1849-1900	n85367671	n85367671	1	Minot, William, 1849-1900			Person		http://example.org/3128948#Agent700-22	26067642
Convers, D. (Duncan)	n85367665		Convers, D. (Duncan)	n85367665	n85367665	1	Convers, D. (Duncan)			Person		http://example.org/3128964#Agent100-11	23603605
Gale, John B. (John Benjamin), -1906	n85221166		Gale, John B. (John Benjamin), -1906	n85221166	n85221166	1	Gale, John B. (John Benjamin), -1906			Person		http://example.org/3129068#Agent100-10	70374453
Doane, William Croswell, 1832-1913	n85221156		Doane, William Croswell, 1832-1913	n85221156	n85221156	1	Doane, William Croswell, 1832-1913			Person		http://example.org/3129068#Agent700-24	53133671
McAdam, David, 1838-1901	n85221103		McAdam, David, 1838-1901	n85221103	n85221103	1	McAdam, David, 1838-1901			Person		http://example.org/3129145#Agent100-11	234703979
Ingalls, Henry, 1819-1896	n85221127		Ingalls, Henry, 1819-1896	n85221127	n85221127	1	Ingalls, Henry, 1819-1896			Person		http://example.org/3129158#Agent600-20	3917086
Lincoln County Bar Association (Me.)	n85221004		Lincoln County Bar Association (Me.)		n85221004		Lincoln County Bar Association (Me.)	n85221004	1	Organization		http://example.org/3129158#Agent710-21	148993929
Winthrop, Robert C. (Robert Charles), 1809-1894	n85158382		Winthrop, Robert C. (Robert Charles), 1809-1894	n85158382	n85158382	1	Winthrop, Robert C. (Robert Charles), 1809-1894			Person		http://example.org/3129215#Agent100-10	76690634
Webster, Daniel, 1782-1852	n80034929		Webster, Daniel, 1782-1852	n80034929	n80034929	1	Webster, Daniel, 1782-1852			Person		http://example.org/3129215#Agent600-21	4944460
Bentham, Jeremy, 1748-1832	n79040051		Bentham, Jeremy, 1748-1832	n79040051	n79040051	0.9230769230769231	Bentham, Jeremy, 1748-1832			Person		http://example.org/3129448#Agent100-10	59078842
Gregory, Donald, -1836	n85252184		Gregory, Donald, -1836	n85252184	n85252184	1	Gregory, Donald, -1836			Person		http://example.org/3129556#Agent100-10	162252120
Gregory family			Gregory family				Gregory family			Family		http://example.org/3129556#Agent600-23	316745933
MacGregor, James, -1551	n85252181		MacGregor, James, -1551	n85252181	n85252181	0.9583333333333334	MacGregor, James, -1551			Person		http://example.org/3129556#Agent700-24	89805808
Jardine, David, 1794-1860	n85240946		Jardine, David, 1794-1860	n85240946	n85240946	1	Jardine, David, 1794-1860			Person		http://example.org/3129574#Agent100-11	74201130
Throckmorton, Nicholas, Sir, 1515-1571	n85088926		Throckmorton, Nicholas, Sir, 1515-1571	n85088926	n85088926	1	Throckmorton, Nicholas, Sir, 1515-1571			Person		http://example.org/3129574#Agent700-32	28500442
Norfolk, Thomas Howard, Duke of, 1538-1572	n85144276		Norfolk, Thomas Howard, Duke of, 1538-1572	n85144276	n85144276	1	Norfolk, Thomas Howard, Duke of, 1538-1572			Person		http://example.org/3129574#Agent700-33	70364534
Parry, William, -1585	n85112172		Parry, William, -1585	n85112172	n85112172	1	Parry, William, -1585			Person		http://example.org/3129574#Agent700-34	50656359
Essex, Robert Devereux, Earl of, 1566-1601	n50043337		Essex, Robert Devereux, Earl of, 1566-1601	n50043337	n50043337	0.9761904761904762	Essex, Robert Devereux, Earl of, 1566-1601			Person		http://example.org/3129574#Agent700-35	69085081
Southampton, Henry Wriothesley, Earl of, 1573-1624	n50071259		Southampton, Henry Wriothesley, Earl of, 1573-1624	n50071259	n50071259	1	Southampton, Henry Wriothesley, Earl of, 1573-1624			Person		http://example.org/3129574#Agent700-36	35252941
Raleigh, Walter, Sir, 1552?-1618	n79060999		Raleigh, Walter, Sir, 1552?-1618	n79060999	n79060999	0.9696969696969697	Raleigh, Walter, Sir, 1552?-1618			Person		http://example.org/3129574#Agent700-37	107533796
Society for the Diffusion of Useful Knowledge (Great Britain)	n50074973		Society for the Diffusion of Useful Knowledge (Great Britain)		n50074973		Society for the Diffusion of Useful Knowledge (Great Britain)	n50074973	1	Organization		http://example.org/3129574#Agent710-38	259009527
Jones, William, Sir, 1746-1794	n79061067		Jones, William, Sir, 1746-1794	n79061067	n79061067	0.8	Jones, William, Sir, 1746-1794			Person		http://example.org/3129577#Agent100-10	88938323
Jones, William, Sir, 1746-1794	n79061067		Jones, William, Sir, 1746-1794	n79061067	n79061067	0.8	Jones, William, Sir, 1746-1794			Person		http://example.org/3129577#Agent600-21	88938323
Teignmouth, John Shore, Baron, 1751-1834	n82094577		Teignmouth, John Shore, Baron, 1751-1834	n82094577	n82094577	1	Teignmouth, John Shore, Baron, 1751-1834			Person		http://example.org/3129577#Agent700-22	35238861
Ballard, Emerson E., 1865-1935	n79118911		Ballard, Emerson E., 1865-1935	n79118911	n79118911	1	Ballard, Emerson E., 1865-1935			Person		http://example.org/3129831#Agent700-27	16054824
Wade, John, 1788-1875	n50020662		Wade, John, 1788-1875	n50020662	n50020662	1	Wade, John, 1788-1875			Person		http://example.org/3129996#Agent100-11	39503062
Calamari, D	n79004796		Calamari, D	n79004796	n79004796	0.9166666666666666	Calamari, D			Person		http://example.org/3155262#Agent100-12	206114857
Food and Agriculture Organization of the United Nations. Committee for Inland Fisheries of Africa	n83235120		Food and Agriculture Organization of the United Nations. Committee for Inland Fisheries of Africa		n83235120		Food and Agriculture Organization of the United Nations. Committee for Inland Fisheries of Africa	n83235120	1	Organization		http://example.org/3155262#Agent710-33	130971455
Centro Nacional de Información de Ciencias Médicas	n82025015		Centro Nacional de Información de Ciencias Médicas		n82025015		Centro Nacional de Información de Ciencias Médicas	n82025015	0.9803921568627451	Organization		http://example.org/3288380#Agent710-34	125507056
Poli, Bonnie	n90642392		Poli, Bonnie	n90642392	n90642392	1	Poli, Bonnie			Person		http://example.org/3435938#Agent700-27	45921589
Fluker, Sam S. (Sam Spruill)	n90642399		Fluker, Sam S. (Sam Spruill)	n90642399	n90642399	1	Fluker, Sam S. (Sam Spruill)			Person		http://example.org/3435938#Agent700-28	63165895
United States. Environmental Protection Agency. Office of Pesticide Programs	n79091225		United States. Environmental Protection Agency. Office of Pesticide Programs		n79091225		United States. Environmental Protection Agency. Office of Pesticide Programs	n79091225	1	Jurisdiction		http://example.org/3435938#Agent710-29	136637923
Florida State University. College of Law	n81072960		Florida State University. College of Law		n81072960		Florida State University. College of Law	n81072960	1	Organization		http://example.org/3473559#Agent710-40	127851981
MacDonald, James M			MacDonald, James M				MacDonald, James M			Person		http://example.org/3529434#Agent100-14	
Weimer, Scott A	n85223407		Weimer, Scott A	n85223407	n85223407	0.9375	Weimer, Scott A			Person		http://example.org/3529434#Agent700-32	1454150
United States. Dept. of Agriculture. Economic Research Service	n79086751		United States. Dept. of Agriculture. Economic Research Service		n79086751		United States. Dept. of Agriculture. Economic Research Service	n79086751	0.9104477611940298	Jurisdiction		http://example.org/3529434#Agent710-33	140641166
United States. Congress. Office of Technology Assessment	n79006671		United States. Congress. Office of Technology Assessment		n79006671		United States. Congress. Office of Technology Assessment	n79006671	1	Jurisdiction		http://example.org/3533061#Agent710-37	149719131
Data Liberation Initiative (Canada)	no2006122448		Data Liberation Initiative (Canada)		no2006122448		Data Liberation Initiative (Canada)	no2006122448	1	Organization		http://example.org/3600339#Agent710-35	146539338
Statistics Canada	n79095381		Statistics Canada		n79095381		Statistics Canada	n79095381	1	Organization		http://example.org/3600339#Agent710-36	132440675
Data Liberation Initiative (Canada)	no2006122448		Data Liberation Initiative (Canada)		no2006122448		Data Liberation Initiative (Canada)	no2006122448	1	Organization		http://example.org/3601723#Agent710-31	146539338
Statistics Canada	n79095381		Statistics Canada		n79095381		Statistics Canada	n79095381	1	Organization		http://example.org/3601723#Agent710-32	132440675
Data Liberation Initiative (Canada)	no2006122448		Data Liberation Initiative (Canada)		no2006122448		Data Liberation Initiative (Canada)	no2006122448	1	Organization		http://example.org/3601870#Agent710-32	146539338
Statistics Canada	n79095381		Statistics Canada		n79095381		Statistics Canada	n79095381	1	Organization		http://example.org/3601870#Agent710-33	132440675
Data Liberation Initiative (Canada)	no2006122448		Data Liberation Initiative (Canada)		no2006122448		Data Liberation Initiative (Canada)	no2006122448	1	Organization		http://example.org/3607173#Agent710-32	146539338
Statistics Canada	n79095381		Statistics Canada		n79095381		Statistics Canada	n79095381	1	Organization		http://example.org/3607173#Agent710-33	132440675
Data Liberation Initiative (Canada)	no2006122448		Data Liberation Initiative (Canada)		no2006122448		Data Liberation Initiative (Canada)	no2006122448	1	Organization		http://example.org/3614801#Agent710-31	146539338
Statistics Canada	n79095381		Statistics Canada		n79095381		Statistics Canada	n79095381	1	Organization		http://example.org/3614801#Agent710-32	132440675
Firestone, Robert	n80137277		Firestone, Robert	n80137277	n80137277	1	Firestone, Robert			Person		http://example.org/3692580#Agent100-13	51845403
Catlett, Joyce	n79002881		Catlett, Joyce	n79002881	n79002881	0.9333333333333333	Catlett, Joyce			Person		http://example.org/3692580#Agent700-27	39664251
Centre d'enquêtes et de recherches sur la culture, la communication, les modes de vie et la socialisation			Centre d'enquêtes et de recherches sur la culture, la communication, les modes de vie et la socialisation				Centre d'enquêtes et de recherches sur la culture, la communication, les modes de vie et la socialisation			Organization		http://example.org/3741716#Agent710-25	
Bailey, Kenneth W	n89601550		Bailey, Kenneth W	n89601550	n89601550	0.9444444444444444	Bailey, Kenneth W			Person		http://example.org/3806709#Agent100-8	44336910
Houck, James P	n79107924		Houck, James P	n79107924	n79107924	0.9333333333333333	Houck, James P			Person		http://example.org/3806709#Agent700-19	6216200
Rodgers, Joan	nr91015827		Rodgers, Joan	nr91015827	nr91015827	1	Rodgers, Joan			Person		http://example.org/3810077#Agent100-8	39571137
Jhering, Rudolf von, 1818-1892	n83033048		Jhering, Rudolf von, 1818-1892	n83033048	n83033048	0.9354838709677419	Jhering, Rudolf von, 1818-1892			Person		http://example.org/3825414#Agent100-16	84101514
Getzel, George S	n83008690		Getzel, George S	n83008690	n83008690	0.9411764705882353	Getzel, George S			Person		http://example.org/3837161#Agent700-30	53055599
Mellor, M. Joanna	n83008691		Mellor, M. Joanna	n83008691	n83008691	1	Mellor, M. Joanna			Person		http://example.org/3837161#Agent700-31	50593225
