Sengupta, Ashis,	Person		http://example.org/6020396#Agent700-31
Samanta, Tapas,	Person		http://example.org/6020396#Agent700-32
Basu, Ayanendranath,	Person		http://example.org/6020396#Agent700-33
Leutwyler, Henry.	Person		http://example.org/6059494#Agent100-17
New York City Ballet	Organization		http://example.org/6059494#Agent610-27
Stewart, Robert S., 1951-	Person		http://example.org/6075914#Agent100-14
McGraw-Hill Companies,	Organization		http://example.org/6075914#Agent710-29
Banks, Ferdinand E.,	Person		http://example.org/6076037#Agent100-16
Roberts, Laura Weiss, 1960-	Person		http://example.org/6076087#Agent700-30
Louie, Alan K., 1955-	Person		http://example.org/6076087#Agent700-31
American Psychiatric Publishing,	Organization		http://example.org/6076087#Agent710-32
Tokita, Alison, 1947-	Person		http://example.org/6077180#Agent100-18
Rhoads, Jacqueline, 1948- ,	Person		http://example.org/6083906#Agent100-20
Murphy, Patrick J. M.,	Person		http://example.org/6083906#Agent700-35
LeCompte, Margaret Diane,	Person		http://example.org/6083923#Agent100-19
Schensul, Jean J.,	Person		http://example.org/6083923#Agent700-33
DuBois, Jill, 1952-	Person		http://example.org/6203618#Agent100-18
Nevins, Debbie.	Person		http://example.org/6203618#Agent700-31
Bradford, Julie,	Person		http://example.org/6328552#Agent100-23
Zill, Dennis G., 1940-	Person		http://example.org/6343881#Agent100-16
Shanahan, Patrick D., 1968-	Person		http://example.org/6343881#Agent700-30
Finnbogason, Jack, 1942-,	Person		http://example.org/6356389#Agent100-13
Valleau, Al, 1946-,	Person		http://example.org/6356389#Agent700-26
Dannels, Deanna P.,	Person		http://example.org/6377469#Agent100-16
Fink, Heather Hedrick,	Person		http://example.org/6377505#Agent100-21
Mikesky, Alan E.,	Person		http://example.org/6377505#Agent700-35
Loeffler, Agnes Gertrud, 1966- ,	Person		http://example.org/6432317#Agent100-20
Hart, Michael Noel, 1938- ,	Person		http://example.org/6432317#Agent700-37
Tannehill, Deborah.	Person		http://example.org/6458862#Agent100-18
Van der Mars, Hans, 1955-	Person		http://example.org/6458862#Agent700-30
MacPhail, Ann.	Person		http://example.org/6458862#Agent700-31
Beebe, Steven A., 1950-,	Person		http://example.org/6461835#Agent100-16
Beebe, Susan J,	Person		http://example.org/6461835#Agent700-28
Redmond, Mark V., 1949-,	Person		http://example.org/6461835#Agent700-29
Geerinck, Terri, 1958-,	Person		http://example.org/6461835#Agent700-30
Salem-Wiseman, Lisa,	Person		http://example.org/6461835#Agent700-31
Marieb, Elaine Nicpon, 1936-	Person		http://example.org/6466380#Agent100-13
Perrin, Robert, 1950- ,	Person		http://example.org/6485795#Agent100-15
Stewart, Julie G..	Person		http://example.org/6492837#Agent700-32
DeNisco, Susan M..	Person		http://example.org/6492837#Agent700-33
Gann, Richard G., 1944-	Person		http://example.org/6493242#Agent100-16
Friedman, Raymond.	Person		http://example.org/6493242#Agent700-31
Burnell, Beverly A.,	Person		http://example.org/6500534#Agent700-24
Schnackenberg, Heidi L.,	Person		http://example.org/6500534#Agent700-25
Edelstein, Sari,	Person		http://example.org/6503227#Agent700-34
Edberg, Mark Cameron, 1955-	Person		http://example.org/6503553#Agent100-19
Plopper, George.	Person		http://example.org/6510334#Agent700-35
Sharp, David, 1968-	Person		http://example.org/6510334#Agent700-36
Sikorski, Eric.	Person		http://example.org/6510334#Agent700-37
Lewin, Benjamin.	Person		http://example.org/6510334#Agent700-38
Doane, Gweneth Hartrick, 1954- ,	Person		http://example.org/6512999#Agent100-18
Varcoe, Colleen, 1952- ,	Person		http://example.org/6512999#Agent700-37
Girard, James.	Person		http://example.org/6513534#Agent100-13
Nelson, Mike, 1967-	Person		http://example.org/6514115#Agent100-15
Nelson, Mike, 1967-	Person		http://example.org/6514115#Agent600-22
Nelson, Mike, 1967-	Person		http://example.org/6514115#Agent600-23
Hebdige, Dick.	Person		http://example.org/6514115#Agent700-24
Papararo, Jenifer.	Person		http://example.org/6514115#Agent700-25
Contemporary Art Gallery (Vancouver, B.C.)	Organization		http://example.org/6514115#Agent710-26
Power Plant (Art gallery)	Organization		http://example.org/6514115#Agent710-27
Hogan, Thomas P.	Person		http://example.org/6514955#Agent100-16
Wenk, Gary Lee,	Person		http://example.org/6515002#Agent100-18
Anderson, Donald L., 1971-	Person		http://example.org/6519964#Agent100-16
Rice, Jane,	Person		http://example.org/6520879#Agent100-16
Obenchain, Kathryn M.	Person		http://example.org/6520899#Agent100-16
Morris, Ronald V.	Person		http://example.org/6520899#Agent700-29
Clines, Raymond H.	Person		http://example.org/6521368#Agent100-16
Cobb, Elizabeth R.	Person		http://example.org/6521368#Agent700-28
Moseley, George B.,	Person		http://example.org/6522734#Agent100-22
Bachman, Ronet.	Person		http://example.org/6522752#Agent100-18
Schutt, Russell K..	Person		http://example.org/6522752#Agent700-32
Gaudine, Alice, 1955-,	Person		http://example.org/6525367#Agent100-18
