Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	blank
Macdonald, John, 1945-	n85352691	100	Macdonald, John, 1945-	n85352691	n85352691	1	Macdonald, John, 1945-			Person		http://example.org/1339768#Agent100-11	
Cernea, Michael M.	n81148110	100	Cernea, Michael M	n81148110	n81148110	0.9444444444	Cernea, Michael M			Person		http://example.org/1339833#Agent700-24	
World Bank	n79043403	100	World Bank		n79043403		World Bank	n79043403	0.9090909091	Organization		http://example.org/1339833#Agent710-25	
United Nations	n79021345	100	United Nations		n79021345		United Nations	n79021345	0.9333333333	Organization		http://example.org/1339915#Agent610-23	
United Nations Conference on Trade and Development. Trade and Development Board	n81019298	100	United Nations Conference on Trade and Development. Trade and Development Board		n81019298		United Nations Conference on Trade and Development. Trade and Development Board	n81019298	1	Organization		http://example.org/1339915#Agent710-26	
United Nations Conference on Trade and Development	n79032201	100	United Nations Conference on Trade and Development		n79032201		United Nations Conference on Trade and Development	n79032201	1	Organization		http://example.org/1339915#Agent710-27	
Canada. Lands Directorate	n79034983	100	Canada. Lands Directorate				Canada. Lands Directorate			Jurisdiction		http://example.org/1340028#Agent710-24	
Canada. Environment Canada	n79058488	100	Canada. Environment Canada		n79058488		Canada. Environment Canada	n79058488	0.962962963	Jurisdiction		http://example.org/1340028#Agent710-25	
Canada. Lands Directorate	n79034983	100	Canada. Lands Directorate				Canada. Lands Directorate			Jurisdiction		http://example.org/1340029#Agent710-23	
Canada. Environment Canada	n79058488	100	Canada. Environment Canada		n79058488		Canada. Environment Canada	n79058488	0.962962963	Jurisdiction		http://example.org/1340029#Agent710-24	
Canada. Lands Directorate	n79034983	100	Canada. Lands Directorate				Canada. Lands Directorate			Jurisdiction		http://example.org/1340030#Agent710-23	
Canada. Environment Canada	n79058488	100	Canada. Environment Canada		n79058488		Canada. Environment Canada	n79058488	0.962962963	Jurisdiction		http://example.org/1340030#Agent710-24	
Gerald, Curtis F., 1915-	n83005326	100	Gerald, Curtis F., 1915-	n83005326	n83005326	0.8571428571	Gerald, Curtis F., 1915-			Person		http://example.org/1340362#Agent100-10	
Wheatley, Patrick O.	n83005325	100	Wheatley, Patrick O	n83005325	n83005325	0.95	Wheatley, Patrick O			Person		http://example.org/1340362#Agent700-23	
King, Kenneth, 1940-	n50049539	100	King, Kenneth, 1940-	n78059453	n78059453	0.8695652174	King, Kenneth, 1940-			Person		http://example.org/1340470#Agent100-13	
Carli, E. G.	n88629518	100	Carli, E. G				Carli, E. G			Person		http://example.org/1340717#Agent100-14	
Newton, K. E.	n88629521	100	Newton, K. E				Newton, K. E			Person		http://example.org/1340717#Agent700-27	
Telfer, J. S			Telfer, J. S				Telfer, J. S			Person		http://example.org/1340717#Agent700-28	
Barzun, Jacques, 1907-2012	n79135237	100	Barzun, Jacques, 1907-2012	n79135237	n79135237	0.962962963	Barzun, Jacques, 1907-2012			Person		http://example.org/1341382#Agent100-12	
Lange, Walter Henry	n80101781	100	Lange, Walter Henry	n80101781	n80101781	0.95	Lange, Walter Henry			Person		http://example.org/1341519#Agent100-16	
Mason, Robert Deward, 1919-	n50044111	100	Mason, Robert Deward, 1919-	n50044111	n50044111	0.8709677419	Mason, Robert Deward, 1919-			Person		http://example.org/1341519#Agent700-33	
Rousos, Temoleon G.	n80101599	100	Rousos, Temoleon G	n80101599	n80101599	0.9473684211	Rousos, Temoleon G			Person		http://example.org/1341519#Agent700-34	
Seidenberg, Fran			Seidenberg, Fran				Seidenberg, Fran			Person		http://example.org/1341519#Agent700-35	
Japan. Gaimushō	n80044917	96	Japan. Gaimushō		n80044917		Japan. Gaimushō	n80044917	0.875	Jurisdiction		http://example.org/1341548#Agent710-20	
Laverychev, V. I︠A︡. (Vladimir I︠A︡kovlevich)	n83034629	100	Laverychev, V. I͡A. (Vladimir I͡Akovlevich)	n83034629	n83034629	0.9111111111	Laverychev, V. I͡A. (Vladimir I͡Akovlevich)			Person		http://example.org/1341592#Agent100-11	
Solovʹeva, A. M. (Aida Mikhaĭlovna)	n85227495	98	Solovʹeva, A. M. (Aida Mikhaĭlovna)	n85227495	n85227495	0.9444444444	Solovʹeva, A. M. (Aida Mikhaĭlovna)			Person		http://example.org/1341592#Agent700-23	
Ivanov, V. N. (Vilen Nikolaevich), 1934-	n81040117	100	Ivanov, V. N. (Vilen Nikolaevich), 1934-	n81040117	n81040117	1	Ivanov, V. N. (Vilen Nikolaevich), 1934-			Person		http://example.org/1341604#Agent700-23	
Institut sot︠s︡iologicheskikh issledovaniĭ (Akademii︠a︡ nauk SSSR)	n80097756	99	Institut sot͡siologicheskikh issledovaniĭ (Akademii͡a nauk SSSR)		n80097756		Institut sot͡siologicheskikh issledovaniĭ (Akademii͡a nauk SSSR)	n80097756	0.9393939394	Organization		http://example.org/1341604#Agent710-24	
O'Neill, Timothy J.	n82236039	100	O'Neill, Timothy J	n82236039	n82236039	0.9473684211	O'Neill, Timothy J			Person		http://example.org/1341994#Agent100-13	
Bakke, Allan Paul	n77009958	100	Bakke, Allan Paul	n77009958	n77009958	1	Bakke, Allan Paul			Person		http://example.org/1341994#Agent600-24	
Rosson, Philip J.	n86124130	100	Rosson, Philip J	n86124130	n86124130	0.9411764706	Rosson, Philip J			Person		http://example.org/1342180#Agent700-21	
Canada. Dept. of External Affairs	n79081352	91	Canada. Dept. of External Affairs		n79081352		Canada. Dept. of External Affairs	n79081352	0.8421052632	Jurisdiction		http://example.org/1342180#Agent710-22	
Dalhousie University. Centre for International Business Studies	n78058170	100	Dalhousie University. Centre for International Business Studies		n78058170		Dalhousie University. Centre for International Business Studies	n78058170	1	Organization		http://example.org/1342180#Agent710-23	
Herlihy, David	n50029482	100	Herlihy, David	n50029482	n50029482	0.9333333333	Herlihy, David			Person		http://example.org/1342227#Agent100-16	
Brodkey, Harold	n84123703	100	Brodkey, Harold	n84123703	n84123703	1	Brodkey, Harold			Person		http://example.org/1342284#Agent100-12	
Lynch, Beverly P.	n83004945	100	Lynch, Beverly P	n83004945	n83004945	0.9411764706	Lynch, Beverly P			Person		http://example.org/1342682#Agent700-22	
Čanović, Zoran	nr89012955	92	Čanović, Zoran	nr89012955	nr89012955	1	Čanović, Zoran			Person		http://example.org/1342951#Agent100-10	
Petrović, Rastko, 1898-1949	n86063771	98	Petrović, Rastko, 1898-1949	n86063771	n86063771	1	Petrović, Rastko, 1898-1949			Person		http://example.org/1342951#Agent600-20	
Wormith, J. S.	n88622056	100	Wormith, J. S	n88622056	n88622056	0.9285714286	Wormith, J. S			Person		http://example.org/1343658#Agent100-10	
Borzecki, Mark	n89628278	100	Borzecki, Mark	n89628278	n89628278	1	Borzecki, Mark			Person		http://example.org/1343658#Agent700-24	
Canada. Ministry of the Solicitor General	n83132879	100	Canada. Ministry of the Solicitor General				Canada. Ministry of the Solicitor General			Jurisdiction		http://example.org/1343658#Agent710-25	
Canada. Ministry of the Solicitor General. Programs Branch	n89613381	100	Canada. Ministry of the Solicitor General. Programs Branch		n89613381		Canada. Ministry of the Solicitor General. Programs Branch	n89613381	1	Jurisdiction		http://example.org/1343658#Agent710-26	
Moyer, Sharon	n78073422	100	Moyer, Sharon	n78073422	n78073422	1	Moyer, Sharon			Person		http://example.org/1343667#Agent100-10	
Canada	n79007233	100	Canada				Canada			Jurisdiction		http://example.org/1343667#Agent610-19	
Carrington, Peter J.	no00080509	100	Carrington, Peter J	no00080509	no00080509	0.95	Carrington, Peter J			Person		http://example.org/1343667#Agent700-22	
Canada. Ministry of the Solicitor General	n83132879	100	Canada. Ministry of the Solicitor General				Canada. Ministry of the Solicitor General			Jurisdiction		http://example.org/1343667#Agent710-23	
Canada. Ministry of the Solicitor General. Programs Branch	n89613381	100	Canada. Ministry of the Solicitor General. Programs Branch		n89613381		Canada. Ministry of the Solicitor General. Programs Branch	n89613381	1	Jurisdiction		http://example.org/1343667#Agent710-24	
Bautista, Renato G.	n84168368	100	Bautista, Renato G	n84168368	n84168368	0.9473684211	Bautista, Renato G			Person		http://example.org/1344332#Agent700-20	
Wesely, Rolf J.	n86112595	100	Wesely, Rolf J	n86112595	n86112595	0.9333333333	Wesely, Rolf J			Person		http://example.org/1344332#Agent700-21	
Metallurgical Society of AIME. Electrolytic Processes Committee	n83187469	100	Metallurgical Society of AIME. Electrolytic Processes Committee		n83187469		Metallurgical Society of AIME. Electrolytic Processes Committee	n83187469	1	Organization		http://example.org/1344332#Agent710-22	
AIME Meeting. (114th : 1985 : New York, N.Y.)			AIME Meeting. (114th : 1985 : New York, N.Y.)				AIME Meeting. (114th : 1985 : New York, N.Y.)			Meeting		http://example.org/1344332#Agent711-23	
Buckner, Phillip A. (Phillip Alfred), 1942-	n81129114	100	Buckner, Phillip A. (Phillip Alfred), 1942-	n81129114	n81129114	1	Buckner, Phillip A. (Phillip Alfred), 1942-			Person		http://example.org/1344527#Agent100-19	
Georgievski, Hristo, 1943-	n79015145	100	Georgievski, Hristo, 1943-	n79015145	n79015145	1	Georgievski, Hristo, 1943-			Person		http://example.org/1344911#Agent100-11	
Dikshit, K. N.	n85299345	100	Dikshit, K. N				Dikshit, K. N			Person		http://example.org/1345912#Agent700-22	
Indian Archaeological Society	n81071755	100	Indian Archaeological Society		n81071755		Indian Archaeological Society	n81071755	0.9655172414	Organization		http://example.org/1345912#Agent710-23	
Higgins, Mary	n79089864	100	Higgins, Mary				Higgins, Mary			Person		http://example.org/1346340#Agent100-10	
Bradley, Bridget Delia, 1894-1956			Bradley, Bridget Delia, 1894-1956				Bradley, Bridget Delia, 1894-1956			Person		http://example.org/1346340#Agent600-18	
Titanic (Steamship)	n50082026	100	Titanic (Steamship)		n50082026		Titanic (Steamship)	n50082026	1	Organization		http://example.org/1346340#Agent610-19	
Strugat͡skiĭ, Arkadiĭ Natanovich			Strugat͡skiĭ, Arkadiĭ Natanovich				Strugat͡skiĭ, Arkadiĭ Natanovich			Person		http://example.org/1346422#Agent100-9	
Strugat͡skiĭ, Boris Natanovich			Strugat͡skiĭ, Boris Natanovich				Strugat͡skiĭ, Boris Natanovich			Person		http://example.org/1346422#Agent700-17	
National Academy of Early Childhood Programs (U.S.)	n84199456	100	National Academy of Early Childhood Programs (U.S.)		n84199456		National Academy of Early Childhood Programs (U.S.)	n84199456	1	Organization		http://example.org/1347059#Agent710-18	
Kiely, Benedict	n79150453	100	Kiely, Benedict	n79150453	n79150453	1	Kiely, Benedict			Person		http://example.org/1347192#Agent100-12	
Wood, Michael, 1948-	n87115377	100	Wood, Michael, 1948-	n87115377	n87115377	0.8333333333	Wood, Michael, 1948-			Person		http://example.org/1347433#Agent100-20	
World Health Organization. Regional Office for Africa	n50067632	100	World Health Organization. Regional Office for Africa		n50067632		World Health Organization. Regional Office for Africa	n50067632	1	Organization		http://example.org/1348121#Agent710-25	
Study Group on Health-Related Population Issues (1985 : Brazzaville, Congo)	n85156863	100	Study Group on Health-Related Population Issues (1985 : Brazzaville, Congo)		n85156863		Study Group on Health-Related Population Issues (1985 : Brazzaville, Congo)	n85156863	1	Meeting		http://example.org/1348121#Agent711-26	
Commission of the European Communities	n79089981	100	Commission of the European Communities		n79089981		Commission of the European Communities	n79089981	0.9743589744	Organization		http://example.org/1348424#Agent110-11	
Council of the European Communities	n82239575	100	Council of the European Communities				Council of the European Communities			Organization		http://example.org/1348424#Agent710-23	
Commission of the European Communities	n79089981	100	Commission of the European Communities		n79089981		Commission of the European Communities	n79089981	0.9743589744	Organization		http://example.org/1348425#Agent110-11	
Council of the European Communities	n82239575	100	Council of the European Communities				Council of the European Communities			Organization		http://example.org/1348425#Agent710-22	
Commission of the European Communities	n79089981	100	Commission of the European Communities		n79089981		Commission of the European Communities	n79089981	0.9743589744	Organization		http://example.org/1348427#Agent110-11	
Council of the European Communities	n82239575	100	Council of the European Communities				Council of the European Communities			Organization		http://example.org/1348427#Agent710-22	
Commission of the European Communities	n79089981	100	Commission of the European Communities		n79089981		Commission of the European Communities	n79089981	0.9743589744	Organization		http://example.org/1348435#Agent110-11	
Council of the European Communities	n82239575	100	Council of the European Communities				Council of the European Communities			Organization		http://example.org/1348435#Agent710-21	
European Economic Community	n79054869	100	European Economic Community		n79054869		European Economic Community	n79054869	0.9642857143	Organization		http://example.org/1348441#Agent610-19	
Commission of the European Communities	n79089981	100	Commission of the European Communities		n79089981		Commission of the European Communities	n79089981	0.9743589744	Organization		http://example.org/1348441#Agent710-20	
Commission of the European Communities	n79089981	100	Commission of the European Communities		n79089981		Commission of the European Communities	n79089981	0.9743589744	Organization		http://example.org/1348442#Agent110-11	
Fraser, George MacDonald, 1925-2008	n50025462	100	Fraser, George MacDonald, 1925-2008	n50025462	n50025462	0.9714285714	Fraser, George MacDonald, 1925-2008			Person		http://example.org/1348705#Agent100-13	
Schömel, Wolfgang	n85159951	97	Schömel, Wolfgang	n85159951	n85159951	1	Schömel, Wolfgang			Person		http://example.org/1348752#Agent100-12	
Mozzarelli, Cesare	n84126510	100	Mozzarelli, Cesare	n84126510	n84126510	0.9473684211	Mozzarelli, Cesare			Person		http://example.org/1349153#Agent700-24	
Olmi, Giuseppe	n78007200	100	Olmi, Giuseppe	n78007200	n78007200	0.9333333333	Olmi, Giuseppe			Person		http://example.org/1349153#Agent700-25	
Convegno di studi storici (1984 : Trento, Italy)	n86127872	100	Convegno di studi storici (1984 : Trento, Italy)		n86127872		Convegno di studi storici (1984 : Trento, Italy)	n86127872	1	Meeting		http://example.org/1349153#Agent711-26	
Convegno di studi storici	nr90028296	100	Convegno di studi storici				Convegno di studi storici			Meeting		http://example.org/1349153#Agent711-27	
Gourse, Leslie	n83071567	100	Gourse, Leslie	n83071567	n83071567	0.9333333333	Gourse, Leslie			Person		http://example.org/1349670#Agent100-12	
Williams, Joe, 1918-1999	n83051519	100	Williams, Joe, 1918-1999	n83051519	n83051519	1	Williams, Joe, 1918-1999			Person		http://example.org/1349670#Agent600-25	
Compton, Robert R.	n85051159	100	Compton, Robert R	n85051159	n85051159	0.9444444444	Compton, Robert R			Person		http://example.org/1350201#Agent100-13	
Sylvain, Louise, 1951-			Sylvain, Louise, 1951-				Sylvain, Louise, 1951-			Person		http://example.org/1350267#Agent100-12	
Laforce, Louise			Laforce, Louise				Laforce, Louise			Person		http://example.org/1350267#Agent700-26	
Trottier, Claude R. (Claude René), 1941-	nr96039407	99	Trottier, Claude R. (Claude René), 1941-	nr96039407	nr96039407	1	Trottier, Claude R. (Claude René), 1941-			Person		http://example.org/1350267#Agent700-27	
Québec (Province). Conseil de la langue française	n79142489	98	Québec (Province). Conseil de la langue française		n79038722		Québec (Province). Conseil de la langue française	n79038722	0.8571428571	Jurisdiction		http://example.org/1350267#Agent710-28	
Schnitzler, Arthur, 1862-1931	n80032767	100	Schnitzler, Arthur, 1862-1931	n80032767	n80032767	0.9666666667	Schnitzler, Arthur, 1862-1931			Person		http://example.org/1350286#Agent100-9	
Schnitzler, Arthur, 1862-1931	n80032767	100	Schnitzler, Arthur, 1862-1931	n80032767	n80032767	0.9666666667	Schnitzler, Arthur, 1862-1931			Person		http://example.org/1350286#Agent600-19	
Nickl, Therese	n82102495	100	Nickl, Therese				Nickl, Therese			Person		http://example.org/1350286#Agent700-21	
Schnitzler, Heinrich, 1902-	n82102494	100	Schnitzler, Heinrich, 1902-	n82102494	n82102494	1	Schnitzler, Heinrich, 1902-			Person		http://example.org/1350286#Agent700-22	
Britton, Barbara	n98051947	100	Britton, Barbara				Britton, Barbara			Person		http://example.org/1350666#Agent100-12	
Graves, Jonquil	n90688781	96	Grave, Jonquil				Grave, Jonquil			Person		http://example.org/1350666#Agent700-25	
Northwest Territories. Dept. of Renewable Resources	n85062045	94	Northwest Territories. Dept. of Renewable Resources		n85062045		Northwest Territories. Dept. of Renewable Resources	n85062045	0.8928571429	Jurisdiction		http://example.org/1350666#Agent710-26	
Fuld, James J., 1916-2008	n82217193	100	Fuld, James J., 1916-2008	n82217193	n82217193	1	Fuld, James J., 1916-2008			Person		http://example.org/1351133#Agent100-14	
Erickson, Diane	n2002158051	100	Erickson, Diane	n2002158051	n2002158051	1	Erickson, Diane			Person		http://example.org/1351414#Agent100-11	
Veit, Suzanne			Veit, Suzanne				Veit, Suzanne			Person		http://example.org/1351414#Agent700-25	
Northwest Territories. Dept. of Social Services	n90667897	94	Northwest Territories. Dept. of Social Services		n90667897		Northwest Territories. Dept. of Social Services	n90667897	0.8846153846	Jurisdiction		http://example.org/1351414#Agent710-26	
Medzhitova, Ė. D. (Ėlʹmira Dzhevatovna)	n82211490	95	Medzhitova, Ė. D. (Ėlʹmira Dzhevatovna)	n82211490	n82211490	0.9024390244	Medzhitova, Ė. D. (Ėlʹmira Dzhevatovna)			Person		http://example.org/1351947#Agent100-12	
Srebro, Milivoj, 1957-	n86068697	100	Srebro, Milivoj, 1957-	n86068697	n86068697	0.8461538462	Srebro, Milivoj, 1957-			Person		http://example.org/1351953#Agent100-11	
Ćosić, Bora	n84069453	89	Ćosić, Bora	n84069453	n84069453	1	Ćosić, Bora			Person		http://example.org/1351953#Agent600-22	
Kiš, Danilo, 1935-1989	n80102303	97	Kiš, Danilo, 1935-1989	n80102303	n80102303	0.8636363636	Kiš, Danilo, 1935-1989			Person		http://example.org/1351953#Agent600-23	
Kovač, Mirko	n82256293	95	Kovač, Mirko	n82256293	n82256293	0.8461538462	Kovač, Mirko			Person		http://example.org/1351953#Agent600-24	
International Congress on Medicinal Plant Research (32nd : 1984 : Antwerp, Belgium)			International Congress on Medicinal Plant Research (32nd : 1984 : Antwerp, Belgium)				International Congress on Medicinal Plant Research (32nd : 1984 : Antwerp, Belgium)			Meeting		http://example.org/1352079#Agent111-13	
Vlietinck, Arnold J.	n87894802	100	Vlietinck, Arnold J	n87894802	n87894802	0.95	Vlietinck, Arnold J			Person		http://example.org/1352079#Agent700-28	
Dommisse, Roger A.	n87894803	100	Dommisse, Roger A	n87894803	n87894803	0.9444444444	Dommisse, Roger A			Person		http://example.org/1352079#Agent700-29	
International Congress on Medicinal Plant Research	n85140789	100	International Congress on Medicinal Plant Research		n85140789		International Congress on Medicinal Plant Research	n85140789	1	Meeting		http://example.org/1352079#Agent711-30	
International Council for Philosophy and Humanistic Studies	n50056578	100	International Council for Philosophy and Humanistic Studies		n50056578		International Council for Philosophy and Humanistic Studies	n50056578	0.9833333333	Organization		http://example.org/1352685#Agent110-9	
International Council for Philosophy and Humanistic Studies	n50056578	100	International Council for Philosophy and Humanistic Studies		n50056578		International Council for Philosophy and Humanistic Studies	n50056578	0.9833333333	Organization		http://example.org/1352685#Agent610-17	
Unesco	n79054523		Unesco		n79054523		Unesco	n79054523	0.8571428571	Organization		http://example.org/1352685#Agent710-18	
Walser, Robert, 1878-1956	n50024511	100	Walser, Robert, 1878-1956	n50024511	n50024511	1	Walser, Robert, 1878-1956			Person		http://example.org/1352734#Agent100-13	
Harman, Mark	n85007510	100	Harman, Mark	n85007510	n85007510	1	Harman, Mark			Person		http://example.org/1352734#Agent700-25	
Dartmouth College	n79078132	100	Dartmouth College		n79078132		Dartmouth College	n79078132	0.9444444444	Organization		http://example.org/1352734#Agent710-26	
Đoković, Milan, 1908-1993	n94061905	98	Đoković, Milan, 1908-1993	n94061905	n94061905	1	Đoković, Milan, 1908-1993			Person		http://example.org/1352762#Agent100-9	
Teitelbaum, Michael S.	n82132682	100	Teitelbaum, Michael S	n82132682	n82132682	0.9545454545	Teitelbaum, Michael S			Person		http://example.org/1353061#Agent100-13	
Winter, J. M.	n50015351	100	Winter, J. M	n50015351	n50015351	0.8333333333	Winter, J. M			Person		http://example.org/1353061#Agent700-25	
Daniel, Pete	n50037791	100	Daniel, Pete				Daniel, Pete			Person		http://example.org/1353065#Agent100-12	
Dukelow, S. G			Dukelow, S. G				Dukelow, S. G			Person		http://example.org/1353280#Agent100-10	
Canada. Tariff Board	n79135079	100	Canada. Tariff Board		n79135079		Canada. Tariff Board	n79135079	1	Jurisdiction		http://example.org/1353511#Agent710-23	
Stanford Program on International and Cross-Cultural Education	n86873650	100	Stanford Program on International and Cross-Cultural Education		n86873650		Stanford Program on International and Cross-Cultural Education	n86873650	1	Organization		http://example.org/1353540#Agent710-18	
Brillon, Yves	n78030950	100	Brillon, Yves	n78030950	n78030950	1	Brillon, Yves			Person		http://example.org/1353613#Agent100-11	
Adler, Guido, 1855-1941	n81071186	100	Adler, Guido, 1855-1941	n81071186	n81071186	1	Adler, Guido, 1855-1941			Person		http://example.org/1353845#Agent100-11	
Le Magnen, Jacques	n80096758	100	Le Magnen, Jacques	n80096758	n80096758	0.9473684211	Le Magnen, Jacques			Person		http://example.org/1353902#Agent100-17	
Delors, Jacques	n85315383	100	Delors, Jacques	n85315383	n85315383	1	Delors, Jacques			Person		http://example.org/1353990#Agent100-10	
Commission of the European Communities	n79089981	100	Commission of the European Communities		n79089981		Commission of the European Communities	n79089981	0.9743589744	Organization		http://example.org/1353990#Agent610-19	
European Economic Community	n79054869	100	European Economic Community		n79054869		European Economic Community	n79054869	0.9642857143	Organization		http://example.org/1353990#Agent610-20	
European Parliament	n79032985	100	European Parliament		n79032985		European Parliament	n79032985	0.95	Organization		http://example.org/1353990#Agent710-22	
Morrow, Lyn, 1911-			Morrow, Lyn, 1911-				Morrow, Lyn, 1911-			Person		http://example.org/1354532#Agent100-11	
Kerr, K. Austin (Kathel Austin)	n84180270	100	Kerr, K. Austin (Kathel Austin)	n84180270	n84180270	1	Kerr, K. Austin (Kathel Austin)			Person		http://example.org/1354871#Agent100-16	
Anti-saloon League of America	n82081084	100	Anti-saloon League of America		n82081084		Anti-saloon League of America	n82081084	1	Organization		http://example.org/1354871#Agent610-25	
Bergin, Joseph, 1948-	n85022611	100	Bergin, Joseph, 1948-	n85022611	n85022611	0.84	Bergin, Joseph, 1948-			Person		http://example.org/1354896#Agent100-19	
Richelieu, Armand Jean du Plessis, duc de, 1585-1642	n50074523	100	Richelieu, Armand Jean du Plessis, duc de, 1585-1642	n50074523	n50074523	0.9807692308	Richelieu, Armand Jean du Plessis, duc de, 1585-1642			Person		http://example.org/1354896#Agent600-29	
Akenson, Donald H.	n50040848	100	Akenson, Donald H	n50040848	n50040848	0.9444444444	Akenson, Donald H			Person		http://example.org/1355182#Agent100-17	
Nordic Workshop on the Teaching of Science and Technology in an Interdisciplinary Context (1985 : Kollekolle, Denmark)	n85250290	100	Nordic Workshop on the Teaching of Science and Technology in an Interdisciplinary Context (1985 : Kollekolle, Denmark)		n85250290		Nordic Workshop on the Teaching of Science and Technology in an Interdisciplinary Context (1985 : Kollekolle, Denmark)	n85250290	1	Meeting		http://example.org/1355247#Agent111-14	
Thulstrup, Erik Waaben, 1941-	n80017115	100	Thulstrup, Erik Waaben, 1941-	n80017115	n80017115	1	Thulstrup, Erik Waaben, 1941-			Person		http://example.org/1355247#Agent700-26	
Nordic Center of the International Network on Chemical Education	n85250295	100	Nordic Center of the International Network on Chemical Education		n85250295		Nordic Center of the International Network on Chemical Education	n85250295	1	Organization		http://example.org/1355247#Agent710-27	
Denmarks lærerhøjskole. Kemisk institut	n85250294	97	Danmarks lærerhøjskole. Kemisk institut		n85250294		Danmarks lærerhøjskole. Kemisk institut	n85250294	0.9743589744	Organization		http://example.org/1355247#Agent710-28	
Norman Wells Oilfield Expansion and Pipeline Project			Norman Wells Oilfield Expansion and Pipeline Project				Norman Wells Oilfield Expansion and Pipeline Project			Organization		http://example.org/1355410#Agent610-19	
Dene Nation	n84222796	100	Dene Nation		n84222796		Dene Nation	n84222796	1	Organization		http://example.org/1355410#Agent710-26	
Deutsches Architekturmuseum	n82140463	100	Deutsches Architekturmuseum		n82140463		Deutsches Architekturmuseum	n82140463	0.9642857143	Organization		http://example.org/1356485#Agent610-21	
Klotz, Heinrich	n50043435	100	Klotz, Heinrich	n50043435	n50043435	1	Klotz, Heinrich			Person		http://example.org/1356485#Agent700-23	
Jencks, Charles	n79018196	100	Jencks, Charles	n79018196	n79018196	1	Jencks, Charles			Person		http://example.org/1356485#Agent700-24	
Deutsches Architekturmuseum	n82140463	100	Deutsches Architekturmuseum		n82140463		Deutsches Architekturmuseum	n82140463	0.9642857143	Organization		http://example.org/1356485#Agent710-25	
Harzig, Christiane	n86019487	100	Harzig, Christiane	n86019487	n86019487	0.9473684211	Harzig, Christiane			Person		http://example.org/1356493#Agent700-29	
Hoerder, Dirk	n50031274	100	Hoerder, Dirk	n50031274	n50031274	1	Hoerder, Dirk			Person		http://example.org/1356493#Agent700-30	
Labor Migration Project	n86027110	100	Labor Migration Project		n86027110		Labor Migration Project	n86027110	1	Organization		http://example.org/1356493#Agent710-31	
Labor Newspaper Preservation Project	n84036553	100	Labor Newspaper Preservation Project		n84036553		Labor Newspaper Preservation Project	n84036553	0.972972973	Organization		http://example.org/1356493#Agent710-32	
Koen, B. V.	n84108497	100	Koen, B. V	n84108497	n84108497	0.9090909091	Koen, B. V			Person		http://example.org/1356575#Agent100-12	
Neumann-Holzschuh, Ingrid	n85227579	100	Neumann-Holzschuh, Ingrid	n85227579	n85227579	1	Neumann-Holzschuh, Ingrid			Person		http://example.org/1356833#Agent100-13	
Canada. Dept. of Communications	n80044777	91	Canada. Dept. of Communications				Canada. Dept. of Communications			Organization		http://example.org/1357580#Agent710-19	
Riemann, Hugo, 1849-1919	n50045912	100	Riemann, Hugo, 1849-1919	n50045912	n50045912	0.96	Riemann, Hugo, 1849-1919			Person		http://example.org/1358066#Agent100-12	
Alberta. Home Economics Branch	n83233048	100	Alberta. Home Economics Branch		n83233048		Alberta. Home Economics Branch	n83233048	1	Jurisdiction		http://example.org/1358427#Agent710-21	
Myt͡syk, I͡U. A. (I͡Uriĭ Andreevich)	n85365177	98	Myt͡syk, I͡U. A. (I͡Uriĭ Andreevich)	n85365177	n85365177	0.8	Myt͡syk, I͡U. A. (I͡Uriĭ Andreevich)			Person		http://example.org/1358862#Agent100-10	
Dnipropetrovsʹkyĭ derz︠h︡avnyĭ universytet imeni 300-richchi︠a︡ vozz'i︠e︡dnanni︠a︡ Ukraïny z Rosii︠e︡i︠u︡	n81080349	98	Dnipropetrovsʹkyĭ derz͡havnyĭ universytet imeni 300-richchi͡a vozz'i͡ednanni͡a Ukraïny z Rosii͡ei͡u		n81080349		Dnipropetrovsʹkyĭ derz͡havnyĭ universytet imeni 300-richchi͡a vozz'i͡ednanni͡a Ukraïny z Rosii͡ei͡u	n81080349	0.8333333333	Organization		http://example.org/1358862#Agent710-22	
EUCARPIA Meeting of the Cereal Section on Triticale (1984 : Clermont-Ferrand, France)			EUCARPIA Meeting of the Cereal Section on Triticale (1984 : Clermont-Ferrand, France)				EUCARPIA Meeting of the Cereal Section on Triticale (1984 : Clermont-Ferrand, France)			Meeting		http://example.org/1359151#Agent111-10	
Bernard, S.	nr90025697	100	Bernard, S				Bernard, S			Person		http://example.org/1359151#Agent700-22	
Bernard, M. (Michel)			Bernard, M. (Michel)				Bernard, M. (Michel)			Person		http://example.org/1359151#Agent700-23	
Eucarpia	n50079561	100	Eucarpia		n50079561		Eucarpia	n50079561	0.875	Organization		http://example.org/1359151#Agent710-24	
Newton, Isaac, 1642-1727	n79007443	100	Newton, Isaac, 1642-1727	n79007443	n79007443	1	Newton, Isaac, 1642-1727			Person		http://example.org/1359159#Agent600-26	
Westfall, Richard S.	n79123995	100	Westfall, Richard S	n79123995	n79123995	0.95	Westfall, Richard S			Person		http://example.org/1359159#Agent600-27	
Westfall, Richard S.	n79123995	100	Westfall, Richard S	n79123995	n79123995	0.95	Westfall, Richard S			Person		http://example.org/1359159#Agent700-31	
Osler, Margaret J., 1942-2010	n81073260	100	Osler, Margaret J., 1942-2010	n81073260	n81073260	1	Osler, Margaret J., 1942-2010			Person		http://example.org/1359159#Agent700-32	
