Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blank
Buszko, Józef	n83147380	96	Buszko, Józef	n83147380	n83147380	0.8571428571	Buszko, Józef			Person		http://example.org/1038626#Agent100-10	
Szemplińska-Sobolewska, Elżbieta	nr91039456	97	Szemplińska-Sobolewska, Elżbieta				Szemplińska-Sobolewska, Elżbieta			Person		http://example.org/1098375#Agent100-10	
Prychodko, Nicholas, 1904-	n80149356	100	Prychodko, Nicholas, 1904-	n80149356	n80149356	1	Prychodko, Nicholas, 1904-			Person		http://example.org/1034942#Agent100-11	
Cástor, 1950-			Cástor, 1950-				Cástor, 1950-			Person		http://example.org/1065201#Agent700-21	
Rodríguez-Alcalá, Hugo	n80083579	95	Rodríguez-Alcalá, Hugo	n80083579	n80083579	0.9565217391	Rodríguez-Alcalá, Hugo			Person		http://example.org/1005308#Agent100-13	
Kort, Wesley A.	n82037837	100	Kort, Wesley A	n82037837	n82037837	0.9333333333	Kort, Wesley A			Person		http://example.org/104826#Agent100-16	
Abel, Clarke, 1780-1826	nr90028091	100	Abel, Clarke, 1780-1826				Abel, Clarke, 1780-1826			Person		http://example.org/1022275#Agent100-12	
Kotzebue, Moritz von, 1789-1861	nr88007834	100	Kotzebue, Moritz von, 1789-1861	nr88007834	nr88007834	0.9375	Kotzebue, Moritz von, 1789-1861			Person		http://example.org/1026746#Agent100-11	
Heber, Reginald, 1783-1826	n50025660	100	Heber, Reginald, 1783-1826	n50025660	n50025660	1	Heber, Reginald, 1783-1826			Person		http://example.org/10785#Agent100-11	
Stetson, James Burgess, 1832-1912			Stetson, James Burgess, 1832-1912				Stetson, James Burgess, 1832-1912			Person		http://example.org/1055478#Agent100-11	
Dawson, Nicholas, 1819-1903	nb2004023545	100	Dawson, Nicholas, 1819-1903	nb2004023545	nb2004023545	1	Dawson, Nicholas, 1819-1903			Person		http://example.org/1022462#Agent100-12	
Camp, Charles Lewis, 1893-1975	n50031558	100	Camp, Charles Lewis, 1893-1975	n50031558	n50031558	1	Camp, Charles Lewis, 1893-1975			Person		http://example.org/1022462#Agent700-27	
Parker, Arvilla	n85050361	100	Parker, Arvilla	n85050361	n85050361	1	Parker, Arvilla			Person		http://example.org/1022462#Agent700-28	
Bailey, Alfred M. (Alfred Marshall), 1894-1978	n90706087	100	Bailey, Alfred M. (Alfred Marshall), 1894-1978	n90706087	n90706087	1	Bailey, Alfred M. (Alfred Marshall), 1894-1978			Person		http://example.org/1070276#Agent100-10	
Wright, Robert R.	n50015836	100	Wright, Robert R				Wright, Robert R			Person		http://example.org/1070276#Agent700-21	
Murphy, Jack A.	n90000280	100	Murphy, Jack A	n90000280	n90000280	0.9333333333	Murphy, Jack A			Person		http://example.org/1070276#Agent700-22	
Tulišen, 1667-1741	n85268211	97	Tulišen, 1667-1741	n85268211	n85268211	0.8947368421	Tulišen, 1667-1741			Person		http://example.org/100410#Agent100-13	
Reeve, James, active 1853-1858			Reeve, James, active 1853-1858				Reeve, James, active 1853-1858			Person		http://example.org/1023605#Agent100-10	
Mazeppa (Ship)			Mazeppa (Ship)				Mazeppa (Ship)			Organization		http://example.org/1023605#Agent610-18	
Hägg, Tomas	n81015281	95	Hägg, Tomas				Hägg, Tomas			Person		http://example.org/1090376#Agent100-14	
Chariton	nr91019849	100	Chariton	nr91019849	nr91019849	1	Chariton			Person		http://example.org/1090376#Agent600-24	
Xenophon, of Ephesus	n80051712	100	Xenophon, of Ephesus	n80051712	n80051712	1	Xenophon, of Ephesus			Person		http://example.org/1090376#Agent600-25	
Achilles Tatius	n80009786	100	Achilles Tatius	n80009786	n80009786	1	Achilles Tatius			Person		http://example.org/1090376#Agent600-26	
Angioletti, Giovanni Battista, 1896-1961	nb90576399	100	Angioletti, Giovanni Battista, 1896-1961				Angioletti, Giovanni Battista, 1896-1961			Person		http://example.org/1062945#Agent100-12	
Antonini, Giacomo, 1901-			Antonini, Giacomo, 1901-				Antonini, Giacomo, 1901-			Person		http://example.org/1062945#Agent700-23	
Dickinson, A. Bray			Dickinson, A. Bray				Dickinson, A. Bray			Person		http://example.org/1006192#Agent100-11	
North Pacific Coast Railroad Company	n81149347	82	North Pacific Coast Railroad Company				North Pacific Coast Railroad Company			Organization		http://example.org/1006192#Agent610-21	
Graves, Roy, 1889-			Graves, Roy, 1889-				Graves, Roy, 1889-			Person		http://example.org/1006192#Agent700-22	
Grieveson, Brian John	n78038454	86	Grieveson, Brian John				Grieveson, Brian John			Person		http://example.org/1022396#Agent100-9	
Abaev, V. I	n2009077429	89	Abaev, V. I				Abaev, V. I			Person		http://example.org/1098261#Agent700-21	
Sakʻartʻvelos SSR mecʻnierebatʻa akademia. I͡Ugo-Osetinskiĭ nauchno-issledovatelʹskiĭ institut, Stalinar			Sakʻartʻvelos SSR mecʻnierebatʻa akademia. I͡Ugo-Osetinskiĭ nauchno-issledovatelʹskiĭ institut, Stalinar				Sakʻartʻvelos SSR mecʻnierebatʻa akademia. I͡Ugo-Osetinskiĭ nauchno-issledovatelʹskiĭ institut, Stalinar			Organization		http://example.org/1098261#Agent710-22	
Lipkin, Semen Izrailevich			Lipkin, Semen Izrailevich				Lipkin, Semen Izrailevich			Person		http://example.org/1099033#Agent700-19	
Ibsen, Henrik, 1828-1906	n79070050	100	Ibsen, Henrik, 1828-1906	n79070050	n79070050	0.96	Ibsen, Henrik, 1828-1906			Person		http://example.org/1013793#Agent100-10	
Konrad, Mykola			Konrad, Mykola				Konrad, Mykola			Person		http://example.org/1045099#Agent100-9	
Isaïv, Petro	n85365930	95	Isaïv, Petro	n85365930	n85365930	1	Isaïv, Petro			Person		http://example.org/1045099#Agent700-22	
Bagaleĭ, Dmitriĭ Ivanovich, 1857-1932	n81058481	97	Bagaleĭ, Dmitriĭ Ivanovich, 1857-1932	n81058481	n81058481	0.8974358974	Bagaleĭ, Dmitriĭ Ivanovich, 1857-1932			Person		http://example.org/1005500#Agent100-11	
Vseukraïnsʹka akademii︠a︡ nauk	n83006161	98	Vseukraïnsʹka akademii͡a nauk				Vseukraïnsʹka akademii͡a nauk			Organization		http://example.org/1005500#Agent710-23	
Doroshenko, Dmytro, 1882-1951	n50077561	100	Doroshenko, Dmytro, 1882-1951	n50077561	n50077561	1	Doroshenko, Dmytro, 1882-1951			Person		http://example.org/1079974#Agent100-11	
Pershin, Pavel Nikolaevich			Pershin, Pavel Nikolaevich				Pershin, Pavel Nikolaevich			Person		http://example.org/1054758#Agent100-11	
Mat͡senko, Pavlo	n81089249	100	Mat͡senko, Pavlo	n81089249	n81089249	0.8823529412	Mat͡senko, Pavlo			Person		http://example.org/1074969#Agent100-11	
Instytut istoriï partiï (Ukraine)	n81080530	97	Instytut istoriï partiï (Ukraine)		n81080530		Instytut istoriï partiï (Ukraine)	n81080530	1	Organization		http://example.org/1048950#Agent110-10	
Komunistychna partii︠a︡ Ukraïny	n83011676	98	Komunistychna partii͡a Ukraïny				Komunistychna partii͡a Ukraïny			Organization		http://example.org/1048950#Agent610-19	
Nazarenko, I. D. (Ivan Dmytrovych)	n87866799	100	Nazarenko, I. D. (Ivan Dmytrovych)	n87866799	n87866799	1	Nazarenko, I. D. (Ivan Dmytrovych)			Person		http://example.org/1048950#Agent700-20	
Skli︠a︡renko, E. M. (Evgeniĭ Mikhaĭlovich)	n87940968	97	Skli͡arenko, E. M. (Evgeniĭ Mikhaĭlovich)	n87940968	n87940968	0.8636363636	Skli͡arenko, E. M. (Evgeniĭ Mikhaĭlovich)			Person		http://example.org/1045087#Agent100-11	
Komunistychna partii︠a︡ Ukraïny	n83011676	98	Komunistychna partii͡a Ukraïny				Komunistychna partii͡a Ukraïny			Organization		http://example.org/1049881#Agent610-19	
Shvydak, O. M			Shvydak, O. M				Shvydak, O. M			Person		http://example.org/1049881#Agent700-21	
Haĭdaĭ, I. S			Haĭdaĭ, I. S				Haĭdaĭ, I. S			Person		http://example.org/1049881#Agent700-22	
Di͡adychenko, Vadym Arkhypovych			Di͡adychenko, Vadym Arkhypovych				Di͡adychenko, Vadym Arkhypovych			Person		http://example.org/1028355#Agent100-11	
Trofimovich, K. K. (Konstantin Konstantinovich)	n83000537	100	Trofimovich, K. K. (Konstantin Konstantinovich)	n83000537	n83000537	1	Trofimovich, K. K. (Konstantin Konstantinovich)			Person		http://example.org/1096262#Agent100-11	
Motornyĭ, V. A.	n83000538	96	Motornyĭ, V. A	n83000538	n83000538	0.9333333333	Motornyĭ, V. A			Person		http://example.org/1096262#Agent700-22	
Hrytsenko, Mykhaĭlo Semenovych			Hrytsenko, Mykhaĭlo Semenovych				Hrytsenko, Mykhaĭlo Semenovych			Person		http://example.org/1059015#Agent100-11	
Voloshchenko, Aza Kyrylivna			Voloshchenko, Aza Kyrylivna				Voloshchenko, Aza Kyrylivna			Person		http://example.org/1063862#Agent100-12	
Zapasko, I͡Akym Prokhorovych	n82103029	91	Zapasko, I͡Akym Prokhorovych				Zapasko, I͡Akym Prokhorovych			Person		http://example.org/1087487#Agent700-21	
Lʹvivsʹkyĭ derz︠h︡avnyĭ instytut prykladnoho ta dekoratyvnhoho mystet︠s︡tva	no94013986	99	Lʹvivsʹkyĭ derz͡havnyĭ instytut prykladnoho ta dekoratyvnhoho mystetstva		no94013986		Lʹvivsʹkyĭ derz͡havnyĭ instytut prykladnoho ta dekoratyvnhoho mystetstva	no94013986	0.8961038961	Organization		http://example.org/1087487#Agent710-22	
Zabolotnyĭ, V. I.	n85192593	96	Zabolotnyĭ, V. I	n85192593	n85192593	0.8333333333	Zabolotnyĭ, V. I			Person		http://example.org/1079319#Agent700-21	
Arkhimovych, L.	n82151112	100	Arkhimovych, L	n82151112	n82151112	0.9333333333	Arkhimovych, L			Person		http://example.org/1083876#Agent100-9	
Dovz︠h︡enko, V. D.	n93052929	100	Dovz͡henko, V. D	n93052929	n93052929	0.8333333333	Dovz͡henko, V. D			Person		http://example.org/1082369#Agent100-11	
Żabicki, Zbigniew	no93032589	97	Żabicki, Zbigniew	no93032589	no93032589	1	Żabicki, Zbigniew			Person		http://example.org/1096512#Agent100-10	
Narzymski, Józef, 1839-1872			Narzymski, Józef, 1839-1872				Narzymski, Józef, 1839-1872			Person		http://example.org/1096512#Agent600-19	
United States. National Aeronautics and Space Administration. Scientific and Technical Information Office	n78091121	100	United States. National Aeronautics and Space Administration. Scientific and Technical Information Office		n78091122		United States. National Aeronautics and Space Administration. Scientific and Technical Information Office	n78091122	0.9523809524	Jurisdiction		http://example.org/101703#Agent110-10	
United States. National Aeronautics and Space Administration. Scientific and Technical Information Division	n78091123	100	United States. National Aeronautics and Space Administration. Scientific and Technical Information Division		n78091123		United States. National Aeronautics and Space Administration. Scientific and Technical Information Division	n78091123	1	Jurisdiction		http://example.org/101703#Agent710-23	
Mayakovsky, Vladimir, 1893-1930	n79021383	100	Mayakovsky, Vladimir, 1893-1930	n79021383	n79021383	1	Mayakovsky, Vladimir, 1893-1930			Person		http://example.org/1063207#Agent100-9	
Broner, D. L			Broner, D. L				Broner, D. L			Person		http://example.org/1000957#Agent700-21	
Valenteĭ, D. I			Valenteĭ, D. I				Valenteĭ, D. I			Person		http://example.org/1001718#Agent700-23	
Severo-Vostochnyĭ kompleksnyĭ nauchno-issledovatelʹskiĭ institut (Akademii︠a︡ nauk SSSR)	n80128356	98	Severo-Vostochnyĭ kompleksnyĭ nauchno-issledovatelʹskiĭ institut (Akademii͡a nauk SSSR)		n80128356		Severo-Vostochnyĭ kompleksnyĭ nauchno-issledovatelʹskiĭ institut (Akademii͡a nauk SSSR)	n80128356	0.9772727273	Organization		http://example.org/1001718#Agent710-24	
Pekelis, Viktor Davidovich	n80123020	100	Pekelis, Viktor Davidovich	n80123020	n80123020	1	Pekelis, Viktor Davidovich			Person		http://example.org/10420#Agent700-19	
Bugaev, E.	n87880362	100	Bugaev, E	n87880362	n87880362	0.9	Bugaev, E			Person		http://example.org/1049650#Agent100-11	
Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza	n50079095	95	Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza		n80126146		Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza	n80126146	0.88	Organization		http://example.org/1049650#Agent610-20	
Klaus, A. (Aleksandr Avgustovich), 1829-1887	no2011016199	100	Klaus, A. (Aleksandr Avgustovich), 1829-1887	no2011016199	no2011016199	1	Klaus, A. (Aleksandr Avgustovich), 1829-1887			Person		http://example.org/1009427#Agent100-12	
Lazurko, Roman			Lazurko, Roman				Lazurko, Roman			Person		http://example.org/1035175#Agent100-11	
Kakovsʹkyĭ, K. H.	n86132088	96	Kakovsʹkyĭ, K. H	n86132088	n86132088	0.8333333333	Kakovsʹkyĭ, K. H			Person		http://example.org/1000218#Agent100-10	
Soviet Union. Verkhovnyĭ Sovet	n50061727	98	Soviet Union. Verkhovnyĭ Sovet		n50061727		Soviet Union. Verkhovnyĭ Sovet	n50061727	1	Jurisdiction		http://example.org/1049549#Agent610-17	
Vasilʹev, V. I. (Vsevolod Ivanovich)	n84105897	100	Vasilʹev, V. I. (Vsevolod Ivanovich)	n84105897	n84105897	1	Vasilʹev, V. I. (Vsevolod Ivanovich)			Person		http://example.org/1049549#Agent700-18	
Kalinychev, F. I. (Fedor Ivanovich)	nr94009181	100	Kalinychev, F. I. (Fedor Ivanovich)	nr94009181	nr94009181	1	Kalinychev, F. I. (Fedor Ivanovich)			Person		http://example.org/1049549#Agent700-19	
Beli͡avskiĭ, Mikhail Timofeevich	n80138828	92	Beli͡avskiĭ, Mikhail Timofeevich				Beli͡avskiĭ, Mikhail Timofeevich			Person		http://example.org/1081799#Agent100-10	
Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova	n80126209	98	Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova		n80126209		Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova	n80126209	1	Organization		http://example.org/1081799#Agent610-19	
Sorokin, Viktor Vasilʹevich	n81055024	100	Sorokin, Viktor Vasilʹevich	n81055024	n81055024	1	Sorokin, Viktor Vasilʹevich			Person		http://example.org/1081799#Agent700-20	
Danilevich, L. (Lev), 1912-1980	n81072339	100	Danilevich, L. (Lev), 1912-1980	n81072339	n81072339	1	Danilevich, L. (Lev), 1912-1980			Person		http://example.org/1074492#Agent100-10	
Shostakovich, Dmitriĭ Dmitrievich, 1906-1975	n79140959	89	Shostakovich, Dmitriĭ Dmitrievich, 1906-1975	n79140959	n79140959	0.9777777778	Shostakovich, Dmitriĭ Dmitrievich, 1906-1975			Person		http://example.org/1074492#Agent600-19	
Pruszyński, Ksawery, 1907-1950	n85824084	98	Pruszyński, Ksawery, 1907-1950	n85824084	n85824084	1	Pruszyński, Ksawery, 1907-1950			Person		http://example.org/1097750#Agent100-10	
Vsesoi︠u︡znyĭ leninskiĭ kommunisticheskiĭ soi︠u︡z molodezhi	n82052322	97	Vsesoi͡uznyĭ leninskiĭ kommunisticheskiĭ soi͡uz molodezhi		n82052322		Vsesoi͡uznyĭ leninskiĭ kommunisticheskiĭ soi͡uz molodezhi	n82052322	0.9322033898	Organization		http://example.org/1031194#Agent610-18	
Trushchenko, N. V. (Nikolaĭ Vladimirovich)	n85178731	99	Trushchenko, N. V. (Nikolaĭ Vladimirovich)	n85178731	n85178731	0.9534883721	Trushchenko, N. V. (Nikolaĭ Vladimirovich)			Person		http://example.org/1031194#Agent700-19	
Myshenkov, B. I			Myshenkov, B. I				Myshenkov, B. I			Person		http://example.org/1031194#Agent700-20	
Sedykh, Voleslav Nikolaevich	n82056976	86	Sedykh, Voleslav Nikolaevich				Sedykh, Voleslav Nikolaevich			Person		http://example.org/1037323#Agent100-10	
Cachin, Marcel, 1869-1958	n86002879	100	Cachin, Marcel, 1869-1958	n86002879	n86002879	1	Cachin, Marcel, 1869-1958			Person		http://example.org/1037323#Agent600-19	
Thorez, Maurice, 1900-1964	n82093910	100	Thorez, Maurice, 1900-1964	n82093910	n82093910	0.962962963	Thorez, Maurice, 1900-1964			Person		http://example.org/1037323#Agent600-20	
Rochet, Waldeck	n86838143	100	Rochet, Waldeck	n86838143	n86838143	1	Rochet, Waldeck			Person		http://example.org/1037323#Agent600-21	
Smits, Edward J.	n88605972	100	Smits, Edward J	n88605972	n88605972	0.9375	Smits, Edward J			Person		http://example.org/1075515#Agent100-13	
Gay, Roger Crowell			Gay, Roger Crowell				Gay, Roger Crowell			Person		http://example.org/1072165#Agent100-10	
Nasson College, Springvale, Me			Nasson College, Springvale, Me				Nasson College, Springvale, Me			Organization		http://example.org/1072165#Agent610-18	
National Association of Secondary School Principals (U.S.)	n82077019	100	National Association of Secondary School Principals (U.S.)		n82077019		National Association of Secondary School Principals (U.S.)	n82077019	1	Organization		http://example.org/1066919#Agent110-12	
National School Public Relations Association	n79107713	100	National School Public Relations Association		n79107713		National School Public Relations Association	n79107713	1	Organization		http://example.org/1066919#Agent710-24	
Buz︠h︡enko, Volodar	no98107810	100	Buz͡henko, Volodar	no98107810	no98107810	0.8947368421	Buz͡henko, Volodar			Person		http://example.org/1096007#Agent100-10	
Vladimirov, Vladislav Vasilʹevich	n81117058	100	Vladimirov, Vladislav Vasilʹevich	n81117058	n81117058	1	Vladimirov, Vladislav Vasilʹevich			Person		http://example.org/10305#Agent100-10	
Řezáč, Václav pseud			Řezáč, Václav pseud				Řezáč, Václav pseud			Person		http://example.org/1095786#Agent100-10	
Pinegin, Boris Mikhaĭlovich			Pinegin, Boris Mikhaĭlovich				Pinegin, Boris Mikhaĭlovich			Person		http://example.org/1009070#Agent100-10	
United Nations Conference on Trade and Development	n79032201	100	United Nations Conference on Trade and Development		n79032201		United Nations Conference on Trade and Development	n79032201	1	Organization		http://example.org/1009070#Agent610-19	
Tys, I͡Uriĭ	n82043593	94	Tys, I͡Uriĭ				Tys, I͡Uriĭ			Person		http://example.org/1096009#Agent100-10	
Vovchok, Marko, 1834-1907	n81139469	100	Vovchok, Marko, 1834-1907	n81139469	n81139469	1	Vovchok, Marko, 1834-1907			Person		http://example.org/1096009#Agent600-19	
Reczek, Stefan	nr90024036	100	Reczek, Stefan				Reczek, Stefan			Person		http://example.org/1050070#Agent100-9	
Włodek, Adam, 1922-	n80144287	100	Włodek, Adam, 1922-	n80144287	n80144287	1	Włodek, Adam, 1922-			Person		http://example.org/1098422#Agent100-11	
Davies, Oliver	no2003037376	84	Davies, Oliver				Davies, Oliver			Person		http://example.org/1065269#Agent100-10	
Geffcken, Johannes, 1861-1935	nr97005684	100	Geffcken, Johannes, 1861-1935	nr97005684	nr97005684	1	Geffcken, Johannes, 1861-1935			Person		http://example.org/1094588#Agent600-17	
Emmanuel, Dany-El			Emmanuel, Dany-El				Emmanuel, Dany-El			Person		http://example.org/1053412#Agent100-9	
Dick, Rudolph C			Dick, Rudolph C				Dick, Rudolph C			Person		http://example.org/1005745#Agent100-10	
Griffin, Nathaniel, 1796-1876			Griffin, Nathaniel, 1796-1876				Griffin, Nathaniel, 1796-1876			Person		http://example.org/1005745#Agent600-18	
Naumkeag Steam Cotton Company, Salem, Mass	n91022837	84	Naumkeag Steam Cotton Company, Salem, Mass				Naumkeag Steam Cotton Company, Salem, Mass			Organization		http://example.org/1005745#Agent610-19	
Hawthorne, Nathaniel, 1804-1864	n79007728	100	Hawthorne, Nathaniel, 1804-1864	n79007728	n79007728	0.96875	Hawthorne, Nathaniel, 1804-1864			Person		http://example.org/1001054#Agent100-16	
McIntosh, James, 1934-	n85203659	100	McIntosh, James, 1934-				McIntosh, James, 1934-			Person		http://example.org/1001054#Agent700-27	
Borden, Neil H. (Neil Hopper), 1895-1980	n2008034781	100	Borden, Neil H. (Neil Hopper), 1895-1980	n2008034781	n2008034781	1	Borden, Neil H. (Neil Hopper), 1895-1980			Person		http://example.org/1015382#Agent100-10	
Taylor, Malcolm Dean, 1894-			Taylor, Malcolm Dean, 1894-				Taylor, Malcolm Dean, 1894-			Person		http://example.org/1015382#Agent700-20	
Howde, Howard Thorne, 1899-			Howde, Howard Thorne, 1899-				Howde, Howard Thorne, 1899-			Person		http://example.org/1015382#Agent700-21	
National Aeronautical Collection			National Aeronautical Collection				National Aeronautical Collection			Organization		http://example.org/1068399#Agent710-20	
Panel on National and International Radiation Dose Intercomparisons, Vienna, 1971			Panel on National and International Radiation Dose Intercomparisons, Vienna, 1971				Panel on National and International Radiation Dose Intercomparisons, Vienna, 1971			Meeting		http://example.org/1066468#Agent111-11	
International Atomic Energy Agency	n79053681	100	International Atomic Energy Agency		n79053681		International Atomic Energy Agency	n79053681	0.9714285714	Organization		http://example.org/1066468#Agent710-24	
World Health Organization	n79059041	100	World Health Organization		n79059041		World Health Organization	n79059041	0.9615384615	Organization		http://example.org/1066468#Agent710-25	
Grice, James Watson			Grice, James Watson				Grice, James Watson			Person		http://example.org/1022330#Agent100-10	
Navarro, Vicente	n79055044	100	Navarro, Vicente	n79055044	n79055044	1	Navarro, Vicente			Person		http://example.org/1058353#Agent100-10	
Shaw, Martin, 1875-1958	n86143602	100	Shaw, Martin, 1875-1958	n86143602	n86143602	1	Shaw, Martin, 1875-1958			Person		http://example.org/1046194#Agent100-10	
Cartledge, T. M.	n83040083	100	Cartledge, T. M	n83040083	n83040083	0.9375	Cartledge, T. M			Person		http://example.org/1046194#Agent700-19	
Coleman, Henry, 1888-1965	n88037545	100	Coleman, Henry, 1888-1965	n88037545	n88037545	1	Coleman, Henry, 1888-1965			Person		http://example.org/1046194#Agent700-20	
RECON Working Task Force	n86814560	100	RECON Working Task Force		n86814560		RECON Working Task Force	n86814560	0.96	Organization		http://example.org/1009550#Agent110-12	
Avram, Henriette D.	n50029954	100	Avram, Henriette D	n50029954	n50029954	0.9473684211	Avram, Henriette D			Person		http://example.org/1009550#Agent700-21	
Rather, John Carson, 1920-	n80084475	100	Rather, John Carson, 1920- 	n80084475	n80084475	0.8666666667	Rather, John Carson, 1920- 			Person		http://example.org/1009550#Agent700-22	
National Education Association of the United States. Department of Elementary School Principals	n79110320	97	National Education Association of the United States. Dept. of Elementary School Principals		n79110320		National Education Association of the United States. Dept. of Elementary School Principals	n79110320	0.9270833333	Organization		http://example.org/1068371#Agent110-11	
Marple, Raymond Parker, 1899- 	no2005092181	84	Marple, Raymond Parker, 1899- 				Marple, Raymond Parker, 1899- 			Person		http://example.org/1016064#Agent100-10	
National Association of Accounts			National Association of Accounts				National Association of Accounts			Organization		http://example.org/1016064#Agent710-19	
International Union of Local Authorities	n80032673	100	International Union of Local Authorities		n80032673		International Union of Local Authorities	n80032673	0.9756097561	Organization		http://example.org/1051461#Agent110-10	
Bank al-Ahlī al-Miṣrī	n82150371	92	Bank al-Ahlī al-Miṣrī		n82150371		Bank al-Ahlī al-Miṣrī	n82150371	1	Organization		http://example.org/1018513#Agent110-10	
First National City Bank of New York	n80030672	100	First National City Bank of New York				First National City Bank of New York			Organization		http://example.org/1018293#Agent110-10	
Hättich, Manfred	n84091792	97	Hättich, Manfred	n84091792	n84091792	1	Hättich, Manfred			Person		http://example.org/1041649#Agent100-10	
Schuler, Manfred	n91077726	100	Schuler, Manfred	n91077726	n91077726	0.9375	Schuler, Manfred			Person		http://example.org/1020575#Agent700-22	
Davies, Ernest	n88125448	100	Davies, Ernest	n88125448	n88125448	1	Davies, Ernest			Person		http://example.org/1050749#Agent100-13	
Tomašić, Dinko Antun, 1902-			Tomašić, Dinko Antun, 1902-				Tomašić, Dinko Antun, 1902-			Person		http://example.org/1037482#Agent100-11	
National Conference on Nurses for Community Service, Ottawa, 1973			National Conference on Nurses for Community Service, Ottawa, 1973				National Conference on Nurses for Community Service, Ottawa, 1973			Meeting		http://example.org/1034721#Agent111-9	
Milburn, G. (Geoffrey), 1932-	n86827035	100	Milburn, G. (Geoffrey), 1932-	n86827035	n86827035	1	Milburn, G. (Geoffrey), 1932-			Person		http://example.org/1063464#Agent100-14	
Herbert, John David	nb2003076765	86	Herbert, John David				Herbert, John David			Person		http://example.org/1063464#Agent700-24	
Sulzbach, Walter, 1889-1969	no2008024920	100	Sulzbach, Walter, 1889-1969	no2008024920	no2008024920	1	Sulzbach, Walter, 1889-1969			Person		http://example.org/1041903#Agent100-10	
American Council on Public Affairs	n78083436	100	American Council on Public Affairs		n78083436		American Council on Public Affairs	n78083436	1	Organization		http://example.org/1041903#Agent710-19	
Ashford, Douglas Elliott	n80008280	100	Ashford, Douglas Elliott	n80008280	n80008280	1	Ashford, Douglas Elliott			Person		http://example.org/1052413#Agent100-11	
Ponsioen, J. A. (Johannes Antonius), 1911-	no97000459	100	Ponsioen, J. A. (Johannes Antonius), 1911-	no97000459	no97000459	1	Ponsioen, J. A. (Johannes Antonius), 1911-			Person		http://example.org/1028484#Agent100-14	
Neff, Kenneth L. (Kenneth Lee), 1928-	n88640426	100	Neff, Kenneth L. (Kenneth Lee), 1928-	n88640426	n88640426	1	Neff, Kenneth L. (Kenneth Lee), 1928-			Person		http://example.org/1071032#Agent100-11	
Library of Congress. Hispanic Foundation	n82132730	100	Library of Congress. Hispanic Foundation		n82132730		Library of Congress. Hispanic Foundation	n82132730	1	Organization		http://example.org/1048682#Agent110-11	
Martin, Alfred	n94054787	100	Martin, Alfred				Martin, Alfred			Person		http://example.org/1009540#Agent100-9	
Schulte, Karl Anton			Schulte, Karl Anton				Schulte, Karl Anton			Person		http://example.org/1048700#Agent100-10	
Deutsche Zentrumspartei	n50005220	100	Deutsche Zentrumspartei		n50005220		Deutsche Zentrumspartei	n50005220	0.9583333333	Organization		http://example.org/1048700#Agent610-18	
Higgs, Henry, 1864-1940	n85258647	100	Higgs, Henry, 1864-1940	n85258647	n85258647	0.9583333333	Higgs, Henry, 1864-1940			Person		http://example.org/1044426#Agent100-10	
Newmarch lectures, 1916			Newmarch lectures, 1916				Newmarch lectures, 1916			Organization		http://example.org/1044426#Agent710-20	
American Association of School Administrators	n80061204	100	American Association of School Administrators		n80061204		American Association of School Administrators	n80061204	0.9333333333	Organization		http://example.org/1068468#Agent110-10	
National Education Association of the United States	n79053188	100	National Education Association of the United States				National Education Association of the United States			Organization		http://example.org/1068468#Agent710-19	
Davies, Ernest	n88125448	100	Davies, Ernest	n88125448	n88125448	1	Davies, Ernest			Person		http://example.org/1066274#Agent100-12	
Buckingham, James Silk, 1786-1855	n50056195	100	Buckingham, James Silk, 1786-1855	n50056195	n50056195	1	Buckingham, James Silk, 1786-1855			Person		http://example.org/1027819#Agent100-12	
Walker, John, 1906-1995	n82089438	100	Walker, John, 1906-1995	n82089438	n82089438	1	Walker, John, 1906-1995			Person		http://example.org/1077453#Agent100-14	
National Gallery of Art (U.S.)	n79054426	100	National Gallery of Art (U.S.)		n79054426		National Gallery of Art (U.S.)	n79054426	1	Organization		http://example.org/1077453#Agent610-22	
National Gallery of Ireland	n50027610	100	National Gallery of Ireland		n50027610		National Gallery of Ireland	n50027610	0.962962963	Organization		http://example.org/1077509#Agent110-12	
White, James, 1913-2003	n50020222	100	White, James, 1913-2003	n50020222	n50020222	1	White, James, 1913-2003			Person		http://example.org/1077509#Agent700-20	
Schlater, Jean Davis	no2016163020	100	Schlater, Jean Davis	no2016163020	no2016163020	1	Schlater, Jean Davis			Person		http://example.org/1028841#Agent700-19	
Association of Administrators of Home Economics	n86809070	100	Association of Administrators of Home Economics		n86809070		Association of Administrators of Home Economics	n86809070	1	Organization		http://example.org/1028841#Agent710-20	
Miller, James Collins, 1880-1940			Miller, James Collins, 1880-1940				Miller, James Collins, 1880-1940			Person		http://example.org/1069482#Agent100-12	
Magruder, Frank Abbott, 1882-1949	n90606385	100	Magruder, Frank Abbott, 1882-1949	n90606385	n90606385	1	Magruder, Frank Abbott, 1882-1949			Person		http://example.org/1043533#Agent100-11	
