Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blank
Holst, Imogen, 1907-1984	n50032601	100	Holst, Imogen, 1907-1984	n50032601	n50032601	1	Holst, Imogen, 1907-1984			Person		http://example.org/1082151#Agent100-11	
Bach, Johann Sebastian, 1685-1750	n79021425	100	Bach, Johann Sebastian, 1685-1750	n79021425	n79021425	0.9705882353	Bach, Johann Sebastian, 1685-1750			Person		http://example.org/1082151#Agent600-19	
Berrington, Hugh	n84174750	100	Berrington, Hugh	n84174750	n84174750	1	Berrington, Hugh			Person		http://example.org/1022602#Agent100-13	
Great Britain. Parliament. House of Commons	n79113783	100	Great Britain. Parliament. House of Commons		n79113783		Great Britain. Parliament. House of Commons	n79113783	1	Jurisdiction		http://example.org/1022602#Agent610-21	
Conservative Party (Great Britain)	n82011080	100	Conservative Party (Great Britain)		n82011080		Conservative Party (Great Britain)	n82011080	1	Organization		http://example.org/1022602#Agent610-22	
Labour Party (Great Britain)	n79018534	100	Labour Party (Great Britain)		n79018534		Labour Party (Great Britain)	n79018534	1	Organization		http://example.org/1022602#Agent610-23	
Finer, S. E. (Samuel Edward), 1915-	n79133780	100	Finer, S. E. (Samuel Edward), 1915-	n79133780	n79133780	1	Finer, S. E. (Samuel Edward), 1915-			Person		http://example.org/1047459#Agent100-11	
Great Britain. Parliament. House of Commons	n79113783	100	Great Britain. Parliament. House of Commons		n79113783		Great Britain. Parliament. House of Commons	n79113783	1	Jurisdiction		http://example.org/1047459#Agent610-19	
Conservative Party (Great Britain)	n82011080	100	Conservative Party (Great Britain)		n82011080		Conservative Party (Great Britain)	n82011080	1	Organization		http://example.org/1047459#Agent610-20	
Labour Party (Great Britain)	n79018534	100	Labour Party (Great Britain)		n79018534		Labour Party (Great Britain)	n79018534	1	Organization		http://example.org/1047459#Agent610-21	
Pan American Conference on Health Manpower Planning. 1st, Ottawa, 1973			Pan American Conference on Health Manpower Planning. 1st, Ottawa, 1973				Pan American Conference on Health Manpower Planning. 1st, Ottawa, 1973			Meeting		http://example.org/1047791#Agent111-9	
Pan American Health Organization	n80113674	100	Pan American Health Organization		n80113674		Pan American Health Organization	n80113674	0.96875	Organization		http://example.org/1047791#Agent710-19	
American Council on Education. Subcommittee to Correlate Basic Data for a National Scholarship Policy			American Council on Education. Subcommittee to Correlate Basic Data for a National Scholarship Policy				American Council on Education. Subcommittee to Correlate Basic Data for a National Scholarship Policy			Organization		http://example.org/1066015#Agent110-11	
West, Elmer D			West, Elmer D				West, Elmer D			Person		http://example.org/1066015#Agent700-20	
Cowan, Gregory	n79078631	100	Cowan, Gregory	n79078631	n79078631	0.9333333333	Cowan, Gregory			Person		http://example.org/1094202#Agent100-10	
McPherson, Elisabeth	n79078632	100	McPherson, Elisabeth	n79078632	n79078632	1	McPherson, Elisabeth			Person		http://example.org/1094202#Agent700-19	
National Forestry Conference, Montebello, Que., 1966			National Forestry Conference, Montebello, Que., 1966				National Forestry Conference, Montebello, Que., 1966			Meeting		http://example.org/1030727#Agent111-10	
White House Conference on Education, Washington D.C., 1965			White House Conference on Education, Washington D.C., 1965				White House Conference on Education, Washington D.C., 1965			Meeting		http://example.org/1056851#Agent111-9	
Marple, Hugo D. (Hugo Dixon), 1920-2012	no93038977	100	Marple, Hugo D. (Hugo Dixon), 1920-2012	no93038977	no93038977	1	Marple, Hugo D. (Hugo Dixon), 1920-2012			Person		http://example.org/107499#Agent100-12	
Horton, Rod William, 1910-	n80015767	100	Horton, Rod William, 1910-	n80015767	n80015767	0.8666666667	Horton, Rod William, 1910-			Person		http://example.org/1027221#Agent100-15	
Edwards, Herbert W			Edwards, Herbert W				Edwards, Herbert W			Person		http://example.org/1027221#Agent700-27	
Crone, G. R. (Gerald Roe)	n50018374	100	Crone, G. R. (Gerald Roe)	n50018374	n50018374	0.96	Crone, G. R. (Gerald Roe)			Person		http://example.org/1041944#Agent100-10	
Newton-White, Muriel, 1928-	n86819363	96	Newton-White, Muriel E., 1928-	n86819363	n86819363	0.9	Newton-White, Muriel E., 1928-			Person		http://example.org/1041118#Agent100-9	
NSF Research Workshop on Contact Transformations, Vanderbilt University, 1974	no2010066054		NSF Research Workshop on Contact Transformations, Vanderbilt University, 1974		no2010066054		NSF Research Workshop on Contact Transformations, Vanderbilt University, 1974	no2010066054	0.8227848101	Meeting		http://example.org/103237#Agent111-11	
Miura, Robert M., 1938-	n82128886	100	Miura, Robert M., 1938-	n82128886	n82128886	1	Miura, Robert M., 1938-			Person		http://example.org/103237#Agent700-21	
National Science Foundation (U.S.)	n79005681	100	National Science Foundation (U.S.)		n79005681		National Science Foundation (U.S.)	n79005681	1	Organization		http://example.org/103237#Agent710-22	
Heathcote, R. L.	n82119452	100	Heathcote, R. L	n82119452	n82119452	0.9375	Heathcote, R. L			Person		http://example.org/105547#Agent100-11	
Bryan, Liz	n83232107	100	Bryan, Liz	n83232107	n83232107	1	Bryan, Liz			Person		http://example.org/100567#Agent100-16	
Bryan, Jack			Bryan, Jack				Bryan, Jack			Person		http://example.org/100567#Agent700-25	
Berger, Uwe	n50007446	100	Berger, Uwe	n50007446	n50007446	1	Berger, Uwe			Person		http://example.org/100439#Agent100-10	
Ryan, Frank, 1917-	n79141327	100	Ryan, Frank, 1917-	n79141327	n79141327	1	Ryan, Frank, 1917-			Person		http://example.org/1049853#Agent100-12	
Baker, Leonard	n50015964	100	Baker, Leonard				Baker, Leonard			Person		http://example.org/105387#Agent100-11	
Roosevelt, Franklin D. (Franklin Delano), 1882-1945	n79022932	100	Roosevelt, Franklin D. (Franklin Delano), 1882-1945	n79022932	n79022932	0.9807692308	Roosevelt, Franklin D. (Franklin Delano), 1882-1945			Person		http://example.org/105387#Agent600-19	
United States. Supreme Court	n79006848	100	United States. Supreme Court		n79006848		United States. Supreme Court	n79006848	1	Jurisdiction		http://example.org/105387#Agent610-20	
Sinclair, Samuel Bower, 1855-1933	no2001009814	100	Sinclair, Samuel Bower, 1855-1933	no2001009814	no2001009814	1	Sinclair, Samuel Bower, 1855-1933			Person		http://example.org/1069796#Agent100-10	
Petrie, Cairine	n86079923	100	Petrie, Cairine	n86079923	n86079923	1	Petrie, Cairine			Person		http://example.org/1072419#Agent100-14	
Gulliford, R.	n50018688	100	Gulliford, R	n50018688	n50018688	0.9230769231	Gulliford, R			Person		http://example.org/1048550#Agent100-13	
Duncan, John, 1890-	nb2009006756	100	Duncan, John, 1890-	nb2009006756	nb2009006756	1	Duncan, John, 1890-			Person		http://example.org/1065328#Agent100-10	
Friedman, Edward	n96018558	100	Friedman, Edward	n81145563	n81145563	0.8421052632	Friedman, Edward			Person		http://example.org/1058119#Agent100-18	
Zhongguo guo min dang	n50072265	100	Zhongguo guo min dang		n50072265		Zhongguo guo min dang	n50072265	1	Organization		http://example.org/1058119#Agent610-27	
Bestor, Arthur Eugene, 1908-1994	n84181477	100	Bestor, Arthur Eugene, 1908-1994	n84181477	n84181477	1	Bestor, Arthur Eugene, 1908-1994			Person		http://example.org/1039847#Agent100-12	
Polgreen, John	n50020453	100	Polgreen, John	n50020453	n50020453	1	Polgreen, John			Person		http://example.org/1037282#Agent100-10	
Polgreen, Cathleen			Polgreen, Cathleen				Polgreen, Cathleen			Person		http://example.org/1037282#Agent700-19	
Lazarus, John, 1947-	n88626378	100	Lazarus, John, 1947-	n88626378	n88626378	0.8333333333	Lazarus, John, 1947-			Person		http://example.org/1017869#Agent100-10	
Kalensky, Mariascha			Kalensky, Mariascha				Kalensky, Mariascha			Person		http://example.org/1017869#Agent700-21	
Nowak-Njechorński, Měrćin, 1900-	n84050603	95	Nowak-Njechorński, Měrćin, 1900-	n84050603	n84050603	0.8285714286	Nowak-Njechorński, Měrćin, 1900-			Person		http://example.org/1096295#Agent100-10	
Rémusat, Charles de, 1797-1875	n88125076	98	Rémusat, Charles de, 1797-1875	n88125076	n88125076	1	Rémusat, Charles de, 1797-1875			Person		http://example.org/1062468#Agent100-10	
Bacon, Francis, 1561-1626	n79100235	100	Bacon, Francis, 1561-1626	n79100235	n79100235	0.9615384615	Bacon, Francis, 1561-1626			Person		http://example.org/1062468#Agent600-19	
Jokinen, M. A			Jokinen, M. A				Jokinen, M. A			Person		http://example.org/1071356#Agent100-9	
Kass, Edward H. (Edward Harold), 1917-	n82108724	100	Kass, Edward H. (Edward Harold), 1917-	n82108724	n82108724	1	Kass, Edward H. (Edward Harold), 1917-			Person		http://example.org/1057903#Agent700-20	
Wolff, Sheldon	n81081287	100	Wolff, Sheldon	n81081287	n81081287	1	Wolff, Sheldon			Person		http://example.org/1057903#Agent700-21	
Winkler, Ulrich, 1929-	n85383190	100	Winkler, Ulrich, 1929-	n85383190	n85383190	1	Winkler, Ulrich, 1929-			Person		http://example.org/109486#Agent100-15	
Rüger, W. (Wolfgang), 1936-	no97000601	98	Rüger, W. (Wolfgang), 1936-	no97000601	no97000601	1	Rüger, W. (Wolfgang), 1936-			Person		http://example.org/109486#Agent700-27	
Waskernagel, Wilfried, 1941-			Waskernagel, Wilfried, 1941-				Waskernagel, Wilfried, 1941-			Person		http://example.org/109486#Agent700-28	
Edwardsson, Stig			Edwardsson, Stig				Edwardsson, Stig			Person		http://example.org/1071351#Agent100-9	
Styczek, Irena	n85825204	100	Styczek, Irena	n85825204	n85825204	1	Styczek, Irena			Person		http://example.org/1024456#Agent100-11	
Żółkiewski, Stefan	n81037123		Żółkiewski, Stefan	n81037123	n81037123	1	Żółkiewski, Stefan			Person		http://example.org/1096887#Agent100-10	
Carlebach, Rudolf, 1870-			Carlebach, Rudolf, 1870-				Carlebach, Rudolf, 1870-			Person		http://example.org/1056757#Agent100-10	
Burris, Barbara Jean			Burris, Barbara Jean				Burris, Barbara Jean			Person		http://example.org/1077612#Agent100-10	
Olson, Arne Leroy			Olson, Arne Leroy				Olson, Arne Leroy			Person		http://example.org/1077612#Agent700-20	
Bloss, Margaret Varner	n80120836	100	Bloss, Margaret Varner	n80120836	n80120836	1	Bloss, Margaret Varner			Person		http://example.org/1080279#Agent100-12	
Dugdale, Blanche Elizabeth Campbell (Balfour)	no93025041	84	Dugdale, Blanche Elizabeth Campbell (Balfour)				Dugdale, Blanche Elizabeth Campbell (Balfour)			Person		http://example.org/1003842#Agent100-11	
Dugdale, Blanche Elizabeth Campbell (Balfour)	no93025041	84	Dugdale, Blanche Elizabeth Campbell (Balfour)				Dugdale, Blanche Elizabeth Campbell (Balfour)			Person		http://example.org/1003842#Agent600-19	
Rose, N. A			Rose, N. A				Rose, N. A			Person		http://example.org/1003842#Agent700-20	
Céline, Louis-Ferdinand, 1894-1961	n79063419	98	Céline, Louis-Ferdinand, 1894-1961	n79063419	n79063419	0.9714285714	Céline, Louis-Ferdinand, 1894-1961			Person		http://example.org/1019527#Agent100-10	
Walker, George F.	n84208823	100	Walker, George F	n84208823	n84208823	0.9411764706	Walker, George F			Person		http://example.org/1009152#Agent100-9	
Baines, Anthony	n50016114	100	Baines, Anthony	n50016114	n50016114	1	Baines, Anthony			Person		http://example.org/1074781#Agent100-10	
Verger, Pierre	n81013957	100	Verger, Pierre				Verger, Pierre			Person		http://example.org/1032401#Agent100-11	
University of Ibadan. Institute of African Studies	n85234877	100	University of Ibadan. Institute of African Studies		n85234877		University of Ibadan. Institute of African Studies	n85234877	1	Organization		http://example.org/1032401#Agent710-21	
Bahiṇī, approximately 1628-ca 1700			Bahiṇī, approximately 1628-ca 1700				Bahiṇī, approximately 1628-ca 1700			Person		http://example.org/1098785#Agent100-10	
Kolhārkar, V. N			Kolhārkar, V. N				Kolhārkar, V. N			Person		http://example.org/1098785#Agent600-18	
Abbott, Justin E. (Justin Edwards), 1853-1932	n83046235	100	Abbott, Justin E. (Justin Edwards), 1853-1932	n83046235	n83046235	1	Abbott, Justin E. (Justin Edwards), 1853-1932			Person		http://example.org/1098785#Agent700-19	
Sadik, Muhammad T.	no97013943	100	Sadik, Muhammad T	no97013943	no97013943	0.9444444444	Sadik, Muhammad T			Person		http://example.org/1050225#Agent100-13	
Snavely, William P.	no97013944	100	Snavely, William P	no97013944	no97013944	0.9473684211	Snavely, William P			Person		http://example.org/1050225#Agent700-23	
Upenyk, Mykola Oleksandrovych, 1914-			Upenyk, Mykola Oleksandrovych, 1914-				Upenyk, Mykola Oleksandrovych, 1914-			Person		http://example.org/1065065#Agent100-9	
Richardson, Boyce	n50044919	100	Richardson, Boyce	n50044919	n50044919	1	Richardson, Boyce			Person		http://example.org/1012315#Agent100-12	
Sugenheim, S. (Samuel), 1811-1877	nr2001002532	100	Sugenheim, S. (Samuel), 1811-1877	nr2001002532	nr2001002532	1	Sugenheim, S. (Samuel), 1811-1877			Person		http://example.org/1012359#Agent100-11	
Cape, Barbara F			Cape, Barbara F				Cape, Barbara F			Person		http://example.org/1066454#Agent700-19	
Dobson, Pamela	n78048761	93	Dobson, Pamela	n78048761	n78048761	0.8235294118	Dobson, Pamela			Person		http://example.org/1066454#Agent700-20	
University of Alberta. Faculty of Extension	n85111006	100	University of Alberta. Faculty of Extension		n85111006		University of Alberta. Faculty of Extension	n85111006	1	Organization		http://example.org/1035736#Agent710-19	
Meadows, Don, 1898-			Meadows, Don, 1898-				Meadows, Don, 1898-			Person		http://example.org/1020313#Agent100-11	
Taylor, Edgar Dorsey, 1904-1978	no2011125845	100	Taylor, Edgar Dorsey, 1904-1978	no2011125845	no2011125845	1	Taylor, Edgar Dorsey, 1904-1978			Person		http://example.org/1087098#Agent100-11	
Kapełuś, Helena	n81063303	96	Kapełuś, Helena	n81063303	n81063303	1	Kapełuś, Helena			Person		http://example.org/1097151#Agent100-11	
Chmielowiec, Michał	no2008148546	100	Chmielowiec, Michał	no2008148546	no2008148546	1	Chmielowiec, Michał			Person		http://example.org/1097865#Agent100-10	
Čapek, Karel, 1890-1938	n50035042	98	Čapek, Karel, 1890-1938	n50035042	n50035042	0.9583333333	Čapek, Karel, 1890-1938			Person		http://example.org/1096215#Agent100-10	
Pechová-Krásnohorská, Eliška, 1847-1926	n83215061	94	Pechová-Krásnohorská, Eliška, 1847-1926	n83215061	n83215061	0.8139534884	Pechová-Krásnohorská, Eliška, 1847-1926			Person		http://example.org/1096671#Agent100-10	
Baj, Enrico, 1924-2003	n79066001	100	Baj, Enrico, 1924-2003	n79066001	n79066001	1	Baj, Enrico, 1924-2003			Person		http://example.org/1086685#Agent100-10	
Sanesi, Roberto	n79021314	100	Sanesi, Roberto	n79021314	n79021314	1	Sanesi, Roberto			Person		http://example.org/1086685#Agent700-18	
Centro internazionale delle arti e del costume	n89612722	88	Centro internazionale delle arti e del costume				Centro internazionale delle arti e del costume			Organization		http://example.org/1086685#Agent710-19	
Karmanski, Sergej	no2010173371	100	Karmanski, Sergej	no2010173371	no2010173371	1	Karmanski, Sergej			Person		http://example.org/1021545#Agent100-10	
McCulloch, Mary	n2014184806	93	McCulloch, Mary	n2014184806	n2014184806	0.8333333333	McCulloch, Mary			Person		http://example.org/1077871#Agent700-22	
Baker Lake Residents' Association			Baker Lake Residents' Association				Baker Lake Residents' Association			Organization		http://example.org/1077871#Agent710-23	
Bickham, Jack M.	n79139621	100	Bickham, Jack M	n79139621	n79139621	0.9375	Bickham, Jack M			Person		http://example.org/1035056#Agent100-11	
Dworkin, Floss	n50028774	100	Dworkin, Floss	n50028774	n50028774	1	Dworkin, Floss			Person		http://example.org/1073033#Agent100-11	
Dworkin, Stan	n50028775	100	Dworkin, Stan	n50028775	n50028775	1	Dworkin, Stan			Person		http://example.org/1073033#Agent700-20	
Stelʹnik, B. I͡A.	n2001022531	100	Stelʹnik, B. I͡A	n2001022531	n2001022531	0.8333333333	Stelʹnik, B. I͡A			Person		http://example.org/1001591#Agent100-11	
Tarikh Institutu (Azărbai̐jan SSR Elmlăr Akademii̐asy)	n80113497	98	Tarikh Institutu (Azărbai̐jan SSR Elmlăr Akademii̐asy)		n80113497		Tarikh Institutu (Azărbai̐jan SSR Elmlăr Akademii̐asy)	n80113497	1	Organization		http://example.org/1001591#Agent710-23	
Hepner, Benoît P.	no2003030367	97	Hepner, Benoît P	no2003030367	no2003030367	0.9375	Hepner, Benoît P			Person		http://example.org/1039980#Agent100-10	
Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	100	Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	n79056734	1	Bakunin, Mikhail Aleksandrovich, 1814-1876			Person		http://example.org/1039980#Agent600-18	
Levinson, André, 1887-1933	n50049123	98	Levinson, André, 1887-1933	n50049123	n50049123	1	Levinson, André, 1887-1933			Person		http://example.org/1086400#Agent100-12	
Bakst, Léon, 1866-1924	n50047798	97	Bakst, Léon, 1866-1924	n50047798	n50047798	0.9565217391	Bakst, Léon, 1866-1924			Person		http://example.org/1086400#Agent600-21	
Leśniewski, Adam			Leśniewski, Adam				Leśniewski, Adam			Person		http://example.org/1039992#Agent100-11	
Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	100	Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	n79056734	1	Bakunin, Mikhail Aleksandrovich, 1814-1876			Person		http://example.org/1039992#Agent600-20	
Bienek, Horst, 1930-1990	n50011237	100	Bienek, Horst, 1930-1990	n50011237	n50011237	1	Bienek, Horst, 1930-1990			Person		http://example.org/1039974#Agent100-11	
Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	100	Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	n79056734	1	Bakunin, Mikhail Aleksandrovich, 1814-1876			Person		http://example.org/1039974#Agent600-21	
Masters, Anthony, 1940-2003	n50059514	100	Masters, Anthony, 1940-2003	n50059514	n50059514	1	Masters, Anthony, 1940-2003			Person		http://example.org/1054694#Agent100-10	
Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	100	Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	n79056734	1	Bakunin, Mikhail Aleksandrovich, 1814-1876			Person		http://example.org/1054694#Agent600-18	
Aldred, Guy Alfred, 1886-1963	n50041036	100	Aldred, Guy Alfred, 1886-1963	n50041036	n50041036	1	Aldred, Guy Alfred, 1886-1963			Person		http://example.org/1039973#Agent100-10	
Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	100	Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	n79056734	1	Bakunin, Mikhail Aleksandrovich, 1814-1876			Person		http://example.org/1039973#Agent600-18	
Pirumova, Natalʹi͡a Mikhaĭlovna	n81144662	92	Pirumova, Natalʹi͡a Mikhaĭlovna				Pirumova, Natalʹi͡a Mikhaĭlovna			Person		http://example.org/1039985#Agent100-10	
Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	100	Bakunin, Mikhail Aleksandrovich, 1814-1876	n79056734	n79056734	1	Bakunin, Mikhail Aleksandrovich, 1814-1876			Person		http://example.org/1039985#Agent600-19	
Vrabie, Gheorghe	n84235051	100	Vrabie, Gheorghe	n84235051	n84235051	1	Vrabie, Gheorghe			Person		http://example.org/1092720#Agent100-11	
Amzulescu, Al. I.	n82110222	100	Amzulescu, Al. I	n82110222	n82110222	0.875	Amzulescu, Al. I			Person		http://example.org/1092722#Agent100-10	
Pinell, Jordi M.	n83048381	100	Pinell, Jordi M	n83048381	n83048381	0.9375	Pinell, Jordi M			Person		http://example.org/1094963#Agent100-10	
Terzovski, Milan, 1930-	nr88001297	100	Terzovski, Milan, 1930-	nr88001297	nr88001297	1	Terzovski, Milan, 1930-			Person		http://example.org/1010449#Agent100-9	
Neruda, Jan, 1834-1891	n82131801	100	Neruda, Jan, 1834-1891	n82131801	n82131801	0.9565217391	Neruda, Jan, 1834-1891			Person		http://example.org/1095758#Agent100-10	
Garden, Edward	n89632884	100	Garden, Edward	n89632884	n89632884	1	Garden, Edward			Person		http://example.org/1082165#Agent100-13	
Balakirev, Miliĭ Alekseevich, 1837-1910	n50041167	99	Balakirev, Miliĭ Alekseevich, 1837-1910	n50041167	n50041167	1	Balakirev, Miliĭ Alekseevich, 1837-1910			Person		http://example.org/1082165#Agent600-23	
Shelly, Kathleen, 1945-	n94112885	100	Shelly, Kathleen, 1945-	n94112885	n94112885	1	Shelly, Kathleen, 1945-			Person		http://example.org/1059641#Agent100-11	
Nieman, H. W			Nieman, H. W				Nieman, H. W			Person		http://example.org/1069144#Agent100-9	
Taylor, Howard Francis, 1939-	n80034024	100	Taylor, Howard Francis, 1939-	n80034024	n80034024	1	Taylor, Howard Francis, 1939-			Person		http://example.org/1022989#Agent100-11	
Hartland-Thunberg, Penelope	n79106305	100	Hartland-Thunberg, Penelope	n79106305	n79106305	1	Hartland-Thunberg, Penelope			Person		http://example.org/1008755#Agent100-11	
Kindleberger, Charles P., 1910-2003	n50048184	96	Kindleberger, Charles Poor, 1910-2003	n50048184	n50048184	0.9189189189	Kindleberger, Charles Poor, 1910-2003			Person		http://example.org/1019820#Agent100-10	
Georgiadis, Hourmouzis George	no96064656	100	Georgiadis, Hourmouzis George	no96064656	no96064656	1	Georgiadis, Hourmouzis George			Person		http://example.org/1019768#Agent100-10	
International Monetary Fund	n81052755	100	International Monetary Fund		n81052755		International Monetary Fund	n81052755	0.9642857143	Organization		http://example.org/1007555#Agent110-11	
Rueff, Jacques	n80113309	100	Rueff, Jacques	n80113309	n80113309	1	Rueff, Jacques			Person		http://example.org/1020860#Agent100-12	
Letiche, John M., 1918-	n82020043	100	Letiche, John M., 1918-	n82020043	n82020043	1	Letiche, John M., 1918-			Person		http://example.org/1017257#Agent100-11	
Crowther, Geoffrey, Sir, 1907-	n82153989	100	Crowther, Geoffrey, Sir, 1907-	n82153989	n82153989	0.8823529412	Crowther, Geoffrey, Sir, 1907-			Person		http://example.org/1019742#Agent100-10	
Tovey, Philip	n93102045	83	Tovey, Philip				Tovey, Philip			Person		http://example.org/1014420#Agent100-10	
De Paula, Frederič Clive			De Paula, Frederič Clive				De Paula, Frederič Clive			Person		http://example.org/1014420#Agent700-20	
Pedrolo, Manuel de, 1918-1990	n79066681	100	Pedrolo, Manuel de, 1918-1990	n79066681	n79066681	0.9333333333	Pedrolo, Manuel de, 1918-1990			Person		http://example.org/1094947#Agent100-10	
Mali͡utin, I. A			Mali͡utin, I. A				Mali͡utin, I. A			Person		http://example.org/1013423#Agent100-10	
Villiers, Alan, 1903-1982	n50014468	100	Villiers, Alan, 1903-1982	n50014468	n50014468	1	Villiers, Alan, 1903-1982			Person		http://example.org/100714#Agent100-9	
Balclutha (Ship)			Balclutha (Ship)				Balclutha (Ship)			Organization		http://example.org/100714#Agent610-18	
Olmsted, Roger R., 1928- 	n82134459		Olmsted, Roger R., 1928- 	n82134459	n82134459	0.8214285714	Olmsted, Roger R., 1928- 			Person		http://example.org/100714#Agent700-19	
Zebel, Sydney Henry, 1914-	no2001074653	84	Zebel, Sydney Henry, 1914-				Zebel, Sydney Henry, 1914-			Person		http://example.org/10680#Agent100-11	
Balfour, Arthur James, 1848-1930	n50017666	100	Balfour, Arthur James, 1848-1930	n50017666	n50017666	1	Balfour, Arthur James, 1848-1930			Person		http://example.org/10680#Agent600-20	
Conference on British Studies	n81029680	100	Conference on British Studies		n81029680		Conference on British Studies	n81029680	0.9655172414	Organization		http://example.org/10680#Agent810-21	
Sieben, Hubert	n50024027	100	Sieben, Hubert	n50024027	n50024027	1	Sieben, Hubert			Person		http://example.org/1005707#Agent100-12	
Grant, Ian	n50031201	100	Grant, Ian				Grant, Ian			Person		http://example.org/1005707#Agent700-21	
Hooykaas, Christiaan, 1902-	n79061155	100	Hooykaas, Christiaan, 1902-	n79061155	n79061155	1	Hooykaas, Christiaan, 1902-			Person		http://example.org/1064742#Agent100-13	
Wolski, Stefan	no2003035985	100	Wolski, Stefan	no2003035985	no2003035985	1	Wolski, Stefan			Person		http://example.org/1097790#Agent100-10	
Ściegienny, Piotr, 1800-1890	n82024944		Ściegienny, Piotr, 1800-1890	n82024944	n82024944	1	Ściegienny, Piotr, 1800-1890			Person		http://example.org/1097790#Agent600-19	
Grodzieńska, Stefania	no94019162	97	Grodzieńska, Stefania	no94019162	no94019162	0.9090909091	Grodzieńska, Stefania			Person		http://example.org/1097040#Agent100-10	
Jurandot, Jerzy	nr91035866	100	Jurandot, Jerzy	nr91035866	nr91035866	1	Jurandot, Jerzy			Person		http://example.org/1097040#Agent600-18	
Wasowski, Jerzy, 1913-1984	nr2005029693	100	Wasowski, Jerzy, 1913-1984	nr2005029693	nr2005029693	1	Wasowski, Jerzy, 1913-1984			Person		http://example.org/1097040#Agent700-19	
Anders, Wolfhart	n83204840	100	Anders, Wolfhart	n83204840	n83204840	1	Anders, Wolfhart			Person		http://example.org/1070849#Agent100-10	
Schott, G	no2014010541	89	Schott, G				Schott, G			Person		http://example.org/1037228#Agent100-9	
Klitgaard, Mogens, 1906-1945	n97105794	100	Klitgaard, Mogens, 1906-1945	n97105794	n97105794	1	Klitgaard, Mogens, 1906-1945			Person		http://example.org/1043841#Agent100-9	
Sternheim, Walter A			Sternheim, Walter A				Sternheim, Walter A			Person		http://example.org/1053320#Agent100-9	
Thomas, Jean, 1881-1982	n89656953	100	Thomas, Jean, 1881-1982	n89656953	n89656953	1	Thomas, Jean, 1881-1982			Person		http://example.org/1082841#Agent100-11	
Kob, Walter	n89657023	100	Kob, Walter	n89657023	n89657023	0.9166666667	Kob, Walter			Person		http://example.org/1082841#Agent700-23	
Gagey, Edmond McAdoo, 1901-			Gagey, Edmond McAdoo, 1901-				Gagey, Edmond McAdoo, 1901-			Person		http://example.org/1083210#Agent100-11	
Greenleaf, Elisabeth Bristol, 1895-1980	n84122863	100	Greenleaf, Elisabeth Bristol, 1895-1980	n84122863	n84122863	1	Greenleaf, Elisabeth Bristol, 1895-1980			Person		http://example.org/1082889#Agent100-12	
Mansfield, Grace Yarrow	no92018632	100	Mansfield, Grace Yarrow	no92018632	no92018632	1	Mansfield, Grace Yarrow			Person		http://example.org/1082889#Agent700-23	
Belden, Henry Marvin, 1865-1954	no97061333	100	Belden, Henry Marvin, 1865-1954	no97061333	no97061333	1	Belden, Henry Marvin, 1865-1954			Person		http://example.org/1076437#Agent100-11	
Missouri Folklore Society	n82020201	100	Missouri Folklore Society		n82020201		Missouri Folklore Society	n82020201	1	Organization		http://example.org/1076437#Agent710-21	
La Villemarqué, Théodore Hersart, Vicomte de, 1815-1895	no2003077368	98	La Villemarqué, Théodore Hersart, Vicomte de, 1815-1895	no2003077368	no2003077368	0.9818181818	La Villemarqué, Théodore Hersart, Vicomte de, 1815-1895			Person		http://example.org/1092660#Agent100-10	
Taylor, Tom, 1817-1880	n82208076	100	Taylor, Tom, 1817-1880	n82208076	n82208076	1	Taylor, Tom, 1817-1880			Person		http://example.org/1092660#Agent700-18	
Taylor, Laura Wilson (Barker), Mrs			Taylor, Laura Wilson (Barker), Mrs				Taylor, Laura Wilson (Barker), Mrs			Person		http://example.org/1092660#Agent700-19	
Myrus, Donald, 1927-	n50031741	87	Myrus, Donald, 1927-	n50031741	n50031741	0.8333333333	Myrus, Donald, 1927-			Person		http://example.org/1082839#Agent100-13	
Mickiewicz, Adam, 1798-1855	n80050378	100	Mickiewicz, Adam, 1798-1855	n80050378	n80050378	0.9642857143	Mickiewicz, Adam, 1798-1855			Person		http://example.org/1097313#Agent100-9	
Farm and Industrial Equipment Institute (U.S.)	n79027855	100	Farm and Industrial Equipment Institute (U.S.)		n79027855		Farm and Industrial Equipment Institute (U.S.)	n79027855	1	Organization		http://example.org/1026364#Agent110-9	
American Association for Agricultural Engineering and Vocational Agriculture	n80105003	100	American Association for Agricultural Engineering and Vocational Agriculture		n80105003		American Association for Agricultural Engineering and Vocational Agriculture	n80105003	1	Organization		http://example.org/1026364#Agent710-20	
