Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blank
David, L.-O. (Laurent-Olivier), 1840-1926	n85801484	100	David, L.-O. (Laurent-Olivier), 1840-1926	n85801484	n85801484	1	David, L.-O. (Laurent-Olivier), 1840-1926			Person		http://example.org/106137#Agent100-10	
Christensen, Arthur, 1875-1945	n80030775	100	Christensen, Arthur, 1875-1945	n80030775	n80030775	1	Christensen, Arthur, 1875-1945			Person		http://example.org/1098204#Agent100-10	
Iranian literature--History and criticism			Iranian literature--History and criticism				Iranian literature--History and criticism			Organization		http://example.org/1098204#Agent710-19	
Darmesteter, Arsène, 1846-1888	n83826298	98	Darmesteter, Arsène, 1846-1888	n83826298	n83826298	0.9666666667	Darmesteter, Arsène, 1846-1888			Person		http://example.org/1043793#Agent100-9	
Rashi, 1040-1105	n50082616	100	Rashi, 1040-1105	n50082616	n50082616	0.9411764706	Rashi, 1040-1105			Person		http://example.org/1043793#Agent600-18	
Blondheim, D. S. (David Simon), 1884-1934	nr99011585	100	Blondheim, D. S. (David Simon), 1884-1934	nr99011585	nr99011585	1	Blondheim, D. S. (David Simon), 1884-1934			Person		http://example.org/1043793#Agent700-21	
Telle, Julien Aimable, b 1807			Telle, Julien Aimable, b 1807				Telle, Julien Aimable, b 1807			Person		http://example.org/1093244#Agent100-10	
Maritain, Raïssa	n85818819	97	Maritain, Raïssa	n85818819	n85818819	1	Maritain, Raïssa			Person		http://example.org/1038315#Agent100-9	
Maritain, Raïssa	n85818819	97	Maritain, Raïssa	n85818819	n85818819	1	Maritain, Raïssa			Person		http://example.org/1038315#Agent700-19	
Kayser, Jacques, 1900-1963	n91113328	100	Kayser, Jacques, 1900-1963	n91113328	n91113328	1	Kayser, Jacques, 1900-1963			Person		http://example.org/1046578#Agent100-11	
Parti radical et radical-socialiste	n88612418	80	Parti radical et radical-socialiste				Parti radical et radical-socialiste			Organization		http://example.org/1046578#Agent610-19	
Houssaye, Arsène, 1815-1896	n84806302	98	Houssaye, Arsène, 1815-1896	n84806302	n84806302	0.962962963	Houssaye, Arsène, 1815-1896			Person		http://example.org/10129#Agent100-9	
Petot, Jean, 1930-	n83038936	100	Petot, Jean, 1930-	n83038936	n83038936	0.8181818182	Petot, Jean, 1930-			Person		http://example.org/1047596#Agent100-11	
Lalo, Charles, 1877-1953	no96008908	100	Lalo, Charles, 1877-1953	no96008908	no96008908	1	Lalo, Charles, 1877-1953			Person		http://example.org/1039508#Agent100-10	
Varigny, Charles Victor Crosnier de, 1829-1899	n80139432	100	Varigny, Charles Victor Crosnier de, 1829-1899	n80139432	n80139432	1	Varigny, Charles Victor Crosnier de, 1829-1899			Person		http://example.org/1035700#Agent100-11	
Varennes, Jean Charles	n50044962	100	Varennes, Jean Charles	n50044962	n50044962	0.9545454545	Varennes, Jean Charles			Person		http://example.org/1001168#Agent100-11	
Fargue, Léon-Paul, 1876-1947	n84160275	98	Fargue, Léon-Paul, 1876-1947	n84160275	n84160275	1	Fargue, Léon-Paul, 1876-1947			Person		http://example.org/1077533#Agent100-10	
Musée du Louvre	n80020283	97	Musée du Louvre		n80020283		Musée du Louvre	n80020283	0.9333333333	Organization		http://example.org/1077533#Agent610-18	
Colloque international d'histoire maritime, 7th, Vienna, 1965			Colloque international d'histoire maritime, 7th, Vienna, 1965				Colloque international d'histoire maritime, 7th, Vienna, 1965			Meeting		http://example.org/1008988#Agent111-10	
International Committee of Historical Sciences. Commission internationale d'histoire maritime			International Committee of Historical Sciences. Commission internationale d'histoire maritime				International Committee of Historical Sciences. Commission internationale d'histoire maritime			Organization		http://example.org/1008988#Agent710-19	
International Congress of Historical Sciences Vienna, 1965			International Congress of Historical Sciences Vienna, 1965				International Congress of Historical Sciences Vienna, 1965			Meeting		http://example.org/1008988#Agent711-20	
Bibliothèque général de l'École pratique des hautes études			Bibliothèque général de l'École pratique des hautes études				Bibliothèque général de l'École pratique des hautes études			Organization		http://example.org/1008988#Agent810-21	
Delbez, Louis	n88672624	100	Delbez, Louis	n88672624	n88672624	0.9285714286	Delbez, Louis			Person		http://example.org/1038968#Agent100-11	
Gauthier, Louis, 1944-	n89630398	100	Gauthier, Louis, 1944-	n89630398	n89630398	0.8461538462	Gauthier, Louis, 1944-			Person		http://example.org/1052553#Agent100-10	
Gauthier, Louis, 1944-	n89630398	100	Gauthier, Louis, 1944-	n89630398	n89630398	0.8461538462	Gauthier, Louis, 1944-			Person		http://example.org/1052553#Agent700-18	
Blanc, Paul	n85804067	100	Blanc, Paul				Blanc, Paul			Person		http://example.org/1073985#Agent700-24	
Avezou, Robert	n86047939	100	Avezou, Robert	n86047939	n86047939	1	Avezou, Robert			Person		http://example.org/1073985#Agent700-25	
Hervé-Bazin, Ferdinand Jacques, 1847-1889			Hervé-Bazin, Ferdinand Jacques, 1847-1889				Hervé-Bazin, Ferdinand Jacques, 1847-1889			Person		http://example.org/1038472#Agent100-9	
Bencze, Eugène, ed and tr			Bencze, Eugène, ed and tr				Bencze, Eugène, ed and tr			Person		http://example.org/1097965#Agent100-10	
Colloque international de la Fondation française d'études nordiques, 3d, Rouen et Le Havre, 1968			Colloque international de la Fondation française d'études nordiques, 3d, Rouen et Le Havre, 1968				Colloque international de la Fondation française d'études nordiques, 3d, Rouen et Le Havre, 1968			Meeting		http://example.org/1032998#Agent111-11	
Malaurie, Jean	n50044352	100	Malaurie, Jean	n50044352	n50044352	1	Malaurie, Jean			Person		http://example.org/1032998#Agent700-23	
Fondation française d'études nordiques			Fondation française d'études nordiques				Fondation française d'études nordiques			Organization		http://example.org/1032998#Agent810-24	
Albin, Pierre	n88070735	83	Albin, Pierre				Albin, Pierre			Person		http://example.org/1052523#Agent100-10	
Pales, Léon	n82017550	95	Pales, Léon	n82017550	n82017550	0.8333333333	Pales, Léon			Person		http://example.org/1003233#Agent100-11	
Tassin de Saint Péreuse, Marie	nr90014942	98	Tassin de Saint Péreuse, Marie	nr90014942	nr90014942	0.9666666667	Tassin de Saint Péreuse, Marie			Person		http://example.org/1003233#Agent700-23	
Barokas, Bernard, 1950-	n85215693	100	Barokas, Bernard, 1950-	n85215693	n85215693	1	Barokas, Bernard, 1950-			Person		http://example.org/1037250#Agent100-9	
Nguyen-tien-Phuc			Nguyen-tien-Phuc				Nguyen-tien-Phuc			Person		http://example.org/1012521#Agent100-11	
Ferrari, Pierre	n82222701	100	Ferrari, Pierre				Ferrari, Pierre			Person		http://example.org/1038295#Agent100-11	
Maisl, Herbert	n50039484	100	Maisl, Herbert	n50039484	n50039484	0.9333333333	Maisl, Herbert			Person		http://example.org/1038295#Agent700-21	
Faculté de droit et des sciences économiques de Paris			Faculté de droit et des sciences économiques de Paris				Faculté de droit et des sciences économiques de Paris			Organization		http://example.org/1038295#Agent810-22	
Rochette, Claude E.	n84178524	100	Rochette, Claude E	n84178524	n84178524	0.8947368421	Rochette, Claude E			Person		http://example.org/1052706#Agent100-11	
Meynaud, Jean	n50031330	100	Meynaud, Jean	n50031330	n50031330	1	Meynaud, Jean			Person		http://example.org/1042612#Agent100-10	
Rogers, Carl R. (Carl Ransom), 1902-1987	n80038475	100	Rogers, Carl R. (Carl Ransom), 1902-1987	n80038475	n80038475	1	Rogers, Carl R. (Carl Ransom), 1902-1987			Person		http://example.org/1069397#Agent100-12	
Dion, Léon, 1922-1997	n80122751	97	Dion, Léon, 1922-1997	n80122751	n80122751	1	Dion, Léon, 1922-1997			Person		http://example.org/1044945#Agent100-11	
Conseil de développement social du Nord-Ouest québécois	n90704831	92	Conseil de développement social du Nord-Ouest québécois		n90704831		Conseil de développement social du Nord-Ouest québécois	n90704831	0.9636363636	Organization		http://example.org/1004950#Agent110-10	
Meynaud, Jean	n50031330	100	Meynaud, Jean	n50031330	n50031330	1	Meynaud, Jean			Person		http://example.org/1047887#Agent100-10	
Sidjanski, Dusan	n50024031	100	Sidjanski, Dusan	n50024031	n50024031	0.9411764706	Sidjanski, Dusan			Person		http://example.org/1047887#Agent700-19	
Montagnon, André			Montagnon, André				Montagnon, André			Person		http://example.org/1072166#Agent100-12	
Willard, Claude	n82032778	100	Willard, Claude	n82032778	n82032778	1	Willard, Claude			Person		http://example.org/1037822#Agent100-10	
Guesde, Jules, 1845-1922	n86022478	100	Guesde, Jules, 1845-1922	n86022478	n86022478	1	Guesde, Jules, 1845-1922			Person		http://example.org/1037822#Agent600-18	
Parti ouvrier français	n80126098	98	Parti ouvrier français				Parti ouvrier français			Organization		http://example.org/1037822#Agent610-19	
Parti socialiste (France)	n80126099	100	Parti socialiste (France)		n80126099		Parti socialiste (France)	n80126099	0.92	Organization		http://example.org/1037822#Agent610-20	
Martineau, Jean, 1913-			Martineau, Jean, 1913-				Martineau, Jean, 1913-			Person		http://example.org/1002548#Agent100-10	
Halles centrales (Paris, France)	n50054653	100	Halles centrales (Paris, France)		n50054653		Halles centrales (Paris, France)	n50054653	1	Organization		http://example.org/1002548#Agent610-18	
Kazik-Zawadzka, Irena			Kazik-Zawadzka, Irena				Kazik-Zawadzka, Irena			Person		http://example.org/1090167#Agent100-10	
Aeschylus	n79055702	100	Aeschylus	n79055702	n79055702	0.9	Aeschylus			Person		http://example.org/1090167#Agent600-19	
Sophocles	n79127755	100	Sophocles	n79127755	n79127755	0.9	Sophocles			Person		http://example.org/1090167#Agent600-20	
Euripides	n79063679	100	Euripides	n79063679	n79063679	0.8888888889	Euripides			Person		http://example.org/1090167#Agent600-21	
Prasteau, Jean, 1921-	n81015767	100	Prasteau, Jean, 1921-	n81015767	n81015767	1	Prasteau, Jean, 1921-			Person		http://example.org/1073534#Agent100-12	
Paris (France) Quartier du Marais			Paris (France) Quartier du Marais				Paris (France) Quartier du Marais			Jurisdiction		http://example.org/1073534#Agent610-20	
Zweig, Stefan, 1881-1942	n79138567	100	Zweig, Stefan, 1881-1942	n79138567	n79138567	1	Zweig, Stefan, 1881-1942			Person		http://example.org/1077284#Agent100-11	
Mousnier, Roland	n50006691	100	Mousnier, Roland	n50006691	n50006691	1	Mousnier, Roland			Person		http://example.org/1034154#Agent100-10	
Madhva, 13th century			Madhva, 13th century				Madhva, 13th century			Person		http://example.org/1018832#Agent100-10	
Perucho, Juan, 1920-2003	n50010707	100	Perucho, Juan, 1920-2003	n50010707	n50010707	0.96	Perucho, Juan, 1920-2003			Person		http://example.org/1094959#Agent100-10	
Sander, Allegra	no2016053542	100	Sander, Allegra	no2016053542	no2016053542	1	Sander, Allegra			Person		http://example.org/1065749#Agent100-9	
Renouard, Yves	n50051094	100	Renouard, Yves	n50051094	n50051094	1	Renouard, Yves			Person		http://example.org/1012564#Agent100-11	
Madelin, Louis, 1871-1956	n50043632	100	Madelin, Louis, 1871-1956	n50043632	n50043632	1	Madelin, Louis, 1871-1956			Person		http://example.org/1025004#Agent100-11	
Lebrun, François	n50046465	97	Lebrun, François				Lebrun, François			Person		http://example.org/1025872#Agent100-12	
Merle, Robert, 1908-2004	n50038376	100	Merle, Robert, 1908-2004	n50038376	n50038376	0.96	Merle, Robert, 1908-2004			Person		http://example.org/1079248#Agent100-10	
Ferniot, Jean	n50002753	100	Ferniot, Jean	n50002753	n50002753	1	Ferniot, Jean			Person		http://example.org/100056#Agent100-9	
Pla, Josep, 1897-1981	n79021227	100	Pla, Josep, 1897-1981	n79021227	n79021227	0.9523809524	Pla, Josep, 1897-1981			Person		http://example.org/1094968#Agent100-10	
Augustinian Canonesses	n84160387	100	Augustinian Canonesses		n84160387		Augustinian Canonesses	n84160387	1	Organization		http://example.org/1046602#Agent610-19	
Colloque sur les humanités gréco-latines à l'heure du rapport Parent, Quebec, 1966			Colloque sur les humanités gréco-latines à l'heure du rapport Parent, Quebec, 1966				Colloque sur les humanités gréco-latines à l'heure du rapport Parent, Quebec, 1966			Meeting		http://example.org/1094653#Agent111-12	
Lebel, Maurice, 1909-2006	n50042566	100	Lebel, Maurice, 1909-2006	n50042566	n50042566	1	Lebel, Maurice, 1909-2006			Person		http://example.org/1094653#Agent700-21	
Association canadienne-française pour l'avancement des sciences	n80098174	99	Association canadienne-française pour l'avancement des sciences		n80098174		Association canadienne-française pour l'avancement des sciences	n80098174	1	Organization		http://example.org/1094653#Agent710-22	
Cahen, Emile	n93039372	100	Cahen, Emile	n93039372	n93039372	0.8461538462	Cahen, Emile			Person		http://example.org/1090068#Agent100-10	
Callimachus	n80040584	100	Callimachus				Callimachus			Person		http://example.org/1090068#Agent600-18	
Callimachus	n80040584	100	Callimachus				Callimachus			Person		http://example.org/1090068#Agent600-19	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1048625#Agent600-18	
Zasenko, Oleksa	n84099132	100	Zasenko, Oleksa	n84099132	n84099132	1	Zasenko, Oleksa			Person		http://example.org/1048625#Agent700-19	
Instytut literatury im. T.H. Shevchenka	n80149487	100	Instytut literatury im. T.H. Shevchenka		n80149487		Instytut literatury im. T.H. Shevchenka	n80149487	1	Organization		http://example.org/1048625#Agent710-20	
Instytut movoznavstva im. O.O. Potebni	n81012033	100	Instytut movoznavstva im. O.O. Potebni		n81012033		Instytut movoznavstva im. O.O. Potebni	n81012033	0.9210526316	Organization		http://example.org/1048625#Agent710-21	
Ukraïnsʹke tovarystvo druz͡hby i kulʹturnoho zvi͡aku z zarubiz͡hnymy krainamy			Ukraïnsʹke tovarystvo druz͡hby i kulʹturnoho zvi͡aku z zarubiz͡hnymy krainamy				Ukraïnsʹke tovarystvo druz͡hby i kulʹturnoho zvi͡aku z zarubiz͡hnymy krainamy			Organization		http://example.org/10792#Agent110-10	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/10792#Agent600-20	
Boĭko, Marii͡a Fedorivna			Boĭko, Marii͡a Fedorivna				Boĭko, Marii͡a Fedorivna			Person		http://example.org/1095631#Agent100-10	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1095631#Agent600-19	
Shevchenko, Taras, 1814-1861	n79119044	100	Shevchenko, Taras, 1814-1861	n79119044	n79119044	1	Shevchenko, Taras, 1814-1861			Person		http://example.org/1095631#Agent600-20	
Shymansʹka, Ii͡a Fedorivna			Shymansʹka, Ii͡a Fedorivna				Shymansʹka, Ii͡a Fedorivna			Person		http://example.org/1011383#Agent100-10	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1011383#Agent600-18	
Kukhalashvili, Kosti͡antyn Partenovych			Kukhalashvili, Kosti͡antyn Partenovych				Kukhalashvili, Kosti͡antyn Partenovych			Person		http://example.org/1095650#Agent100-10	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1095650#Agent600-19	
Z︠H︡uravsʹka, I. I︠U︡.	n86127527	100	Z͡Huravsʹka, I. I͡U				Z͡Huravsʹka, I. I͡U			Person		http://example.org/1095647#Agent100-10	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1095647#Agent600-19	
Mishchenko, L. I.	n87901651	100	Mishchenko, L. I	n87901651	n87901651	0.9411764706	Mishchenko, L. I			Person		http://example.org/1095651#Agent100-10	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1095651#Agent600-19	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1095639#Agent600-18	
Deĭch, Aleksandr, 1893-1972	n85182248	98	Deĭch, Aleksandr, 1893-1972	n85182248	n85182248	0.9285714286	Deĭch, Aleksandr, 1893-1972			Person		http://example.org/1095639#Agent700-19	
Deĭch, Aleksandr, 1893-1972	n85182248	98	Deĭch, Aleksandr, 1893-1972	n85182248	n85182248	0.9285714286	Deĭch, Aleksandr, 1893-1972			Person		http://example.org/1095632#Agent100-10	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1095632#Agent600-19	
Akademii︠a︡ nauk Ukraïnsʹkoï RSR. Biblioteka	n81035401	97	Akademii͡a nauk Ukraïnsʹkoï RSR. Biblioteka				Akademii͡a nauk Ukraïnsʹkoï RSR. Biblioteka			Organization		http://example.org/1095652#Agent110-10	
Ukraïnka, Lesi͡a, 1871-1913	n50047741	98	Ukraïnka, Lesi͡a, 1871-1913	n50047741	n50047741	0.9285714286	Ukraïnka, Lesi͡a, 1871-1913			Person		http://example.org/1095652#Agent600-19	
Bulavytsʹka, M. V			Bulavytsʹka, M. V				Bulavytsʹka, M. V			Person		http://example.org/1095652#Agent700-20	
Veĭdle, V., 1895-1979	n81133415	97	Veĭdle, V., 1895-1979	n81133415	n81133415	1	Veĭdle, V., 1895-1979			Person		http://example.org/1080248#Agent100-11	
Hackel, Alexej A			Hackel, Alexej A				Hackel, Alexej A			Person		http://example.org/1080179#Agent100-10	
Debré, Jean-Louis	n81089060	97	Debré, Jean Louis	n81089060	n81089060	0.8888888889	Debré, Jean Louis			Person		http://example.org/1035125#Agent100-13	
Gaulle, Charles de, 1890-1970	n79041762	100	Gaulle, Charles de, 1890-1970	n79041762	n79041762	0.9333333333	Gaulle, Charles de, 1890-1970			Person		http://example.org/1035125#Agent600-22	
France	n79006404	100	France				France			Jurisdiction		http://example.org/1035125#Agent610-23	
Gaulle, Charles de, 1890-1970	n79041762	100	Gaulle, Charles de, 1890-1970	n79041762	n79041762	0.9333333333	Gaulle, Charles de, 1890-1970			Person		http://example.org/1035125#Agent700-25	
Grange, Henri	n92035176	100	Grange, Henri				Grange, Henri			Person		http://example.org/1035599#Agent100-11	
Necker, Jacques, 1732-1804	n79079293	100	Necker, Jacques, 1732-1804	n79079293	n79079293	0.962962963	Necker, Jacques, 1732-1804			Person		http://example.org/1035599#Agent600-19	
Thévenet, Jean	n82250991	80	Thévenet, Jean				Thévenet, Jean			Person		http://example.org/1067739#Agent100-12	
Machiavelli, Niccolò, 1469-1527	n78096105	98	Machiavelli, Niccolò, 1469-1527	n78096105	n78096105	0.9677419355	Machiavelli, Niccolò, 1469-1527			Person		http://example.org/1067739#Agent600-22	
Levac, Roger, 1946-	nr93050824	100	Levac, Roger, 1946-	nr93050824	nr93050824	1	Levac, Roger, 1946-			Person		http://example.org/1078984#Agent100-9	
Garneau, Saint-Denys, 1912-1943	n50024443	100	Garneau, Saint-Denys, 1912-1943	n50024443	n50024443	1	Garneau, Saint-Denys, 1912-1943			Person		http://example.org/1078984#Agent600-19	
Carbasse, Jean-Marie	n78017053	100	Carbasse, Jean-Marie	n78017053	n78017053	0.9523809524	Carbasse, Jean-Marie			Person		http://example.org/109531#Agent100-9	
Richard, Louis Xavier de, 1843-1911			Richard, Louis Xavier de, 1843-1911				Richard, Louis Xavier de, 1843-1911			Person		http://example.org/109531#Agent600-18	
Juret, A.-C., 1872-	n88633033	100	Juret, A.-C., 1872-	n88633033	n88633033	1	Juret, A.-C., 1872-			Person		http://example.org/1089410#Agent100-10	
Nicolet, Claude, 1930-	n80131656	100	Nicolet, Claude, 1930-	n80131656	n80131656	1	Nicolet, Claude, 1930- 			Person		http://example.org/1040471#Agent100-11	
Brisset, Jacqueline			Brisset, Jacqueline				Brisset, Jacqueline			Person		http://example.org/1091548#Agent100-10	
Lucan, 39-65	n79089234	100	Lucan, 39-65	n79089234	n79089234	1	Lucan, 39-65			Person		http://example.org/1091548#Agent600-18	
Mathieu, Georges, 1890-1948	no2009128373	100	Mathieu, Georges, 1890-1948	no2009128373	no2009128373	1	Mathieu, Georges, 1890-1948			Person		http://example.org/1090966#Agent100-11	
Isocrates	n78080925	100	Isocrates				Isocrates			Person		http://example.org/1090966#Agent600-19	
Sée, Henri Eugène, 1864-1936	n50005382	82	Sée, Henri Eugène, 1864-1936				Sée, Henri Eugène, 1864-1936			Person		http://example.org/1039317#Agent100-11	
Bagge, Dominique	n93064357	100	Bagge, Dominique	n93064357	n93064357	0.9411764706	Bagge, Dominique			Person		http://example.org/1038967#Agent100-11	
Dugast, Guy-Alain	no2008172842	100	Dugast, Guy-Alain	no2008172842	no2008172842	1	Dugast, Guy-Alain			Person		http://example.org/1040972#Agent100-12	
Université de Lille III	n80146503	98	Université de Lille III		n80146503		Université de Lille III	n80146503	1	Organization		http://example.org/1040972#Agent810-24	
Theocritus	n50033430	100	Theocritus	n50033430	n50033430	1	Theocritus			Person		http://example.org/1031337#Agent100-10	
Guillet, A. J			Guillet, A. J				Guillet, A. J			Person		http://example.org/1031337#Agent700-20	
Pons, A. J., 1829-1884			Pons, A. J., 1829-1884				Pons, A. J., 1829-1884			Person		http://example.org/1031337#Agent700-21	
Michel, Guy Jean	n85340813	100	Michel, Jean Guy				Michel, Jean Guy			Person		http://example.org/109542#Agent100-11	
Hébert, Jean-Claude, 1935-	nr97003430	98	Hébert, Jean-Claude, 1935-	nr97003430	nr97003430	1	Hébert, Jean-Claude, 1935- 			Person		http://example.org/1052514#Agent700-21	
Miclău, Paul	n86003252	95	Miclău, Paul	n86003252	n86003252	1	Miclău, Paul			Person		http://example.org/1089545#Agent100-10	
Bianchi, Pietro	n78096023	100	Bianchi, Pietro				Bianchi, Pietro			Person		http://example.org/1028672#Agent100-11	
Fabrègues, Jean de	n93003290	97	Fabrègues, Jean de	n93003290	n93003290	1	Fabrègues, Jean de			Person		http://example.org/1026539#Agent100-12	
Sangnier, Marc, 1873-1950	n00037322	100	Sangnier, Marc, 1873-1950	n00037322	n00037322	1	Sangnier, Marc, 1873-1950			Person		http://example.org/1026539#Agent600-22	
Fonvieille-Alquier, François	n50024750	98	Fonvieille-Alquier, François	n50024750	n50024750	1	Fonvieille-Alquier, François			Person		http://example.org/1046002#Agent100-12	
Baudin, Louis, 1887-	n88616445	100	Baudin, Louis, 1887-	n88616445	n88616445	1	Baudin, Louis, 1887-			Person		http://example.org/1018536#Agent100-10	
Lelande, André, 1867-			Lelande, André, 1867-				Lelande, André, 1867-			Person		http://example.org/1023802#Agent100-10	
Dupuy, Paul	n90715629	100	Dupuy, Paul				Dupuy, Paul			Person		http://example.org/1061410#Agent100-11	
Beys, Charles, 1610-1659	nr88004305	100	Beys, Charles, 1610-1659	nr88004305	nr88004305	1	Beys, Charles, 1610-1659			Person		http://example.org/1076039#Agent100-12	
Protzman, Merle Irving, 1895-			Protzman, Merle Irving, 1895-				Protzman, Merle Irving, 1895-			Person		http://example.org/1076039#Agent700-24	
Bessette, Gérard, 1920-			Bessette, Gérard, 1920-				Bessette, Gérard, 1920-			Person		http://example.org/1075748#Agent100-9	
Nelligan, Émile, 1879-1941	n82004954	98	Nelligan, Émile, 1879-1941	n82004954	n82004954	1	Nelligan, Émile, 1879-1941			Person		http://example.org/1075748#Agent600-19	
Bolduc, Mario	n86042304	100	Bolduc, Mario	n86042304	n86042304	1	Bolduc, Mario			Person		http://example.org/104685#Agent100-11	
Popper, Evelyn			Popper, Evelyn				Popper, Evelyn			Person		http://example.org/1093262#Agent100-10	
Jullian, René	n85017273	96	Jullian, René	n85017273	n85017273	1	Jullian, René			Person		http://example.org/1086112#Agent100-11	
Grenoble. Université. Institut français de Florence. Publications. 1			Grenoble. Université. Institut français de Florence. Publications. 1				Grenoble. Université. Institut français de Florence. Publications. 1			Jurisdiction		http://example.org/1086112#Agent810-21	
Roger-Marx, Claude, 1888-1977	n50049094	100	Roger-Marx, Claude, 1888-1977	n50049094	n50049094	1	Roger-Marx, Claude, 1888-1977			Person		http://example.org/1086119#Agent100-11	
Savard, Jean Guy	n81106892	100	Savard, Jean Guy	n81106892	n81106892	0.8823529412	Savard, Jean Guy			Person		http://example.org/1093676#Agent100-13	
Richards, Jack C	n83065436	86	Richards, Jack C				Richards, Jack C			Person		http://example.org/1093676#Agent700-22	
Université Laval. Centre international de recherches sur le bilinguisme	n81089628	99	Université Laval. Centre international de recherches sur le bilinguisme		n81089628		Université Laval. Centre international de recherches sur le bilinguisme	n81089628	1	Organization		http://example.org/1093676#Agent710-23	
Lelong, M.-H. (Maurice-Hyacinthe), 1900-1981	nr00020141	100	Lelong, M.-H. (Maurice-Hyacinthe), 1900-1981	nr00020141	nr00020141	1	Lelong, M.-H. (Maurice-Hyacinthe), 1900-1981			Person		http://example.org/1024261#Agent100-10	
Brouillette, Benoît, 1904-1979	n85080062	98	Brouillette, Benoît, 1904-1979	n85080062	n85080062	1	Brouillette, Benoît, 1904-1979			Person		http://example.org/1004805#Agent100-12	
[Montréal. École des hautes études commerciales			[Montréal. École des hautes études commerciales				[Montréal. École des hautes études commerciales			Jurisdiction		http://example.org/1004805#Agent810-21	
Benveniste, Émile, 1902-1976	n78096113	98	Benveniste, Émile, 1902-1976	n78096113	n78096113	0.9655172414	Benveniste, Émile, 1902-1976			Person		http://example.org/1098197#Agent100-10	
Auboyer, Jeannine	n50030842	100	Auboyer, Jeannine	n50030842	n50030842	1	Auboyer, Jeannine			Person		http://example.org/1087044#Agent100-9	
Hōryūji (Ikaruga-chō, Nara-ken, Japan)	n80079830	95	Hōryūji (Ikaruga-chō, Nara-ken, Japan)		n80079830		Hōryūji (Ikaruga-chō, Nara-ken, Japan)	n80079830	0.8536585366	Organization		http://example.org/1087044#Agent610-19	
Collège de L'Assomption. Bibliothèque	n85052984	97	Collège de L'Assomption. Bibliothèque		n85052984		Collège de L'Assomption. Bibliothèque	n85052984	1	Organization		http://example.org/1067490#Agent110-10	
Collège de L'Assomption. Bibliothèque	n85052984	97	Collège de L'Assomption. Bibliothèque		n85052984		Collège de L'Assomption. Bibliothèque	n85052984	1	Organization		http://example.org/1067490#Agent610-19	
Olivier, Réjean, 1938-			Olivier, Réjean, 1938-				Olivier, Réjean, 1938-			Person		http://example.org/1067490#Agent700-21	
L'Assomption, Que. Collège. Bibliothèque			L'Assomption, Que. Collège. Bibliothèque				L'Assomption, Que. Collège. Bibliothèque			Jurisdiction		http://example.org/1067490#Agent810-22	
Ripault, Ghislain, 1947-	n82160867	100	Ripault, Ghislain, 1947-	n82160867	n82160867	0.8571428571	Ripault, Ghislain, 1947-			Person		http://example.org/1015940#Agent100-10	
Masson, Oliver			Masson, Oliver				Masson, Oliver			Person		http://example.org/1094677#Agent100-10	
Aśoka, King of Magadha, active 259 B.C.	n50002053	99	Aśoka, King of Magadha, active 259 B.C	n50002053	n50002053	0.9743589744	Aśoka, King of Magadha, active 259 B.C			Person		http://example.org/1098919#Agent100-11	
Bloch, Jules, 1880-1953	n84206145	100	Bloch, Jules, 1880-1953	n84206145	n84206145	1	Bloch, Jules, 1880-1953			Person		http://example.org/1098919#Agent700-23	
Aśoka, King of Magadha, active 259 B.C.	n50002053	99	Aśoka, King of Magadha, active 259 B.C	n50002053	n50002053	0.9743589744	Aśoka, King of Magadha, active 259 B.C			Person		http://example.org/1098188#Agent100-11	
