Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blabnk
Fincham, Charles Brothers Hilson	n80067644	100	Fincham, Charles Brothers Hilson	n80067644	n80067644	1	Fincham, Charles Brothers Hilson			Person		http://example.org/1056534#Agent100-10	
Lovell, Enid Baird, 1904-1992	n50043521	100	Lovell, Enid Baird, 1904-1992	n50043521	n50043521	1	Lovell, Enid Baird, 1904-1992			Person		http://example.org/1021734#Agent100-12	
Stigler, George J. (George Joseph), 1911-1991	n50010493	100	Stigler, George J. (George Joseph), 1911-1991	n50010493	n50010493	1	Stigler, George J. (George Joseph), 1911-1991			Person		http://example.org/1003216#Agent100-11	
Sampson, Roy J.	n79023119	100	Sampson, Roy J	n79023119	n79023119	0.9333333333	Sampson, Roy J			Person		http://example.org/1006683#Agent100-13	
Farris, Martin T.	n79023070	100	Farris, Martin T	n79023070	n79023070	0.9411764706	Farris, Martin T			Person		http://example.org/1006683#Agent700-25	
Meyer, Werner, Nov. 25, 1909-			Meyer, Werner, Nov. 25, 1909-				Meyer, Werner, Nov. 25, 1909-			Organization		http://example.org/1083710#Agent110-11	
Spiegel, Steven L.	n50021179	100	Spiegel, Steven L	n50021179	n50021179	0.9444444444	Spiegel, Steven L			Person		http://example.org/1053512#Agent100-12	
Maslow, Abraham H. (Abraham Harold)	n80015699	100	Maslow, Abraham H. (Abraham Harold)	n80015699	n80015699	1	Maslow, Abraham H. (Abraham Harold)			Person		http://example.org/1067040#Agent100-13	
Triska, Jan F.	n50012533	100	Triska, Jan F	n50012533	n50012533	0.9285714286	Triska, Jan F			Person		http://example.org/1000070#Agent700-27	
Tolman, Rosco N., 1937-			Tolman, Rosco N., 1937-				Tolman, Rosco N., 1937-			Person		http://example.org/1028494#Agent100-11	
Valle-Inclán, Ramón del, 1866-1936	n79004111	97	Valle-Inclán, Ramón del, 1866-1936	n79004111	n79004111	0.9714285714	Valle-Inclán, Ramón del, 1866-1936			Person		http://example.org/1028494#Agent600-20	
Santayana, George, 1863-1952	n79043580	100	Santayana, George, 1863-1952	n79043580	n79043580	0.9655172414	Santayana, George, 1863-1952			Person		http://example.org/1044642#Agent100-11	
Isla, Carlos	n81147655	100	Isla, Carlos	n81147655	n81147655	1	Isla, Carlos			Person		http://example.org/1029932#Agent100-11	
Truesdale, C. W. (Calvin William), 1929-2001	n50011723	100	Truesdale, C. W. (Calvin William), 1929-2001	n50011723	n50011723	1	Truesdale, C. W. (Calvin William), 1929-2001			Person		http://example.org/1029932#Agent700-21	
Bonazzi, Robert	n50042065	100	Bonazzi, Robert	n50042065	n50042065	0.9375	Bonazzi, Robert			Person		http://example.org/1029932#Agent700-22	
Patín Maceo, Manuel Antonio			Patín Maceo, Manuel Antonio				Patín Maceo, Manuel Antonio			Person		http://example.org/1094004#Agent100-10	
Keith, Arthur Berriedale, 1879-1944	n50046783	100	Keith, Arthur Berriedale, 1879-1944	n50046783	n50046783	1	Keith, Arthur Berriedale, 1879-1944			Person		http://example.org/1047976#Agent100-11	
Trziszka, Zygmunt, 1936-	n80162547	100	Trziszka, Zygmunt, 1936-	n80162547	n80162547	1	Trziszka, Zygmunt, 1936-			Person		http://example.org/1098399#Agent100-11	
Dąbrowska, Maria, 1889-1965	n80002377	98	Dąbrowska, Maria, 1889-1965	n80002377	n80002377	1	Dąbrowska, Maria, 1889-1965			Person		http://example.org/1096443#Agent100-10	
Vvedenskiĭ, A. A.	n85118208	96	Vvedenskiĭ, A. A				Vvedenskiĭ, A. A			Person		http://example.org/1009541#Agent100-11	
Stroganov family			Stroganov family				Stroganov family			Family		http://example.org/1009541#Agent600-20	
Kholodkovskiĭ, Vl. (Vladimir)	no93033068	98	Kholodkovskiĭ, Vl. (Vladimir)	no93033068	no93033068	0.9333333333	Kholodkovskiĭ, Vl. (Vladimir)			Person		http://example.org/1082516#Agent100-10	
Tchaikovsky, Peter Ilich, 1840-1893	n79072979	100	Tchaikovsky, Peter Ilich, 1840-1893	n79072979	n79072979	1	Tchaikovsky, Peter Ilich, 1840-1893			Person		http://example.org/1082516#Agent600-19	
Caetani, Gelasio, 1877-1934	no2004088720	100	Caetani, Gelasio, 1877-1934	no2004088720	no2004088720	1	Caetani, Gelasio, 1877-1934			Person		http://example.org/1006040#Agent100-9	
Caetani family			Caetani family				Caetani family			Family		http://example.org/1006040#Agent600-19	
Żylińska, Jadwiga	n87141713	93	Żylińska, Jadwiga				Żylińska, Jadwiga			Person		http://example.org/1098417#Agent100-10	
Waśkiewicz, Andrzej K., 1941-	n81075766	98	Waśkiewicz, Andrzej K., 1941-	n81075766	n81075766	0.9333333333	Waśkiewicz, Andrzej K., 1941-			Person		http://example.org/1098406#Agent100-10	
Norwid, Cyprian, 1821-1883	n50032271	100	Norwid, Cyprian, 1821-1883	n50032271	n50032271	0.962962963	Norwid, Cyprian, 1821-1883			Person		http://example.org/1096520#Agent100-10	
Mary, Blessed Virgin, Saint	n81018544	100	Mary, Blessed Virgin, Saint	n81018544	n81018544	1	Mary, Blessed Virgin, Saint			Person		http://example.org/1096520#Agent600-18	
McEldowney, Dennis, 1926-2003	n88618629	100	McEldowney, Dennis, 1926-2003	n88618629	n88618629	1	McEldowney, Dennis, 1926-2003			Person		http://example.org/107816#Agent100-10	
Anderson, Donald Macdougall, 1923-1961			Anderson, Donald Macdougall, 1923-1961				Anderson, Donald Macdougall, 1923-1961			Person		http://example.org/107816#Agent600-18	
Grierson, Mary	nr93046403	100	Grierson, Mary	nr93046403	nr93046403	1	Grierson, Mary			Person		http://example.org/1082990#Agent100-10	
Tovey, Donald Francis, 1875-1940	n50014572	100	Tovey, Donald Francis, 1875-1940	n50014572	n50014572	1	Tovey, Donald Francis, 1875-1940			Person		http://example.org/1082990#Agent600-18	
Hall, Donald, 1928-	n79043673	100	Hall, Donald, 1928-	n79043673	n79043673	0.8260869565	Hall, Donald, 1928-			Person		http://example.org/1010974#Agent100-9	
Valera, Juan, 1824-1905	n79131113	100	Valera, Juan, 1824-1905	n79131113	n79131113	0.9583333333	Valera, Juan, 1824-1905			Person		http://example.org/104697#Agent100-11	
Chaput, Hélène	n81081083	92	Chaput, Hélène				Chaput, Hélène			Person		http://example.org/1065340#Agent100-10	
Frémont, Donatien, 1881-1967			Frémont, Donatien, 1881-1967				Frémont, Donatien, 1881-1967			Person		http://example.org/1065340#Agent600-20	
Salmon, André, 1881-1969	n85055960	98	Salmon, André, 1881-1969	n85055960	n85055960	1	Salmon, André, 1881-1969			Person		http://example.org/1040821#Agent100-10	
Angulo, Jaime de	n50022463	100	Angulo, Jaime de	n50022463	n50022463	1	Angulo, Jaime de			Person		http://example.org/1073266#Agent100-10	
Leonard, Irving A. (Irving Albert), 1896-1996	n50049792	100	Leonard, Irving A. (Irving Albert), 1896-1996	n50049792	n50049792	1	Leonard, Irving A. (Irving Albert), 1896-1996			Person		http://example.org/1046270#Agent100-11	
Sigüenza y Góngora, Carlos de, 1645-1700	n50025907	97	Sigüenza y Góngora, Carlos de, 1645-1700	n50025907	n50025907	1	Sigüenza y Góngora, Carlos de, 1645-1700			Person		http://example.org/1046270#Agent600-22	
Sender, Ramón José, 1901-1982	n79046155	96	Sender, Ramón José, 1901-1982	n79046155	n79046155	1	Sender, Ramón José, 1901-1982			Person		http://example.org/1008607#Agent100-11	
Fraga Iribarne, Manuel	n79053989	100	Fraga Iribarne, Manuel	n79053989	n79053989	1	Fraga Iribarne, Manuel			Person		http://example.org/1039212#Agent100-11	
Saavedra Fajardo, Diego de, 1584-1648	n79133830	100	Saavedra Fajardo, Diego de, 1584-1648	n79133830	n79133830	0.9473684211	Saavedra Fajardo, Diego de, 1584-1648			Person		http://example.org/1039212#Agent600-19	
Soto-Hall, M. (Maximo), 1871-			Soto-Hall, M. (Maximo), 1871-				Soto-Hall, M. (Maximo), 1871-			Person		http://example.org/1052795#Agent100-10	
Portales, Diego José Víctor, 1793-1837	n82006753	97	Portales, Diego José Víctor, 1793-1837	n82006753	n82006753	1	Portales, Diego José Víctor, 1793-1837			Person		http://example.org/1052795#Agent600-19	
Dixon, Ben F. (Ben Franklin), 1892-	n85138802	100	Dixon, Ben F. (Ben Franklin), 1892-	n85138802	n85138802	1	Dixon, Ben F. (Ben Franklin), 1892-			Person		http://example.org/1058291#Agent100-11	
Remington, Frederic, 1861-1909	n79018407	100	Remington, Frederic, 1861-1909	n79018407	n79018407	1	Remington, Frederic, 1861-1909			Person		http://example.org/1084638#Agent100-11	
Wister, Owen, 1860-1938	n79093083	100	Wister, Owen, 1860-1938	n79093083	n79093083	0.9583333333	Wister, Owen, 1860-1938			Person		http://example.org/1084638#Agent700-22	
Crawford, Oliver	n50019062	100	Crawford, Oliver	n50019062	n50019062	0.9411764706	Crawford, Oliver			Person		http://example.org/1047868#Agent100-16	
Council of Europe	n78095594	100	Council of Europe				Council of Europe			Organization		http://example.org/1047868#Agent610-25	
Mitjana, Rafael, 1869-1921	n81114231	100	Mitjana, Rafael, 1869-1921	n81114231	n81114231	1	Mitjana, Rafael, 1869-1921			Person		http://example.org/1082285#Agent100-10	
Las Infantas, Fernando de, b 1531?			Las Infantas, Fernando de, b 1531?				Las Infantas, Fernando de, b 1531?			Person		http://example.org/1082285#Agent600-18	
Centro de Estudios Históricos (Spain)	n81135026	99	Centro de Estudios Históricos (Spain)		n81135026		Centro de Estudios Históricos (Spain)	n81135026	1	Organization		http://example.org/1082285#Agent710-19	
Gast, Ross H.	no2006006492	100	Gast, Ross H	no2006006492	no2006006492	0.9230769231	Gast, Ross H			Person		http://example.org/10732#Agent100-11	
Marin, Francisco de Paula, 1774?-1837	no2006006494	100	Marin, Francisco de Paula, 1774?-1837	no2006006494	no2006006494	1	Marin, Francisco de Paula, 1774?-1837			Person		http://example.org/10732#Agent600-19	
Marin, Francisco de Paula, 1774?-1837	no2006006494	100	Marin, Francisco de Paula, 1774?-1837	no2006006494	no2006006494	1	Marin, Francisco de Paula, 1774?-1837			Person		http://example.org/10732#Agent700-20	
Braunfels, Walter, 1882-1954	n81017909	100	Braunfels, Walter, 1882-1954	n81017909	n81017909	1	Braunfels, Walter, 1882-1954			Person		http://example.org/1073792#Agent100-10	
Da Ponte, Lorenzo, 1749-1838	n80057191	100	Da Ponte, Lorenzo, 1749-1838	n80057191	n80057191	0.9655172414	Da Ponte, Lorenzo, 1749-1838			Person		http://example.org/1062805#Agent100-12	
Da Ponte, Lorenzo, 1749-1838	n80057191	100	Da Ponte, Lorenzo, 1749-1838	n80057191	n80057191	0.9655172414	Da Ponte, Lorenzo, 1749-1838			Person		http://example.org/1062805#Agent700-22	
Herrero Rubio, Alejandro	n84127150	100	Herrero Rubio, Alejandro	n84127150	n84127150	1	Herrero Rubio, Alejandro			Person		http://example.org/1056401#Agent100-10	
Olmeda y León, Joseph de, 1740-1805	n2013040097	88	Olmeda y León, Joseph de, 1740-1805	n2013040097	n2013040097	0.8	Olmeda y León, Joseph de, 1740-1805			Person		http://example.org/1056401#Agent600-18	
Horváth, Ödön von, 1901-1938	n50030757	82	Horváth, Ödön von, 1901-1938	n50030757	n50030757	0.9655172414	Horváth, Ödön von, 1901-1938			Person		http://example.org/1001778#Agent100-10	
Horváth, Ödön von, 1901-1938	n50030757	82	Horváth, Ödön von, 1901-1938	n50030757	n50030757	0.9655172414	Horváth, Ödön von, 1901-1938			Person		http://example.org/1001778#Agent800-21	
Aagaard, Anton	no2001042376	100	Aagaard, Anton	no2001042376	no2001042376	1	Aagaard, Anton			Person		http://example.org/1018490#Agent100-10	
Toman, Josef, 1899-1977	n86134916	100	Toman, Josef, 1899-1977	n86134916	n86134916	0.9583333333	Toman, Josef, 1899-1977			Person		http://example.org/1095807#Agent100-10	
Mañara, Miguel de, 1627-1679	n82047611	98	Mañara, Miguel de, 1627-1679	n82047611	n82047611	1	Mañara, Miguel de, 1627-1679			Person		http://example.org/1095807#Agent600-19	
Juan, Don	n88217487	100	Juan, Don				Juan, Don			Person		http://example.org/1095807#Agent600-20	
Schiller, Friedrich, 1759-1805	n79111538	100	Schiller, Friedrich, 1759-1805	n79111538	n79111538	0.9677419355	Schiller, Friedrich, 1759-1805			Person		http://example.org/1030620#Agent100-10	
Schiller, Friedrich, 1759-1805	n79111538	100	Schiller, Friedrich, 1759-1805	n79111538	n79111538	0.9677419355	Schiller, Friedrich, 1759-1805			Person		http://example.org/1030620#Agent600-20	
Böckmann, Paul, 1899-	n83132851	97	Böckmann, Paul, 1899-	n83132851	n83132851	1	Böckmann, Paul, 1899- 			Person		http://example.org/1030620#Agent700-21	
Aguado, Emiliano	n79088942	100	Aguado, Emiliano	n79088942	n79088942	1	Aguado, Emiliano			Person		http://example.org/1002921#Agent100-12	
Azaña, Manuel, 1880-1940	n79093003	98	Azaña, Manuel, 1880-1940	n79093003	n79093003	1	Azaña, Manuel, 1880-1940			Person		http://example.org/1002921#Agent600-21	
Vecchini, Arturo			Vecchini, Arturo				Vecchini, Arturo			Person		http://example.org/1075379#Agent100-11	
Lovelock, Julian	n50043525	100	Lovelock, Julian	n50043525	n50043525	0.9411764706	Lovelock, Julian			Person		http://example.org/1028315#Agent100-14	
Donne, John, 1572-1631	n79069876	100	Donne, John, 1572-1631	n79069876	n79069876	0.9565217391	Donne, John, 1572-1631			Person		http://example.org/1028315#Agent600-24	
Graham, John T. (John Thomas), 1928-	n94015101	100	Graham, John T. (John Thomas), 1928-	n94015101	n94015101	1	Graham, John T. (John Thomas), 1928-			Person		http://example.org/1030973#Agent100-11	
Donoso Cortés, Juan, marqués de Valdegamas, 1809-1853	n50082050	98	Donoso Cortés, Juan, marqués de Valdegamas, 1809-1853	n50082050	n50082050	1	Donoso Cortés, Juan, marqués de Valdegamas, 1809-1853			Person		http://example.org/1030973#Agent600-19	
Donizetti, Gaetano, 1797-1848	n79132358	100	Donizetti, Gaetano, 1797-1848	n79132358	n79132358	0.9666666667	Donizetti, Gaetano, 1797-1848			Person		http://example.org/1073803#Agent100-10	
Dent, Edward Joseph, 1876-1957			Dent, Edward Joseph, 1876-1957				Dent, Edward Joseph, 1876-1957			Person		http://example.org/1073803#Agent700-19	
Ruffini, Giovanni, 1807-1881	n82229216	100	Ruffini, Giovanni, 1807-1881	n82229216	n82229216	0.9655172414	Ruffini, Giovanni, 1807-1881			Person		http://example.org/1073803#Agent700-20	
Case, Alexander T.	n85050047	100	Case, Alexander T	n85050047	n85050047	0.9444444444	Case, Alexander T			Person		http://example.org/1038780#Agent100-10	
Marcelli, Ulderico	n93012654	100	Marcelli, Ulderico	n93012654	n93012654	1	Marcelli, Ulderico			Person		http://example.org/1038780#Agent700-19	
Cervantes Saavedra, Miguel de, 1547-1616	n79100233	100	Cervantes Saavedra, Miguel de, 1547-1616	n79100233	n79100233	0.9512195122	Cervantes Saavedra, Miguel de, 1547-1616			Person		http://example.org/1038780#Agent700-20	
Bohemian Club (San Francisco, Calif.)	n50065080	100	Bohemian Club (San Francisco, Calif.)		n50065080		Bohemian Club (San Francisco, Calif.)	n50065080	1	Organization		http://example.org/1038780#Agent710-21	
Michelena, Luis	n79063359	100	Michelena, Luis	n79063359	n79063359	1	Michelena, Luis			Person		http://example.org/1097966#Agent100-10	
Azkue, Resurrección María de, 1864-1951	n79066685	97	Azkue, Resurrección María de, 1864-1951	n79066685	n79066685	0.9743589744	Azkue, Resurrección María de, 1864-1951			Person		http://example.org/1097966#Agent600-18	
Caro Baroja, Julio	n79058802	100	Caro Baroja, Julio	n79058802	n79058802	1	Caro Baroja, Julio			Person		http://example.org/1097966#Agent700-19	
Tovar, Antonio	n79120230	100	Tovar, Antonio	n79120230	n79120230	1	Tovar, Antonio			Person		http://example.org/1097966#Agent700-20	
Musée d'art Cortemporain, Montréal, Québec			Musée d'art Cortemporain, Montréal, Québec				Musée d'art Cortemporain, Montréal, Québec			Organization		http://example.org/1085541#Agent110-10	
Meyer, Martin J.	n79106023	100	Meyer, Martin J				Meyer, Martin J			Person		http://example.org/1016320#Agent100-12	
McDaniel, Joseph M., 1902- 			McDaniel, Joseph M., 1902- 				McDaniel, Joseph M., 1902- 			Person		http://example.org/1016320#Agent700-22	
Benton, Robert	n89665431	100	Benton, Robert	n89665431	n89665431	1	Benton, Robert			Person		http://example.org/1035990#Agent100-11	
Benton, Sally			Benton, Sally				Benton, Sally			Person		http://example.org/1035990#Agent700-20	
Woolf, Benjamin E			Woolf, Benjamin E				Woolf, Benjamin E			Person		http://example.org/1023448#Agent100-9	
Green, H. Gordon (Henry Gordon), 1912-1991	n50033961	100	Green, H. Gordon (Henry Gordon), 1912-1991	n50033961	n50033961	1	Green, H. Gordon (Henry Gordon), 1912-1991			Person		http://example.org/1048534#Agent100-11	
Bennett, Myra	n99026706	100	Bennett, Myra	n99026706	n99026706	1	Bennett, Myra			Person		http://example.org/1048534#Agent600-20	
Watt, Henry	nr2004028821	87	Watt, Henry				Watt, Henry			Person		http://example.org/1029393#Agent100-10	
Elson, Charles Dana, 1881-			Elson, Charles Dana, 1881-				Elson, Charles Dana, 1881-			Person		http://example.org/1011750#Agent100-10	
Wojciechowska, Maia, 1927-2002	n80037853	100	Wojciechowska, Maia, 1927-2002	n80037853	n80037853	1	Wojciechowska, Maia, 1927-2002			Person		http://example.org/108110#Agent100-10	
Association for Childhood Education International	n80075910	100	Association for Childhood Education International		n80075910		Association for Childhood Education International	n80075910	0.98	Organization		http://example.org/1064132#Agent110-10	
Lukas, J. Anthony, 1933-1997	n84135891	100	Lukas, J. Anthony, 1933-1997	n84135891	n84135891	1	Lukas, J. Anthony, 1933-1997			Person		http://example.org/1031260#Agent100-15	
