Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	blank
Newcomer, Phyllis L.	n79104232	100	Newcomer, Phyllis L	n79104232	n79104232	0.95	Newcomer, Phyllis L			Person		http://example.org/102763#Agent100-11	
Hammill, Donald D., 1934-	n50020014	100	Hammill, Donald D., 1934-	n50020014	n50020014	1	Hammill, Donald D., 1934- 			Person		http://example.org/102763#Agent700-21	
Edinburgh University Conference on Psycholinguistics (1966)	no2009077678	100	Edinburgh University Conference on Psycholinguistics (1966)		no2009077678		Edinburgh University Conference on Psycholinguistics (1966)	no2009077678	1	Meeting		http://example.org/1094353#Agent111-13	
Lyons, John, 1932-	n50037402	100	Lyons, John, 1932- 	n50037402	n50037402	0.8181818182	Lyons, John, 1932- 			Person		http://example.org/1094353#Agent700-25	
Wales, R. J. (Roger J.)	no2009077679	100	Wales, R. J. (Roger J.)	no2009077679	no2009077679	1	Wales, R. J. (Roger J.)			Person		http://example.org/1094353#Agent700-26	
Edinburgh (Scotland) University. Faculty of Social Sciences. Research Board			Edinburgh (Scotland) University. Faculty of Social Sciences. Research Board				Edinburgh (Scotland) University. Faculty of Social Sciences. Research Board			Jurisdiction		http://example.org/1094353#Agent710-27	
List, Gudula	n82120671	100	List, Gudula	n82120671	n82120671	1	List, Gudula			Person		http://example.org/1056221#Agent100-11	
Sanders, Colsell, 1904-			Sanders, Colsell, 1904-				Sanders, Colsell, 1904-			Person		http://example.org/1062743#Agent100-10	
Stolurow, Lawrence M.	n50011273	100	Stolurow, Lawrence M	n50011273	n50011273	0.9523809524	Stolurow, Lawrence M			Person		http://example.org/1062928#Agent100-11	
University of Illinois (Urbana-Champaign campus) Training Research Laboratory			University of Illinois (Urbana-Champaign campus) Training Research Laboratory				University of Illinois (Urbana-Champaign campus) Training Research Laboratory			Organization		http://example.org/1062928#Agent710-22	
Saenger-Ceha, Mya M. T			Saenger-Ceha, Mya M. T				Saenger-Ceha, Mya M. T			Person		http://example.org/1043413#Agent100-11	
Ross, Alan O.	n79062828	100	Ross, Alan O	n79062828	n79062828	0.9230769231	Ross, Alan O			Person		http://example.org/104885#Agent100-13	
Gentry, W. Doyle (William Doyle), 1943-	n50020206	100	Gentry, W. Doyle (William Doyle), 1943-	n50020206	n50020206	1	Gentry, W. Doyle (William Doyle), 1943-			Person		http://example.org/104419#Agent100-11	
Williams, Redford B., 1940-	n81108168	100	Williams, Redford B., 1940-	n81108168	n81108168	1	Williams, Redford B., 1940- 			Person		http://example.org/104419#Agent700-20	
Garrett, James F.	n84030067	100	Garrett, James F	n84030067	n84030067	0.9411764706	Garrett, James F			Person		http://example.org/1002878#Agent100-10	
Watson, John B. (John Broadus), 1878-1958	n79110514	100	Watson, John B. (John Broadus), 1878-1958	n79110514	n79110514	1	Watson, John B. (John Broadus), 1878-1958			Person		http://example.org/1030989#Agent100-12	
Lauterbach, Albert, 1904-1986	n90663577	100	Lauterbach, Albert, 1904-1986				Lauterbach, Albert, 1904-1986			Person		http://example.org/1046224#Agent100-11	
Komisar, Bolek Paul, 1926- 			Komisar, Bolek Paul, 1926- 				Komisar, Bolek Paul, 1926- 			Person		http://example.org/1062401#Agent100-13	
Macmillan, C. J. B. (Charles James Barr), 1935-	n88056507	100	Macmillan, C. J. B. (Charles James Barr), 1935-	n88056507	n88056507	1	Macmillan, C. J. B. (Charles James Barr), 1935- 			Person		http://example.org/1062401#Agent700-25	
Parker, Clyde Alvin	n79058608	100	Parker, Clyde Alvin	n79058608	n79058608	1	Parker, Clyde Alvin			Person		http://example.org/100901#Agent100-9	
Newman, Ruth G.	n79099049	100	Newman, Ruth G	n79099049	n79099049	0.9333333333	Newman, Ruth G			Person		http://example.org/1069996#Agent100-10	
Langmeier, Josef	n83067669	100	Langmeier, Josef	n83067669	n83067669	1	Langmeier, Josef			Person		http://example.org/106383#Agent100-14	
Matejček, Zdeněk	n83067668	93	Matejček, Zdeněk				Matejček, Zdeněk			Person		http://example.org/106383#Agent700-26	
Williams, D. A. (David Anthony)	nr88005001	100	Williams, D. A. (David Anthony)	nr88005001	nr88005001	0.9677419355	Williams, D. A. (David Anthony)			Person		http://example.org/1030645#Agent100-11	
Flaubert, Gustave, 1821-1880	n79059896	100	Flaubert, Gustave, 1821-1880	n79059896	n79059896	0.9655172414	Flaubert, Gustave, 1821-1880			Person		http://example.org/1030645#Agent600-20	
Longstreth, Langdon E. (Langdon Ewert), 1931-	n88654104	100	Longstreth, Langdon E. (Langdon Ewert), 1931-	n88654104	n88654104	1	Longstreth, Langdon E. (Langdon Ewert), 1931-			Person		http://example.org/1045954#Agent100-10	
Marzolf, Stanley S			Marzolf, Stanley S				Marzolf, Stanley S			Person		http://example.org/1060936#Agent100-11	
Witkin, Herman A.	n80149508	100	Witkin, Herman A	n80149508	n80149508	0.9411764706	Witkin, Herman A			Person		http://example.org/1037421#Agent100-14	
Neustatter, W. Lindesay (Walter Lindesay)	no2008022288	100	Neustatter, W. Lindesay (Walter Lindesay)				Neustatter, W. Lindesay (Walter Lindesay)			Person		http://example.org/1035305#Agent100-10	
Britt, Steuart Henderson, 1907-1979	n78085464	100	Britt, Steuart Henderson, 1907-1979	n78085464	n78085464	1	Britt, Steuart Henderson, 1907-1979			Person		http://example.org/1010048#Agent100-12	
Beaumont, Henry, 1902-1947			Beaumont, Henry, 1902-1947				Beaumont, Henry, 1902-1947			Person		http://example.org/1062246#Agent100-10	
Macomber, Freeman Glenn, 1901-	no2004100436	100	Macomber, Freeman Glenn, 1901-	no2004100436	no2004100436	1	Macomber, Freeman Glenn, 1901- 			Person		http://example.org/1062246#Agent700-21	
Terman, Lewis Madison, 1877-1956	n50009919	88	Terman, Lewis Madison, 1877-1956				Terman, Lewis Madison, 1877-1956			Person		http://example.org/1028845#Agent100-10	
Buttenwieser, Paul	n80114768	87	Buttenwieser, Paul				Buttenwieser, Paul			Person		http://example.org/1028845#Agent700-21	
Ferguson, Leonard W.	n83070818	100	Ferguson, Leonard W	n83070818	n83070818	0.95	Ferguson, Leonard W			Person		http://example.org/1028845#Agent700-22	
Johnson, Winifred Bent			Johnson, Winifred Bent				Johnson, Winifred Bent			Person		http://example.org/1028845#Agent700-23	
Wilson, Donald Powell, 1900-	no99064216	100	Wilson, Donald Powell, 1900-	no99064216	no99064216	1	Wilson, Donald Powell, 1900-			Person		http://example.org/1028845#Agent700-24	
Pear, Tom Hatherley, 1886- 			Pear, Tom Hatherley, 1886- 				Pear, Tom Hatherley, 1886- 			Person		http://example.org/1053707#Agent100-10	
Bigge, Morris L.	n50011219	100	Bigge, Morris L	n50011219	n50011219	0.9375	Bigge, Morris L			Person		http://example.org/1062261#Agent100-13	
Hunt, Maurice P.	n50030627	100	Hunt, Maurice P	n50030627	n50030627	0.9375	Hunt, Maurice P			Person		http://example.org/1062261#Agent700-25	
Gray, John Stanley, 1894-			Gray, John Stanley, 1894-				Gray, John Stanley, 1894-			Person		http://example.org/1062365#Agent100-10	
Eson, Morris E.	n86820032	100	Eson, Morris E	n86820032	n86820032	0.9333333333	Eson, Morris E			Person		http://example.org/1062326#Agent100-14	
Wilson, John Abraham Ross	n50015542	100	Wilson, John Abraham Ross	n50015542	n50015542	0.9615384615	Wilson, John Abraham Ross			Person		http://example.org/1008412#Agent100-11	
Robeck, Mildred Coen, 1915-	n50056901	100	Robeck, Mildred Coen, 1915- 				Robeck, Mildred Coen, 1915- 			Person		http://example.org/1008412#Agent700-22	
Michael, William B	n79084379	87	Michael, William B				Michael, William B			Person		http://example.org/1008412#Agent700-23	
Zytowski, Donald G.	n79104262	100	Zytowski, Donald G	n79104262	n79104262	0.9473684211	Zytowski, Donald G			Person		http://example.org/1009599#Agent100-10	
Davis, Michael M. (Michael Marks), 1879-1971	n50035606	100	Davis, Michael M. (Michael Marks), 1879-1971	n50035606	n50035606	1	Davis, Michael M. (Michael Marks), 1879-1971			Person		http://example.org/1025018#Agent100-11	
Tarde, Gabriel de, 1843-1904	n50016860	100	Tarde, Gabriel de, 1843-1904	n50016860	n50016860	0.9310344828	Tarde, Gabriel de, 1843-1904			Person		http://example.org/1025018#Agent600-25	
Renahon, Stanley Allen			Renahon, Stanley Allen				Renahon, Stanley Allen			Person		http://example.org/1050820#Agent100-15	
Powers, Francis F. (Francis Fountain), 1901-1989	no00082641	100	Powers, Francis F. (Francis Fountain), 1901-1989	no00082641	no00082641	1	Powers, Francis F. (Francis Fountain), 1901-1989			Person		http://example.org/1062704#Agent100-10	
Uhl, Willis Lemon, 1885- 			Uhl, Willis Lemon, 1885- 				Uhl, Willis Lemon, 1885- 			Person		http://example.org/1062704#Agent700-21	
Harris, Dale B.	n50024680	100	Harris, Dale B	n50024680	n50024680	0.9333333333	Harris, Dale B			Person		http://example.org/1030749#Agent100-12	
Ebert, Ronald S.	n2001109192	100	Ebert, Ronald S	n2001109192	n2001109192	0.9375	Ebert, Ronald S			Person		http://example.org/1030749#Agent700-22	
Pennsylvania State University. Center for Continuing Liberal Education	n88620124	100	Pennsylvania State University. Center for Continuing Liberal Education		n88620124		Pennsylvania State University. Center for Continuing Liberal Education	n88620124	1	Organization		http://example.org/1030749#Agent710-23	
Hollis, Joseph William	n79121369	100	Hollis, Joseph William	n79121369	n79121369	0.9565217391	Hollis, Joseph William			Person		http://example.org/1013235#Agent100-10	
Donn, Patsy A.	n79121374	100	Donn, Patsy A	n79121374	n79121374	0.9285714286	Donn, Patsy A			Person		http://example.org/1013235#Agent700-20	
Bachrach, Arthur J.	n80115602	100	Bachrach, Arthur J	n80115602	n80115602	0.9473684211	Bachrach, Arthur J			Person		http://example.org/1035657#Agent100-11	
Holt, Fred D			Holt, Fred D				Holt, Fred D			Person		http://example.org/1069994#Agent100-12	
Kicklighter, Richard H.	n91017351	100	Kicklighter, Richard H	n91017351	n91017351	0.9565217391	Kicklighter, Richard H			Person		http://example.org/1069994#Agent700-22	
Reuning, Helmut			Reuning, Helmut				Reuning, Helmut			Person		http://example.org/1073604#Agent100-10	
Wortley, Wendy			Wortley, Wendy				Wortley, Wendy			Person		http://example.org/1073604#Agent700-22	
Cohen, Stanley	n50026519	100	Cohen, Stanley	n50026519	n50026519	1	Cohen, Stanley			Person		http://example.org/1047809#Agent100-15	
Taylor, Laurie, 1936-	n50009286	100	Taylor, Laurie, 1936-	n50009286	n50009286	1	Taylor, Laurie, 1936-			Person		http://example.org/1047809#Agent700-24	
Miller, Kenneth M., 1941-	n84002562	100	Miller, Kenneth M., 1941-	n84002562	n84002562	1	Miller, Kenneth M., 1941-			Person		http://example.org/107993#Agent700-20	
Samuda, Ronald J.	n80098433	100	Samuda, Ronald J	n80098433	n80098433	0.9411764706	Samuda, Ronald J			Person		http://example.org/107714#Agent100-13	
Kline, Paul	n50042332	100	Kline, Paul	n50042332	n50042332	1	Kline, Paul			Person		http://example.org/100419#Agent100-10	
McFarland, Henry Stewart Noel	n50007380	100	McFarland, Henry Stewart Noel	n50007380	n50007380	0.9666666667	McFarland, Henry Stewart Noel			Person		http://example.org/1062637#Agent100-13	
Daly, R. J. (Robert Joseph), 1936-	n86105082	100	Daly, R. J. (Robert Joseph), 1936-	n86105082	n86105082	1	Daly, R. J. (Robert Joseph), 1936-			Person		http://example.org/1001940#Agent700-26	
Sand, E. A.	n86105085	100	Sand, E. A				Sand, E. A			Person		http://example.org/1001940#Agent700-27	
European Medical Research Councils. Study Group on Mental Illness Research	n85134605	100	European Medical Research Councils. Study Group on Mental Illness Research		n85134605		European Medical Research Councils. Study Group on Mental Illness Research	n85134605	1	Organization		http://example.org/1001940#Agent710-28	
Roetter, Charles	n85351735	100	Roetter, Charles	n85351735	n85351735	0.9411764706	Roetter, Charles			Person		http://example.org/1063753#Agent100-14	
Harris, W[illiam] T[orrey], 1835-			Harris, W[illiam] T[orrey], 1835-				Harris, W[illiam] T[orrey], 1835-			Person		http://example.org/1062373#Agent100-10	
Kolkman, H. J., 1909-			Kolkman, H. J., 1909-				Kolkman, H. J., 1909-			Person		http://example.org/1006256#Agent100-10	
L'Archevêque, Paul	n92013842	97	L'Archevêque, Paul				L'Archevêque, Paul			Person		http://example.org/1070370#Agent100-9	
Constantin, Léon			Constantin, Léon				Constantin, Léon			Person		http://example.org/1040303#Agent100-13	
Delacroix, Henri Joachim, 1873-			Delacroix, Henri Joachim, 1873-				Delacroix, Henri Joachim, 1873-			Person		http://example.org/1076369#Agent100-10	
Malraux, André, 1901-1976	n79059794	98	Malraux, André, 1901-1976	n79059794	n79059794	0.9615384615	Malraux, André, 1901-1976			Person		http://example.org/1076411#Agent100-10	
Baudouin, Charles, 1893-1963	n50005410	100	Baudouin, Charles, 1893-1963	n50005410	n50005410	1	Baudouin, Charles, 1893-1963			Person		http://example.org/100496#Agent100-9	
Mucchielli, Roger	n50012891	100	Mucchielli, Roger				Mucchielli, Roger			Person		http://example.org/1070757#Agent100-10	
Maletzke, Gerhard	n82006382	100	Maletzke, Gerhard	n82006382	n82006382	0.9444444444	Maletzke, Gerhard			Person		http://example.org/1048903#Agent100-9	
Lehr, Ursula	n80122672	100	Lehr, Ursula	n80122672	n80122672	1	Lehr, Ursula			Person		http://example.org/1072356#Agent100-11	
Müller-Freienfels, Richard, 1882-1949	no95015572	99	Müller-Freienfels, Richard, 1882-1949	no95015572	no95015572	1	Müller-Freienfels, Richard, 1882-1949			Person		http://example.org/101850#Agent100-10	
Spranger, Eduard, 1882-1963	n82277228	100	Spranger, Eduard, 1882-1963				Spranger, Eduard, 1882-1963			Person		http://example.org/1029448#Agent100-10	
Spranger, Eduard, 1882-1963	n82277228	100	Spranger, Eduard, 1882-1963				Spranger, Eduard, 1882-1963			Person		http://example.org/1029446#Agent100-10	
Böhler, Eugen, 1893-1977	no2008014682	98	Böhler, Eugen, 1893-1977	no2008014682	no2008014682	1	Böhler, Eugen, 1893-1977			Person		http://example.org/1073467#Agent100-9	
Longeot, François			Longeot, François				Longeot, François			Person		http://example.org/1060111#Agent100-10	
Deshaies, Gabriel, 1909-			Deshaies, Gabriel, 1909-				Deshaies, Gabriel, 1909-			Person		http://example.org/1036305#Agent100-10	
Leif, Joseph	n80098487	100	Leif, Joseph	n80098487	n80098487	0.9230769231	Leif, Joseph			Person		http://example.org/1078119#Agent100-10	
Delay, Jean, 1907-	n84070217	86	Delay, Jean, 1907-	n84070217	n84070217	0.8181818182	Delay, Jean, 1907-			Person		http://example.org/1078119#Agent700-21	
Zajonc, Robert B. (Robert Boleslaw), 1923-2008	n82134530	100	Zajonc, Robert B. (Robert Boleslaw), 1923-2008	n82134530	n82134530	1	Zajonc, Robert B. (Robert Boleslaw), 1923-2008			Person		http://example.org/1060098#Agent100-11	
Lévy, André, 1925- 	n81139742	93	Lévy, André, 1925- 	n81139742	n81139742	1	Lévy, André, 1925- 			Person		http://example.org/1064374#Agent100-10	
Klineberg, Otto, 1899-1992	n79075165	100	Klineberg, Otto, 1899-1992	n79075165	n79075165	1	Klineberg, Otto, 1899-1992			Person		http://example.org/1025115#Agent100-10	
Bruno, Frank Joe, 1930-	n79109157	100	Bruno, Frank Joe, 1930-	n79109157	n79109157	0.8518518519	Bruno, Frank Joe, 1930-			Person		http://example.org/1013286#Agent100-12	
Warr, Peter B. (Peter Bryan)	n50019491	100	Warr, Peter B. (Peter Bryan)	n50019491	n50019491	1	Warr, Peter B. (Peter Bryan)			Person		http://example.org/1009893#Agent100-12	
Joynson, R. B			Joynson, R. B				Joynson, R. B			Person		http://example.org/1042174#Agent100-15	
OISE Conference on Preschool Education, Toronto, 1966			OISE Conference on Preschool Education, Toronto, 1966				OISE Conference on Preschool Education, Toronto, 1966			Meeting		http://example.org/1063118#Agent111-13	
Brison, David W.	n50040503	100	Brison, David W	n50040503	n50040503	0.9375	Brison, David W			Person		http://example.org/1063118#Agent700-25	
Hill, Jane	n00140191	100	Hill, Jane				Hill, Jane			Person		http://example.org/1063118#Agent700-26	
Ontario Institute for Studies in Education	n80061205	100	Ontario Institute for Studies in Education		n80061205		Ontario Institute for Studies in Education	n80061205	0.976744186	Organization		http://example.org/1063118#Agent710-27	
Lesser, Gerald S.	n50050447	100	Lesser, Gerald S	n50050447	n50050447	0.9411764706	Lesser, Gerald S			Person		http://example.org/1083568#Agent700-23	
Ogden, Robert Morris, 1877-1959	nr97030576	100	Ogden, Robert Morris, 1877-1959	nr97030576	nr97030576	1	Ogden, Robert Morris, 1877-1959			Person		http://example.org/1062684#Agent100-10	
Coleman, James C. (James Covington)	n79092544	100	Coleman, James C. (James Covington)	n79092544	n79092544	1	Coleman, James C. (James Covington)			Person		http://example.org/1043192#Agent100-10	
Peters, R. S. (Richard Stanley), 1919-2011	n81072495	100	Peters, R. S. (Richard Stanley), 1919-2011	n81072495	n81072495	1	Peters, R. S. (Richard Stanley), 1919-2011			Person		http://example.org/1074956#Agent100-12	
Schultz, Duane P.	n50008954	100	Schultz, Duane P	n50008954	n50008954	0.9411764706	Schultz, Duane P			Person		http://example.org/1013848#Agent100-13	
Schultz, Duane P.	n50008954	100	Schultz, Duane P	n50008954	n50008954	0.9411764706	Schultz, Duane P			Person		http://example.org/1013845#Agent100-13	
Sypmosium on Psychology and International Relations. Georgetown University, 1964			Sypmosium on Psychology and International Relations. Georgetown University, 1964				Sypmosium on Psychology and International Relations. Georgetown University, 1964			Organization		http://example.org/1054429#Agent110-10	
Sperrazzo, Gerald, 1931-	no2006093791	100	Sperrazzo, Gerald, 1931-	no2006093791	no2006093791	1	Sperrazzo, Gerald, 1931- 			Person		http://example.org/1054429#Agent700-19	
Georgetown University	n79063146	100	Georgetown University		n79063146		Georgetown University	n79063146	0.9545454545	Organization		http://example.org/1054429#Agent710-20	
Hadfield, J. A. (James Arthur), 1882-1967	n83827339	100	Hadfield, J. A. (James Arthur), 1882-1967	n83827339	n83827339	0.9756097561	Hadfield, J. A. (James Arthur), 1882-1967			Person		http://example.org/1026077#Agent100-10	
Ginsberg, Morris, 1889-1970	n50033891	100	Ginsberg, Morris, 1889-1970	n50033891	n50033891	1	Ginsberg, Morris, 1889-1970			Person		http://example.org/1026077#Agent700-20	
Seligman, C. G. (Charles Gabriel), 1873-1940	n50005933	100	Seligman, C. G. (Charles Gabriel), 1873-1940	n50005933	n50005933	1	Seligman, C. G. (Charles Gabriel), 1873-1940			Person		http://example.org/1026077#Agent700-21	
Muir, Ramsay, 1872-1941	n50016837	100	Muir, Ramsay, 1872-1941	n50016837	n50016837	1	Muir, Ramsay, 1872-1941			Person		http://example.org/1026077#Agent700-22	
Crichton Miller, H. (Hugh), 1877-1959	no2006120653	100	Crichton Miller, H. (Hugh), 1877-1959	no2006120653	no2006120653	1	Crichton Miller, H. (Hugh), 1877-1959			Person		http://example.org/1026077#Agent700-23	
Flugel, J. C. (John Carl), 1884-1955	n85251366	100	Flugel, J. C. (John Carl), 1884-1955	n85251366	n85251366	0.9722222222	Flugel, J. C. (John Carl), 1884-1955			Person		http://example.org/1026077#Agent700-24	
Miller, Emanuel, 1893-1970	no99010555	100	Miller, Emanuel, 1893-1970	no99010555	no99010555	1	Miller, Emanuel, 1893-1970			Person		http://example.org/1026077#Agent700-25	
Matthews, W. R. (Walter Robert), 1881-1973	n50006559	100	Matthews, W. R. (Walter Robert), 1881-1973	n50006559	n50006559	1	Matthews, W. R. (Walter Robert), 1881-1973			Person		http://example.org/1026077#Agent700-26	
Thompson, Mary Elizabeth, 1873-			Thompson, Mary Elizabeth, 1873-				Thompson, Mary Elizabeth, 1873-			Person		http://example.org/1064346#Agent100-10	
McDavid, John W			McDavid, John W				McDavid, John W			Person		http://example.org/1073736#Agent100-19	
Harari, Herbert	n81098035	100	Harari, Herbert	n81098035	n81098035	0.9375	Harari, Herbert			Person		http://example.org/1073736#Agent700-30	
Hamsher, J. Herbert			Hamsher, J. Herbert				Hamsher, J. Herbert			Person		http://example.org/1025067#Agent100-11	
Sigall, Harold	no2005064329	100	Sigall, Harold	no2005064329	no2005064329	0.9333333333	Sigall, Harold			Person		http://example.org/1025067#Agent700-23	
Argyle, Michael	n50030684	100	Argyle, Michael	n50030684	n50030684	1	Argyle, Michael			Person		http://example.org/105780#Agent100-11	
Münsterberg, Hugo, 1863-1916	n78094053	98	Münsterberg, Hugo, 1863-1916	n78094053	n78094053	0.9655172414	Münsterberg, Hugo, 1863-1916			Person		http://example.org/1023017#Agent100-10	
Canter, David V.	n50051518	100	Canter, David V	n50051518	n50051518	0.9375	Canter, David V			Person		http://example.org/1074787#Agent700-19	
Lee, Terence, 1924-	n2002105181	100	Lee, Terence, 1924-	n2002105181	n2002105181	0.8260869565	Lee, Terence, 1924-			Person		http://example.org/1074787#Agent700-20	
Phillips, C. Henry (Charles Henry)	n81037035	100	Phillips, C. Henry (Charles Henry)	n81037035	n81037035	1	Phillips, C. Henry (Charles Henry)			Person		http://example.org/1076205#Agent100-10	
McCarty, Dwight Gaylord, 1878-			McCarty, Dwight Gaylord, 1878-				McCarty, Dwight Gaylord, 1878-			Person		http://example.org/107049#Agent100-9	
Pressey, Sidney L. (Sidney Leavitt), 1888-1979	n92087431	100	Pressey, Sidney L. (Sidney Leavitt), 1888-1979	n92087431	n92087431	1	Pressey, Sidney L. (Sidney Leavitt), 1888-1979			Person		http://example.org/1062708#Agent100-10	
Thorndike, Edward L. (Edward Lee), 1874-1949	n80126309	100	Thorndike, Edward L. (Edward Lee), 1874-1949	n80126309	n80126309	0.9777777778	Thorndike, Edward L. (Edward Lee), 1874-1949			Person		http://example.org/1062889#Agent100-10	
Clifford, Geraldine Jonçich	n86834048	98	Clifford, Geraldine Jonçich	n86834048	n86834048	0.9642857143	Clifford, Geraldine Jonçich			Person		http://example.org/1062889#Agent700-19	
Brown, J. F. (Junius Flagg), 1902-1970	no2001083858	100	Brown, J. F. (Junius Flagg), 1902-1970	no2001083858	no2001083858	1	Brown, J. F. (Junius Flagg), 1902-1970			Person		http://example.org/1024993#Agent100-11	
Münsterberg, Hugo, 1863-1916	n78094053	98	Münsterberg, Hugo, 1863-1916	n78094053	n78094053	0.9655172414	Münsterberg, Hugo, 1863-1916			Person		http://example.org/1062665#Agent100-10	
Hogg, James	n80001430	100	Hogg, James				Hogg, James			Person		http://example.org/1076529#Agent100-13	
Ebbinghaus, Hermann, 1850-1909	n85252065	100	Ebbinghaus, Hermann, 1850-1909	n85252065	n85252065	0.9677419355	Ebbinghaus, Hermann, 1850-1909			Person		http://example.org/1019811#Agent100-13	
Morris, Charles G.	n81098180	100	Morris, Charles G	n81098180	n81098180	0.9444444444	Morris, Charles G			Person		http://example.org/108007#Agent100-11	
Ward, James, 1843-1925	n50021706	100	Ward, James, 1843-1925	n50021706	n50021706	1	Ward, James, 1843-1925			Person		http://example.org/1062830#Agent100-10	
Hicks, G. Dawes (George Dawes), 1862-1941	n79079450	100	Hicks, G. Dawes (George Dawes), 1862-1941				Hicks, G. Dawes (George Dawes), 1862-1941			Person		http://example.org/1062830#Agent700-19	
Dunnette, Marvin D.	n81081938	100	Dunnette, Marvin D	n81081938	n81081938	0.9473684211	Dunnette, Marvin D			Person		http://example.org/1013795#Agent100-13	
Kirchner, Wayne K.	no2001066087	100	Kirchner, Wayne K	no2001066087	no2001066087	0.9444444444	Kirchner, Wayne K			Person		http://example.org/1013795#Agent700-24	
Biehler, Robert F. (Robert Frederick), 1927-	n50011244	100	Biehler, Robert F. (Robert Frederick), 1927-	n50011244	n50011244	1	Biehler, Robert F. (Robert Frederick), 1927-			Person		http://example.org/1062253#Agent100-15	
Voss, James F., 1930-	n90665455	100	Voss, James F., 1930-	n90665455	n90665455	0.84	Voss, James F., 1930-			Person		http://example.org/1020030#Agent100-12	
Phillips, Beeman N.	n50010271	100	Phillips, Beeman N	n50010271	n50010271	0.9473684211	Phillips, Beeman N			Person		http://example.org/1062695#Agent100-10	
Hankins, Norman E.	n79093385	100	Hankins, Norman E	n79093385	n79093385	0.9444444444	Hankins, Norman E			Person		http://example.org/1062371#Agent100-12	
Mouly, George J.	n50006678	100	Mouly, George J	n50006678	n50006678	0.9375	Mouly, George J			Person		http://example.org/1062658#Agent100-14	
Buck, Percy Carter, Sir, 1871-1947	n50040829	88	Buck, Percy Carter, Sir, 1871-1947				Buck, Percy Carter, Sir, 1871-1947			Person		http://example.org/1083362#Agent100-14	
Fisher, Evryl E.	n87150161	100	Fisher, Evryl E				Fisher, Evryl E			Person		http://example.org/1006105#Agent100-10	
Benson, Charles Emile, 1881-	n85187811	83	Benson, Charles Emile, 1881-				Benson, Charles Emile, 1881-			Person		http://example.org/1062251#Agent100-10	
Lough, James Edwin, 1871- 			Lough, James Edwin, 1871- 				Lough, James Edwin, 1871- 			Person		http://example.org/1062251#Agent700-20	
Skinner, Charles E. (Charles Edward), 1891-1983	n87827119	100	Skinner, Charles E. (Charles Edward), 1891-1983	n87827119	n87827119	1	Skinner, Charles E. (Charles Edward), 1891-1983			Person		http://example.org/1062251#Agent700-21	
West, Paul Vining, 1885- 			West, Paul Vining, 1885- 				West, Paul Vining, 1885- 			Person		http://example.org/1062251#Agent700-22	
Snow, A. J. (Adolph Judah), 1894-1994	no2010196009	100	Snow, A. J. (Adolph Judah), 1894-1994	no2010196009	no2010196009	1	Snow, A. J. (Adolph Judah), 1894-1994			Person		http://example.org/1008878#Agent100-12	
Beach, Leslie Robert, 1926-	no92018718	84	Beach, Leslie Robert, 1926-				Beach, Leslie Robert, 1926-			Person		http://example.org/1008842#Agent100-11	
Clark, Elon L			Clark, Elon L				Clark, Elon L			Person		http://example.org/1008842#Agent700-21	
Sarason, Seymour Bernard, 1919-2010	n79091900	100	Sarason, Seymour Bernard, 1919-2010	n79091900	n79091900	1	Sarason, Seymour Bernard, 1919-2010			Person		http://example.org/1023044#Agent100-13	
Yale University. Psycho-educational Clinic	no2007123197	100	Yale University. Psycho-educational Clinic		no2007123197		Yale University. Psycho-educational Clinic	no2007123197	1	Organization		http://example.org/1023044#Agent710-23	
Fletcher, John Madison, 1873-1944	no2011043834	100	Fletcher, John Madison, 1873-1944	no2011043834	no2011043834	1	Fletcher, John Madison, 1873-1944			Person		http://example.org/1062333#Agent100-10	
Knudsen, Charles W. (Charles William), 1890-1951	no2011044102	100	Knudsen, Charles W. (Charles William), 1890-1951	no2011044102	no2011044102	1	Knudsen, Charles W. (Charles William), 1890-1951			Person		http://example.org/1062333#Agent700-22	
Siegel, Laurence	n50024017	100	Siegel, Laurence	n50024017	n50024017	1	Siegel, Laurence			Person		http://example.org/1040271#Agent100-11	
Lane, Irving M.	n81141335	100	Lane, Irving M	n81141335	n81141335	0.9333333333	Lane, Irving M			Person		http://example.org/1040271#Agent700-23	
Haire, Mason	n86093081	100	Haire, Mason	n86093081	n86093081	0.9230769231	Haire, Mason			Person		http://example.org/1013816#Agent100-14	
International Conference on Psychology in the Teacher-Preparation Curriculum, Toronto, 1968			International Conference on Psychology in the Teacher-Preparation Curriculum, Toronto, 1968				International Conference on Psychology in the Teacher-Preparation Curriculum, Toronto, 1968			Meeting		http://example.org/1065692#Agent111-12	
Herbert, John	nr2001006965	100	Herbert, John				Herbert, John			Person		http://example.org/1065692#Agent700-24	
Ausubel, David Paul	n80070679	100	Ausubel, David Paul	n80070679	n80070679	1	Ausubel, David Paul			Person		http://example.org/1065692#Agent700-25	
Cleugh, Mary Frances			Cleugh, Mary Frances				Cleugh, Mary Frances			Person		http://example.org/1064141#Agent100-10	
Eysenck, H. J. (Hans Jurgen), 1916-1997	n79129574	100	Eysenck, H. J. (Hans Jurgen), 1916-1997	n79129574	n79129574	0.9487179487	Eysenck, H. J. (Hans Jurgen), 1916-1997			Person		http://example.org/1025039#Agent100-14	
