Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	blank
Williams, E. Neville	n79151556	100	Williams, E. Neville	n79151556	n79151556	1	Williams, E. Neville			Person		http://example.org/1047233#Agent100-12	
Fletcher, Constance Mary, 1947-			Fletcher, Constance Mary, 1947-				Fletcher, Constance Mary, 1947-			Person		http://example.org/107352#Agent100-10	
Nemoianu, Virgil	n82211845	100	Nemoianu, Virgil	n82211845	n82211845	0.9411764706	Nemoianu, Virgil			Person		http://example.org/1074755#Agent100-10	
National Gallery (Great Britain)	n80081622	100	National Gallery (Great Britain)		n80081622		National Gallery (Great Britain)	n80081622	1	Organization		http://example.org/1086651#Agent110-11	
Levey, Michael	n80037014	100	Levey, Michael	n80037014	n80037014	1	Levey, Michael			Person		http://example.org/1086651#Agent700-23	
National Gallery (Great Britain)	n80081622	100	National Gallery (Great Britain)		n80081622		National Gallery (Great Britain)	n80081622	1	Jurisdiction		http://example.org/1086651#Agent810-24	
Fosca, François, 1881-	n50018802	97	Fosca, François, 1881-	n50018802	n50018802	1	Fosca, François, 1881-			Person		http://example.org/1085071#Agent100-14	
Hłasko, Marek			Hłasko, Marek				Hłasko, Marek			Person		http://example.org/1097050#Agent100-10	
Hambourg, Mark, 1879-1960	no95049462	100	Hambourg, Mark, 1879-1960	no95049462	no95049462	1	Hambourg, Mark, 1879-1960			Person		http://example.org/1074599#Agent100-10	
Aldiss, Brian W. (Brian Wilson), 1925-	n79060640	93	Aldiss, Brian W. (Brian Wilson), 1925-	n79060640	n79060640	0.9047619048	Aldiss, Brian W. (Brian Wilson), 1925-			Person		http://example.org/1024645#Agent100-11	
Lanczos, Cornelius, 1893-1974	n50038706	100	Lanczos, Cornelius, 1893-1974	n50038706	n50038706	1	Lanczos, Cornelius, 1893-1974			Person		http://example.org/1040093#Agent100-12	
Einstein, Albert, 1879-1955	n79022889	100	Einstein, Albert, 1879-1955	n79022889	n79022889	0.9642857143	Einstein, Albert, 1879-1955			Person		http://example.org/1040093#Agent600-21	
Lanczos, Cornelius, 1893-1974	n50038706	100	Lanczos, Cornelius, 1893-1974	n50038706	n50038706	1	Lanczos, Cornelius, 1893-1974			Person		http://example.org/1053489#Agent100-13	
Einstein, Albert, 1879-1955	n79022889	100	Einstein, Albert, 1879-1955	n79022889	n79022889	0.9642857143	Einstein, Albert, 1879-1955			Person		http://example.org/1053489#Agent600-21	
Niebanck, Paul L.	n85007791	100	Niebanck, Paul L	n85007791	n85007791	0.9411764706	Niebanck, Paul L			Person		http://example.org/1001139#Agent100-11	
University of Pennsylvania. Institute for Environmental Studies	n84232515	100	University of Pennsylvania. Institute for Environmental Studies		n84232515		University of Pennsylvania. Institute for Environmental Studies	n84232515	1	Organization		http://example.org/1001139#Agent710-21	
Ayling, Stanley Edward			Ayling, Stanley Edward				Ayling, Stanley Edward			Person		http://example.org/100245#Agent100-11	
Pitt, William, Earl of Chatham, 1708-1778	n80106735	100	Pitt, William, Earl of Chatham, 1708-1778	n80106735	n80106735	1	Pitt, William, Earl of Chatham, 1708-1778			Person		http://example.org/100245#Agent600-19	
Slagle, Eleanor (Clarke)			Slagle, Eleanor (Clarke)				Slagle, Eleanor (Clarke)			Person		http://example.org/1058390#Agent700-20	
American Occupational Therapy Association	n79055240	100	American Occupational Therapy Association		n79055240		American Occupational Therapy Association	n79055240	0.9761904762	Organization		http://example.org/1058390#Agent710-21	
Benemy, F. W. G.	n50008115	100	Benemy, F. W. G	n50008115	n50008115	0.9375	Benemy, F. W. G			Person		http://example.org/1048086#Agent100-12	
Kent, Sherman	nr90000191	100	Kent, Sherman	nr90000191	nr90000191	1	Kent, Sherman			Person		http://example.org/101944#Agent100-13	
France. Chambre des députés	n50000769	84	France. Chambre des députés		n50000769		France. Chambre des députés	n50000769	1	Jurisdiction		http://example.org/101944#Agent610-22	
Qualter, Terence H., 1925-			Qualter, Terence H., 1925-				Qualter, Terence H., 1925-			Person		http://example.org/1045308#Agent100-20	
Elections Canada	no93008925	100	Elections Canada		no93008925		Elections Canada	no93008925	1	Organization		http://example.org/1045308#Agent610-30	
Radkey, Oliver H. (Oliver Henry), 1909-	n88204214	100	Radkey, Oliver H. (Oliver Henry), 1909-	n88204214	n88204214	1	Radkey, Oliver H. (Oliver Henry), 1909-			Person		http://example.org/1062476#Agent100-10	
Wilmerding, Lucius, 1906-2002	n88002713	100	Wilmerding, Lucius, 1906-2002	n88002713	n88002713	1	Wilmerding, Lucius, 1906-2002			Person		http://example.org/1049581#Agent100-15	
Butler, David E.	n95013714	100	Butler, David E				Butler, David E			Person		http://example.org/1047505#Agent100-14	
Great Britain. Parliament	n79017964	100	Great Britain. Parliament		n79017964		Great Britain. Parliament	n79017964	1	Jurisdiction		http://example.org/1047505#Agent610-22	
Walpole, Spencer, Sir, 1839-1907	n88071410	100	Walpole, Spencer, Sir, 1839-1907	n88071410	n88071410	1	Walpole, Spencer, Sir, 1839-1907			Person		http://example.org/1048201#Agent100-11	
Great Britain. Parliament	n79017964	100	Great Britain. Parliament		n79017964		Great Britain. Parliament	n79017964	1	Jurisdiction		http://example.org/1048201#Agent610-19	
Passer, Harold Clarence, 1921-			Passer, Harold Clarence, 1921-				Passer, Harold Clarence, 1921-			Person		http://example.org/1004639#Agent100-11	
Harvard University. Research Center in Enterpreneurial History			Harvard University. Research Center in Enterpreneurial History				Harvard University. Research Center in Enterpreneurial History			Organization		http://example.org/1004639#Agent810-20	
Hilton, George W. (George Woodman)	n79134965	100	Hilton, George W. (George Woodman)	n79134965	n79134965	1	Hilton, George W. (George Woodman)			Person		http://example.org/1006217#Agent100-11	
Due, John Fitzgerald			Due, John Fitzgerald				Due, John Fitzgerald			Person		http://example.org/1006217#Agent700-20	
Wolfe, Tom	n79062804	100	Wolfe, Tom	n79062804	n79062804	1	Wolfe, Tom			Person		http://example.org/1034819#Agent100-15	
Mair, George R			Mair, George R				Mair, George R			Person		http://example.org/1059737#Agent100-9	
Mickelson, Sig	n83124063	100	Mickelson, Sig	n83124063	n83124063	0.9333333333	Mickelson, Sig			Person		http://example.org/1008018#Agent100-14	
Laing, Dave	n50039422	100	Laing, Dave	n50039422	n50039422	0.9166666667	Laing, Dave			Person		http://example.org/106456#Agent700-21	
Vennard, Edwin, 1902-	n88001951	100	Vennard, Edwin, 1902-	n88001951	n88001951	1	Vennard, Edwin, 1902-			Person		http://example.org/1004565#Agent100-11	
Kieve, Jeffrey L.	n86047897	100	Kieve, Jeffrey L	n86047897	n86047897	0.9411764706	Kieve, Jeffrey L			Person		http://example.org/1007341#Agent100-14	
Dickson, Paul	n79007089	100	Dickson, Paul	n79007089	n79007089	1	Dickson, Paul			Person		http://example.org/109520#Agent100-12	
Adler, Richard, 1936-	n83210194	100	Adler, Richard, 1936-	n83210194	n83210194	1	Adler, Richard, 1936-			Person		http://example.org/1073173#Agent100-12	
Baer, Walter S.	n50019382	100	Baer, Walter S	n50019382	n50019382	0.9333333333	Baer, Walter S			Person		http://example.org/1073173#Agent700-24	
Aspen Program on Communications and Society	n79043642	100	Aspen Program on Communications and Society		n79043642		Aspen Program on Communications and Society	n79043642	1	Organization		http://example.org/1073173#Agent710-25	
Kuhns, William	n50046181	100	Kuhns, William	n50046181	n50046181	0.9333333333	Kuhns, William			Person		http://example.org/1094323#Agent100-14	
Douglas, Alan Lockhart Monteith, 1899-			Douglas, Alan Lockhart Monteith, 1899-				Douglas, Alan Lockhart Monteith, 1899-			Person		http://example.org/1083105#Agent100-10	
Cox, P. A.	n85313500	100	Cox, P. A	n85313500	n85313500	0.9	Cox, P. A			Person		http://example.org/1001627#Agent100-15	
Janssen, Matthijs Johannes			Janssen, Matthijs Johannes				Janssen, Matthijs Johannes			Person		http://example.org/1022937#Agent100-10	
O'Ballance, Edgar	n79061003	100	O'Ballance, Edgar	n79061003	n79061003	1	O'Ballance, Edgar			Person		http://example.org/1063743#Agent100-12	
Armington, John	no98066660	93	Armington, John	no98066660	no98066660	0.8333333333	Armington, John			Person		http://example.org/1062422#Agent100-11	
Towner, Wesley, 1907-	nr97024018	100	Towner, Wesley, 1907-	nr97024018	nr97024018	1	Towner, Wesley, 1907-			Person		http://example.org/1078385#Agent100-13	
Varble, Stephen, 1946-	nr97024017	100	Varble, Stephen, 1946-	nr97024017	nr97024017	1	Varble, Stephen, 1946- 			Person		http://example.org/1078385#Agent700-24	
Kircheisen, Gertrude	n85294239	100	Kircheisen, Gertrude	n85294239	n85294239	1	Kircheisen, Gertrude			Person		http://example.org/1030088#Agent100-10	
Laver, James, 1899-1975	n50039873	100	Laver, James, 1899-1975	n50039873	n50039873	1	Laver, James, 1899-1975			Person		http://example.org/1030088#Agent700-23	
Tibullus	n78087625	100	Tibullus				Tibullus			Person		http://example.org/1091643#Agent100-10	
Smith, Kirby Flower, 1862-1918	no2016129901	100	Smith, Kirby Flower, 1862-1918	no2016129901	no2016129901	1	Smith, Kirby Flower, 1862-1918			Person		http://example.org/1091643#Agent700-19	
Theognis	n79063403	100	Theognis	n79063403	n79063403	0.8888888889	Theognis			Person		http://example.org/1021963#Agent100-9	
Hudson-Williams, T. (Thomas), 1873-1961	n87923023	100	Hudson-Williams, T. (Thomas), 1873-1961	n87923023	n87923023	1	Hudson-Williams, T. (Thomas), 1873-1961			Person		http://example.org/1021963#Agent700-19	
Durkheim, Émile, 1858-1917	n78092050	98	Durkheim, Émile, 1858-1917	n78092050	n78092050	0.962962963	Durkheim, Émile, 1858-1917			Person		http://example.org/107698#Agent100-12	
Wolf, William C.	n88601878	100	Wolf, William C				Wolf, William C			Person		http://example.org/1064498#Agent100-11	
Loomer, Bradley M.	n82041181	100	Loomer, Bradley M	n82041181	n82041181	0.9444444444	Loomer, Bradley M			Person		http://example.org/1064498#Agent700-22	
Davies, Evelyn A			Davies, Evelyn A				Davies, Evelyn A			Person		http://example.org/1069267#Agent100-10	
Millard, Cecil V. (Cecil Vernon), 1898-	no00083393	100	Millard, Cecil V. (Cecil Vernon), 1898-	no00083393	no00083393	1	Millard, Cecil V. (Cecil Vernon), 1898-			Person		http://example.org/1064209#Agent100-11	
Rothney, John Watson Murray	n50048045	100	Rothney, John Watson Murray	n50048045	n50048045	0.9642857143	Rothney, John Watson Murray			Person		http://example.org/1064209#Agent700-20	
Arikado, Marjorie S			Arikado, Marjorie S				Arikado, Marjorie S			Person		http://example.org/1067677#Agent100-11	
Musella, Donald F., 1928-			Musella, Donald F., 1928-				Musella, Donald F., 1928-			Person		http://example.org/1067677#Agent700-21	
Joyce, H. Donald	n50038824	100	Joyce, H. Donald	n50038824	n50038824	1	Joyce, H. Donald			Person		http://example.org/1067677#Agent700-22	
Van Hoose, William H.	n50044940	100	Van Hoose, William H	n50044940	n50044940	0.9523809524	Van Hoose, William H			Person		http://example.org/1061040#Agent100-12	
Peters, Mildred	n87832044	85	Peters, Mildred				Peters, Mildred			Person		http://example.org/1061040#Agent700-25	
Leonard, George E. (George Edward), 1931-	no2001084227	100	Leonard, George E. (George Edward), 1931-	no2001084227	no2001084227	1	Leonard, George E. (George Edward), 1931-			Person		http://example.org/1061040#Agent700-26	
University of the State of New York. Bureau of Elementary Curriculum Development	n50009411	100	University of the State of New York. Bureau of Elementary Curriculum Development		n50009411		University of the State of New York. Bureau of Elementary Curriculum Development	n50009411	1	Organization		http://example.org/1064505#Agent110-10	
Cook, Ruth C.	no00028787	100	Cook, Ruth C	no00028787	no00028787	0.9230769231	Cook, Ruth C			Person		http://example.org/1063258#Agent100-11	
Doll, Ronald C.	n50027243	100	Doll, Ronald C	n50027243	n50027243	0.9333333333	Doll, Ronald C			Person		http://example.org/1063258#Agent700-21	
Goodlad, John I.	n79126386	100	Goodlad, John I	n79126386	n79126386	0.9375	Goodlad, John I			Person		http://example.org/1055913#Agent700-29	
Shane, Harold G. (Harold Gray), 1914-1993	n79046253	100	Shane, Harold G. (Harold Gray), 1914-1993	n79046253	n79046253	1	Shane, Harold G. (Harold Gray), 1914-1993			Person		http://example.org/1055913#Agent700-30	
National Society for the Study of Education. Committee on the Elementary School in the United States	no2011140680	100	National Society for the Study of Education. Committee on the Elementary School in the United States		no2011140680		National Society for the Study of Education. Committee on the Elementary School in the United States	no2011140680	1	Organization		http://example.org/1055913#Agent710-31	
Reavis, William Claude			Reavis, William Claude				Reavis, William Claude			Person		http://example.org/1067102#Agent100-10	
Pierce, Paul Revere, 1890-1974	n83229723	100	Pierce, Paul Revere, 1890-1974	n83229723	n83229723	1	Pierce, Paul Revere, 1890-1974			Person		http://example.org/1067102#Agent700-20	
Stuliken, Edward Henry			Stuliken, Edward Henry				Stuliken, Edward Henry			Person		http://example.org/1067102#Agent700-21	
Delacato, Carl H.	n50039018	100	Delacato, Carl H	n50039018	n50039018	0.9411764706	Delacato, Carl H			Person		http://example.org/1064398#Agent100-10	
Musella, Donald F., 1928-			Musella, Donald F., 1928-				Musella, Donald F., 1928-			Person		http://example.org/1068227#Agent100-12	
Joyce, H. Donald	n50038824	100	Joyce, H. Donald	n50038824	n50038824	1	Joyce, H. Donald			Person		http://example.org/1068227#Agent700-21	
Hicks, William Vernon			Hicks, William Vernon				Hicks, William Vernon			Person		http://example.org/1068213#Agent100-10	
Jameson, Marshall C			Jameson, Marshall C				Jameson, Marshall C			Person		http://example.org/1068213#Agent700-19	
National Education Association of the United States. Department of Elementary School Principals	n79110320	97	National Education Association of the United States. Dept. of Elementary School Principals		n79110320		National Education Association of the United States. Dept. of Elementary School Principals	n79110320	0.9270833333	Organization		http://example.org/1068230#Agent110-11	
Hencley, Stephen P., 1924-	n90637077	90	Hencley, Stephen P., 1924-	n90637077	n90637077	0.8666666667	Hencley, Stephen P., 1924-			Person		http://example.org/1068208#Agent100-14	
McCleary, Lloyd Everald, 1924- 	n96023708	87	McCleary, Lloyd Everald, 1924- 				McCleary, Lloyd Everald, 1924- 			Person		http://example.org/1068208#Agent700-24	
McGrath, J. H.	no2007092854	100	McGrath, J. H	no2007092854	no2007092854	0.9285714286	McGrath, J. H			Person		http://example.org/1068208#Agent700-25	
Frost, Joe L.	n79026881	100	Frost, Joe L	n79026881	n79026881	0.9230769231	Frost, Joe L			Person		http://example.org/1066515#Agent100-11	
Rowland, G. Thomas	n50022320	100	Rowland, G. Thomas				Rowland, G. Thomas			Person		http://example.org/1066515#Agent700-21	
Cole, Luella, 1893-	no97028478	100	Cole, Luella, 1893-	no97028478	no97028478	1	Cole, Luella, 1893-			Person		http://example.org/1063249#Agent100-10	
Petersen, Dorothy G.	n79088789	100	Petersen, Dorothy G	n79088789	n79088789	0.95	Petersen, Dorothy G			Person		http://example.org/1064468#Agent100-10	
Elementary Science Study (Education Development Center)	n86846525	100	Elementary Science Study (Education Development Center)				Elementary Science Study (Education Development Center)			Organization		http://example.org/1072923#Agent610-17	
Elementary Science Study (Education Development Center)	n86846525	100	Elementary Science Study (Education Development Center)				Elementary Science Study (Education Development Center)			Organization		http://example.org/1072923#Agent710-19	
Barr, John A.	no2012028517	100	Barr, John A	no2012028517	no2012028517	0.9230769231	Barr, John A			Person		http://example.org/1060810#Agent100-10	
Sylwester, Robert	n50012810	100	Sylwester, Robert	n50012810	n50012810	1	Sylwester, Robert			Person		http://example.org/1066522#Agent100-13	
Watson, Cicely	n50021873	100	Watson, Cicely	n50021873	n50021873	1	Watson, Cicely			Person		http://example.org/1069880#Agent100-13	
Quazi, Saeed	n50050531	100	Quazi, Saeed	n50050531	n50050531	1	Quazi, Saeed			Person		http://example.org/1069880#Agent700-24	
Jones, Russ	no2003017593	100	Jones, Russ	no2003017593	no2003017593	1	Jones, Russ			Person		http://example.org/1069880#Agent700-25	
Ontario Institute for Studies in Education. Department of Educational Planning	n96092403	96	Ontario Institute for Studies in Education. Dept. of Educational Planning				Ontario Institute for Studies in Education. Dept. of Educational Planning			Organization		http://example.org/1069880#Agent810-26	
Harrison, Raymond H.	no00045807	100	Harrison, Raymond H	no00045807	no00045807	0.95	Harrison, Raymond H			Person		http://example.org/1066465#Agent100-11	
Gowin, Lawrence E			Gowin, Lawrence E				Gowin, Lawrence E			Person		http://example.org/1066465#Agent700-20	
Young, Spalding, Mother			Young, Spalding, Mother				Young, Spalding, Mother			Person		http://example.org/1008249#Agent100-11	
Waart, P. J. I. M. de, 1932-	n80087764	100	Waart, P. J. I. M. de, 1932-	n80087764	n80087764	0.8928571429	Waart, P. J. I. M. de, 1932-			Person		http://example.org/1039170#Agent100-13	
Goldberg, Louis, 1908-1997	n80117270	100	Goldberg, Louis, 1908-1997	n80117270	n80117270	1	Goldberg, Louis, 1908-1997			Person		http://example.org/1014967#Agent100-10	
Hill, Vivian Rowland, 1898- 			Hill, Vivian Rowland, 1898- 				Hill, Vivian Rowland, 1898- 			Person		http://example.org/1014967#Agent700-20	
Onuoha, Bede	no97010423	100	Onuoha, Bede	no97010423	no97010423	0.9230769231	Onuoha, Bede			Person		http://example.org/1039690#Agent100-10	
Robinson, H. P. (Henry Peach), 1830-1901	n50049097	100	Robinson, H. P. (Henry Peach), 1830-1901	n50049097	n50049097	1	Robinson, H. P. (Henry Peach), 1830-1901			Person		http://example.org/1060728#Agent100-13	
Donaldson, J. (John), 1737-1801	n85198960	100	Donaldson, J. (John), 1737-1801	n85198960	n85198960	1	Donaldson, J. (John), 1737-1801			Person		http://example.org/1077276#Agent100-12	
Fogler, H. Scott	n80139205	100	Fogler, H. Scott	n80139205	n80139205	0.9411764706	Fogler, H. Scott			Person		http://example.org/1027933#Agent100-12	
Tucker, Josiah, 1712-1799	n79149056	100	Tucker, Josiah, 1712-1799	n79149056	n79149056	1	Tucker, Josiah, 1712-1799			Person		http://example.org/1010167#Agent100-15	
Cox-Ife, William	no93009551	100	Cox-Ife, William	no93009551	no93009551	1	Cox-Ife, William			Person		http://example.org/1076140#Agent100-11	
Bowman, Edwin Geoffrey			Bowman, Edwin Geoffrey				Bowman, Edwin Geoffrey			Person		http://example.org/1078622#Agent100-12	
Tyler, E. L. G. (Edward Lawson Griffin)	n50019019	100	Tyler, E. L. G. (Edward Lawson Griffin)	n50019019	n50019019	0.9487179487	Tyler, E. L. G. (Edward Lawson Griffin)			Person		http://example.org/1078622#Agent700-21	
Brasol, Boris, 1885-	no92000966	100	Brasol, Boris, 1885-	no92000966	no92000966	1	Brasol, Boris, 1885-			Person		http://example.org/1033945#Agent100-10	
Penty, Arthur J. (Arthur Joseph), 1875-1937	n88669679	100	Penty, Arthur J. (Arthur Joseph), 1875-1937	n88669679	n88669679	1	Penty, Arthur J. (Arthur Joseph), 1875-1937			Person		http://example.org/1084194#Agent100-10	
Hambidge, Jay, 1867-1924	nr95005531	100	Hambidge, Jay, 1867-1924	nr95005531	nr95005531	1	Hambidge, Jay, 1867-1924			Person		http://example.org/1084014#Agent100-12	
Mambert, W. A.	n84217444	100	Mambert, W. A	n84217444	n84217444	0.8461538462	Mambert, W. A			Person		http://example.org/1034277#Agent100-11	
Branford, William	n90697505	100	Branford, William	n90697505	n90697505	0.9444444444	Branford, William			Person		http://example.org/1094123#Agent100-12	
Krapp, George Philip, 1872-1934	n50044011	100	Krapp, George Philip, 1872-1934	n50044011	n50044011	1	Krapp, George Philip, 1872-1934			Person		http://example.org/10335#Agent100-12	
Beattie, Charles Noel	n50006454	100	Beattie, Charles Noel	n50006454	n50006454	1	Beattie, Charles Noel			Person		http://example.org/106881#Agent100-11	
Lyon, James, 1872-1949	no95022462	100	Lyon, James, 1872-1949	no95022462	no95022462	1	Lyon, James, 1872-1949			Person		http://example.org/1075938#Agent100-10	
Benson, John Howard, 1901-1956	nr89008339	100	Benson, John Howard, 1901-1956	nr89008339	nr89008339	1	Benson, John Howard, 1901-1956			Person		http://example.org/1088057#Agent100-14	
Carey, Graham	n97840880	100	Carey, Graham	n97840880	n97840880	1	Carey, Graham			Person		http://example.org/1088057#Agent700-25	
Barker, Stephen Francis	n79072902	100	Barker, Stephen Francis	n79072902	n79072902	1	Barker, Stephen Francis			Person		http://example.org/1027327#Agent100-11	
Cherington, Paul Terry, 1876-	n85077500	100	Cherington, Paul Terry, 1876-	n85077500	n85077500	1	Cherington, Paul Terry, 1876-			Person		http://example.org/1009841#Agent100-10	
Converse, Paul Dulaney, 1889-	n79103898	100	Converse, Paul Dulaney, 1889-	n79103898	n79103898	1	Converse, Paul Dulaney, 1889-			Person		http://example.org/1009851#Agent100-10	
Huegy, Harvey Wilborn, 1903- 	no95045938	85	Huegy, Harvey Wilborn, 1903- 				Huegy, Harvey Wilborn, 1903- 			Person		http://example.org/1009851#Agent700-20	
Davis, Jeanette E			Davis, Jeanette E				Davis, Jeanette E			Person		http://example.org/1005122#Agent100-9	
Ruskin, John, 1819-1900	n79006950	100	Ruskin, John, 1819-1900	n79006950	n79006950	0.9583333333	Ruskin, John, 1819-1900			Person		http://example.org/1084048#Agent100-10	
Friday, Frank A.	n88654775	100	Friday, Frank A	n88654775	n88654775	0.9375	Friday, Frank A			Person		http://example.org/1010310#Agent100-10	
Kernighan, Brian W.	n50044563	100	Kernighan, Brian W	n50044563	n50044563	0.9473684211	Kernighan, Brian W			Person		http://example.org/1008451#Agent100-12	
Plauger, P. J., 1944-	n81043431	100	Plauger, P. J., 1944-	n81043431	n81043431	1	Plauger, P. J., 1944- 			Person		http://example.org/1008451#Agent700-21	
Acworth, W[illiam] M[itchell]			Acworth, W[illiam] M[itchell]				Acworth, W[illiam] M[itchell]			Person		http://example.org/1005211#Agent100-10	
MacIver, Robert M. (Robert Morrison), 1882-1970	n50047935	100	MacIver, Robert M. (Robert Morrison), 1882-1970	n50047935	n50047935	1	MacIver, Robert M. (Robert Morrison), 1882-1970			Person		http://example.org/1022562#Agent100-10	
Liddell, Mark Harvey	nr88010322	100	Liddell, Mark Harvey	nr88010322	nr88010322	1	Liddell, Mark Harvey			Person		http://example.org/1094558#Agent100-10	
Foster, Elizabeth Andros	nr2003000307	100	Foster, Elizabeth Andros	nr2003000307	nr2003000307	1	Foster, Elizabeth Andros			Person		http://example.org/1093514#Agent100-10	
Scullard, H. H. (Howard Hayes), 1903-1983	n50004886	100	Scullard, H. H. (Howard Hayes), 1903-1983	n50004886	n50004886	0.9756097561	Scullard, H. H. (Howard Hayes), 1903-1983			Person		http://example.org/1077950#Agent100-12	
Crabb, Cecil Van Meter, 1924-	n80038407	100	Crabb, Cecil Van Meter, 1924-	n80038407	n80038407	0.8787878788	Crabb, Cecil Van Meter, 1924-			Person		http://example.org/1057681#Agent100-10	
Guillot, René, 1900-1969	n50025198	98	Guillot, René, 1900-1969	n50025198	n50025198	1	Guillot, René, 1900-1969			Person		http://example.org/1019005#Agent100-11	
Hoffmann, Felix	n50031243	100	Hoffmann, Felix				Hoffmann, Felix			Person		http://example.org/1019005#Agent700-22	
De Pauw, Linda Grant	n50036785	100	De Pauw, Linda Grant	n50036785	n50036785	0.9523809524	De Pauw, Linda Grant			Person		http://example.org/1043750#Agent100-15	
American Historical Association	n79063583	100	American Historical Association				American Historical Association			Organization		http://example.org/1043750#Agent710-26	
Peters, L. T			Peters, L. T				Peters, L. T			Person		http://example.org/1030661#Agent100-11	
O'Leary, Cornelius	n88011670	100	O'Leary, Cornelius	n88011670	n88011670	0.9473684211	O'Leary, Cornelius			Person		http://example.org/1046294#Agent100-14	
Center for the Study of Democratic Institutions	n80050501	100	Center for the Study of Democratic Institutions				Center for the Study of Democratic Institutions			Organization		http://example.org/1042728#Agent110-11	
Fulbright, J. William (James William), 1905-1995	n50041614	100	Fulbright, J. William (James William), 1905-1995	n50041614	n50041614	1	Fulbright, J. William (James William), 1905-1995			Person		http://example.org/1042728#Agent700-21	
Thoenes, Piet	n84189605	100	Thoenes, Piet	n84189605	n84189605	1	Thoenes, Piet			Person		http://example.org/1024094#Agent100-10	
Banks, Joseph Ambrose			Banks, Joseph Ambrose				Banks, Joseph Ambrose			Person		http://example.org/1024094#Agent700-21	
DeFelice, James	n2010056590	85	DeFelice, James				DeFelice, James			Person		http://example.org/1014296#Agent100-10	
Jones, W. J.	n79119096	100	Jones, W. J				Jones, W. J			Person		http://example.org/105084#Agent100-11	
Great Britain. Court of Chancery	n80102695	100	Great Britain. Court of Chancery		n80102695		Great Britain. Court of Chancery	n80102695	1	Jurisdiction		http://example.org/105084#Agent610-19	
Strong, Roy, 1935-			Strong, Roy, 1935-				Strong, Roy, 1935-			Person		http://example.org/1080638#Agent100-13	
Tate Gallery	n80046785	100	Tate Gallery		n80046785		Tate Gallery	n80046785	0.9166666667	Organization		http://example.org/1080638#Agent710-26	
Pulman, Michael Barraclough, 1933-			Pulman, Michael Barraclough, 1933-				Pulman, Michael Barraclough, 1933-			Person		http://example.org/1048080#Agent100-13	
Great Britain. Privy Council	n80050329	100	Great Britain. Privy Council		n80050329		Great Britain. Privy Council	n80050329	1	Jurisdiction		http://example.org/1048080#Agent610-23	
Henry E. Huntington Library and Art Gallery	n79049138	100	Henry E. Huntington Library and Art Gallery		n79049138		Henry E. Huntington Library and Art Gallery	n79049138	0.9772727273	Organization		http://example.org/1087854#Agent110-12	
Chaucer, Geoffrey, -1400	n79027228	100	Chaucer, Geoffrey, -1400	n79027228	n79027228	1	Chaucer, Geoffrey, -1400			Person		http://example.org/1087854#Agent600-21	
Schulz, Herbert Clarence, 1902-	n98082812	100	Schulz, Herbert Clarence, 1902-	n98082812	n98082812	1	Schulz, Herbert Clarence, 1902-			Person		http://example.org/1087854#Agent700-23	
Ellesmere, Francis Charles Granville Egerton, Earl of, 1847-1914	n50047897	100	Ellesmere, Francis Charles Granville Egerton, Earl of, 1847-1914	n50047897	n50047897	1	Ellesmere, Francis Charles Granville Egerton, Earl of, 1847-1914			Person		http://example.org/1087854#Agent700-24	
Chaucer, Geoffrey, -1400	n79027228	100	Chaucer, Geoffrey, -1400	n79027228	n79027228	1	Chaucer, Geoffrey, -1400			Person		http://example.org/1087854#Agent700-25	
Charosh, Mannis	n50038420	100	Charosh, Mannis	n50038420	n50038420	1	Charosh, Mannis			Person		http://example.org/1018949#Agent100-15	
Kessler, Leonard P., 1920-	n79027230	100	Kessler, Leonard P., 1920-	n79027230	n79027230	1	Kessler, Leonard P., 1920- 			Person		http://example.org/1018949#Agent700-26	
Earhart, Will, 1871-			Earhart, Will, 1871-				Earhart, Will, 1871-			Person		http://example.org/1076142#Agent100-13	
Morris-Jones, John, 1864-1929	n87903226	100	Morris-Jones, John, 1864-1929	n87903226	n87903226	1	Morris-Jones, John, 1864-1929			Person		http://example.org/1092641#Agent700-20	
Rhys, John, Sir, 1840-1915	n79108928	100	Rhys, John, Sir, 1840-1915	n79108928	n79108928	0.962962963	Rhys, John, Sir, 1840-1915			Person		http://example.org/1092641#Agent700-21	
Chrétien, de Troyes, active 12th century	n79066724	99	Chrétien, de Troyes, active 12th century	n79066724	n79066724	0.9512195122	Chrétien, de Troyes, active 12th century			Person		http://example.org/1042682#Agent700-22	
Thompson, Albert Wilder	n86821168	100	Thompson, Albert Wilder	n86821168	n86821168	1	Thompson, Albert Wilder			Person		http://example.org/1042682#Agent700-23	
Thönnesen, Werner, 1929-			Thönnesen, Werner, 1929-				Thönnesen, Werner, 1929-			Person		http://example.org/1059817#Agent100-14	
Sozialdemokratische Partel Deutschlands			Sozialdemokratische Partel Deutschlands				Sozialdemokratische Partel Deutschlands			Organization		http://example.org/1059817#Agent610-23	
Graubard, Stephen Richards	n79093138	100	Graubard, Stephen Richards	n79093138	n79093138	1	Graubard, Stephen Richards			Person		http://example.org/1056098#Agent700-26	
Ballotti, Geno A			Ballotti, Geno A				Ballotti, Geno A			Person		http://example.org/1056098#Agent700-27	
Williams, William Carlos, 1883-1963	n79060075	100	Williams, William Carlos, 1883-1963	n79060075	n79060075	0.9722222222	Williams, William Carlos, 1883-1963			Person		http://example.org/1069436#Agent100-13	
