"Duplicate found in gillingham"	"Problematic URI"	"accessRights"	"Title"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/7s/75/dd/31/7s75dd31s"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c5/13/8j/d9/c5138jd993"	"http://terms.library.ualberta.ca/draft"	"ENGINEERED NANOSTRUCTURED THIN FILMS FOR ENHANCED SURFACE ACOUSTIC WAVE SENSORS"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bb/g2/57/f0/bbg257f05r"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c5/h7/3p/w1/c5h73pw122"	"http://terms.library.ualberta.ca/draft"	"A microarray analysis of the rice transcriptome and its comparison to Arabidopsis"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cs/n0/09/x9/csn009x941"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c6/96/9z/08/c6969z088k"	"http://terms.library.ualberta.ca/draft"	"Targeting a Trigger: Platelet Derived Growth Factor Receptor Alpha in the Nodal Metastasis of Papillary Thyroid Cancer"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c7/07/95/76/c70795767x"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c6/m3/11/p5/c6m311p51z"	"http://terms.library.ualberta.ca/draft"	"Evaluation of Cured-in-Place Pipe Lining Installations"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c9/z9/03/00/c9z903000r"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c7/36/66/45/c736664583"	"http://terms.library.ualberta.ca/draft"	"Potential Energy Surfaces for Quantum Dynamics Simulations: From ab initio Computations to Vibrational State Determinations"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cc/v4/3n/x0/ccv43nx08q"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c7/s7/5d/c6/c7s75dc60v"	"http://terms.library.ualberta.ca/draft"	"Amenability and fixed point properties of semi-topological semigroups of non-expansive mappings in Banach spaces"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c3/n2/03/z2/c3n203z240"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c7/s7/5d/c6/c7s75dc60v"	"http://terms.library.ualberta.ca/draft"	"Amenability and fixed point properties of semi-topological semigroups of non-expansive mappings in Banach spaces"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c2/z1/0w/q2/c2z10wq26d"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c9/30/6s/z4/c9306sz418"	"http://terms.library.ualberta.ca/draft"	"Iterative Learning Control for Fuel Robust HCCI"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rf/55/z9/10/rf55z910s"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c9/p2/90/94/c9p290944d"	"http://terms.library.ualberta.ca/draft"	"Investigating the role of the D0 domain of KIR3DL1 in ligand interaction and exploring the effect of LILRB1 on KIR3DL1 signaling"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cz/31/6q/15/cz316q159j"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cd/b7/8t/c2/cdb78tc26m"	"http://terms.library.ualberta.ca/draft"	"Design and Implementation of 60 GHz CMOS Power Amplifiers"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/22/27/mr/36/2227mr36d"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cg/q6/7j/r3/cgq67jr375"	"http://terms.library.ualberta.ca/draft"	"Toward Modern Inhalational Bacteriophage Therapy: Nebulization of Bacteriophages of Burkholderia cepacia Complex"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/c9/7k/q6/c8c97kq612"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cp/n8/9d/68/cpn89d6824"	"http://terms.library.ualberta.ca/draft"	"Fluorescence lifetimes and refractometric sensing with cavity-coupled silicon quantum dots"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/6w/92/4c/15/6w924c15s"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cp/z5/0g/w3/cpz50gw32z"	"http://terms.library.ualberta.ca/draft"	"Notch regulates the growth-promoting nitric oxide cGMP-dependent pathway in epithelial ovarian cancer and ovarian surface epithelium cells"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w9/50/50/90/w95050902"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cq/n5/9q/42/cqn59q422h"	"http://terms.library.ualberta.ca/draft"	"A genetic analysis of weed competitive ability in spring wheat"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/c9/7k/q6/c8c97kq612"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cv/d6/6v/z9/cvd66vz983"	"http://terms.library.ualberta.ca/draft"	"Fluorescence lifetimes and refractometric sensing with cavity-coupled silicon quantum dots"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/br/j4/30/45/brj430453v"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cw/37/63/69/cw3763691b"	"http://terms.library.ualberta.ca/draft"	"Let me show you what I know: Image, word and gesture in two-year-old children"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3b/59/1b/28/3b591b28g"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cx/34/6d/43/cx346d430d"	"http://terms.library.ualberta.ca/draft"	"Application of Federal Legislation to Alberta’s Mineable Oil Sands"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/98/80/vr/38/9880vr38g"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cx/s5/5m/c2/cxs55mc28k"	"http://terms.library.ualberta.ca/draft"	"Crystallization and preliminary diffraction studies of TraF, a component of the Escherichia coli type IV secretory system"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c7/36/66/46/c73666468c"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cz/k5/1v/g8/czk51vg857"	"http://terms.library.ualberta.ca/draft"	"Asphaltene Gasification : Soot Formation and Metal Distribution"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c2/47/dt/49/c247dt49c"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cz/p3/8w/c6/czp38wc69n"	"http://terms.library.ualberta.ca/draft"	"Identification and characterization of insect-specific proteins by genome data analysis"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b5/71/2m/67/b5712m6775"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/db/78/tg/17/db78tg174"	"http://terms.library.ualberta.ca/draft"	"Building in User Centred Design.jpg"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b5/71/2m/67/b5712m6775"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/gm/80/hz/19/gm80hz19n"	"http://terms.library.ualberta.ca/draft"	"Building in User Centred Design.jpg"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jd/47/2z/01/jd472z015"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jd/47/2x/07/jd472x07m"	"http://terms.library.ualberta.ca/draft"	"The Canadian Common CV (CCV): Navigating and Troubleshooting"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b5/71/2m/67/b5712m6775"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jh/34/3w/20/jh343w20t"	"http://terms.library.ualberta.ca/draft"	"Building in User Centred Design.jpg"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/9c/67/wn/54/9c67wn54c"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kh/04/dq/31/kh04dq31k"	"http://terms.library.ualberta.ca/draft"	"Parliament Now, May 22, 2013"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/jd/47/2z/01/jd472z015"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wp/98/8k/44/wp988k448"	"http://terms.library.ualberta.ca/draft"	"The Canadian Common CV (CCV): Navigating and Troubleshooting"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cr/78/1w/g2/cr781wg290"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c4/x5/1h/j2/c4x51hj289"	"http://terms.library.ualberta.ca/draft"	"Leading U: Inspirational Stories from UAlberta Alumni & Students."
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/7d/27/8t/35/7d278t35p"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/01/9s/24/b9019s2475"	"http://terms.library.ualberta.ca/authenticated"	"Parliament Now, [month day, yyyy]"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cv/t1/50/j4/cvt150j49b"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bz/60/cx/77/bz60cx770"	"http://terms.library.ualberta.ca/authenticated"	"Russian Military Culture during the Reigns of Catherine II and Paul I, 1762-1801"
"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mc/87/pr/84/mc87pr846"	"http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/s1/78/4k/73/s1784k73d"	"http://terms.library.ualberta.ca/authenticated"	"Stabilization of oil sands tailings using vacuum consolidation"
